Date,SGD3M.BGN.Curncy,SDO3M.BGN.Curncy,USDSGDV3M.BGN.Curncy,MASB10Y.BGN.Index,MASB2Y.BGN.Index,USGG10YR.BGN.Index,STI.Index,BCOM.Index,XAU.BGN.Curncy,COA.Comdty,CLA.Comdty,CL1.Comdty,DXY.Curncy,VIX.Index,SPX.Index,FEDL01.Index,SORACA3M.Index,SIMSM2.Index,SIMSM3A.Index,USGG5YR.Index,USGG3M.Index,SNEER.Index,USBMMY3M.Index,MASB3M.Index
1990-01-01,,,,,,,,,,,,,,,,7.97,,,,,,,,
1990-01-02,-81.01,,,,,7.93,,94.2766,399,,,22.89,94.25,17.24,359.69,8.54,,,,7.847,7.809,,,
1990-01-03,-7,,,,,7.974,,95.5969,395,,,23.68,94.45,18.19,358.76,8.37,,,,7.911,7.861,,,
1990-01-04,-195.35,,,,,7.972,,94.8401,396.5,,,23.41,92.54,19.22,355.67,8.29,,,,7.9,7.828,,,
1990-01-05,17,,,,,7.984,,94.0473,405,,,23.08,93.06,20.11,352.2,8.2,,,,7.896,7.781,,,
1990-01-08,-209.01,,,,,8.012,,92.5591,404.6,,,21.62,92.05,20.26,353.79,8.27,,,,7.907,7.748,,,
1990-01-09,-29,,,,,8.009,,92.9046,403.45,,,22.07,92.36,22.2,349.62,8.25,,,,7.903,7.789,,,
1990-01-10,-95.01,,,,,8.014,,94.1429,409.1,,,22.9,92.5,22.44,347.31,8.12,,,,7.907,7.746,,,
1990-01-11,-72,,,,,8.044,,94.8228,412.1,,,23.14,92.44,20.05,348.53,8.21,,,,7.949,7.797,,,
1990-01-12,-111.37,,,,,8.096,,94.2783,416.25,,,23.13,92.56,24.64,339.93,8.16,,,,7.983,7.716,,,
1990-01-15,-93,,,,,8.113,,93.258,415.6,,,22.36,92.95,26.34,337,8.16,,,,7.995,7.716,,,
1990-01-16,-45,,,,,8.196,,92.9647,412.75,,,22.78,92.87,24.18,340.75,8.31,,,,8.106,7.862,,,
1990-01-17,-99,,,,,8.191,,92.4892,410.4,,,22.1,92.77,24.16,337.4,8.26,,,,8.095,7.935,,,
1990-01-18,-49,,,,,8.303,,92.5756,413.4,,,22.76,93.78,24.34,338.19,8.23,,,,8.233,8.039,,,
1990-01-19,-158,,,,,8.232,,92.7901,408.65,,,23.67,93.76,22.5,339.15,8.19,,,,8.164,7.981,,,
1990-01-22,-16.99,,,,,8.27,,92.3236,406,,,22.55,94.36,26.7,330.38,8.19,,,,8.164,7.969,,,
1990-01-23,-27.01,,,,,8.349,,92.1362,408.25,,,21.6,93.05,24.72,331.61,8.19,,,,8.254,7.948,,,
1990-01-24,-90.18,,,,,8.366,,91.9569,420.75,,,21.59,92.87,25.39,330.26,8.4,,,,8.269,7.914,,,
1990-01-25,-28.65,,,,,8.413,,92.4413,415.65,,,22.24,92.57,25.63,326.08,8.24,,,,8.305,7.934,,,
1990-01-26,-75,,,,,8.464,,92.8145,418,,,22.56,92.53,26.28,325.8,8.24,,,,8.348,7.939,,,
1990-01-29,-40,,,,,8.535,,93.0373,418.75,,,22.8,91.99,26.44,325.2,8.24,,,,8.431,7.99,,,
1990-01-30,-92,,,,,8.501,,92.3978,418.15,,,22.46,92.91,27.25,322.98,8.23,,,,8.388,8.011,,,
1990-01-31,15,,,,,8.418,,92.5128,415.05,,,22.68,92.55,25.36,329.08,8.26,,57303.5,76609,8.318,8.009,,,
1990-02-01,20,,,,,8.413,,92.5849,415.8,,,22.7,92.18,24.87,328.79,8.25,,,,8.333,8.018,,,
1990-02-02,45,,,,,8.494,,93.3383,417.95,,,23.02,92.44,24.32,330.92,8.23,,,,8.409,8.055,,,
1990-02-05,-35,,,,,8.519,,92.6471,423,,,22.39,91.49,24.54,331.85,8.22,,,,8.421,8.063,,,
1990-02-06,-108,,,,,8.58,,92.6793,421.05,,,22.51,91.45,24.69,329.66,8.19,,,,8.484,8.064,,,
1990-02-07,11,,,,,8.536,,92.7112,423.75,,,22.32,91.68,24.29,333.75,8.22,,,,8.441,8.062,,,
1990-02-08,30,,,,,8.429,,92.5121,418,,,22.09,91.92,23.77,332.96,8.21,,,,8.378,8.071,,,
1990-02-09,-15,,,,,8.29,,92.4499,415.5,,,21.74,91.94,23.69,333.62,8.21,,,,8.261,8.013,,,
1990-02-12,-50,,,,,8.385,,93.0139,418.85,,,22.03,92.11,24.38,330.08,8.21,,,,8.348,7.958,,,
1990-02-13,-20,,,,,8.32,,93.2409,418.05,,,21.9,92.21,23.76,331.02,8.21,,,,8.277,7.789,,,
1990-02-14,-64,,,,,8.373,,93.5918,414.6,,,22.07,92.25,22.05,332.01,8.21,,,,8.332,7.872,,,
1990-02-15,-12,,,,,8.413,,94.1112,416.65,,,22.84,92.89,19.71,334.89,8.32,,,,8.376,7.965,,,
1990-02-16,-25,,,,,8.413,,94.0561,416.5,,,22.42,92.07,20.78,332.72,8.19,,,,8.381,7.937,,,
1990-02-19,-123,,,,,8.478,,,416.5,,,,,,,8.19,,,,8.381,7.935,,,
1990-02-20,-40.01,,,,,8.629,,94.0201,419.95,,,22.19,91.78,22.78,327.99,8.24,,,,8.592,8.041,,,
1990-02-21,-29.99,,,,,8.603,,94.0189,420,,,21.74,91.88,23.89,327.67,8.41,,,,8.568,8.009,,,
1990-02-22,-13,,,,,8.539,,94.3058,417.65,,,21.75,91.84,22.54,325.7,8.28,,,,8.509,7.965,,,
1990-02-23,-20,,,,,8.537,,94.0957,415.85,,,21.42,92.2,23.69,324.15,8.25,,,,8.462,7.918,,,
1990-02-26,-50,,,,,8.459,,94.0966,411.3,,,21.79,92.71,23.56,328.67,8.28,,,,8.398,7.958,,,
1990-02-27,-27,,,,,8.414,,93.5731,407.55,,,21.58,92.83,22.69,330.26,8.27,,,,8.346,7.99,,,
1990-02-28,-9,,,,,8.515,,93.8641,407.7,,,21.54,93.39,21.99,331.89,8.29,,53512.7,73271.5,8.451,8.03,,,
1990-03-01,57,,,,,8.581,,93.4207,406.3,,,21.17,93.96,21.9,332.74,8.3,,,,8.537,8.071,,,
1990-03-02,-38,,,,,8.546,,94.2312,405.05,,,21.35,94.15,21.34,335.54,8.27,,,,8.503,8.002,,,
1990-03-05,-49,,,,,8.631,,95.2939,403.2,,,21.58,93.36,22.03,333.74,8.24,,,,8.601,8.074,,,
1990-03-06,-29,,,,,8.562,,94.8959,405.35,,,19.33,93.59,20.55,337.93,8.21,,,,8.533,8.159,,,
1990-03-07,5,,,,,8.579,,94.4478,400.5,,,20.93,93.37,19.1,336.95,8.4,,,,8.556,8.167,,,
1990-03-08,-51,,,,,8.553,,94.6423,400.7,,,20.78,93.62,19.74,340.27,8.3,,,,8.555,8.187,,,
1990-03-09,-53,,,,,8.631,,93.9087,399.3,,,20.43,93.89,20.3,337.93,8.29,,,,8.666,8.234,,,
1990-03-12,-16,,,,,8.629,,93.424,401.25,,,20.24,94.43,20.07,338.67,8.28,,,,8.662,8.232,,,
1990-03-13,-12,,,,,8.708,,93.2581,397.25,,,20.22,94.28,21.05,336,8.23,,,,8.731,8.243,,,
1990-03-14,-63,,,,,8.628,,93.2438,398.75,,,20.05,94.2,19.65,336.87,8.21,,,,8.654,8.199,,,
1990-03-15,-53,,,,,8.652,,94.4687,399.5,,,20.38,93.74,18.81,338.07,8.29,,,,8.688,8.197,,,
1990-03-16,-47,,,,,8.566,,93.9531,400.65,,,20.07,93.82,17.62,341.91,8.22,,,,8.604,8.171,,,
1990-03-19,-32,,,,,8.581,,93.7245,402.1,,,19.6,93.49,18.29,343.53,8.24,,,,8.635,8.2,,,
1990-03-20,-35,,,,,8.533,,93.3029,399.65,,,19.28,94.3,19.06,341.57,8.26,,,,8.596,8.243,,,
1990-03-21,34,,,,,8.564,,93.6667,392,,,19.96,94.57,20.1,339.74,8.47,,,,8.631,8.231,,,
1990-03-22,5,,,,,8.528,,93.7311,392,,,20,94.19,22.74,335.69,8.28,,,,8.558,8.166,,,
1990-03-23,-55,,,,,8.521,,93.9472,393.5,,,20.39,94.39,20.46,337.22,8.25,,,,8.531,8.139,,,
1990-03-26,-4,,,,,8.495,,93.2761,370.25,,,20.46,94.36,19.59,337.63,8.25,,,,8.501,8.116,,,
1990-03-27,-35,,,,,8.512,,93.1102,368,,,20.48,94.55,21.01,341.5,8.26,,,,8.539,8.169,,,
1990-03-28,3,,,,,8.495,,92.9986,372,,,20.08,94.47,19.77,342,8.3,,,,8.504,8.104,,,
1990-03-29,-56,,,,,8.614,,93.4348,371.5,,,20.05,93.58,18.46,340.79,8.37,,,,8.619,8.102,,,
1990-03-30,-44,,,,,8.628,,94.153,368.5,,,20.28,93.77,19.73,339.94,8.3,,,,8.638,8.044,,,
1990-03-31,,,,,,,,,,,,,,,,,,53867.3,73881.4,,,,,
1990-04-02,-27,,,,,8.64,,94.255,368.4,,,20.48,94.1,22.84,338.7,8.34,,,,8.63,8.021,,,
1990-04-03,-46,,,,,8.626,,94.9318,375,,,20.3,93.99,20.44,343.64,8.31,,,,8.623,8.085,,,
1990-04-04,-81,,,,,8.547,,94.5142,374.25,,,19.78,94.01,22.03,341.09,8.37,,,,8.55,7.999,,,
1990-04-05,-73,,,,,8.559,,94.1931,378.4,,,19.43,93.85,21.21,340.73,8.31,,,,8.553,8.018,,,
1990-04-06,-37,,,,,8.552,,94.1479,377.7,,,19.15,93.7,21.76,340.08,8.26,,,,8.549,8.013,,,
1990-04-09,-1,,,,,8.587,,92.9817,376.7,,,18.44,93.64,22.3,341.37,8.24,,,,8.576,8.074,,,
1990-04-10,13,,,,,8.623,,92.7915,375.2,,,17.68,92.97,21.69,342.07,8.21,,,,8.596,8.032,,,
1990-04-11,-30,,,,,8.611,,93.0505,374.5,,,18.06,92.87,17.73,341.92,8.2,,,,8.584,8.009,,,
1990-04-12,-21,,,,,8.633,,92.5898,375.5,,,17.78,92.91,19.8,344.34,8.21,,,,8.611,7.992,,,
1990-04-13,,,,,,8.614,,,,,,,,,,8.18,,,,8.607,7.99,,,
1990-04-16,,,,,,8.666,,93.0628,,,,17.85,93.35,20.75,344.74,8.31,,,,8.622,7.979,,,
1990-04-17,-4,,,,,8.741,,92.995,374,,,17.44,93.31,20.38,344.68,8.39,,,,8.692,8.011,,,
1990-04-18,-22,,,,,8.851,,92.4836,374.75,,,16.96,92.94,22.67,340.72,8.46,,,,8.813,8.062,,,
1990-04-19,-59,,,,,8.863,,93.7349,375.75,,,18.06,93.08,22.46,338.09,8.31,,,,8.817,8.028,,,
1990-04-20,-5,,,,,8.945,,93.5605,376,,,17.95,93.39,23.33,335.12,8.24,,,,8.876,7.949,,,
1990-04-23,-11.25,,,,,8.977,,93.9608,375.25,,,19.07,93.8,24.16,331.05,8.25,,,,8.908,7.969,,,
1990-04-24,-10.32,,,,,8.975,,93.5769,376.8,,,19,93.83,21.7,330.36,8.21,,,,8.935,8.021,,,
1990-04-25,-45,,,,,8.992,,93.41,371.45,,,18.66,93.08,20.86,332.03,8.21,,,,8.979,8.041,,,
1990-04-26,-16.99,,,,,9.062,,93.7875,371.6,,,18.47,93.17,20.25,332.92,8.21,,,,9.066,8.092,,,
1990-04-27,-30.04,,,,,9.042,,94.1229,371.6,,,18.54,93.08,22.19,329.11,8.18,,,,9.019,8.044,,,
1990-04-30,-40,,,,,9.022,,93.9716,367.75,,,18.54,93.08,19.52,330.8,8.23,,54551.9,74433,9,8.032,,,
1990-05-01,-35,,,,,9.06,,94.7125,369.5,,,18.88,93.14,18.43,332.25,8.11,,,,9.063,8.19,,,
1990-05-02,-40.01,,,,,9.062,,94.7257,369.6,,,18.68,93.21,19.32,334.48,7.73,,,,9.06,8.167,,,
1990-05-03,,,,,,9.01,,93.7389,369.9,,,17.99,93.16,17.81,335.57,8.19,,,,8.992,8.123,,,
1990-05-04,-25,,,,,8.835,,93.5235,371.3,,,17.98,92.43,17.28,338.39,8.21,,,,8.783,8.013,,,
1990-05-07,,,,,,8.857,,94.2928,,,,18.27,92.04,17.65,340.53,8.23,,,,8.799,8.053,,,
1990-05-08,-75.01,,,,,8.845,,94.093,370.65,,,18.28,92.01,18.49,342.01,8.2,,,,8.779,8.053,,,
1990-05-09,-20,,,,,8.879,,95.6297,370.3,,,18.99,91.16,18.64,342.86,8.18,,,,8.819,7.999,,,
1990-05-10,-24.6,,,,,8.817,,95.7174,371.75,,,19.02,91.03,18.59,343.82,8.23,,,,8.787,7.965,,,
1990-05-11,-99.41,,,,,8.645,,94.8043,368.55,,,18.95,91.06,19.81,352,8.24,,,,8.627,7.865,,,
1990-05-14,5.66,,,,,8.608,,95.4002,369,,,19.71,91.11,20.14,354.75,8.27,,,,8.591,7.885,,,
1990-05-15,40.38,,,,,8.643,,95.0129,367.75,,,19.59,91.15,19.49,354.28,8.34,,,,8.615,7.905,,,
1990-05-16,55.84,,,,,8.673,,94.9453,369.85,,,19.03,91.24,17.71,354,7.53,,,,8.642,7.914,,,
1990-05-17,15.13,,,,,8.687,,95.3426,369.2,,,18.87,91.25,17.27,354.47,8.2,,,,8.666,7.923,,,
1990-05-18,45.61,,,,,8.743,,95.2665,369.9,,,18.76,91.38,17.2,354.64,8.22,,,,8.717,7.992,,,
1990-05-21,37.72,,,,,8.729,,94.4212,373.1,,,18.26,91.94,16.72,358,8.24,,,,8.706,8,,,
1990-05-22,46,,,,,8.651,,94.7218,375.1,,,17.68,91.97,17.84,358.43,8.22,,,,8.643,7.979,,,
1990-05-23,-13.56,,,,,8.59,,93.3361,364.5,,,18.14,92.07,17.18,359.29,8.24,,,,8.56,7.883,,,
1990-05-24,-7,,,,,8.637,,93.7562,366.5,,,17.83,92.41,17.7,358.41,8.29,,,,8.599,7.944,,,
1990-05-25,45,,,,,8.691,,93.7476,366.5,,,17.8,92.17,17.32,354.58,8.27,,,,8.609,7.958,,,
1990-05-28,,,,,,8.702,,,,,,,,,,8.27,,,,8.613,8,,,
1990-05-29,20.35,,,,,8.637,,93.473,367.7,,,17.98,91.98,18.75,360.65,8.26,,,,8.571,7.999,,,
1990-05-30,67.83,,,,,8.611,,93.1189,366.4,,,18.08,92.33,17.44,360.86,7.69,,,,8.556,8.009,,,
1990-05-31,85.65,,,,,8.599,,92.0547,363.05,,,17.4,92.93,17.37,361.23,8.23,,55687.6,75397.6,8.549,8.018,,,
1990-06-01,-50,,,,,8.454,,91.5658,363.45,,,17.5,92.99,17.09,363.16,8.28,,,,8.401,7.939,,,
1990-06-04,30.47,,,,,8.44,,90.7974,357.05,,,17.14,92.68,18.39,367.4,8.28,,,,8.382,7.948,,,
1990-06-05,8,,,,,8.463,,90.8518,358.1,,,16.68,92.59,18.97,366.64,8.27,,,,8.412,7.958,,,
1990-06-06,-15.54,,,,,8.459,,90.8765,359.5,,,16.92,92.61,17.42,364.96,8.22,,,,8.42,7.946,,,
1990-06-07,35,,,,,8.451,,90.892,352.8,,,16.67,92.8,16.88,363.15,8.25,,,,8.408,7.965,,,
1990-06-08,51,,,,,8.472,,90.5552,353.5,,,16.78,93.08,17.58,358.71,8.26,,,,8.419,7.96,,,
1990-06-11,15.64,,,,,8.476,,90.5606,354.7,,,16.82,92.93,16.34,361.63,8.26,,,,8.427,7.979,,,
1990-06-12,,,,,,8.481,,91.4721,355.75,,,17.51,92.94,16.6,366.25,8.23,,,,8.441,7.99,,,
1990-06-13,12,,,,,8.395,,91.2615,350.5,,,17.58,92.54,17.38,364.9,8.61,,,,8.343,7.914,,,
1990-06-14,20.62,,,,,8.363,,90.0694,345.85,,,17.13,92.73,17.4,362.9,8.29,,,,8.306,7.912,,,
1990-06-15,20.15,,,,,8.45,,89.7551,346.9,,,16.62,92.59,15.9,362.91,8.29,,,,8.399,7.939,,,
1990-06-18,-9.9,,,,,8.49,,89.966,349.25,,,15.94,92.02,17.71,356.88,8.28,,,,8.448,7.916,,,
1990-06-19,-54.16,,,,,8.503,,89.782,348.65,,,15.65,91.91,15.23,358.47,8.25,,,,8.46,8,,,
1990-06-20,14.14,,,,,8.536,,89.6638,346.9,,,15.3,92.06,15.27,359.1,8.24,,,,8.494,8.009,,,
1990-06-21,10.59,,,,,8.513,,89.7758,349.75,,,16.94,92.11,14.72,360.47,8.25,,,,8.459,8.018,,,
1990-06-22,20.78,,,,,8.498,,89.995,348.4,,,17.46,91.97,19.36,355.43,8.24,,,,8.444,8.013,,,
1990-06-25,18.94,,,,,8.585,,90.5495,353.4,,,17.38,92.1,17.06,352.31,8.3,,,,8.535,8.032,,,
1990-06-26,18.53,,,,,8.533,,90.1438,349.35,,,17.14,91.46,16.29,352.06,8.33,,,,8.482,8.064,,,
1990-06-27,-9.88,,,,,8.498,,89.8997,350.65,,,16.68,91.53,16,355.14,8.39,,,,8.447,8.041,,,
1990-06-28,-43.73,,,,,8.449,,90.8436,352.3,,,17.15,91.68,16.18,357.63,8.36,,,,8.39,7.997,,,
1990-06-29,15,,,,,8.412,,91.2558,352.2,,,17.07,91.15,15.5,358.02,8.32,,,,8.337,7.992,,,
1990-06-30,,,,,,,,,,,,,,,,,,55999.3,75700.5,,,,,
1990-07-02,-64.47,,,,,8.409,,91.7821,357.4,,,16.72,90.51,16.26,359.54,8.35,,,,8.333,7.979,,,
1990-07-03,17.19,,,,,8.393,,91.987,362,,,16.8,90.43,16.11,360.16,8.32,,,,8.298,7.956,,,
1990-07-04,-5,,,,,8.383,,,362.5,,,,,,,8.32,,,,8.298,7.956,,,
1990-07-05,45.45,,,,,8.4,,91.087,359.7,,,16.5,90.41,17.25,355.68,8.32,,,,8.328,7.923,,,
1990-07-06,13.52,,,,,8.513,,90.4948,361.15,,,16.47,90.5,16.41,358.42,8.32,,,,8.442,8.013,,,
1990-07-09,-55.29,,,,,8.558,,90.3081,360.25,,,16.58,90.27,16.66,359.52,8.33,,,,8.484,8.053,,,
1990-07-10,-11.76,,,,,8.572,,90.4839,354,,,16.94,89.58,16.92,356.49,8.34,,,,8.496,8.053,,,
1990-07-11,14.36,,,,,8.569,,90.9732,354.3,,,17.47,90.18,16.68,361.23,8.01,,,,8.484,8.041,,,
1990-07-12,107.21,,,,,8.494,,92.4431,351.45,,,18.46,89.38,17.06,365.44,8.29,,,,8.369,7.934,,,
1990-07-13,-0.52,,,,,8.436,,93.0776,363.6,,,18.36,90.06,17.09,367.31,8.18,,,,8.304,7.865,,,
1990-07-16,30,,,,,8.435,,93.3127,363.25,,,18.67,90.19,16.75,368.95,8.07,,,,8.308,7.874,,,
1990-07-17,22.54,,,,,8.435,,92.8447,360.7,,,18.65,89.69,16.66,367.52,8.05,,,,8.292,7.853,,,
1990-07-18,13.03,,,,,8.501,,92.5452,359.4,,,18.55,89.84,18.9,364.22,8.02,,,,8.33,7.809,,,
1990-07-19,85.48,,,,,8.491,,92.55,362.3,,,18.99,89.66,18.56,365.32,8.04,,,,8.315,7.786,,,
1990-07-20,16,,,,,8.47,,92.4124,361,,,19.61,89.54,15.63,361.61,7.99,,,,8.273,7.792,,,
1990-07-23,-34.56,,,,,8.491,,93.1339,366.1,,,20.5,88.93,23.68,355.31,8.02,,,,8.292,7.737,,,
1990-07-24,55,,,,,8.533,,93.2549,368.7,,,20.56,88.99,21.79,355.79,8.02,,,,8.341,7.81,,,
1990-07-25,80.52,,,,,8.479,,93.4727,372.75,,,20.38,89.15,20.19,357.09,8.28,,,,8.288,7.809,,,
1990-07-26,11.47,,,,,8.483,,93.9671,368.75,,,20.3,89.14,20.26,355.91,8.05,,,,8.303,7.828,,,
1990-07-27,-22,,,,,8.416,,93.6522,366.75,,,20.04,88.44,21.12,353.44,8.01,,,,8.23,7.771,,,
1990-07-30,-47.56,,,,,8.344,,93.6269,367.3,,,20.21,88.13,21.16,355.55,8.03,,,,8.138,7.748,,,
1990-07-31,-20,,,,,8.341,,94.3244,372.3,,,20.69,87.2,21.11,356.15,8.05,,56951.3,76623.7,8.108,7.726,,,
1990-08-01,30,,,,,8.276,,94.974,370.65,,,21.54,87.42,21.64,355.52,8.07,,,,8.039,7.672,,,
1990-08-02,25.79,,,,,8.376,,96.5449,380.7,,,23.11,87.73,20.43,351.48,8.09,,,,8.107,7.67,,,
1990-08-03,15,,,,,8.443,,97.5029,379,,,24.49,87.54,28.74,344.86,8.03,,,,8.103,7.571,,,
1990-08-06,-32.16,,,,,8.676,,102.4077,382.25,,,28.05,87.12,35.91,334.43,8.04,,,,8.267,7.517,,,
1990-08-07,29.99,,,,,8.714,,102.7283,383.25,,,28.31,87.52,32.75,334.83,8.05,,,,8.359,7.526,,,
1990-08-08,46,,,,,8.736,,100.2274,384.75,,,25.96,87.59,28.27,338.35,8.19,,,,8.378,7.609,,,
1990-08-09,5,,,,,8.648,,100.225,383.6,,,25.67,87.69,24.39,339.94,8.1,,,,8.297,7.649,,,
1990-08-10,-5.01,,,,,8.657,,101.7082,389.35,,,26.23,87.59,25.75,335.52,8.05,,,,8.289,7.623,,,
1990-08-13,-64.6,,,,,8.693,,102.3104,404.3,,,26.77,87.01,25.74,338.84,8.23,,,,8.32,7.653,,,
1990-08-14,30,,,,,8.655,,102.2577,411.5,,,26.42,86.37,24.18,339.39,8.14,,,,8.316,7.663,,,
1990-08-15,-4.3,,,,,8.638,,102.2958,398.4,,,26.46,86.3,23.31,340.06,8.28,,,,8.3,7.703,,,
1990-08-16,21.68,,,,,8.778,,103.4804,402.6,,,27.36,85.87,27.16,332.39,8.44,,,,8.463,7.744,,,
1990-08-17,-32.22,,,,,8.79,,104.7482,410.6,,,28.63,85.62,27.53,327.83,8.2,,,,8.451,7.718,,,
1990-08-20,18,,,,,8.811,,105.793,407.75,,,28.56,86.18,26.46,328.51,8.08,,,,8.513,7.79,,,
1990-08-21,-33.61,,,,,8.833,,106.3237,413.8,,,28.41,86.17,28.9,321.86,8,,,,8.541,7.823,,,
1990-08-22,-33.01,,,,,8.946,,108.3672,408.75,,,31.22,85.97,30.55,316.55,8.96,,,,8.631,7.821,,,
1990-08-23,-90,,,,,9.009,,111.0258,412.4,,,31.93,85.12,36.47,307.06,8.13,,,,8.682,7.767,,,
1990-08-24,13.01,,,,,9.036,,110.349,410.3,,,30.91,85.66,33.93,311.51,8.07,,,,8.706,7.699,,,
1990-08-27,-48,,,,,8.873,,106.38,,,,26.91,85.3,29.63,321.44,8.08,,,,8.572,7.771,,,
1990-08-28,-110,,,,,8.921,,104.4038,388.25,,,27.88,85.4,29.12,321.34,8.07,,,,8.631,7.726,,,
1990-08-29,10,,,,,8.811,,101.6301,384.3,,,25.92,85.57,27.38,324.19,8.04,,,,8.537,7.714,,,
1990-08-30,5,,,,,8.842,,102.7423,389.75,,,26.77,85.92,29.89,318.71,8.06,,,,8.466,7.681,,,
1990-08-31,-7,,,,,8.846,,102.7423,387.75,,,27.32,86.58,29.9,322.56,8.06,,57672.6,77629.9,8.44,7.611,,,
1990-09-03,15.07,,,,,8.87,,,386.75,,,,,,,8.06,,,,8.546,7.611,,,
1990-09-04,25.01,,,,,8.887,,104.8473,381.4,,,29.12,86.85,29.58,323.09,8.17,,,,8.531,7.631,,,
1990-09-05,-180.36,,,,,8.832,,106.1633,383.3,,,29.77,85.72,28.52,324.39,9.31,,,,8.47,7.619,,,
1990-09-06,125.49,,,,,8.82,,108.5239,387.5,,,31.43,85.47,30.19,320.46,8.2,,,,8.474,7.618,,,
1990-09-07,248.13,,,,,8.789,,106.8546,384.6,,,30.04,86.05,28.73,323.4,8.13,,,,8.439,7.623,,,
1990-09-10,-119.99,,,,,8.834,,107.8113,384.5,,,31.3,86.68,29.34,321.63,8.13,,,,8.492,7.674,,,
1990-09-11,-23.68,,,,,8.793,,107.2562,378.5,,,30.76,86.9,28.38,321.04,8.08,,,,8.45,7.631,,,
1990-09-12,25,,,,,8.803,,107.4966,382.05,,,30.97,86.94,28.12,322.54,8.03,,,,8.45,7.609,,,
1990-09-13,84.26,,,,,8.822,,107.1282,382.2,,,31.07,85.79,29.33,318.65,8.03,,,,8.45,7.586,,,
1990-09-14,-124.23,,,,,8.868,,107.4949,386.2,,,31.76,85.72,30.56,316.83,7.93,,,,8.484,7.592,,,
1990-09-17,-80,,,,,8.897,,108.8572,389.4,,,33.63,84.92,29.55,317.77,8.04,,,,8.499,7.601,,,
1990-09-18,-5,,,,,8.904,,109.0556,386,,,33.41,85.24,28.82,318.6,7.87,,,,8.503,7.621,,,
1990-09-19,-9.75,,,,,8.872,,108.6138,386.5,,,33.18,85.98,27.88,316.6,9.53,,,,8.499,7.619,,,
1990-09-20,-10,,,,,8.899,,109.2854,386.95,,,34.71,86.22,28.66,311.48,8.17,,,,8.518,7.628,,,
1990-09-21,11.49,,,,,8.977,,111.4325,,,,35.43,86.31,30.04,311.32,8.22,,,,8.582,7.592,,,
1990-09-24,-70.69,,,,,9.03,,114.5684,392.5,,,38.25,85.48,30.56,304.59,8.33,,,,8.651,7.611,,,
1990-09-25,-49.46,,,,,8.991,,114.3554,403.75,,,37.53,85.96,28.81,308.26,8.35,,,,8.64,7.61,,,
1990-09-26,-68.25,,,,,8.977,,115.3978,402.7,,,38.67,85.75,28.19,305.06,8.29,,,,8.624,7.535,,,
1990-09-27,-89.16,,,,,8.87,,116.627,403.95,,,39.54,85.72,28.67,300.97,8.21,,,,8.506,7.46,,,
1990-09-28,25,,,,,8.795,,116.2546,408.4,,,39.51,85.91,29.11,306.05,8.03,,,,8.456,7.35,,,
1990-09-30,,,,,,,,,,,,,,,,,,58819.3,78965.4,,,,,
1990-10-01,-53.01,,,,,8.725,,112.3372,396.3,,,37.09,85.43,28.06,314.94,8.25,,,,8.398,7.349,,,
1990-10-02,-22.38,,,,,8.68,,109.0702,387.85,,,33.95,85.1,27.28,315.21,8.32,,,,8.345,7.4,,,
1990-10-03,-81.44,,,,,8.718,,113.4627,389.4,,,37.32,84.71,27.9,311.4,8.71,,,,8.36,7.398,,,
1990-10-04,-80,,,,,8.647,,112.9115,395.75,,,36.93,84.13,27.51,312.69,8.31,,,,8.284,7.355,,,
1990-10-05,-20,,,,,8.642,,114.1838,395.6,,,37.99,84.24,27.85,311.5,8.19,,,,8.268,7.265,,,
1990-10-08,-135.49,,,,,8.665,,115.4955,390.8,,,38.95,83.57,28.04,313.48,8.19,,,,8.299,7.263,,,
1990-10-09,-21.72,,,,,8.807,,116.5677,397,,,40.4,83.21,30.71,305.1,8.21,,,,8.417,7.4,,,
1990-10-10,18.87,,,,,8.906,,114.1044,391.8,,,38.69,83.29,31.19,300.39,8.11,,,,8.504,7.419,,,
1990-10-11,-23.41,,,,,8.918,,115.087,388,,,40.42,82.79,33.98,295.46,8.02,,,,8.508,7.376,,,
1990-10-12,-72.28,,,,,8.807,,114.3386,388.25,,,39.69,83.16,31.94,300.03,7.98,,,,8.412,7.371,,,
1990-10-15,-44.99,,,,,8.79,,111.8312,380.7,,,37.95,83.25,31.64,303.23,8.07,,,,8.389,7.38,,,
1990-10-16,-66.27,,,,,8.751,,112.1746,364.75,,,38.89,82.59,31.45,298.92,8.01,,,,8.362,7.389,,,
1990-10-17,-90,,,,,8.742,,110.962,366,,,36.72,82.56,31.37,298.76,7.69,,,,8.366,7.43,,,
1990-10-18,-85,,,,,8.677,,110.1329,367.85,,,36.8,81.96,29.6,305.74,8.04,,,,8.301,7.491,,,
1990-10-19,55,,,,,8.612,,108.1516,372,,,33.79,82.3,27.86,312.48,8.01,,,,8.247,7.455,,,
1990-10-22,-89,,,,,8.617,,104.7757,367.5,,,28.38,82.96,27.27,314.76,7.99,,,,8.239,7.464,,,
1990-10-23,21.3,,,,,8.662,,104.3044,371.65,,,29.37,83.16,27.57,312.36,7.93,,,,8.266,7.452,,,
1990-10-24,-18,,,,,8.639,,106.6389,371.1,,,31.08,82.48,28.28,312.6,7.94,,,,8.239,7.451,,,
1990-10-25,-91.79,,,,,8.617,,108.6308,375.05,,,34.25,83.04,29.04,310.17,8.02,,,,8.208,7.428,,,
