Date,SGD3M.BGN.Curncy,SDO3M.BGN.Curncy,USDSGDV3M.BGN.Curncy,MASB10Y.BGN.Index,MASB2Y.BGN.Index,USGG10YR.BGN.Index,STI.Index,BCOM.Index,XAU.BGN.Curncy,COA.Comdty,CLA.Comdty,CL1.Comdty,DXY.Curncy,VIX.Index,SPX.Index,FEDL01.Index,SORACA3M.Index,SIMSM2.Index,SIMSM3A.Index,USGG5YR.Index,USGG3M.Index,SNEER.Index,USBMMY3M.Index,MASB3M.Index
2013-02-12,-0.1,-0.03,5.2525,,,1.977,,140.2585,1651.33,,,97.51,80.106,12.64,1519.43,0.13,,,,0.8637,0.0811,,,
2013-02-13,-0.05,-0.1,5.02,1.5618,0.27,2.0277,3301.04,140.4923,1642.5,,,97.01,80.091,12.98,1520.33,0.14,0.0529,,,0.9056,0.0913,,,0.261
2013-02-14,0.15,0.2,4.9425,1.611,0.271,1.9974,3290.47,139.611,1634.85,,,97.31,80.458,12.66,1521.38,0.14,0.0534,,,0.8524,0.0963,,,0.26
2013-02-15,0.3,0.2,4.925,1.5948,0.271,2.0017,3283.07,139.1974,1610.15,,,95.86,80.58,12.46,1519.79,0.16,0.0534,,,0.8604,0.0963,120.22,,0.26
2013-02-18,0.55,0.25,4.97,1.6032,0.271,2.0017,3288.14,,1609.78,,,,80.627,,,,0.0518,,,0.8604,0.0963,,,0.261
2013-02-19,0.4,0.35,4.985,1.5891,0.271,2.0278,3295.77,139.2421,1605.05,,,96.66,80.468,12.31,1530.94,0.15,0.0509,,,0.8863,0.1065,,0.11503344,0.261
2013-02-20,0.25,0.25,4.785,1.6109,0.266,2.0087,3308.89,138.4064,1564.55,,,94.46,81.069,14.68,1511.95,0.15,0.0508,,,0.8588,0.1166,,,0.261
2013-02-21,0.3,0.3,4.805,1.5714,0.204,1.9766,3287.6,136.833,1576.27,,,92.84,81.461,15.22,1502.42,0.16,0.0506,,,0.8361,0.1217,,,0.26
2013-02-22,0.25,0.15,4.8,1.5184,0.152,1.9619,3288.13,136.6902,1581.16,,,93.13,81.482,14.17,1515.6,0.16,0.0507,,,0.8264,0.1217,120.37,,0.26
2013-02-25,0.04,-0.08,4.765,1.5088,0.146,1.8637,3288.76,137.1196,1593.46,,,93.11,81.67,18.99,1487.85,0.15,0.0511,,,0.7601,0.1166,,0.125039509,0.241
2013-02-26,-0.2,-0.2,4.7325,1.522,0.172,1.8808,3254.26,137.0791,1613.76,,,92.63,81.87,16.87,1496.94,0.14,0.0511,,,0.7633,0.1116,,,0.241
2013-02-27,-0.29,-0.38,4.72,1.5006,0.172,1.9014,3261.12,136.5855,1597.1,,,92.76,81.602,14.73,1515.99,0.14,0.0509,,,0.7835,0.1014,,,0.241
2013-02-28,0.1,-0.27,4.625,1.5181,0.203,1.8756,3269.95,136.5666,1579.61,,,92.05,81.949,15.51,1514.68,0.14,0.051,487787.7,498475.3,0.7612,0.1014,,,0.252
2013-03-01,0.05,-0.2,4.465,1.5198,0.203,1.8412,3269.5,135.7656,1576.18,,,90.68,82.313,15.36,1518.2,0.14,0.0505,,,0.7404,0.1014,120.53,,0.252
2013-03-04,-0.2,-0.18,4.7625,1.487,0.213,1.8755,3239.95,135.9466,1573.83,,,90.12,82.195,14.01,1525.2,0.16,0.0494,,,0.758,0.0862,,0.110030595,0.261
2013-03-05,-0.05,-0.4,4.6375,1.5098,0.208,1.8978,3248.26,136.4995,1575.5,,,90.82,82.087,13.48,1539.79,0.15,0.0487,,,0.7756,0.0963,,,0.249
2013-03-06,-0.45,-0.8,4.5575,1.542,0.208,1.9375,3291.81,135.4683,1583.97,,,90.43,82.459,13.53,1541.46,0.15,0.0486,,,0.8029,0.0963,,,0.261
2013-03-07,-0.65,-0.75,4.6625,1.5364,0.208,1.9965,3298.54,136.7743,1579,,,91.56,82.081,13.06,1544.26,0.16,0.0488,,,0.8544,0.0963,,,0.252
2013-03-08,-0.95,-1.05,4.5825,1.5518,0.208,2.0427,3289.53,137.2526,1578.97,,,91.95,82.696,12.59,1551.18,0.15,0.0488,,,0.8852,0.0862,120.06,,0.252
2013-03-11,-0.75,-0.95,4.61,1.5708,0.208,2.0576,3292.97,137.4127,1581.6,,,92.06,82.573,11.56,1556.22,0.16,0.0489,,,0.895,0.0913,,0.095022819,0.261
2013-03-12,-0.8,-0.85,4.5425,1.5577,0.197,2.0156,3303.02,137.7645,1592.8,,,92.54,82.584,12.27,1552.48,0.15,0.0491,,,0.8676,0.0913,,,0.261
2013-03-13,-0.9,-1.5,4.52,1.5583,0.192,2.0209,3288.52,137.2916,1587.7,,,92.52,82.889,11.83,1554.52,0.14,0.0491,,,0.8758,0.0862,,,0.261
2013-03-14,-1,-1.75,4.6975,1.5951,0.192,2.0296,3279.5,138.2338,1590.19,,,93.03,82.606,11.3,1563.23,0.15,0.049,,,0.8726,0.0913,,,0.252
2013-03-15,-1,-1.95,4.5575,1.5841,0.186,1.9895,3286.05,138.3651,1592.1,,,93.45,82.261,11.3,1560.7,0.16,0.0488,,,0.8307,0.0811,120.23,,0.252
2013-03-18,-0.9,-2.38,4.8125,1.5511,0.18,1.9546,3256.47,137.5206,1605.49,,,93.74,82.694,13.36,1552.1,0.16,0.0479,,,0.8048,0.071,,0.085018267,0.261
2013-03-19,-0.55,-1.08,4.7225,1.5549,0.186,1.9017,3269.13,137.3775,1612.87,,,92.16,82.989,14.39,1548.34,0.15,0.0475,,,0.7758,0.0507,,,0.261
2013-03-20,-0.3,-1.5,4.7375,1.5514,0.186,1.9581,3248.4,138.1382,1606.92,,,92.96,82.779,12.67,1558.71,0.15,0.0478,,,0.8098,0.0659,,,0.261
2013-03-21,-0.35,-0.95,4.6525,1.5552,0.191,1.9112,3267.65,138.0041,1614.85,,,92.45,82.74,13.99,1545.8,0.16,0.0487,,,0.7855,0.0659,,,0.252
2013-03-22,-0.3,-0.95,4.6025,1.5421,0.196,1.925,3258.57,138.0096,1608.55,,,93.71,82.376,13.57,1556.89,0.15,0.049,,,0.7953,0.0659,119.99,,0.252
2013-03-25,-0.55,-1.05,4.42,1.5579,0.201,1.9198,3267.48,137.7931,1605.3,,,94.81,82.828,13.74,1551.69,0.15,0.0513,,,0.7856,0.0608,,0.075014221,0.249
2013-03-26,-1.5,-1.75,4.4375,1.5841,0.239,1.9094,3288.53,138.5049,1600.05,,,96.34,82.881,12.77,1563.77,0.14,0.0511,,,0.7743,0.071,,,0.249
2013-03-27,-1.65,-1.95,4.465,1.5635,0.239,1.8454,3313.03,139.331,1605.27,,,96.58,83.221,13.15,1562.85,0.12,0.0503,,,0.7338,0.0862,,,0.249
2013-03-28,-2.3,-3,4.4625,1.5418,0.228,1.8487,3308.1,137.4762,1596.97,,,97.23,82.996,12.7,1569.19,0.13,0.0494,,,0.7644,0.071,,,0.252
2013-03-29,-2,-3.05,4.375,,,1.8486,,,1597.5,,,,82.976,,,0.09,,,,0.7644,0.071,120.54,,
2013-03-31,,,,,,,,,,,,,,,,,,492231.9,503054.8,,,,,
2013-04-01,-1.9,-1.8,4.3575,1.5434,0.228,1.8314,3307.58,136.3566,1599.52,,,97.07,82.733,13.58,1562.17,0.16,0.0483,,,0.7516,0.0456,,0.075014378,0.242
2013-04-02,-1.35,-1.4,4.335,1.4751,0.217,1.859,3317.59,135.5209,1575.89,,,97.19,82.924,12.78,1570.25,0.15,0.0481,,,0.7692,0.0862,,,0.241
2013-04-03,-1.4,-1.25,4.315,1.5182,0.212,1.8106,3321.77,133.9288,1557.9,,,94.45,82.718,14.21,1553.69,0.14,0.0483,,,0.7244,0.0558,,,0.252
2013-04-04,-1.25,-1.55,4.35,1.4627,0.195,1.7625,3307.8,133.6427,1554.8,,,93.26,82.677,13.89,1559.98,0.14,0.0483,,,0.6957,0.0608,,,0.242
2013-04-05,-1.45,-1.75,4.3675,1.4464,0.184,1.7128,3299.78,134.0849,1581.25,,,92.7,82.496,13.92,1553.28,0.15,0.0483,,,0.6908,0.0608,120.87,,
2013-04-08,-0.65,-0.75,4.34,1.4187,0.178,1.746,3284.61,134.4943,1573.47,,,93.36,82.752,13.19,1563.07,0.15,0.0484,,,0.7052,0.0558,,0.065010682,0.241
2013-04-09,-0.65,-0.45,4.205,1.4025,0.167,1.7502,3296.57,135.2981,1585.35,,,94.2,82.309,12.84,1568.61,0.15,0.0483,,,0.6988,0.0608,,,0.241
2013-04-10,-0.52,-0.25,4.175,1.4116,0.161,1.8034,3293.25,135.0251,1558.42,,,94.64,82.532,12.36,1587.73,0.15,0.0485,,,0.734,0.0659,,,0.241
2013-04-11,-0.6,-0.5,4.11,1.4111,0.161,1.7887,3308.8,135.0209,1561.5,,,93.51,82.247,12.24,1593.37,0.15,0.0489,,,0.7259,0.0608,,,0.239
2013-04-12,-1.03,-1.15,3.92,1.3833,0.161,1.7208,3294.19,133.855,1482.75,,,91.29,82.311,12.06,1588.85,0.15,0.0492,,,0.6874,0.0608,121.05,,0.239
2013-04-15,-1.15,-1.35,3.8425,1.381,0.161,1.6798,3284.37,129.9374,1348.21,,,88.71,82.417,17.27,1552.36,0.15,0.0497,,,0.6761,0.0558,,0.055007648,0.242
2013-04-16,-1.1,-1.25,3.925,1.3984,0.177,1.7224,3291.58,131.1062,1367.36,,,88.72,81.749,13.96,1574.57,0.15,0.0497,,,0.7018,0.0507,,,0.241
2013-04-17,-1.1,-1.15,3.8675,1.417,0.183,1.695,3291.46,130.3211,1376.25,,,86.68,82.684,16.51,1552.01,0.15,0.0498,,,0.6921,0.0507,,,0.239
2013-04-18,-0.75,-1.05,3.88,1.4197,0.188,1.6847,3296.37,131.606,1390.5,,,87.73,82.559,17.56,1541.61,0.15,0.0502,,,0.6953,0.0507,,,0.242
2013-04-19,-0.75,-0.85,3.9025,1.4511,0.188,1.7049,3294.05,131.5112,1403.79,,,88.01,82.714,14.97,1555.25,0.15,0.0501,,,0.7065,0.0456,121.05,,0.242
2013-04-22,-0.7,-0.93,4.0125,1.4668,0.194,1.6929,3308.92,130.9605,1426.45,,,88.76,82.676,14.39,1562.5,0.15,0.0496,,,0.6887,0.0456,,0.05000632,0.241
2013-04-23,-1,-1.1,4.04,1.407,0.194,1.7065,3284.35,130.0887,1413,,,89.18,83.048,13.48,1578.78,0.14,0.0492,,,0.6984,0.0456,,,0.241
2013-04-24,-0.75,-0.95,4.0825,1.415,0.193,1.7047,3322.71,130.6107,1431.99,,,91.43,83.048,13.61,1578.79,0.13,0.0484,,,0.6919,0.0507,,,0.241
2013-04-25,-0.7,-1.05,4.1375,1.4104,0.199,1.708,3337.71,132.6178,1467.9,,,93.64,82.744,13.62,1585.16,0.13,0.0481,,,0.711,0.0507,,,0.239
2013-04-26,-0.55,-0.95,4.1725,1.4025,0.199,1.6633,3348.87,131.9185,1461.92,,,93,82.502,13.61,1582.24,0.13,0.0481,,,0.6807,0.0507,120.96,,0.239
2013-04-29,-0.45,-0.65,4.1275,1.3822,0.199,1.6701,3361.92,134.3837,1475.84,,,94.5,82.147,13.71,1593.61,0.13,0.0484,,,0.6759,0.0507,,0.05000632,0.242
2013-04-30,-0.75,-0.55,4.015,1.3733,0.199,1.6717,3368.18,133.6316,1476.71,,,93.46,81.746,13.52,1597.57,0.14,0.0487,492539.1,503331.8,0.676,0.0456,,,0.239
2013-05-01,-0.75,-0.65,3.995,,,1.629,,131.3275,1457.64,,,91.03,81.484,14.49,1582.7,0.14,,,,0.6489,0.0507,,,
2013-05-02,-0.6,-0.5,3.9325,1.3777,0.193,1.6255,3402.39,131.5975,1467.07,,,93.99,82.224,13.59,1597.59,0.15,0.0494,,,0.6473,0.0355,,,0.242
2013-05-03,-0.47,-0.55,3.9625,1.3847,0.192,1.7382,3369.9,133.1178,1470.75,,,95.61,82.125,12.85,1614.42,0.14,0.0497,,,0.7241,0.0456,121.07,,0.242
2013-05-06,-0.8,-0.85,3.9375,1.4716,0.204,1.7588,3382.29,132.6981,1469.46,,,96.16,82.315,12.66,1617.5,0.14,0.0509,,,0.7338,0.0304,,0.040004045,0.238
2013-05-07,-0.4,-0.75,3.6125,1.4723,0.204,1.7778,3383.16,132.0273,1452.7,,,95.62,82.253,12.83,1625.96,0.12,0.0515,,,0.7467,0.0253,,,0.238
2013-05-08,-0.5,-0.75,3.555,1.4697,0.21,1.7665,3413.02,132.9375,1473.94,,,96.62,81.896,12.66,1632.69,0.12,0.0515,,,0.742,0.0406,,,0.238
2013-05-09,-0.65,-0.9,3.535,1.4234,0.209,1.8109,3432.78,133.384,1458.15,,,96.39,82.793,13.13,1626.67,0.12,0.0511,,,0.7485,0.0355,,,0.241
2013-05-10,-0.8,-0.75,4.01,1.4721,0.209,1.8973,3443.77,131.9441,1448.55,,,96.04,83.143,12.59,1633.7,0.12,0.0506,,,0.8132,0.0355,121.13,,0.241
2013-05-13,-0.6,-0.82,4.24,1.4762,0.215,1.9199,3428.96,132.1976,1430.59,,,95.17,83.277,12.55,1633.77,0.12,0.0489,,,0.8214,0.0355,,0.045005119,0.239
2013-05-14,-1,-0.9,4.13,1.464,0.209,1.974,3432.76,131.9191,1425.46,,,94.21,83.595,12.77,1650.34,0.11,0.0483,,,0.8572,0.0355,,,0.242
2013-05-15,-1,-0.8,4.605,1.47,0.203,1.9347,3441.53,131.2985,1393.03,,,94.3,83.83,12.81,1658.78,0.12,0.0475,,,0.8249,0.0355,,,0.241
2013-05-16,-0.8,-0.75,5.0725,1.4322,0.197,1.8809,3452.28,130.9044,1385.97,,,95.16,83.588,13.07,1650.47,0.11,0.0467,,,0.7893,0.0253,,,0.239
2013-05-17,0.9,-0.53,5.4475,1.3891,0.197,1.9506,3449.3,131.7001,1359.5,,,96.02,84.252,12.45,1667.47,0.1,0.046,,,0.8302,0.0304,120.84,,0.239
2013-05-20,0.3,-0.55,5.57,1.4518,0.215,1.9647,3454.23,132.4972,1393.85,,,96.71,83.736,13.02,1666.29,0.1,0.0459,,,0.8368,0.0304,,0.045005119,0.241
2013-05-21,0.1,-0.35,5.6675,1.5201,0.232,1.9263,3443.9,132.3876,1376.29,,,96.16,83.864,13.37,1669.16,0.09,0.0465,,,0.819,0.0355,,,0.241
2013-05-22,0.2,-0.25,5.595,1.5607,0.274,2.0395,3454.37,132.3145,1370.27,,,94.28,84.352,13.82,1655.35,0.08,0.0471,,,0.899,0.0355,,,0.241
2013-05-23,0.4,-0.15,6.205,1.6037,0.316,2.0157,3393.17,132.5625,1391.05,,,94.25,83.8,14.07,1650.51,0.08,0.0478,,,0.8909,0.0406,,,0.239
2013-05-24,0.55,,6.055,,,2.0081,,131.9755,1386.64,,,94.15,83.7,13.99,1649.6,0.09,,,,0.8883,0.0355,119.9,,
2013-05-27,-0.25,-0.25,5.93,1.7148,0.334,2.0081,3391.3,,1394.78,,,,83.7,,,,0.0521,,,0.8883,0.0355,,,0.242
2013-05-28,0.25,-0.45,5.985,1.721,0.322,2.1652,3406.08,132.4238,1381.12,,,95.01,84.1,14.48,1660.06,0.09,0.0523,,,1.0166,0.0406,,0.045005119,0.249
2013-05-29,0.5,-0.6,6.385,1.8579,0.352,2.1153,3367.47,131.8463,1392.95,,,93.13,83.66,14.83,1648.36,0.08,0.0523,,,0.9887,0.0355,,,0.252
2013-05-30,0.05,-0.7,6.07,1.8342,0.328,2.111,3336.01,131.3124,1414,,,93.61,83.042,14.53,1654.41,0.08,0.0524,,,1.0064,0.0253,,,0.251
2013-05-31,-0.15,-0.7,6.095,1.8061,0.304,2.1282,3311.37,130.6295,1387.8,,,91.97,83.375,16.3,1630.74,0.09,0.0527,495735.7,506641,1.0177,0.0253,119.7,,0.251
2013-06-03,-0.45,-0.72,6.095,1.8474,0.31,2.1193,3291.08,131.8161,1411.35,,,93.45,82.656,16.28,1640.42,0.1,0.0523,,,1.0274,0.0253,,0.045005119,0.24
2013-06-04,-0.8,-1.1,5.905,1.8114,0.286,2.1462,3291.35,132.1328,1399.56,,,93.31,82.769,16.27,1631.38,0.11,0.0519,,,1.0564,0.0406,,,0.239
2013-06-05,-2.25,-1.95,6.01,1.7944,0.214,2.0892,3243.43,132.1761,1403.43,,,93.74,82.594,17.5,1608.9,0.09,0.0518,,,1.0177,0.0355,,,0.242
2013-06-06,-1.75,-2.15,6.02,1.7487,0.214,2.0769,3193.51,131.7512,1413.97,,,94.76,81.537,16.63,1622.56,0.1,0.0518,,,1.0097,0.0456,,,0.252
2013-06-07,-1.95,-2.35,6.0825,1.8271,0.22,2.1718,3184.72,131.2979,1382.97,,,96.03,81.669,15.14,1643.38,0.09,0.0515,,,1.0939,0.0406,120.75,,0.252
2013-06-10,-1.85,-2.25,6.645,1.9382,0.238,2.2097,3200.51,130.5902,1386.5,,,95.77,81.646,15.44,1642.81,0.09,0.0512,,,1.1215,0.0406,,0.045005119,0.251
2013-06-11,-1.35,-1.65,6.925,2.1357,0.268,2.1846,3170.38,129.9455,1378.33,,,95.38,81.113,17.07,1626.13,0.09,0.0511,,,1.1102,0.0406,,,0.251
2013-06-12,-1.5,-1.65,6.805,2.1872,0.281,2.228,3153.48,130.1121,1389.02,,,95.88,80.947,18.59,1612.52,0.08,0.051,,,1.1428,0.0456,,,0.252
2013-06-13,-2.7,-2.55,7.09,2.1743,0.281,2.1489,3130.69,130.0811,1386.15,,,96.69,80.752,16.41,1636.36,0.09,0.051,,,1.0551,0.0406,,,0.252
2013-06-14,-2.15,-2.35,6.96,2.0914,0.262,2.1295,3161.43,130.3727,1390.67,,,97.85,80.67,17.15,1626.73,0.1,0.0511,,,1.0292,0.0406,120.16,,0.251
2013-06-17,-1.2,-1.35,6.745,2.1365,0.287,2.1817,3183.44,130.7633,1385.27,,,97.77,80.787,16.8,1639.04,0.11,0.051,,,1.0584,0.0406,,0.045005119,0.249
2013-06-18,-1.3,-1.67,6.835,2.1408,0.287,2.1854,3229.55,130.8973,1367.67,,,98.44,80.612,16.61,1651.81,0.12,0.0509,,,1.0568,0.0456,,,0.249
2013-06-19,-1.2,-1.9,6.8375,2.1119,0.287,2.3527,3213.79,131.9738,1351.31,,,98.24,81.428,16.64,1628.93,0.1,0.0508,,,1.2483,0.0406,,,0.249
2013-06-20,-0.15,-0.95,7.825,2.353,0.362,2.4144,3133.26,128.0609,1284.97,,,95.4,81.915,20.49,1588.19,0.1,0.0504,,,1.3029,0.0406,,,0.249
2013-06-21,-0.45,-1.25,7.7725,2.4317,0.393,2.531,3124.45,127.2764,1296.42,,,93.69,82.318,18.9,1592.43,0.1,0.0499,,,1.4244,0.0406,119.64,,0.252
2013-06-24,-0.25,-0.85,7.95,2.7712,0.425,2.5368,3074.31,126.418,1282.39,,,95.18,82.425,20.11,1573.09,0.1,0.0489,,,1.4446,0.0406,,0.060009101,0.252
2013-06-25,-1.23,-1.95,7.8775,2.6739,0.4,2.6082,3089.93,126.4074,1277.65,,,95.32,82.581,18.47,1588.03,0.09,0.0483,,,1.49,0.0558,,,0.259
2013-06-26,-1.1,-2.05,7.755,2.732,0.319,2.5353,3104.4,125.739,1226.59,,,95.5,82.977,17.21,1603.26,0.09,0.0484,,,1.4168,0.0558,,,0.271
2013-06-27,-2.1,-1.95,7.7,2.612,0.269,2.4721,3118.03,125.3286,1200.67,,,97.05,82.902,16.86,1613.2,0.09,0.0486,,,1.3815,0.0456,,,0.27
2013-06-28,-2.03,-2.35,7.5975,2.51,0.212,2.4857,3150.44,124.4663,1234.53,,,96.56,83.136,16.86,1606.28,0.07,0.0489,,,1.3945,0.0304,120.02,,0.268
2013-06-30,,,,,,,,,,,,,,,,,,492048.5,503124.4,,,,,
2013-07-01,-1.55,-1.95,7.26,2.5574,0.225,2.4765,3140.93,125.3931,1252.52,,,97.99,83.054,16.37,1614.96,0.1,0.0496,,,1.3782,0.0101,,0.050006251,0.26
2013-07-02,-1.5,-1.85,7.0275,2.4283,0.206,2.4693,3173.32,125.9754,1243.43,,,99.6,83.544,16.44,1614.08,0.1,0.05,,,1.375,0.0203,,,0.259
2013-07-03,-1.5,-1.7,7.25,2.4696,0.199,2.5032,3129.49,126.8033,1252.88,,,101.24,83.231,16.2,1615.41,0.1,0.0504,,,1.4173,0.0406,,,0.262
2013-07-04,-1.6,-1.75,7.145,2.6207,0.199,2.5032,3147.12,,1249.89,,,,83.231,,,,0.0509,,,1.4173,0.0406,,,0.261
2013-07-05,-1.45,-2.1,7.175,2.5527,0.199,2.7391,3169.73,125.5383,1223.14,,,103.22,84.449,14.89,1631.89,0.1,0.0514,,,1.6127,0.0355,120.25,,0.259
2013-07-08,-1.3,-2.25,7.5875,2.6263,0.212,2.6356,3155.47,126.9254,1236.98,,,103.14,84.193,14.78,1640.46,0.1,0.0516,,,1.5025,0.0304,,0.045005119,0.26
2013-07-09,-1.4,-1.95,6.99,2.5525,0.199,2.634,3178.63,127.2737,1251.39,,,103.53,84.58,14.35,1652.32,0.1,0.0516,,,1.4911,0.0355,,,0.259
2013-07-10,-1.4,-2.08,6.5525,2.5084,0.192,2.6238,3188.04,128.3029,1259.72,,,106.52,84.041,14.21,1652.62,0.09,0.0517,,,1.4551,0.0304,,,0.262
2013-07-11,-1.45,-2,6.68,2.4847,0.192,2.5721,3248.92,128.6083,1286.01,,,104.91,82.746,14.01,1675.02,0.09,0.0512,,,1.3913,0.0304,,,0.261
2013-07-12,-2.1,-2.1,6.4,2.4353,0.218,2.5821,3236.06,128.4478,1285.59,,,105.95,82.988,13.84,1680.19,0.09,0.0511,,,1.4192,0.0304,120.35,,0.259
2013-07-15,-1.9,-2.15,6.4025,2.4699,0.218,2.5372,3236.82,128.372,1284.7,,,106.32,83.043,13.79,1682.5,0.09,0.0512,,,1.3733,0.0203,,0.040004045,0.26
2013-07-16,-1.7,-1.75,6.365,2.453,0.218,2.5317,3224.96,129.0588,1292.13,,,106,82.498,14.42,1676.26,0.09,0.0513,,,1.3733,0.0253,,,0.258
2013-07-17,-1.15,-1.45,6.3975,2.5125,0.218,2.4888,3208.33,128.4184,1276.02,,,106.48,82.708,13.78,1680.91,0.09,0.0514,,,1.3096,0.0253,,,0.262
2013-07-18,-1.3,-1.4,6.2625,2.4304,0.204,2.5284,3218.2,129.4876,1284.23,,,108.04,82.823,13.77,1689.37,0.09,0.051,,,1.3275,0.0253,,,0.261
2013-07-19,-1.05,-1.15,6.2625,2.4538,0.211,2.4839,3213.26,129.6615,1296.03,,,108.05,82.607,12.54,1692.09,0.09,0.0509,,,1.2963,0.0203,120.74,,0.259
2013-07-22,-1.2,-1.25,5.93,2.4043,0.204,2.4804,3234.35,129.8644,1335.82,,,106.91,82.219,12.29,1695.53,0.09,0.0511,,,1.2963,0.0101,,0.035003097,0.26
2013-07-23,-1.2,-1.25,5.7325,2.4054,0.204,2.5049,3253.76,129.6824,1345.18,,,107.23,81.945,12.66,1692.39,0.09,0.0512,,,1.3093,0.0152,,,0.258
2013-07-24,-0.6,-0.85,5.57,2.4726,0.211,2.588,3274.76,128.4953,1322.14,,,105.39,82.291,13.18,1685.94,0.09,0.0514,,,1.3782,0.0203,,,0.263
2013-07-25,-0.6,-0.75,5.785,2.5177,0.224,2.5712,3235.68,127.7838,1333.83,,,105.49,81.97,12.97,1690.25,0.09,0.0518,,,1.375,0.0152,,,0.261
2013-07-26,-0.7,-1.25,5.76,2.4882,0.217,2.5624,3236.1,126.6167,1333.16,,,104.7,81.657,12.72,1691.65,0.09,0.0519,,,1.3685,0.0152,120.5,,0.259
2013-07-29,-0.77,-0.95,5.7775,2.4475,0.217,2.6023,3236.97,126.1692,1328.1,,,104.55,81.663,13.39,1685.33,0.08,0.0517,,,1.388,0.0152,,0.030002275,0.26
2013-07-30,-0.6,-1,6,2.4542,0.223,2.6101,3245.45,125.2678,1326.37,,,103.08,81.829,13.39,1685.96,0.09,0.0517,,,1.3896,0.0355,,,0.258
2013-07-31,-0.9,-0.9,6.2075,2.4732,0.223,2.5762,3221.93,126.1571,1325.07,,,105.03,81.452,13.45,1685.73,0.09,0.0517,490401.8,501241.4,1.3782,0.0355,,,0.263
2013-08-01,-0.75,-0.9,6.15,2.463,0.217,2.706,3243.29,126.2615,1310.2,,,107.89,82.336,12.94,1706.87,0.08,0.0512,,,1.4874,0.0355,,,0.28
2013-08-02,-0.7,-0.9,6.3075,2.5353,0.223,2.596,3254.13,125.6846,1312.03,,,106.94,81.908,11.98,1709.67,0.09,0.0504,,,1.3571,0.0304,120.25,,0.28
2013-08-05,-0.45,-1.15,5.91,2.4503,0.223,2.6333,3241.79,125.0184,1303.01,,,106.56,81.875,11.84,1707.14,0.08,0.0486,,,1.3831,0.0355,,0.040004045,0.28
2013-08-06,-0.3,-1.33,5.875,2.4109,0.223,2.6421,3224.89,124.2756,1283.19,,,105.3,81.603,12.72,1697.37,0.09,0.0479,,,1.3896,0.0355,,,0.28
2013-08-07,-0.7,-1.1,5.8725,2.3403,0.223,2.5986,3229.91,123.7342,1287.61,,,104.37,81.287,12.98,1690.91,0.09,0.0477,,,1.3668,0.0406,,,0.29
2013-08-08,-0.75,-1.1,5.7975,,,2.5892,,125.024,1313.27,,,103.4,80.977,12.73,1697.48,0.09,,,,1.3571,0.0456,,,
2013-08-09,-0.65,-1.1,5.76,,,2.5784,,125.5741,1314.46,,,105.97,81.126,13.41,1691.42,0.08,,,,1.3538,0.0507,120.5,,
2013-08-12,-0.7,-1.05,5.7975,2.3644,0.223,2.6206,3232.24,127.2361,1338.39,,,106.11,81.333,12.81,1689.47,0.08,0.0487,,,1.3848,0.0507,,0.055007648,0.29
2013-08-13,-0.8,-0.95,5.795,2.4114,0.23,2.719,3244.12,127.0566,1321.67,,,106.83,81.768,12.31,1694.16,0.08,0.049,,,1.4798,0.0456,,,0.29
2013-08-14,-0.85,-0.98,6.0625,2.4451,0.23,2.7136,3248.66,127.998,1336.16,,,106.85,81.711,13.04,1685.39,0.09,0.0489,,,1.4766,0.0456,,,0.29
2013-08-15,-0.88,-0.98,6.135,2.4293,0.223,2.7664,3220.92,129.5324,1366.18,,,107.33,81.181,14.73,1661.32,0.08,0.049,,,1.5211,0.0456,,,0.28
2013-08-16,-0.88,-1.08,6.1625,2.4755,0.223,2.8251,3197.53,129.6059,1376.57,,,107.46,81.257,14.37,1655.83,0.09,0.0493,,,1.5627,0.0355,120.5,,0.28
2013-08-19,-0.88,-1.1,6.54,2.6294,0.236,2.8804,3173.33,130.2028,1366,,,107.1,81.226,15.1,1646.06,0.09,0.049,,,1.6075,0.0355,,0.05000632,0.28
2013-08-20,-1.2,-1.38,6.9325,2.5995,0.236,2.8142,3128.75,129.4884,1371.23,,,104.96,80.906,14.91,1652.35,0.09,0.0487,,,1.5447,0.0355,,,0.278
2013-08-21,-0.55,-1.15,6.875,2.5903,0.229,2.8935,3108.99,129.0703,1366.66,,,103.85,81.213,15.94,1642.8,0.08,0.0483,,,1.6427,0.0304,,,0.282
2013-08-22,0.73,-0.65,6.895,2.6905,0.236,2.8844,3089.4,128.9987,1376.14,,,105.03,81.488,14.76,1656.96,0.09,0.048,,,1.6762,0.0203,,,0.291
2013-08-23,0.33,-0.6,6.64,2.6986,0.243,2.8146,3088.85,130.1809,1397.73,,,106.42,81.361,13.98,1663.5,0.08,0.0477,,,1.6183,0.0253,119.98,,0.291
2013-08-26,-0.1,-0.85,6.4975,2.6534,0.243,2.7853,3084.41,131.4466,1404.65,,,105.92,81.407,14.99,1656.78,0.08,0.0454,,,1.5867,0.0051,,0.040004089,0.289
2013-08-27,-0.85,-1.05,6.5425,2.6789,0.25,2.7087,3034.02,132.2671,1415.15,,,109.01,81.166,16.77,1630.48,0.07,0.0443,,,1.5187,0.0608,,,0.292
2013-08-28,-1.05,-1.15,6.5075,2.7579,0.25,2.7653,3004.18,132.3689,1417.51,,,110.1,81.431,16.49,1634.96,0.07,0.044,,,1.5753,0.0253,,,0.291
