Date,IDRUSD.Curncy,MYRUSD.Curncy,PHPUSD.Curncy,THBUSD.Curncy,SGDUSD.Curncy,VNDUSD.Curncy,KHRUSD.Curncy,LAKUSD.Curncy,FXJPEMCS.Index,USDIDR.Curncy,USDMYR.Curncy,USDPHP.Curncy,USDTHB.Curncy,USDSGD.Curncy,USDVND.Curncy,USDKHR.Curncy,USDLAK.Curncy,JASXNET..Index,MATPENET.Index,THIVNET..Index,VUPHBNET.Index,VNDXEMTD.Index,IDGBFNBN.Index,TBTVNET..Index,JASXMTDN.Index,MATPEMTD.Index,THIVMTDN.Index,VUPHMTDN.Index,IDGBFMTD.Index,MAFDMTDD.Index,TBTVMTDD.Index,PHDBMTDD.Index,GTIDR10Y.Govt,GTMYR10Y.Govt,GTTHB10Y.Govt,CTPHP10Y.Govt,GGVB10YR.VBMA.Index,GT10.Govt,INDON.CDS.USD.SR.5Y.D14.Corp,MALAYS.CDS.USD.SR.5Y.D14.Corp,THAI.CDS.USD.SR.5Y.D14.Corp,PHILIP.CDS.USD.SR.5Y.D14.Corp,VIETNM.CDS.USD.SR.5Y.D14.BEST.Corp,ITRX.EXJP.IG.CDSI.S42.5Y.Corp,MXID.Index,MXMY.Index,MXTH.Index,MXPH.Index,MXEF.Index,MXWO.Index,JCI.Index,FBMKLCI.Index,SET.Index,PCOMP.Index,VNINDEX.Index,CSX.Index,LSXC.Index,.IDRF2.F.Index,..MYRYM.Index,.THBF3.F.Index,.PHPF4.F.index,FEDL01.Index,SORACA3M.Index,MAOPRATE.Index,IDBIRATE.Index,IDBIRRPO.Index,BTRR1DAY.Index,PPCBON.Index
2013-01-01,0.103757,0.3275,0.02434,0.032685,0.8188,4.8019,,0.1256,96.065,,,,30.6,1.2211,20835,,7967.45,,,,,,,,,,,,,,,,5.161,3.498,,,,1.758,,,,,,,,,,,1055.76,1338.55,,,,,,,,1.0216,0.7518,,,,,,,,2.75,
2013-01-02,0.103628,0.3295,0.024511,0.032976,0.8193,4.8002,,0.1252,96.069,9650,3.0355,40.856,30.378,1.2205,20840,,7986.95,8.573,36.1,24.34,4.8939,4.11,,37.84,8.573,36.1,24.34,4.89,-39.37,,37.84,,5.14,3.481,3.586,,,1.838,,,,,,,5211.2,592.15,521.24,971.81,1078.16,1367.38,4346.475,1674.72,1407.45,5860.99,418.35,,1222.9,0.7648,0.6477,,,0.17,0.0583,3,,,2.75,
2013-01-03,0.103573,0.3298,0.024504,0.032911,0.8156,4.8031,0.25,0.1252,95.834,9657,3.0315,40.77,30.343,1.226,20840,3995,7964.95,69.429,66.6,11.22,19.789,10.11,36.23,97.92,78.001,102.7,35.56,24.68,36.23,,135.76,,5.122,3.479,3.593,,,1.913,,,,,,,5258.8,598.73,520.08,983.23,1082.68,1364.39,4399.258,1692.65,1408.41,5934.05,419.27,677.42,1222.9,0.7682,0.5968,,,0.17,0.0576,3,,,2.75,
2013-01-04,0.10352,0.3286,0.024468,0.032808,0.8149,4.7999,0.25,0.1256,95.83,9660,3.047,40.908,30.515,1.2272,20843,3995,7961.95,51.401,39,92.39,30.509,14.44,110.77,205.07,129.402,141.7,127.95,55.19,147,,340.83,,5.076,3.491,3.657,,,1.9,,,,,,,5300.46,599.18,523.46,986.71,1077.9,1370.11,4410.02,1692.58,1416.66,5971.45,426.06,677.42,1232.05,0.8512,0.751,,,0.16,0.0576,3,,,2.75,
2013-01-07,0.103435,0.3285,0.02446,0.032852,0.8136,4.8031,,0.1248,95.849,9668,3.0435,40.893,30.465,1.229,20840,,7912.7,85.372,75.6,79.96,42.1721,22.43,-35.17,175.28,214.774,217.3,207.91,97.36,111.83,,516.11,,5.068,3.494,3.647,,,1.898,,,,,,,5278.59,600.12,519.3,996.38,1075.76,1366.91,4392.379,1694.16,1415.32,6044.91,434.19,,1243.25,0.7787,0.7189,,,0.16,0.0577,3,,,2.75,
2013-01-08,0.103413,0.3286,0.024462,0.032884,0.8135,4.8031,0.25,0.1258,95.794,9670,3.0425,40.861,30.448,1.2292,20840,3995,7965.95,33.657,52.5,65.03,13.6698,32.15,-2.07,614.54,248.431,269.8,272.94,111.03,109.76,,1130.65,,5.049,3.505,3.662,,,1.869,,,,,,,5287.89,598.29,520.3,998.79,1069.86,1362.25,4397.545,1688.91,1417.33,6048.9,447.16,677.42,1241.21,0.7816,0.6928,,,0.15,0.0579,3,,,2.75,
2013-01-09,0.10352,0.3287,0.024549,0.032916,0.8149,4.7985,0.25,0.1255,96.024,9660,3.038,40.787,30.39,1.227,20840,3995,7967.95,13,69.8,53.46,11.0724,43.11,-11.39,120.96,261.431,339.6,326.41,122.11,98.37,,1251.61,,5.123,3.503,3.649,,,1.858,,,,,,,5239.45,598.43,520.72,1005.15,1073.03,1367.15,4362.928,1689.93,1423.46,6091.18,448.77,666.67,1250.36,0.8891,0.6921,,,0.14,0.0579,3,,,2.75,
2013-01-10,0.10352,0.3306,0.024621,0.03305,0.818,4.802,0.25,0.1255,96.286,9660,3.03,40.713,30.3,1.2224,20840,3995.0002,7969.95,-23.858,16.8,-153.05,316.05,51.02,-84.88,183.25,237.573,356.4,173.36,438.16,13.49,,1434.86,,5.177,3.501,3.662,,,1.897,130.667,76.916,89.466,94.843,,,5157.06,596.78,515.49,993.84,1076.99,1378.48,4317.365,1684.57,1405.99,6018.57,460.12,666.67,1261.55,0.9759,0.6014,,,0.14,0.0578,3,5.75,,2.75,
2013-01-11,0.103788,0.331,0.0246,0.033036,0.8164,4.7962,0.25,0.1254,95.959,9635,3.0211,40.608,30.27,1.225,20850,3995,7971.95,-26.952,18.5,-1.99,15.1618,54.25,-157.74,115.32,210.622,374.9,171.37,453.32,-144.25,,1550.18,,5.196,3.483,3.699,,,1.869,147.655,78.086,90.646,102.968,208.5,,5133.05,595.35,515.06,996.9,1073.04,1381.94,4305.912,1682.7,1412.06,6051.75,462.69,666.67,1261.55,1.0727,0.6235,,,0.14,0.0577,3,,,2.75,
2013-01-14,0.103789,0.3321,0.024588,0.033074,0.8158,4.7968,0.25,0.1254,96.193,9635,3.0175,40.67,30.24,1.2258,20842,3995.0005,7971.95,47.933,86.6,65.95,-22.6643,57.78,-22.83,61.16,258.554,461.5,237.33,430.65,-167.08,,1611.34,,5.224,3.485,3.67,,,1.846,135.591,77.921,91.199,98.997,210.67,,5255.18,595.95,517.35,1005.12,1080.71,1380.21,4382.498,1684.63,1425.07,6093.9,458.97,666.67,1289.02,1.1519,0.6182,,,0.14,0.0575,3,,,2.75,
2013-01-15,0.103525,0.3316,0.024652,0.033406,0.8156,4.7973,0.25,0.1254,95.875,9658,3.01,40.566,30.03,1.2262,20842,3995.0002,7971.95,35.999,77.7,16.8,4.389,60.35,14.51,350.97,294.553,539.2,254.12,435.04,-152.57,,1962.31,,5.228,3.48,3.669,,,1.837,139.524,80.421,92.276,102.714,213.145,,5299.72,596.7,515.02,1003.03,1073.48,1382.74,4400.824,1685.89,1422.86,6087.67,461.42,666.67,1296.13,1.2406,0.619,,,0.15,0.0575,3,,,2.75,
2013-01-16,0.103574,0.3312,0.024606,0.033547,0.8171,4.7996,0.25,0.1254,95.85,9655,3.0195,40.634,29.862,1.224,20845,3995,7973.95,48.799,36.2,20.21,-6.6017,64.52,15.54,336.22,343.352,575.4,274.33,428.44,-137.03,,2298.54,,5.217,3.47,3.686,,,1.819,142.66,82.175,94.474,102.812,211.983,,5317.46,596.07,511.22,997.4,1071.21,1378.92,4410.964,1682.95,1416.14,6047.52,465.25,666.67,1315.46,1.1629,0.6226,,,0.14,0.0575,3,,,2.75,
2013-01-17,0.103628,0.3317,0.024664,0.033591,0.8173,4.8019,0.25,0.1254,96.327,9650,3.016,40.629,29.78,1.2236,20845,3995,7971.95,9.803,82.7,22.07,1.0618,68.74,37.32,291.63,353.155,658.1,296.41,429.5,-99.71,,2590.16,,5.219,3.466,3.684,,,1.88,144.005,83.234,94.694,105.957,215.746,,5287.42,595.56,513.07,1001.15,1073.15,1386.16,4398.383,1681.09,1420.95,6072.18,456.76,666.67,1361.22,1.1613,0.643,,,0.14,0.0572,3,,,2.75,
2013-01-18,0.103843,0.3318,0.024609,0.033613,0.8146,4.7991,0.25,0.1254,96.121,9630,3.0116,40.58,29.773,1.2277,20845,3990.6667,7971.95,58.75,38.2,49.88,25.5847,72.65,52.9,277.35,411.906,696.3,346.29,455.09,-46.81,,2867.51,,5.216,3.463,3.691,,,1.843,138.371,81.203,91.165,101.995,209.601,,5395.33,594.37,518.08,1012.42,1080.74,1388.11,4465.484,1676.44,1434.44,6139.21,454.16,666.67,1408.01,1.156,0.69,,,0.14,0.0568,3,,,2.75,
2013-01-21,0.103972,0.3295,0.024549,0.033625,0.8143,4.7962,0.25,0.1257,96.182,9618,3.035,40.7,29.712,1.2282,20845,3990.6667,7971.95,-10.607,1.1,36.06,4.4653,74.59,-18.71,179.82,401.298,697.4,382.34,459.55,-65.52,,3047.33,,5.206,3.466,3.699,,,1.843,137.944,80.47,91.529,101.915,209.03,,5335.08,580.29,519.28,1015.81,1078.05,1389.58,4439.974,1635.63,1440.48,6171.7,447.79,666.67,1446.66,1.1305,0.7075,,,,0.0572,3,,,2.75,
2013-01-22,0.104026,0.3292,0.024597,0.033613,0.815,4.8019,0.25,0.1256,96.086,9620,3.0405,40.61,29.74,1.2272,20845,3995,7971.95,-6.182,14.4,26.16,-6.677,76.34,-21.83,278.43,395.116,711.8,408.5,452.88,-87.35,,3325.76,,5.19,3.48,3.722,,,1.843,135.686,80.975,91.814,99.513,208.594,,5307.44,577.71,518.35,1006.32,1079.07,1393.62,4416.548,1628.66,1434.09,6104.9,442.85,666.67,1428.36,1.0751,0.7171,,,0.14,0.0575,3,,,2.75,
2013-01-23,0.103897,0.3287,0.024646,0.033585,0.815,4.8002,0.25,0.1258,95.905,9633,3.043,40.615,29.782,1.2271,20845,3995,7949.95,5.154,-16,49.96,97.935,76.73,50.91,75.53,400.27,695.8,458.46,550.81,-36.44,,3401.29,,5.168,3.469,3.712,,,1.825,136.521,83.767,92.684,101.313,207.238,,5315.94,579.69,519.8,1005.53,1076.53,1393.04,4418.727,1635.25,1439.2,6092.53,443.37,666.67,1437.51,1.0367,0.7417,,,0.13,0.0574,3,,,2.75,
2013-01-24,0.103907,0.3283,0.024576,0.033523,0.8135,4.8019,0.25,0.1258,96,,,40.638,29.78,1.2291,20845,3995,7949.95,,,1.99,3.6729,79.57,,-25.8,,,460.46,554.48,,,3375.49,,5.164,3.47,3.7,,,1.851,137.835,84.227,93.166,101.513,209.969,,,,521.85,1010.43,1072.26,1396.14,,,1449.09,6117.27,452.4,666.67,1438.53,1.0363,0.7386,,,0.15,0.0576,,,,2.75,3.5
2013-01-25,0.103595,0.3275,0.024519,0.033395,0.8099,4.8031,0.25,0.1256,96.031,9653,3.045,40.665,29.903,1.2347,20840,3995,7953.95,85.246,-2.8,52.26,-2.6092,88.24,,116.9,485.516,693,512.71,551.88,37.11,,3492.39,,5.159,3.48,3.696,,,1.95,138.047,85.451,93.333,100.96,210.092,,5352.44,580.96,527.94,1015.03,1069.12,1405.47,4437.598,1637.13,1461.41,6167.64,468.09,666.67,1434.45,1.0924,0.7731,,,0.14,0.0568,3,,,2.75,
2013-01-28,0.103349,0.3241,0.02448,0.033456,0.8076,4.801,0.25,0.1258,95.891,9675,3.046,40.923,29.987,1.238,20840,3995,7949.95,-6.749,,-25.98,17.6289,93.4,65.1,141.63,478.767,,486.74,569.5,28.66,,3634.02,,5.155,3.48,3.698,,,1.962,137.83,84.816,92.425,100.984,208.66,,5321.32,,531.64,1019.53,1062.06,1403.04,4416.937,,1472.05,6192.42,479.6,666.67,1443.61,1.058,0.8135,,,0.14,0.0523,,,,2.75,
2013-01-29,0.103328,0.3254,0.024543,0.033591,0.8106,4.7996,0.25,0.1261,96.268,9678,3.0778,40.736,29.857,1.2338,20848,3995,7952.95,20.363,51.7,1.25,31.9191,102.68,45.47,76.86,499.13,744.7,487.99,601.42,74.13,,3710.88,,5.197,3.484,3.697,,,2,137.867,85.753,92.306,100.864,209.399,,5335.66,581.78,533.05,1024.86,1069.88,1410.68,4439.03,1637.34,1478.77,6234.73,484.01,666.67,1426.32,1.058,0.7866,,,0.12,0.0509,3,,,2.75,
2013-01-30,0.103221,0.3249,0.024628,0.033647,0.8091,4.7996,0.25,0.1257,96.395,9673,3.0827,40.625,29.772,1.236,20835,3995.0005,7953.95,43.198,21.9,-46.98,18.3694,113.8,67.1,137.6,542.328,766.6,441,619.79,141.23,,3848.48,,5.264,3.489,3.717,,,1.993,141.696,89.793,94.248,103.224,212.045,,5353.03,578.35,538.34,1027.96,1068.2,1409.47,4452.975,1627.73,1490.82,6271.23,487.6,666.67,1435.47,1.1422,0.8008,,,0.12,0.0505,3,,,2.75,
2013-01-31,0.103115,0.3215,0.024564,0.033495,0.8082,4.8043,0.25,0.1258,96.505,9740,3.1058,40.685,29.825,1.2375,20840,3995,7937.45,47.108,47.4,57.85,47.0548,121.02,61.87,-263.81,589.435,814,498.86,666.85,203.1,826.39,3584.66,-127.41,5.288,3.508,3.696,,,1.986,146.335,93.346,99.813,107.335,215.812,,5353.93,578.23,532.28,1028.9,1069.01,1405.47,4453.703,1627.55,1474.2,6242.74,479.79,666.67,1433.43,1.0178,0.8059,,,0.15,0.0505,3,,,2.75,
2013-02-01,0.102956,0.3213,0.0246,0.033557,0.8061,4.8014,0.25,0.1285,96.831,9713,3.1065,40.695,29.815,1.2406,20833,3995,7943.45,75.74,,32.5,23.3368,4.66,9.27,186.27,75.74,,32.5,23.34,9.27,,186.27,,5.232,3.511,3.665,,,2.016,146.808,92.149,99.021,106.232,215.729,,5388.73,,541.54,1042.54,1072.82,1416.79,4481.634,,1499.22,6318.61,483.42,,1433.43,1.1029,0.8144,,,0.14,0.0505,,,,2.75,
2013-02-04,0.103403,0.3216,0.024584,0.033602,0.8073,4.8008,0.25,0.1259,96.372,9671,3.095,40.6,29.763,1.2388,20835,3995,7940.95,47.77,69.1,29.06,48.8014,2.56,-5.17,310.51,123.51,69.1,61.56,72.14,4.1,,496.78,,5.241,3.507,3.659,,,1.956,146.944,92.006,100.973,106.284,218.958,,5414.09,582.35,545.89,1063.57,1072.73,1399.68,4490.565,1634.55,1506.37,6435.98,482.38,,1424.28,1.1793,0.8636,,,0.13,0.0508,3,,,2.75,
2013-02-05,0.103349,0.3243,0.0246,0.033597,0.8086,4.7996,0.25,0.1256,96.718,9676,3.0885,40.645,29.735,1.2368,20830,3995,7974.95,81.809,64.8,-102.57,31.5103,2.55,162.26,695.9,205.319,133.9,-41.01,103.65,166.36,,1192.68,,5.234,3.487,3.619,,,1.999,150.173,92.019,101.343,108.353,220.927,,5407.21,581.33,543.14,1070.52,1067.61,1405.15,4479.441,1633.35,1505.72,6470.49,477.36,666.67,1424.28,1.1372,0.8138,,,0.13,0.0509,3,,,2.75,
2013-02-06,0.102987,0.3226,0.024585,0.033574,0.8072,4.803,0.25,0.1261,96.437,9710,3.0972,40.658,29.788,1.239,20830,3995.0002,7929.5,46.963,-45.5,-77.11,11.6521,0.49,210.16,200.51,252.282,88.4,-118.13,115.3,376.52,,1393.19,,5.221,3.463,3.593,,,1.961,144.016,94.33,97.206,104.379,218.34,,5421.15,574.48,539.23,1060.15,1063.75,1408.35,4498.976,1614.14,1500.35,6431.35,488.36,666.67,1424.28,1.3076,0.8887,,,0.13,0.0507,3,,,2.75,
2013-02-07,0.103189,0.3234,0.024543,0.03358,0.8066,4.8046,0.25,0.1262,96.39,9693,3.0915,40.635,29.77,1.2397,20825,3995,7925.95,213.927,-19.3,-102.19,3.4043,-8.43,46.49,-111.48,466.209,69.1,-220.32,118.71,423.01,,1281.71,,5.235,3.467,3.55,,,1.958,145.556,93.122,98.846,105.881,218.804,,5431.02,575.37,536.1,1066.72,1059.56,1401.92,4503.148,1619.57,1499.81,6459.99,490.62,666.67,1424.28,1.3211,0.8101,,,0.13,0.0507,3,,,2.75,
2013-02-08,0.103455,0.3223,0.024606,0.033557,0.8077,4.7999,0.25,0.1259,96.453,9667,3.0985,40.694,29.79,1.2382,20845,3995,7937.45,-96.906,20.3,-86.24,16.9531,-8.04,5.18,-66.4,369.303,89.4,-306.56,135.66,428.19,,1215.32,,5.213,3.467,3.525,,,1.951,144.348,91.685,97.183,101.479,218.726,,5424.94,577.03,532.86,1066.62,1060.87,1410.44,4491.267,1623.8,1497.3,6458.67,494.03,677.42,1424.28,1.0906,0.7875,,,0.14,0.0507,3,,,2.75,
2013-02-11,0.103939,0.3226,0.024591,0.0335,0.8054,4.8018,0.25,0.1262,96.213,9620,,40.7,29.83,1.2417,20845,3995,7924.95,16.364,,-31.07,-1.0506,,-117.52,22.5,385.667,,-337.62,134.61,310.67,,1237.82,,5.216,,3.538,,,1.964,144.792,92.84,98.165,104.792,218.14,,5449.34,,525.4,1068.12,1058.75,1405.7,4503.247,,1489.11,6458.01,,677.42,1424.28,1.036,0.7832,,,0.14,,,,,2.75,
2013-02-12,0.10367,0.3233,0.024618,0.033509,0.8072,4.8019,0.25,0.1262,96.551,9646,,40.7,29.893,1.239,20835,3995.0002,7925.5,53.579,,-62.7,4.6756,,,18.67,439.246,,-400.33,139.28,,,1256.49,,5.227,,3.567,,,1.978,144.806,92.708,98.795,104.795,,,5508.01,,524.41,1070.41,1059.03,1413.83,4548.243,,1488.95,6459.93,,672.04,1433.43,1.2092,0.793,,,0.13,,,5.75,,2.75,
2013-02-13,0.10366,0.3235,0.0246,0.033523,0.8085,4.8017,0.25,0.1264,96.652,9648,3.0905,40.685,29.822,1.2368,20835,3990.7383,7909.95,48.738,66.2,27.6,20.7093,,,40,487.984,155.6,-372.72,159.99,,,1296.49,,5.228,3.466,3.591,,,2.029,,,,,,,5533.36,579.81,537.38,1081.29,1064.88,1413.81,4571.568,1631.16,1514.11,6527.99,,677.42,1424.28,1.1644,0.7538,,,0.14,0.0529,3,,,2.75,
2013-02-14,0.10352,0.3241,0.024634,0.033535,0.8098,4.8017,0.25,0.1264,96.616,9660,3.09,40.635,29.833,1.2347,20835,3991.8037,7909.95,36.973,41.4,-2.38,3.7662,,,15.08,524.958,197,-375.1,163.76,339.66,,1311.58,,5.227,3.468,3.61,,,1.998,142.498,88.691,96.017,104.66,,,5554.34,579.75,540.31,1079.47,1065.84,1411.59,4588.673,1630.89,1526.74,6513.41,,688.17,1424.28,1.1764,0.8486,,,0.14,0.0534,3,,,2.75,
2013-02-15,0.103413,0.3231,0.024655,0.03349,0.8084,4.8019,0.25,0.1264,96.399,9670,3.0938,40.61,29.857,1.2371,20835,3993.9348,7909.95,40.615,24.2,-63.46,3.1219,,50.67,43.78,565.573,221.2,-438.56,166.88,361.34,,1355.36,,5.227,3.462,3.631,,,2.003,141.264,86.536,93.698,103.675,,,5578.94,578.68,537.46,1080.15,1066.52,1406.92,4609.786,1627.93,1521.52,6521.64,,693.55,1433.43,1.1262,0.8335,,,0.16,0.0534,3,,,2.75,
2013-02-18,0.103296,0.3221,0.024623,0.033445,0.8062,4.7985,0.25,0.1264,96.402,9681,3.0989,40.622,29.892,1.2404,20830,3995,7911.95,49.976,11.1,-2.82,-14.5815,-8.97,60.94,31,615.548,232.3,-441.38,152.3,422.28,,1386.36,,5.222,3.472,3.605,,,2.003,142.065,86.119,95.748,103.259,,,5577.1,575.87,537.72,1085.81,1064.34,1408.46,4612.046,1620.93,1523.29,6565.23,493.95,698.92,1433.43,1.0558,0.8023,,,,0.0518,3,,,2.75,
2013-02-19,0.103062,0.3228,0.024575,0.033478,0.8089,4.7998,0.25,0.1266,96.566,9703,3.0995,40.63,29.882,1.2361,20850,4012.5005,7899.95,74.506,9.4,3.3,17.6822,-4.2,152.66,317.05,690.054,241.7,-438.08,169.98,574.94,,1703.41,,5.222,3.474,3.595,,,2.029,139.957,82.039,91.817,101.906,,,5564.02,573.7,542.18,1097.46,1063.99,1419.81,4602.062,1615.07,1532.07,6620.72,490.78,709.68,1433.43,1.0599,0.7937,,,0.15,0.0509,3,,,2.75,
2013-02-20,0.103263,0.3222,0.0246,0.033501,0.8069,4.7973,0.25,0.1266,96.08,9683,3.0965,40.655,29.83,1.2394,20870,4012.5002,7879.95,28.098,-8.2,-11.94,7.5271,-2.72,41.31,46.64,718.153,233.5,-450.03,177.51,616.25,,1750.05,,5.229,3.474,3.614,,,2.01,138.83,73.891,88.372,99.496,207.833,,5585.54,573.85,549.82,1105.61,1068.46,1410.01,4634.451,1613.33,1546.64,6648.57,494.83,715.05,1434.45,1.0471,0.734,,,0.15,0.0508,3,,,2.75,
2013-02-21,0.103072,0.3213,0.024489,0.033512,0.8051,4.7996,0.25,0.125,95.871,9703,3.1102,40.715,29.873,1.242,20895,3995.0002,7882.2,78.472,17.7,24,-4.2518,0.62,-12.36,113,796.624,251.2,-426.02,173.26,603.89,,1863.05,,5.235,3.475,3.605,,,1.977,139.245,77.567,91.57,101.333,207.833,,5588.15,574.37,542.77,1110.25,1053.14,1392.11,4632.404,1614.05,1528.74,6667.41,476.73,715.05,1443.61,0.86,0.7588,,,0.16,0.0506,3,,,2.75,
2013-02-22,0.102987,0.3224,0.024567,0.033512,0.8081,4.7927,0.25,0.1265,95.867,9709,3.1017,40.7,29.83,1.2374,20890,3995,7901.85,108.814,59.1,-194.39,-0.8989,3.2,18.54,198.27,905.439,310.3,-620.41,172.36,622.43,,2061.32,,5.24,3.475,3.585,,,1.963,139.061,78.359,90.467,100.448,,,5618.62,577.25,544.62,1109.25,1053.39,1402.05,4651.123,1622.08,1540.13,6665.06,477.69,720.43,1425.3,0.7384,0.7855,,,0.16,0.0507,3,,,2.75,
2013-02-25,0.10304,0.3222,0.024543,0.033523,0.8069,4.7991,0.25,0.1267,95.652,9705,3.098,40.684,29.81,1.2395,20885,3995,7889.95,43.052,39.3,,4.8315,4.38,,,948.49,349.6,,177.19,,,,,5.243,3.475,3.582,,,1.865,135.683,77.745,,97.979,,,5703.89,579.31,,1117.38,1054.41,1391.22,4696.107,1627.35,,6721.33,483.69,,1427.34,0.8559,0.7962,,,0.15,0.0511,3,,,2.75,
2013-02-26,0.103019,0.3229,0.024564,0.033536,0.8072,4.7985,0.25,0.1266,95.645,9707,3.103,40.753,29.838,1.2389,20890,3995,7897.95,30.035,42.3,-84.15,-9.5302,5.33,,288.16,978.525,391.9,-704.56,167.66,753.4,,2349.48,,5.263,3.464,3.575,,,1.882,141.83,81.725,94.348,103.825,,,5652.56,577.83,536.77,1101.08,1042.71,1386.06,4663.031,1624.18,1530.32,6630.67,465.05,715.05,1436.49,0.8571,0.7496,,,0.14,0.0511,3,,,2.75,
2013-02-27,0.103242,0.3225,0.02457,0.033523,0.8086,4.7985,0.25,0.1268,95.939,9686,3.1007,40.705,29.837,1.2365,20918,3995,7888.95,84.985,41.5,-6.84,1.676,3.85,9.3,69.8,1063.51,433.4,-711.4,169.34,631.73,,2419.28,,5.293,3.463,3.564,,,1.902,139.534,78.78,92.116,101.417,,,5718.55,578.04,530.96,1096.18,1046.56,1399.43,4716.415,1624.14,1518.05,6616.27,465.72,709.68,1445.65,0.4505,0.801,,,0.14,0.0509,3,,,2.75,
2013-02-28,0.103478,0.3239,0.024622,0.03358,0.8075,4.777,0.25,0.1267,95.505,9664,3.0905,40.66,29.76,1.2385,20955,3995.0005,7889.95,97.124,110,128.25,-23.3882,-0.05,106.54,278.3,1160.63,543.4,-583.14,145.95,738.27,-511.18,2697.58,-771.55,5.314,3.464,3.597,,,1.876,138.089,75.985,90.702,100.575,,,5847.87,583.22,542.52,1116.58,1054.62,1405.18,4795.789,1637.63,1541.58,6721.45,474.56,704.3,1438.53,0.5639,0.7819,,,0.14,0.051,3,,,2.75,
2013-03-01,0.103328,0.3225,0.024594,0.033591,0.8061,4.7836,0.25,0.1267,95.237,9678,3.0965,40.688,29.783,1.2404,20925,3995,7895.6,221.301,61.8,108.26,5.7211,14.71,161.21,73.83,221.301,61.8,108.26,5.72,161.21,,73.83,,5.347,3.461,3.61,,,1.842,136.005,,91.013,100,,,5872.54,583.37,543.48,1097.9,1053.13,1401.75,4811.613,1637.44,1539.6,6642.27,477.15,704.3,1437.51,0.446,0.7871,,,0.14,0.0505,3,,,2.75,
2013-03-04,0.10303,0.3224,0.024567,0.033529,0.8027,4.7744,0.25,0.1267,95.283,9706,3.107,40.775,29.838,1.2456,20965,3991.323,7892.95,21.442,9,9.69,-6.4541,16.86,97.8,-21.87,242.743,70.8,117.95,-0.73,259.01,,51.96,,5.337,3.451,3.603,,,1.876,138.374,78.075,91.207,102.957,,,5792.81,583.13,543.12,1095.07,1041.28,1404.94,4761.461,1635.98,1540.72,6637.56,468.74,698.92,1426.32,0.458,0.7944,,,0.16,0.0494,3,,,2.75,
2013-03-05,0.103178,0.3218,0.024505,0.033605,0.8029,4.775,0.25,0.1267,95.502,9693,3.101,40.715,29.798,1.2457,20993,3992.2424,7893.95,-2.41,97.6,-14.1,-0.1835,18.59,33.01,43.91,240.333,168.4,103.85,-0.92,292.02,,95.87,,5.322,3.45,3.613,,,1.899,137.221,77.267,91.348,100.969,,,5760.62,585.11,542.74,1105.44,1049.94,1420.25,4751.701,1642.08,1549.31,6711.72,462.12,698.92,1435.47,0.4599,0.7553,,,0.15,0.0487,3,,,2.75,
2013-03-06,0.103221,0.3215,0.024546,0.033557,0.801,4.777,0.25,0.1267,95.11,9688,3.1049,40.675,29.72,1.2486,20950,3993.6216,7892.95,63.216,75.9,37.35,40.9129,19.17,-41.27,93.88,303.548,244.3,141.2,40,250.75,,189.74,,5.299,3.445,3.641,,,1.938,133.995,74.658,88.374,96.741,,,5865.6,588.67,544.58,1126.84,1059.84,1422.26,4824.683,1651.84,1559.35,6835.21,471.09,698.92,1437.51,0.4542,0.7128,,,0.15,0.0486,3,,,2.75,
2013-03-07,0.103168,0.3224,0.024538,0.033634,0.8037,4.7744,0.25,0.1271,95.335,9693,3.1081,40.731,29.737,1.2444,20935,3995,7866.7,42.495,68,-15.53,187.877,20.51,-44.38,-153.15,346.043,312.3,125.67,227.87,206.37,,36.6,,5.297,3.446,3.652,,,1.997,132.103,73.371,87.09,95.841,,,5883.86,588.41,540.8,1109.71,1057.92,1424.88,4848.299,1650.93,1560.98,6725.13,466.63,698.92,1435.47,0.4528,0.7536,,,0.16,0.0488,3,5.75,,2.75,
2013-03-08,0.103263,0.3213,0.024582,0.033633,0.8015,4.7799,,0.1267,95.418,9685,3.106,40.678,29.74,1.2477,20935,,7892.95,-29.602,112.2,53.47,23.2652,22.28,17.55,23.65,316.441,424.5,179.14,251.14,223.92,,60.24,,5.326,3.445,3.643,,,2.044,130.771,72.735,85.252,94.34,,,5923.55,589.89,544.7,1127.73,1065.94,1428.72,4874.495,1653.96,1566.92,6833.77,470.68,,,0.5691,0.7135,,,0.15,0.0488,3,,,2.75,
2013-03-11,0.103135,0.3219,0.024606,0.033646,0.801,4.7767,0.25,0.1256,95.482,9697,3.1105,40.686,29.725,1.2485,20935,3995,7865.2,16.239,99,8.46,-6.0885,22.36,58.78,155.64,332.68,523.5,187.61,245.05,282.7,,215.89,,5.33,3.447,3.648,,,2.058,129.495,73.007,84.055,94.16,,,5885.67,591.65,547.19,1122.63,1063.56,1434.83,4854.312,1657.96,1577.65,6813.95,476.5,705.38,1439.55,0.4446,0.7557,,,0.16,0.0489,3,,,2.75,
