Date,IDRUSD.Curncy,MYRUSD.Curncy,PHPUSD.Curncy,THBUSD.Curncy,SGDUSD.Curncy,VNDUSD.Curncy,KHRUSD.Curncy,LAKUSD.Curncy,FXJPEMCS.Index,USDIDR.Curncy,USDMYR.Curncy,USDPHP.Curncy,USDTHB.Curncy,USDSGD.Curncy,USDVND.Curncy,USDKHR.Curncy,USDLAK.Curncy,JASXNET..Index,MATPENET.Index,THIVNET..Index,VUPHBNET.Index,VNDXEMTD.Index,IDGBFNBN.Index,TBTVNET..Index,JASXMTDN.Index,MATPEMTD.Index,THIVMTDN.Index,VUPHMTDN.Index,IDGBFMTD.Index,MAFDMTDD.Index,TBTVMTDD.Index,PHDBMTDD.Index,GTIDR10Y.Govt,GTMYR10Y.Govt,GTTHB10Y.Govt,CTPHP10Y.Govt,GGVB10YR.VBMA.Index,GT10.Govt,INDON.CDS.USD.SR.5Y.D14.Corp,MALAYS.CDS.USD.SR.5Y.D14.Corp,THAI.CDS.USD.SR.5Y.D14.Corp,PHILIP.CDS.USD.SR.5Y.D14.Corp,VIETNM.CDS.USD.SR.5Y.D14.BEST.Corp,ITRX.EXJP.IG.CDSI.S42.5Y.Corp,MXID.Index,MXMY.Index,MXTH.Index,MXPH.Index,MXEF.Index,MXWO.Index,JCI.Index,FBMKLCI.Index,SET.Index,PCOMP.Index,VNINDEX.Index,CSX.Index,LSXC.Index,.IDRF2.F.Index,..MYRYM.Index,.THBF3.F.Index,.PHPF4.F.index,FEDL01.Index,SORACA3M.Index,MAOPRATE.Index,IDBIRATE.Index,IDBIRRPO.Index,BTRR1DAY.Index,PPCBON.Index
2010-01-01,0.106553,0.2929,,0.029994,0.7123,5.413,,0.1178,,9403,3.424,,33.34,1.4038,,,8493.4,,,,,,,,,,,,,,,,,,,,,3.837,,88.361,94.592,173.061,,,,,,,989.47,1168.47,,,,,,,,,,,,,,,,,1.25,
2010-01-04,0.106542,0.2937,0.021799,0.030091,0.7149,5.4239,0.24,0.118,,9346,3.4032,45.938,33.21,1.3988,18437,4169,8474.95,41.686,22.1,-8.44,9.0414,-4.17,,63.02,41.686,22.1,-8.44,9.04,,,63.02,,10.039,4.328,4.22,,,3.817,192.406,91.355,99.387,169.38,,,3683.16,472.04,300.02,588.73,1004.51,1189.39,2575.413,1275.75,732.28,3005.01,517.05,,,-0.1146,0.6165,,,0.12,0.2149,2,6.5,,1.25,
2010-01-05,0.107394,0.2948,0.021755,0.030151,0.7155,5.4232,0.24,0.1178,,9320,3.3874,45.92,33.16,1.3978,18437,4169,8492.35,66.949,39.3,11.35,10.735,-4.31,,103.51,108.635,61.4,2.92,19.78,-4.28,,166.53,,9.989,4.332,4.211,,,3.763,189.068,89.833,98.199,165.791,,,3736.77,476.65,299.33,594.54,1015.26,1192.89,2605.277,1288.24,732.11,3028.46,532.53,,,-0.012,0.612,,,0.12,0.2138,2,6.5,,1.25,
2010-01-06,0.108395,0.2972,0.021803,0.030173,0.7166,5.4115,0.24,0.1178,,9279,3.3845,46.01,33.14,1.3957,18479,4169,8490.35,75.566,-19.8,14.67,8.9553,-3.09,,-8.82,184.2,41.6,17.59,28.73,,,157.71,,9.698,4.31,4.17,,,3.823,183.455,85.453,95.434,165.801,,,3726.76,478.31,301.54,598.55,1021.75,1193.52,2603.297,1293.17,735.73,3039.93,534.46,,,0.4195,0.631,,,0.12,0.2137,2,6.5,,1.25,
2010-01-07,0.107718,0.2967,0.021783,0.03017,0.7152,5.4184,0.24,0.1178,,9235,3.371,45.83,33.145,1.3986,18456,4169,8482.1,32.955,-33.6,32.72,0.3042,-5.72,,3.9,217.156,8,50.31,29.04,148.05,,161.61,,9.567,4.304,4.159,,,3.825,184.281,84.246,96.087,165.92,,,3685.42,477.39,302.1,604.18,1014.42,1192.91,2586.895,1291.42,734.63,3077.78,533.34,,,0.2471,0.6041,,,0.1,0.2129,2,6.5,,1.25,
2010-01-08,0.108501,0.2963,0.021859,0.030205,0.7171,5.4232,0.24,0.1178,,9220,3.376,45.81,33.107,1.3945,18437,4169,8490.65,33.722,-23.7,-15.66,-1.3475,-7.56,17.36,23.12,250.878,-15.7,34.65,27.69,17.36,,184.74,,9.746,4.298,4.052,,,3.832,184.637,83.36,97.155,162.935,,,3724.41,478.01,304.49,603.24,1016.41,1198.26,2614.37,1292.98,738.96,3077.18,520.9,,,0.0815,0.6075,,,0.11,0.2093,2,6.5,,1.25,
2010-01-11,0.109212,0.2999,0.021954,0.030257,0.7207,5.4145,0.24,0.1178,,9153,3.3365,45.58,33.035,1.3875,18467,4169,8485.3,24.325,-21.3,-6.19,1.4332,-6.26,,-56.32,275.203,-37,28.46,29.12,,,128.42,,9.66,4.292,4.002,,,3.82,187.82,81.972,95.557,167.265,,,3750.97,478.32,307.05,604.94,1028.07,1207.22,2632.204,1294.51,746.95,3087.35,515.06,,,0.4699,0.5657,,,0.11,0.2044,2,,,1.25,
2010-01-12,0.109051,0.2996,0.021868,0.030257,0.719,5.413,0.24,0.1179,,9168,3.3425,45.652,32.995,1.3907,18437,4169,8491,58.069,-5.7,-9.51,3.6481,-2.7,,12.61,333.272,-42.7,18.94,32.77,,,141.03,,9.494,4.28,3.847,,,3.713,186.816,85.165,93.119,165.886,,,3797.51,478.27,306.81,605.66,1021.18,1199.34,2659.551,1292.85,745.24,3105.62,498.31,,,0.3674,0.5793,,,0.11,0.2027,2,,,1.25,
2010-01-13,0.109212,0.2989,0.02181,0.03028,0.7198,5.4115,0.24,0.1179,,9178,3.3492,45.85,33.035,1.3893,18472,4169,8491,-12.321,-18.3,-11.81,-3.9591,1.17,,14.55,320.951,-61,7.13,28.81,-1.55,,155.58,,9.499,4.263,3.882,,,3.793,189.152,84.898,97.092,162.88,,,3746.48,476.71,307.33,605.08,1012.09,1201.61,2632.872,1289.51,746.74,3096.7,508.61,,,0.43,0.5833,,,0.11,0.201,2,,,1.25,
2010-01-14,0.109159,0.2999,0.021872,0.030441,0.7207,5.413,0.24,0.1179,,9168,3.339,45.75,32.865,1.3876,18472,4169,8490,-6.226,-8.5,30.76,-14.3787,1.53,,-0.16,314.725,-69.5,37.89,14.43,,,155.42,,9.486,4.261,3.921,,,3.74,190.452,84.865,98.644,169.249,,,3761.25,478.46,308.33,609.8,1013.29,1207.98,2645.181,1294.71,749.42,3121.91,512.33,,,0.4374,0.5434,,,0.11,0.1997,2,6.5,,1.25,
2010-01-15,0.108255,0.2992,0.021813,0.030414,0.719,5.413,0.24,0.1179,,9203,3.3395,45.82,32.875,1.3908,18475,4169,8489,16.8,28.8,4.57,19.3576,4.66,,-78.53,331.525,-40.7,42.46,33.79,575.77,,76.89,,9.536,4.25,3.922,,,3.676,190.139,86.359,98.515,166.352,,,3767.75,479.75,306.03,607.13,1010.77,1195.66,2647.09,1298.58,746.52,3118.47,505.42,,,0.3013,0.556,,,0.12,0.1978,2,6.5,,1.25,
2010-01-18,0.108372,0.2994,0.021814,0.030437,0.7197,5.4115,0.24,0.1179,,9226,3.3415,45.9,32.851,1.3899,18440,4169,8491,-32.048,-7.6,-50.53,10.6133,5.67,8.65,2.65,299.477,-48.3,-8.08,44.4,26.01,,79.54,,9.531,4.248,3.92,,,3.676,192.788,88.7,98.965,168.433,,,3754.01,478.58,305.81,603.75,1012.55,1198.22,2642.548,1297.99,746.89,3106.3,487.13,,,0.4883,0.5214,,,,0.1932,2,6.5,,1.25,
2010-01-19,0.108284,0.2988,0.021779,0.030432,0.7188,5.413,0.24,0.1179,,9230,3.339,45.85,32.92,1.3916,18437,4169,8489,15.156,-4.8,-6.5,-1.9368,7.33,83.36,162.45,314.633,-53.1,-14.57,42.47,109.37,,241.99,,9.525,4.266,3.941,,,3.694,189.321,93.252,102.054,167.859,,,3793.22,478.92,301.44,598.55,1013.41,1203.33,2666.071,1300.35,736.48,3084.57,495.51,,,0.3421,0.5334,,,0.13,0.191,2,6.5,,1.25,
2010-01-20,0.107469,0.2967,0.021685,0.030335,0.7138,5.4123,0.24,0.1179,,9328,3.362,46.07,32.97,1.4009,18439,4169,8490.5,18.269,11.6,-34.89,9.618,11.59,,86.65,332.902,-41.5,-49.47,52.08,,,328.64,,9.507,4.256,3.949,,,3.649,190.997,91.16,103.613,169.486,,,3789.98,480.8,299.54,598.16,997.49,1184.49,2667.266,1306.62,731.8,3083.86,489.5,,,0.166,0.5556,,,0.13,0.19,2,6.5,,1.25,
2010-01-21,0.107701,0.2963,0.021732,0.030326,0.7118,5.413,0.24,0.1178,,9305,3.3775,45.99,32.98,1.4048,18474,4169,8485.5,-49.349,0.4,-41.05,2.5676,17.84,,3.21,283.553,-41.1,-90.52,54.65,660.24,,331.85,,9.564,4.254,3.934,,,3.588,195.236,96.139,105.005,173.85,,,3730.31,480.71,293.34,599.33,981.17,1166.93,2638.382,1308.36,718.99,3085.58,478.42,,,0.4212,0.5418,,,0.12,0.1889,2,,,1.25,
2010-01-22,0.107066,0.293,0.02161,0.030266,0.7118,5.413,0.24,0.1178,,9350,3.3965,46.19,33.022,1.4046,18474,4169,8493,-109,-7.3,-36.87,-9.8402,19.62,-22.57,-129.74,174.553,-48.4,-127.39,44.81,86.8,,202.11,,9.722,4.257,3.939,,,3.609,209.018,105.432,103.564,182.804,,,3673.61,478.48,291.29,579.25,963.85,1149.89,2610.34,1300.45,714.1,3023.47,477.59,,,0.2882,0.5605,,,0.11,0.1878,2,6.5,,1.25,
2010-01-25,0.107377,0.2943,0.021624,0.030308,0.7151,5.4145,0.24,0.1179,,9348,3.3994,46.235,32.97,1.3988,18474,4169,8492,-49.387,-6.5,6.02,-5.6489,22.62,,35.16,125.166,-54.9,-121.37,39.16,,,237.28,,9.652,4.267,3.947,,,3.628,202.733,93.543,110.436,179.077,,,3644.57,477.36,288.9,570.27,959.06,1148.99,2597.86,1296.79,710.39,2967.96,480.91,,,0.4661,0.5546,,,0.12,0.1837,2,6.5,,1.25,
2010-01-26,0.10661,0.2927,0.021462,0.030262,0.7123,5.413,0.24,0.1178,,9413,3.4215,46.59,33.045,1.4038,18472,4169,8487,-3.127,-67.6,-52.08,3.2867,23.45,,-14.27,122.039,-122.5,-173.45,42.45,704.68,,223.01,,9.757,4.271,3.94,,,3.621,194.69,93.938,113.774,168.125,,,3617.99,471.21,284.68,567,938.06,1143.44,2578.415,1283.02,701.66,2955.7,497.9,,,0.6027,0.5719,,,0.12,0.1824,2,6.5,,1.25,
2010-01-27,0.106276,0.2919,0.021395,0.030248,0.712,5.413,0.24,0.1179,,9428,3.4252,46.69,33.04,1.4045,18472,4169,8489,-48.19,-67.9,-15.94,13.8619,26.11,,-17.26,73.849,-190.4,-189.39,56.31,,,205.74,,9.779,4.296,3.897,,,3.65,193.116,100.039,113.39,180.469,,,3589.97,465.47,280.05,561.79,928.71,1140.28,2564.554,1265.77,690.46,2919.48,486.41,,,0.4864,0.5395,,,0.12,0.181,2,6.5,,1.25,
2010-01-28,0.107268,0.2928,0.02142,0.030198,0.7118,5.4143,0.24,0.1179,,9345,3.406,46.59,33.105,1.4048,18470,4169,8489,-8.254,-35.4,-3.08,-4.4701,29.22,,-9.06,65.595,-225.8,-192.47,51.84,,,196.68,,9.805,,3.902,,,3.636,189.721,98.502,110.952,178.643,,,3681.17,464.88,280.97,569.44,940.07,1128.32,2619.565,1264.51,689.72,2961.63,481.76,,,0.4507,0.5309,,,0.12,0.1793,2,6.5,,1.25,4
2010-01-29,0.106867,0.2927,0.021503,0.030139,0.7107,5.413,0.24,0.1179,,9353,3.4098,46.5,33.188,1.4073,18437,4177.166,8482.25,-17.12,-56.8,-34.25,-4.1452,30.69,,-82.57,48.474,-282.6,-226.72,47.7,758.16,,114.12,,9.776,4.288,3.906,,,3.586,190.339,103.885,113.492,181.286,,,3668.97,463.63,284.42,565.9,933.59,1119.54,2610.796,1259.16,696.55,2953.19,481.96,,,0.5396,0.4739,,,0.12,0.1777,2,6.5,,1.25,
2010-01-31,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1200.46,,1610.27,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2010-02-01,0.107997,0.2924,0.021453,0.030184,0.7094,5.413,0.24,0.1179,,9408,3.4148,46.63,33.13,1.4102,18472,4171,8491,-7.652,,-36.6,-3.2622,5.19,66.06,20.84,-7.652,,-36.6,-3.26,66.06,,20.84,,9.787,,3.895,,,3.652,202.399,104.25,112.94,182.65,,,3625.66,,284.09,550.6,934.22,1129.29,2587.549,,697.61,2883.21,486.95,,,0.2789,0.4758,,,0.14,0.1703,2,6.5,,1.25,
2010-02-02,0.106878,0.2925,0.021575,0.030175,0.7098,5.4115,0.24,0.1179,,9363,3.4185,46.385,33.135,1.4087,18438,4181,8490,12.518,4.5,-5.54,5.6944,11.3,6.41,48.16,4.867,4.5,-42.14,2.43,72.47,,69,,9.809,4.288,3.913,,,3.642,193.518,104.97,114.155,190.26,,,3617.8,464.23,281.9,548.9,940.43,1144.96,2580.251,1263.76,694.07,2864.18,487.93,,,0.162,0.5114,,,0.14,0.1673,2,6.5,,1.25,
2010-02-03,0.107654,0.293,0.021688,0.030271,0.7078,5.4115,0.24,0.1179,,9295,3.402,46.011,33.025,1.4129,18437,4181,8486,-19.339,-3.9,34.98,2.5868,24.33,,18.26,-14.473,0.6,-7.16,5.02,,,87.26,,9.723,4.271,3.834,,,3.707,187.993,105.015,111.856,188.087,,,3643.99,465.98,288.84,553.62,952.26,1138.9,2604.549,1267.15,707.65,2884.81,495.48,,,0.3642,0.5135,,,0.13,0.1633,2,6.5,,1.25,
2010-02-04,0.107009,0.2924,0.021596,0.030166,0.7035,5.4123,0.24,0.1179,,9326,3.419,46.17,33.162,1.4216,18472,4181,8489,14.016,-32.8,37.26,3.4789,35.36,,-60.71,-0.457,-32.2,30.09,8.5,260.81,,26.55,,9.715,4.273,3.835,,,3.608,198.057,109.459,116.298,190.638,,,3614.89,465.43,285.94,562.87,926.41,1106.37,2593.22,1265.03,702.52,2914.87,503.83,,,0.7354,0.4744,,,0.14,0.1606,2,6.5,,1.25,
2010-02-05,0.105848,0.2904,0.021497,0.030193,0.7032,5.413,0.24,0.1179,,9410,3.444,46.562,33.162,1.4223,18469,4184,8492,-105.422,-94.4,-19.95,-2.4071,38.37,0,4.74,-105.879,-126.6,10.14,6.09,72.47,,31.29,,9.725,4.265,3.81,,,3.567,228.304,121.262,122.631,207.245,,,3494.99,458.27,280.81,550.8,897.7,1095.48,2518.976,1247.9,691.41,2855.64,493.04,,,0.77,0.5512,,,0.13,0.1594,2,6.5,,1.25,
2010-02-08,0.106355,0.2906,0.021486,0.030125,0.7022,5.413,0.24,0.1178,,9405,3.4405,46.59,33.24,1.4241,18472,4184,8495.5,-147.996,-39,-55.12,-2.5436,38.65,138.22,-67.1,-253.875,-165.6,-44.98,3.55,210.69,,-35.81,,9.804,4.262,3.844,,,3.562,216.716,118.276,123.141,210.167,,,3428.48,454.97,278.62,549.13,894.07,1092.63,2475.572,1235.22,688.09,2846.6,491.2,,,0.768,0.537,,,0.13,0.1559,2,,,1.25,
2010-02-09,0.10725,0.2919,0.021587,0.030198,0.7057,5.413,0.24,0.1178,,9373,3.4365,46.39,33.16,1.4168,18437,4184,8495.5,-76.398,-19.5,-33.64,7.4523,36,-61.01,10.12,-330.273,-185.1,-78.61,11,149.68,,-25.69,,9.809,4.262,3.857,,,3.647,224.275,121.424,123.298,215.002,,,3446.29,454.59,277.32,538.41,908.67,1101.18,2489.485,1233.86,685.89,2797.61,482.89,,,0.8098,0.5772,,,0.13,0.154,2,6.5,,1.25,
2010-02-10,0.106758,0.2916,0.021563,0.030139,0.7052,5.4145,0.24,0.1177,,9360,3.4327,46.432,33.21,1.418,18467,4181,8493,7.41,-9.4,18.55,15.6135,37.74,,23.24,-322.863,-194.5,-60.06,26.61,,,-2.45,,9.807,4.266,3.87,,,3.692,212.47,113.113,117.181,199.654,,,3436.03,458.41,278.6,551.94,912.49,1101.44,2483.438,1246.17,688.41,2857.24,490.91,,,0.5647,0.5998,,,0.12,0.1529,2,6.5,,1.25,
2010-02-11,0.106752,0.2919,0.021645,0.030157,0.708,,0.24,0.1177,,9378,3.4275,46.22,33.17,1.4124,18740,4184,8494.5,12.747,-15,-7.85,2.676,45.34,,-2.22,-310.116,-209.5,-67.91,29.29,371.1,,-4.68,,9.806,4.259,3.891,,,3.72,207.046,110.636,116.304,196.877,,,3478.79,459.5,281.16,563.71,922.91,1108.27,2507.751,1249.42,695.41,2908.88,499.94,,,0.7127,0.5752,,,0.12,0.1513,2,,,1.25,
2010-02-12,0.107066,0.2915,0.021589,0.03013,0.7084,5.3476,0.24,0.1177,,9343,3.4176,46.25,33.19,1.4117,18875,4187,8495.5,23.14,11.3,13.99,8.2088,50.99,32.12,-2.21,-286.976,-198.2,-53.93,37.5,181.8,,-6.89,,9.802,4.255,3.895,,,3.695,205.472,108.664,118.42,197.613,,,3520.28,461.26,281.71,570.32,921.75,1107.32,2534.137,1253.39,698.03,2949.65,507,,,0.55,0.6041,,,0.12,0.15,2,6.5,,1.25,
2010-02-15,0.106952,0.2921,0.021617,0.03012,0.7079,5.3476,0.24,,,9350,3.4229,46.28,33.18,1.4133,,4187,,153.172,,-16.24,8.4218,,4.28,-13.2,-133.804,,-70.16,45.92,186.08,,-20.09,,9.797,,3.902,,,3.693,202.945,102.036,118.422,197.605,,,3487.82,,276.61,569.2,924.73,1107.42,2517.456,,689.09,2963.24,,,,0.7154,0.6069,,,,,,6.5,,1.25,
2010-02-16,0.107394,0.2921,0.021727,0.030175,0.712,5.3476,0.24,,,9325,3.4229,46.11,33.15,1.4045,,4187,,13.217,,-9.59,0.9769,,18.25,0.27,-120.587,,-79.76,46.9,204.33,,-19.82,,9.803,,3.895,,,3.659,204.864,102.036,113.347,188.678,,,3563.27,,278.79,569.7,932.55,1124.86,2558.505,,692.73,2967.71,,,,0.6228,0.6069,,,0.13,,,6.5,,1.25,
2010-02-17,0.10773,0.2952,0.021707,0.030139,0.7106,,0.24,,,9280,3.386,45.985,33.147,1.4073,,4187,,55.958,6.8,5.8,10.0006,,31.25,12.49,-64.629,-191.4,-73.95,56.9,235.58,,-7.33,,9.825,4.257,3.886,,,3.733,203.356,106.046,116.403,189.292,,,3611.32,462.91,281.47,579.93,945.09,1133.79,2581.34,1259.07,697.49,3018.67,,,,0.5844,0.5796,,,0.12,0.1477,2,,,1.25,
2010-02-18,0.1074,0.294,0.021669,0.03013,0.7089,,0.24,,,9325,3.401,46.175,33.2,1.4106,,4187,,18.595,-33.7,17.35,6.0246,,-18.25,-27.95,-46.034,-225.1,-56.61,62.92,217.33,,-35.28,,9.817,4.261,3.867,,,3.803,207.018,108.826,116.355,187.955,,,3574.6,462.63,280.89,576.48,943.11,1138.94,2560.034,1259,695.66,2999.94,,,,0.3358,0.5492,,,0.12,0.1481,2,6.5,,1.25,
2010-02-19,0.107095,0.2932,0.021624,0.030085,0.7082,,0.24,0.1178,,9343,3.4135,46.276,33.09,1.4118,,4192,8492.5,-7.197,-51.9,-4.4,3.7329,,40.71,3.52,-53.231,-277,-61,66.65,258.04,,-31.76,,9.852,4.269,3.874,,,3.775,197.96,106.03,113.883,187.798,,,3567.71,461.94,282.61,571.75,933.35,1134.45,2554.376,1257.67,700.44,2978.53,,,,0.5766,0.6008,,,0.13,0.1487,,6.5,,1.25,
2010-02-22,0.10762,0.2941,0.021656,0.03018,0.7091,5.3191,0.24,0.1178,,9295,3.401,46.153,33.14,1.4098,18838,4192,8493,-9.502,14.1,29.41,4.2662,53.04,-41.96,26.92,-62.733,-262.9,-31.6,70.92,216.08,,-4.84,,9.868,4.269,3.859,,,3.797,192.872,101.905,113.237,192.402,,,3584.43,465.19,285.67,579.98,943.3,1139.82,2564.263,1266.44,705.8,3015.59,510.02,,,0.671,0.6186,,,0.12,0.1453,2,6.5,,1.25,
2010-02-23,0.107614,0.2945,0.021669,0.030193,0.7088,5.291,0.24,0.1178,,9298,3.3927,46.045,33.06,1.4109,18908,4192,8494.5,-9.897,5.5,53.73,2.2919,56.67,,0.5,-72.631,-257.4,22.13,73.21,,,-4.34,,9.869,4.26,3.867,,,3.685,192.346,101.547,111.923,188.636,,,3601.33,465.86,290.57,581.76,940.21,1128.52,2583.651,1266.43,715.58,3013.14,496.29,,,0.4613,0.5363,,,0.12,0.1439,2,6.5,,1.25,
2010-02-24,0.107021,0.294,0.021668,0.030303,0.7091,5.2425,0.24,0.1178,,9333,3.4015,46.165,33.065,1.4103,19013,4187,8501,-19.857,28.4,49.05,-1.4943,56.43,,-63.21,-92.488,-229,71.19,71.72,,,-67.55,,9.812,4.26,3.875,,,3.693,194.104,102.356,115.67,194.232,,,3585.96,467.41,291.73,575.42,933.23,1133.2,2579.416,1270.78,715.18,2981.14,494.59,,,0.4857,0.4917,,,0.11,0.1424,2,6.5,,1.25,
2010-02-25,0.106981,0.2936,0.021603,0.030225,0.7096,5.2494,0.24,0.1178,,9345,3.406,46.28,33.09,1.4093,18938,4187,8492,-120.014,32.1,57.69,-4.9159,51.58,,19.83,-212.501,-196.9,128.88,66.8,618.25,,-47.72,,9.802,4.251,3.874,,,3.634,195.995,104.796,118.554,191.749,,,3529.1,465.96,292.95,587.35,922.93,1124.02,2549.033,1270.78,717.1,3031.26,494.99,,,0.4991,0.4932,,,0.12,0.1407,2,,,1.25,
2010-02-26,0.107239,0.2945,0.021666,0.030257,0.7111,5.2425,0.24,0.1178,,9343,3.4028,46.13,33.06,1.4064,19025,4187,8486.5,,,35.44,-1.8979,45.27,,-65.67,-212.798,,164.32,64.9,,,-113.39,,9.811,,3.87,,,3.614,188.907,104.22,118.543,187.093,,,,,295.34,591.42,935.93,1133.35,,,721.37,3043.75,496.91,,,0.53,0.4902,,,0.13,0.1377,2,,,1.25,
2010-02-28,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,595.51,,-1087.88,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2010-03-01,0.107759,0.2955,0.021676,0.030469,0.7113,5.2397,0.24,0.1178,,9263,3.387,46.115,32.835,1.4059,19075,4187,8490,19.828,43.9,,2.4244,-3.6,,,19.828,43.9,,2.42,51.72,,,,9.729,4.249,,,,3.61,178.338,99.38,115.809,184.5,,,3527.58,470.46,,595.9,947.9,1140.58,2554.674,1283.4,,3078.91,503.01,,,0.3803,0.5056,,,0.14,0.1352,2,6.5,,1.25,
2010-03-02,0.107527,0.2959,0.02174,0.030581,0.7126,5.2494,0.24,0.1178,,9293,3.385,46.088,32.72,1.4033,19025,4187,8490,42.052,42.3,134.16,2.2103,-7.63,26.88,195.78,61.881,86.2,134.16,4.63,26.88,,195.78,,9.67,4.226,3.87,,,3.606,179.692,97.527,115.643,181.648,,,3571.54,472.23,301.67,589.77,959.66,1149.39,2576.591,1288.07,733.19,3061.89,501,,,0.3815,0.471,,,0.14,0.1353,2,6.5,,1.25,
2010-03-03,0.107759,0.297,0.021725,0.030586,0.7145,5.2383,0.24,0.1179,,9280,3.3733,46.015,32.688,1.3995,18991,4187,8485,41.853,-0.2,76.33,-9.2227,-4.66,18.32,-17.05,103.734,86,210.49,-4.59,45.2,,178.73,,9.594,4.241,3.917,,,3.619,176.949,96.159,118.313,180.592,,,3558.64,471.53,303.19,590.89,966.43,1157.37,2567.089,1286.1,735.04,3069.29,507.32,,,0.2755,0.3931,,,0.15,0.1357,2,6.5,,1.25,
2010-03-04,0.107701,0.2978,0.021654,0.030633,0.7136,5.2494,0.24,0.1179,,9275,3.3715,46.09,32.643,1.4014,18965,4187,8485,-21.465,-11,41.52,-1.2712,-7.34,168.01,52.16,82.269,75,252.01,-5.86,213.21,,230.89,,9.578,4.224,3.909,,,3.604,173.448,94.075,115.869,175.438,,,3551.63,470.21,300.37,578.7,961.34,1155.6,2565.645,1284.09,730.82,3034.13,511.91,,,0.4169,0.4718,,,0.16,0.1347,2.25,6.5,,1.25,
2010-03-05,0.108519,0.2975,0.021775,0.030647,0.7134,5.2494,0.24,0.1179,,9235,3.364,46.05,32.678,1.4017,19065,4187,8479.5,6.02,-2,70.37,2.1021,-6.84,194.25,5.42,88.289,73,322.38,-3.76,407.46,,236.3,,9.565,4.214,3.912,,,3.682,168.521,90.532,110.473,174.28,,,3576.03,475.56,298.29,590.55,974.92,1170.46,2578.772,1299.78,723.96,3069.63,513.39,,,0.3616,0.5459,,,0.17,0.1332,2.25,6.5,,1.25,
2010-03-08,0.108873,0.2996,0.02186,0.03059,0.7145,5.2383,,,,9180,3.3405,45.82,32.73,1.3996,19090,,,58.869,67.7,91.13,10.1491,-5.68,43.55,102.09,147.158,140.7,413.51,6.39,451.01,,338.4,,9.471,4.214,3.952,,,3.718,161.25,80.207,103.603,170.701,,,3668.14,483.88,297.36,596.47,986.08,1174.7,2626.451,1324.22,720.29,3094.98,521.12,,,0.2473,0.5186,,,0.15,0.1297,2.25,6.5,,1.25,
2010-03-09,0.108578,0.2992,0.021839,0.030576,0.7144,5.237,0.24,,,9198,3.3423,45.76,32.75,1.4,18985,4187,,59.549,1.5,36.41,11.2538,4.19,82.52,34.06,206.707,142.2,449.92,17.65,533.53,,372.46,,9.395,4.231,3.947,,,3.702,167.845,82.479,104.292,169.016,,,3726.59,481.29,296.6,597.4,986.15,1174.11,2657.167,1317.94,718.77,3107.35,527.27,,,0.285,0.5208,,,0.14,0.1287,2.25,6.5,,1.25,
2010-03-10,0.10917,0.3018,0.021884,0.030595,0.715,5.2383,0.24,,,9175,3.321,45.65,32.65,1.3987,19065,4183,,39.597,1.5,61.08,10.8276,6.03,84.06,-4.9,246.304,143.7,511,28.47,617.59,,367.56,,9.42,4.24,3.934,,,3.723,159.554,72.879,98.451,162.984,,,3728.04,484.76,296.27,597.94,993.44,1180.31,2670.219,1328.22,720.84,3119.63,525.67,,,0.3177,0.4462,,,0.14,0.1277,2.25,6.5,,1.25,
2010-03-11,0.108939,0.3012,0.021908,0.03059,0.7155,5.237,0.24,,,9195,3.3198,45.718,32.68,1.3979,19068,4183,,29.291,10.5,55.65,4.8686,6.16,59.88,8.32,275.594,154.2,566.65,33.34,677.47,,375.88,,9.447,4.234,3.974,,,3.729,159.089,79.249,100.541,167.46,,,3735.07,482.95,299.15,598.11,989.83,1182.69,2676.522,1321.43,725.95,3125.56,524.64,,,0.4135,0.4838,,,0.15,0.127,2.25,,,1.25,4
2010-03-12,0.10923,0.3033,0.021911,0.030736,0.7172,5.237,0.24,0.1179,,9152,3.307,45.66,32.54,1.3942,19083,4183,8478.5,6.419,-23.8,14.59,0.9898,7.15,24.03,112.12,282.013,130.4,581.25,34.33,701.5,,488,,9.418,4.227,4,,,3.702,155.823,77.732,101.973,162.279,,,3707.29,478.72,303.57,586.99,992.68,1187.37,2666.511,1311.2,733.34,3072.91,531.51,,,0.1555,0.4569,,,0.17,0.1273,2.25,6.5,,1.25,
2010-03-15,0.109111,0.3012,0.021884,0.030722,0.7158,5.2425,0.24,0.118,,9165,3.3188,45.715,32.555,1.3971,19090,4183,8473.5,20.175,12.9,40.24,-5.925,10.34,-19.64,-18.31,302.188,143.3,621.49,28.41,681.86,,469.69,,9.369,4.215,3.978,,,3.697,158.635,73.716,104.014,162.444,,,3707.41,474.48,304.31,587.1,983.04,1181.99,2669.608,1299.67,734.83,3076.79,531.86,,,0.3634,0.4948,,,0.2,0.1288,2.25,6.5,,1.25,
