Date,DBS.SP.Equity,OCBC.SP.Equity,UOB.SP.Equity
1995-03-24,6434.5409,9279.3037,8315.0528
1995-03-27,6434.5409,9016.6819,8242.1589
1995-03-28,6467.7503,9104.1677,8242.1589
1995-03-29,6467.7503,9016.6819,8096.28
1995-03-30,6467.7503,9016.6819,7950.4011
1995-03-31,6600.4221,9016.6819,8023.3405
1995-04-03,6633.5901,9104.2225,8163.5225
1995-04-04,6567.2542,9016.6819,8238.4172
1995-04-05,6699.926,9016.6819,8388.2066
1995-04-06,6832.5978,9104.2225,8238.4172
1995-04-07,6633.5901,9104.2225,8238.4172
1995-04-10,6567.2542,9016.6819,7789.049
1995-04-11,6567.2542,9016.6819,7938.8384
1995-04-12,6600.4221,9016.6819,8088.6278
1995-04-13,6699.926,9104.2225,8163.5225
1995-04-17,6699.926,9104.2225,8088.6278
1995-04-18,6600.4221,9016.6819,8088.6278
1995-04-19,6534.0862,9016.6819,8013.7331
1995-04-20,6600.4221,8929.1413,8088.6278
1995-04-21,6832.5978,9366.8443,8238.4172
1995-04-24,6633.5901,9104.2225,8388.2066
1995-04-25,6766.2619,9279.3037,8313.3119
1995-04-26,6699.926,9279.3037,8238.4172
1995-04-27,6633.5901,9104.2225,8238.4172
1995-04-28,6699.926,9366.8443,8388.2066
1995-05-02,6633.5901,9104.2225,8388.2066
1995-05-03,6699.926,9279.3037,8388.2066
1995-05-04,6832.5978,9279.3037,8463.1013
1995-05-05,6832.5978,9279.3037,8537.996
1995-05-08,6766.2619,9366.8443,8178.5011
1995-05-09,6766.2619,9454.3849,8268.3748
1995-05-11,6965.2696,9629.4661,8448.1221
1995-05-12,7296.9491,9804.5473,8582.9325
1995-05-16,7164.2773,9804.5473,8627.8693
1995-05-17,7097.9414,10067.1691,8627.8693
1995-05-18,7164.2773,10067.1691,8582.9325
1995-05-19,6898.9337,9804.5473,8493.0589
1995-05-22,6965.2696,9892.0879,8537.9957
1995-05-23,7031.6055,9979.6285,8582.9325
1995-05-24,7031.6055,9892.0879,8403.1852
1995-05-25,6965.2696,9804.5473,8358.2484
1995-05-26,6898.9337,9892.0879,8358.2484
1995-05-29,6832.5978,9804.5473,8268.3748
1995-05-30,6832.5978,9804.5473,8268.3748
1995-05-31,6898.9337,9804.5473,8268.3748
1995-06-01,6898.9337,9979.6285,8448.1221
1995-06-02,6766.2619,9804.5473,8493.0589
1995-06-05,6633.5901,9892.0879,8493.0589
1995-06-06,6699.926,9804.5473,8223.438
1995-06-07,6500.9183,9454.3849,8133.5643
1995-06-08,6600.4221,9629.4661,8223.438
1995-06-09,6567.2542,9629.4661,8313.3116
1995-06-12,6500.9183,9541.9255,8313.3116
1995-06-13,6500.9183,9629.4661,8223.438
1995-06-14,6500.9183,9541.9255,8178.5011
1995-06-15,6467.7503,9541.9255,8268.3748
1995-06-16,6467.7503,9541.9255,8223.438
1995-06-19,6534.0862,9541.9255,8178.5011
1995-06-20,6534.0862,9541.9255,8178.5011
1995-06-21,6534.0862,9454.3849,8178.5011
1995-06-22,6534.0862,9366.8443,8178.5011
1995-06-23,6534.0862,9191.7631,8043.6907
1995-06-26,6534.0862,9191.7631,8043.6907
1995-06-27,6534.0862,9191.7631,7998.7539
1995-06-28,6534.0862,9191.7631,7998.7539
1995-06-29,6500.9183,9279.3037,8043.6907
1995-06-30,6434.5824,9191.7631,8088.6275
1995-07-03,6534.0862,9454.3849,7953.817
1995-07-04,6633.5901,9279.3037,7998.7539
1995-07-05,6633.5901,9366.8443,8088.6275
1995-07-06,6600.4221,9366.8443,8133.5643
1995-07-07,6633.5901,9454.3849,8178.5011
1995-07-10,6633.5901,9541.9255,8178.5011
1995-07-11,6600.4221,9454.3849,8133.5643
1995-07-12,6600.4221,9454.3849,8178.5011
1995-07-13,6567.2542,9541.9255,8133.5643
1995-07-14,6567.2542,9454.3849,8178.5011
1995-07-17,6500.9183,9541.9255,8178.5011
1995-07-18,6534.0862,9454.3849,8178.5011
1995-07-19,6500.9183,9366.8443,8133.5643
1995-07-20,6434.5824,9366.8443,8178.5011
1995-07-21,6401.4144,9366.8443,8178.5011
1995-07-24,6368.2465,9366.8443,8133.5643
1995-07-25,6467.7503,9366.8443,8178.5011
1995-07-26,6500.9183,9366.8443,8178.5011
1995-07-27,6467.7503,9366.8443,8178.5011
1995-07-28,6467.7503,9366.8443,8178.5011
1995-07-31,6534.0862,9366.8443,8223.438
1995-08-01,6467.7503,9279.3037,8178.5011
1995-08-02,6500.9183,9366.8443,8178.5011
1995-08-03,6467.7503,9454.3849,8178.5011
1995-08-04,6467.7503,9366.8443,8178.5011
1995-08-07,6434.5824,9279.3037,7953.817
1995-08-08,6268.7426,9191.7631,7819.0066
1995-08-10,6301.9106,9191.7631,7729.1329
1995-08-11,6301.9106,9191.7631,7953.817
1995-08-14,6401.4144,9104.2225,7819.0066
1995-08-15,6401.4144,9104.2225,7819.0066
1995-08-16,6401.4144,9104.2225,7819.0066
1995-08-17,6467.7503,9104.2225,7863.9434
1995-08-18,6600.4221,9104.2225,7819.0066
1995-08-21,6401.4144,9104.2225,7863.9434
1995-08-22,6434.5824,9104.2225,7953.817
1995-08-23,6434.5824,9104.2225,7863.9434
1995-08-24,6434.5824,9104.2225,7863.9434
1995-08-25,6434.5824,9104.2225,7908.8802
1995-08-28,6434.5824,9191.7631,7863.9434
1995-08-29,6434.5824,9191.7631,7863.9434
1995-08-30,6467.7503,9104.2225,7863.9434
1995-08-31,6467.7503,9104.2225,7863.9434
1995-09-01,6500.9183,9191.7631,7863.9434
1995-09-04,6467.7503,9104.2225,7863.9434
1995-09-05,6467.7503,9191.7631,7863.9434
1995-09-06,6434.5824,9279.3037,7908.8802
1995-09-07,6434.5824,9104.2225,7998.7539
1995-09-08,6467.7503,9191.7631,7998.7539
1995-09-11,6467.7503,9191.7631,7953.817
1995-09-12,6434.5824,9191.7631,7863.9434
1995-09-13,6434.5824,9191.7631,7863.9434
1995-09-14,6467.7503,9191.7631,7908.8802
1995-09-15,6434.5824,9191.7631,7908.8802
1995-09-18,6434.5824,9191.7631,7908.8802
1995-09-19,6434.5824,9191.7631,7908.8802
1995-09-20,6401.4144,9104.2225,7908.8802
1995-09-21,6401.4144,9016.6819,7908.8802
1995-09-22,6401.4144,9104.2225,7908.8802
1995-09-25,6401.4144,9104.2225,7863.9434
1995-09-26,6301.9106,9016.6819,7819.0066
1995-09-27,6335.0785,9016.6819,7819.0066
1995-09-28,6335.0785,9104.2225,7819.0066
1995-09-29,6401.4144,9016.6819,7819.0066
1995-10-02,6434.5824,9016.6819,7774.0698
1995-10-03,6434.5824,9016.6819,7774.0698
1995-10-04,6401.4144,9016.6819,7819.0066
1995-10-05,6434.5824,9104.2225,7774.0698
1995-10-06,6434.5824,9016.6819,7819.0066
1995-10-09,6401.4144,9016.6819,7819.0066
1995-10-10,6368.2465,9016.6819,7774.0698
1995-10-11,6401.4144,8929.1413,7684.1961
1995-10-12,6401.4144,9016.6819,7594.3225
1995-10-13,6335.0785,8929.1413,7684.1961
1995-10-16,6301.9106,8929.1413,7594.3225
1995-10-17,6368.2465,8841.6007,7639.2593
1995-10-18,6368.2465,9016.6819,7639.2593
1995-10-19,6368.2465,8929.1413,7639.2593
1995-10-20,6368.2465,8929.1413,7639.2593
1995-10-24,6335.0785,8841.6007,7549.3857
1995-10-25,6335.0785,8929.1413,7594.3225
1995-10-26,6368.2465,8929.1413,7549.3857
1995-10-27,6335.0785,8929.1413,7594.3225
1995-10-30,6368.2465,8929.1413,7504.4488
1995-10-31,6335.0785,8929.1413,7594.3225
1995-11-01,6368.2465,8841.6007,7504.4488
1995-11-02,6301.9106,8841.6007,7369.6384
1995-11-03,6335.0785,8929.1413,7414.5752
1995-11-06,6335.0785,8841.6007,7414.5752
1995-11-07,6301.9106,8929.1413,7459.512
1995-11-08,6268.7426,8929.1413,7369.6384
1995-11-09,6268.7426,8841.6007,7459.512
1995-11-10,6202.4067,8841.6007,7549.3857
1995-11-13,6169.2388,8754.0601,7549.3857
1995-11-14,6169.2388,8754.0601,7504.4488
1995-11-15,6235.5747,8841.6007,7549.3857
1995-11-16,6368.2465,8841.6007,7594.3225
1995-11-17,6335.0785,8841.6007,7549.3857
1995-11-20,6301.9106,8754.0601,7594.3225
1995-11-21,6301.9106,8754.0601,7729.1329
1995-11-22,6301.9106,8841.6007,7729.1329
1995-11-23,6335.0785,8841.6007,7774.0698
1995-11-24,6301.9106,8754.0601,7908.8802
1995-11-27,6301.9106,8754.0601,7819.0066
1995-11-28,6301.9106,8710.2898,7819.0066
1995-11-29,6368.2465,8754.0601,7774.0698
1995-11-30,6401.4144,8754.0601,7819.0066
1995-12-01,6401.4144,8841.6007,7774.0698
1995-12-04,6500.9183,9104.2225,7774.0698
1995-12-05,6633.5901,9104.2225,7639.2593
1995-12-06,6633.5901,9104.2225,7819.0066
1995-12-07,6633.5901,9104.2225,7774.0698
1995-12-08,6534.0862,8929.1413,7819.0066
1995-12-11,6534.0862,8841.6007,7774.0698
1995-12-12,6467.7503,8929.1413,7774.0698
1995-12-13,6500.9183,8841.6007,7774.0698
1995-12-14,6534.0862,9104.2225,7774.0698
1995-12-15,6600.4221,9016.6819,7819.0066
1995-12-18,6500.9183,8841.6007,7774.0698
1995-12-19,6500.9183,8929.1413,7819.0066
1995-12-20,6434.5824,8929.1413,7639.2593
1995-12-21,6401.4144,9104.2225,7729.1329
1995-12-22,6633.5901,9366.8443,7908.8802
1995-12-26,6633.5901,9279.3037,7863.9434
1995-12-27,6699.926,9279.3037,7953.817
1995-12-28,6832.5978,9454.3849,7953.817
1995-12-29,6898.9337,9804.5473,8268.3748
1996-01-02,6898.9337,9629.4661,8088.6275
1996-01-03,7031.6055,9804.5473,8268.3748
1996-01-04,7164.2773,9979.6285,8268.3748
1996-01-05,7097.9414,9892.0879,8268.3748
1996-01-08,7097.9414,9892.0879,8313.3116
1996-01-09,6965.2696,9892.0879,8268.3748
1996-01-10,7031.6055,9804.5473,8223.438
1996-01-11,7031.6055,9892.0879,8268.3748
1996-01-12,7031.6055,9804.5473,8268.3748
1996-01-15,7031.6055,9804.5473,8268.3748
1996-01-16,7031.6055,9804.5473,8268.3748
1996-01-17,7031.6055,9804.5473,8268.3748
1996-01-18,6898.9337,9717.0067,8178.5011
1996-01-19,6965.2696,9804.5473,8133.5643
1996-01-22,6965.2696,9804.5473,8223.438
1996-01-23,6965.2696,9804.5473,8268.3748
1996-01-24,6965.2696,9804.5473,8313.3116
1996-01-25,7031.6055,9717.0067,8313.3116
1996-01-26,6965.2696,9804.5473,8313.3116
1996-01-29,7031.6055,9629.4661,8313.3116
1996-01-30,7031.6055,9717.0067,8313.3116
1996-01-31,7031.6055,9717.0067,8358.2484
1996-02-01,7031.6055,9717.0067,8313.3116
1996-02-02,6965.2696,9804.5473,8358.2484
1996-02-05,7230.6132,9804.5473,8627.8693
1996-02-06,7296.9491,9892.0879,8493.0589
1996-02-07,7230.6132,9892.0879,8493.0589
1996-02-08,7164.2773,9804.5473,8448.1221
1996-02-09,7031.6055,9804.5473,8448.1221
1996-02-12,6965.2696,9717.0067,8403.1852
1996-02-13,7031.6055,9717.0067,8403.1852
1996-02-14,7031.6055,9804.5473,8403.1852
1996-02-15,7164.2773,9804.5473,8672.8062
1996-02-16,7031.6055,9892.0879,8627.8693
1996-02-22,6965.2696,9892.0879,8627.8693
1996-02-23,7031.6055,9892.0879,8627.8693
1996-02-26,6965.2696,9892.0879,8582.9325
1996-02-27,6965.2696,9804.5473,8537.9957
1996-02-28,6965.2696,9804.5473,8493.0589
1996-02-29,6965.2696,9804.5473,8537.9957
1996-03-01,6965.2696,9892.0879,8493.0589
1996-03-04,7031.6055,9892.0879,8582.9325
1996-03-05,7031.6055,9979.6285,8582.9325
1996-03-06,7090.0096,10335.5361,8493.0589
1996-03-07,7090.0096,10154.2109,8448.1221
1996-03-08,7022.4857,10154.2109,8537.9957
1996-03-11,6752.3901,9882.2231,8358.2484
1996-03-12,6684.8662,10063.5483,8493.0589
1996-03-13,6549.8184,9791.5605,8178.5011
1996-03-14,6617.3423,9972.8857,8313.3116
1996-03-15,6684.8662,9972.8857,8358.2484
1996-03-18,6651.1043,9972.8857,8313.3116
1996-03-19,6684.8662,10154.2109,8403.1852
1996-03-20,6583.5804,9972.8857,8358.2484
1996-03-21,6651.1043,9972.8857,8448.1221
1996-03-22,6651.1043,10063.5483,8448.1221
1996-03-25,6617.3423,10063.5483,8448.1221
1996-03-26,6617.3423,10154.2109,8448.1221
1996-03-27,6617.3423,10063.5483,8403.1852
1996-03-28,6617.3423,10063.5483,8358.2484
1996-03-29,6583.5804,10063.5483,8178.5011
1996-04-01,6549.8184,10154.2109,8387.2538
1996-04-02,6516.0565,10154.2109,8478.4196
1996-04-03,6583.5804,10063.5483,8478.4196
1996-04-04,6583.5804,10063.5483,8387.2538
1996-04-08,6549.8184,10063.5483,8296.088
1996-04-09,6617.3423,9972.8857,8569.5854
1996-04-10,6651.1043,10063.5483,8569.5854
1996-04-11,6549.8184,9972.8857,8615.1683
1996-04-12,6516.0565,9972.8857,8660.7512
1996-04-15,6549.8184,9882.2231,8660.7512
1996-04-16,6549.8184,10063.5483,8660.7512
1996-04-17,6617.3423,9972.8857,8660.7512
1996-04-18,6583.5804,9972.8857,8660.7512
1996-04-19,6583.5804,10063.5483,8797.4999
1996-04-22,6583.5804,10063.5483,8797.4999
1996-04-23,6448.5326,9972.8857,8843.0828
1996-04-24,6482.2945,9882.2231,8843.0828
1996-04-25,6482.2945,9972.8857,8660.7512
1996-04-26,6414.7706,9972.8857,8797.4999
1996-04-30,6482.2945,9882.2231,8751.917
1996-05-02,6583.5804,9972.8857,8797.4999
1996-05-03,6583.5804,9882.2231,8751.917
1996-05-06,6482.2945,9972.8857,8843.0828
1996-05-07,6549.8184,9972.8857,8843.0828
1996-05-08,6482.2945,9972.8857,8843.0828
1996-05-09,6448.5326,9882.2231,8660.7512
1996-05-10,6448.5326,10063.5483,8569.5854
1996-05-13,6482.2945,10063.5483,8615.1683
1996-05-14,6414.7706,10063.5483,8615.1683
1996-05-15,6313.4848,9882.2231,8524.0025
1996-05-16,6279.7228,9791.5605,8615.1683
1996-05-17,6313.4848,9972.8857,8615.1683
1996-05-20,6245.9609,9882.2231,8478.4196
1996-05-21,6245.9609,9882.2231,8524.0025
1996-05-22,6313.4848,9791.5605,8478.4196
1996-05-23,6381.0087,9882.2231,8478.4196
1996-05-24,6516.0565,10154.2109,8615.1683
1996-05-27,6448.5326,10154.2109,8524.0025
1996-05-28,6414.7706,10063.5483,8569.5854
1996-05-29,6414.7706,10154.2109,8660.7512
1996-05-30,6381.0087,10063.5483,8660.7512
1996-06-03,6279.7228,10154.2109,8615.1683
1996-06-04,6313.4848,10063.5483,8615.1683
1996-06-05,6245.9609,9972.8857,8569.5854
1996-06-06,6347.2467,9972.8857,8478.4196
1996-06-07,6279.7228,10063.5483,8341.6709
1996-06-10,6347.2467,10154.2109,8341.6709
1996-06-11,6245.9609,10063.5483,8296.088
1996-06-12,6245.9609,10272.0723,8204.9222
1996-06-13,6313.4848,10371.8012,8204.9222
1996-06-14,6414.7706,10272.0723,8296.088
1996-06-17,6313.4848,10172.3435,8296.088
1996-06-18,6313.4848,10172.3435,8250.5051
1996-06-19,6313.4848,10172.3435,8250.5051
1996-06-20,6313.4848,10172.3435,8250.5051
1996-06-21,6414.7706,10272.0723,8250.5051
1996-06-24,6448.5326,10072.6146,8250.5051
1996-06-25,6549.8184,9972.8857,8250.5051
1996-06-26,6549.8184,9972.8857,8204.9222
1996-06-27,6414.7706,9972.8857,8204.9222
1996-06-28,6516.0565,9773.428,8250.5051
1996-07-01,6516.0565,9873.1569,8159.3393
1996-07-02,6516.0565,9972.8857,8204.9222
1996-07-03,6482.2945,9923.0213,8204.9222
1996-07-04,6448.5326,9972.8857,8159.3393
1996-07-05,6448.5326,9923.0213,8204.9222
1996-07-08,6381.0087,9873.1569,8113.7564
1996-07-09,6381.0087,9873.1569,8113.7564
1996-07-10,6381.0087,9873.1569,8113.7564
1996-07-11,6347.2467,9873.1569,8113.7564
1996-07-12,6347.2467,9923.0213,8113.7564
1996-07-15,6245.9609,9873.1569,7931.4248
1996-07-16,6245.9609,9823.2925,7931.4248
1996-07-17,6245.9609,9823.2925,8022.5906
1996-07-18,6245.9609,9773.428,7931.4248
1996-07-19,6245.9609,9723.5636,8022.5906
1996-07-22,6212.1989,9673.6992,7977.0077
1996-07-23,6178.437,9623.8347,7931.4248
1996-07-24,6212.1989,9573.9703,7977.0077
1996-07-25,6077.1511,9524.1059,7931.4248
1996-07-26,6077.1511,9474.2415,7931.4248
1996-07-29,6043.3892,9324.6482,7794.6761
1996-07-30,6009.6272,9224.9193,7749.0932
1996-07-31,6043.3892,9324.6482,7794.6761
1996-08-01,6043.3892,9324.6482,7840.259
1996-08-02,6077.1511,9424.377,7840.259
1996-08-05,6144.675,9474.2415,7840.259
1996-08-06,6110.9131,9424.377,7840.259
1996-08-07,6110.9131,9374.5126,7931.4248
1996-08-08,6077.1511,9424.377,7931.4248
1996-08-12,6009.6272,9324.6482,7794.6761
1996-08-13,6043.3892,9374.5126,7749.0932
1996-08-14,6009.6272,9374.5126,7749.0932
1996-08-15,6009.6272,9374.5126,7703.5103
1996-08-16,6009.6272,9374.5126,7749.0932
1996-08-19,6009.6272,9424.377,7749.0932
1996-08-20,6009.6272,9424.377,7749.0932
1996-08-21,6110.9131,9524.1059,7794.6761
1996-08-22,6110.9131,9623.8347,7794.6761
1996-08-23,6077.1511,9623.8347,7840.259
1996-08-26,6077.1511,9673.6992,7840.259
1996-08-27,6077.1511,9623.8347,7840.259
1996-08-28,6077.1511,9573.9703,7794.6761
1996-08-29,6043.3892,9474.2415,7794.6761
1996-08-30,6043.3892,9474.2415,7794.6761
1996-09-02,6077.1511,9374.5126,7749.0932
1996-09-03,6043.3892,9374.5126,7657.9274
1996-09-04,6043.3892,9374.5126,7749.0932
1996-09-05,6077.1511,9374.5126,7749.0932
1996-09-06,6043.3892,9374.5126,7749.0932
1996-09-09,6043.3892,9374.5126,7749.0932
1996-09-10,6043.3892,9374.5126,7749.0932
1996-09-11,6009.6272,9374.5126,7749.0932
1996-09-12,6009.6272,9374.5126,7703.5103
1996-09-13,6043.3892,9324.6482,7703.5103
1996-09-16,6009.6272,9374.5126,7703.5103
1996-09-17,6043.3892,9424.377,7749.0932
1996-09-18,6144.675,9474.2415,7840.259
1996-09-19,6110.9131,9673.6992,7794.6761
1996-09-20,6178.437,9623.8347,7840.259
1996-09-23,6077.1511,9524.1059,7794.6761
1996-09-24,6077.1511,9573.9703,7794.6761
1996-09-25,6178.437,9573.9703,7840.259
1996-09-26,6077.1511,9424.377,7794.6761
1996-09-27,6178.437,9424.377,7794.6761
1996-09-30,6178.437,9424.377,7840.259
1996-10-01,6144.675,9424.377,7840.259
1996-10-02,6110.9131,9424.377,7794.6761
1996-10-03,6110.9131,9424.377,7794.6761
1996-10-04,6110.9131,9424.377,7794.6761
1996-10-07,6077.1511,9374.5126,7749.0932
1996-10-08,6043.3892,9374.5126,7703.5103
1996-10-09,6043.3892,9374.5126,7703.5103
1996-10-10,6043.3892,9324.6482,7657.9274
1996-10-11,6009.6272,9324.6482,7612.3445
1996-10-14,5942.1033,9274.7837,7612.3445
1996-10-15,5942.1033,9224.9193,7612.3445
1996-10-16,5942.1033,9324.6482,7657.9274
1996-10-17,5942.1033,9274.7837,7657.9274
1996-10-18,5908.3414,9274.7837,7657.9274
1996-10-21,5908.3414,9224.9193,7612.3445
1996-10-22,5874.5794,9175.0549,7657.9274
1996-10-23,5908.3414,9175.0549,7657.9274
1996-10-24,5908.3414,9175.0549,7612.3445
1996-10-25,5942.1033,9175.0549,7612.3445
1996-10-28,5908.3414,9125.1905,7612.3445
1996-10-29,5942.1033,9125.1905,7657.9274
1996-10-30,5942.1033,9125.1905,7657.9274
1996-10-31,5942.1033,9075.326,7657.9274
1996-11-01,5874.5794,9125.1905,7612.3445
1996-11-04,5908.3414,9125.1905,7657.9274
1996-11-05,5874.5794,9075.326,7612.3445
1996-11-06,5908.3414,9075.326,7612.3445
1996-11-07,5908.3414,9075.326,7657.9274
1996-11-08,5874.5794,9075.326,7657.9274
1996-11-12,5874.5794,9025.4616,7657.9274
1996-11-13,5908.3414,9075.326,7703.5103
1996-11-14,5908.3414,9125.1905,7749.0932
1996-11-15,5942.1033,9224.9193,7749.0932
1996-11-18,5908.3414,9125.1905,7703.5103
1996-11-19,5908.3414,9224.9193,7657.9274
1996-11-20,5908.3414,9175.0549,7657.9274
1996-11-21,5942.1033,9175.0549,7703.5103
1996-11-22,5942.1033,9274.7837,7703.5103
1996-11-25,5942.1033,9274.7837,7657.9274
1996-11-26,6077.1511,9224.9193,7749.0932
1996-11-27,6077.1511,9224.9193,7794.6761
1996-11-28,6043.3892,9175.0549,7840.259
1996-11-29,5942.1033,9125.1905,7749.0932
1996-12-02,5975.8653,9175.0549,7703.5103
1996-12-03,5975.8653,9125.1905,7657.9274
1996-12-04,6009.6272,9125.1905,7657.9274
1996-12-05,6077.1511,9125.1905,7657.9274
1996-12-06,5942.1033,8975.5972,7657.9274
1996-12-09,5874.5794,9025.4616,7657.9274
1996-12-10,5942.1033,9025.4616,7703.5103
1996-12-11,5942.1033,9025.4616,7657.9274
1996-12-12,5908.3414,9025.4616,7657.9274
1996-12-13,5942.1033,8975.5972,7657.9274
1996-12-16,6009.6272,8975.5972,7657.9274
1996-12-17,6009.6272,9025.4616,7657.9274
1996-12-18,6009.6272,9075.326,7703.5103
1996-12-19,6009.6272,9025.4616,7657.9274
1996-12-20,5975.8653,9025.4616,7657.9274
1996-12-23,6009.6272,9025.4616,7703.5103
1996-12-24,6043.3892,9025.4616,7703.5103
1996-12-26,6043.3892,9075.326,7703.5103
1996-12-27,6043.3892,9025.4616,7749.0932
1996-12-30,6009.6272,9025.4616,7703.5103
1996-12-31,6144.675,9025.4616,7749.0932
1997-01-03,6043.3892,9025.4616,7703.5103
1997-01-06,6077.1511,9075.326,7703.5103
1997-01-07,6077.1511,9025.4616,7703.5103
1997-01-08,6110.9131,9075.326,7794.6761
1997-01-09,6110.9131,9075.326,7931.4248
1997-01-10,6144.675,9075.326,7885.8419
1997-01-13,6110.9131,9025.4616,7931.4248
1997-01-14,6077.1511,9075.326,7885.8419
1997-01-15,6110.9131,9075.326,7885.8419
1997-01-16,6110.9131,9025.4616,7885.8419
1997-01-17,6110.9131,9125.1905,7977.0077
1997-01-20,6144.675,9224.9193,8022.5906
1997-01-21,6110.9131,9175.0549,8022.5906
1997-01-22,6144.675,9175.0549,8022.5906
1997-01-23,6144.675,9175.0549,7977.0077
1997-01-24,6110.9131,9175.0549,8022.5906
1997-01-27,6178.437,9274.7837,8022.5906
1997-01-28,6178.437,9224.9193,8068.1735
1997-01-29,6178.437,9175.0549,8022.5906
1997-01-30,6144.675,9224.9193,8022.5906
1997-01-31,6178.437,9274.7837,8068.1735
1997-02-03,6178.437,9175.0549,8022.5906
1997-02-04,6144.675,9125.1905,8022.5906
1997-02-05,6144.675,9175.0549,8204.9222
1997-02-06,6144.675,9125.1905,8204.9222
1997-02-11,6144.675,9224.9193,8296.088
1997-02-12,6279.7228,9374.5126,8660.7512
1997-02-13,6414.7706,9723.5636,8706.3341
1997-02-14,6381.0087,9673.6992,9025.4144
1997-02-17,6414.7706,9623.8347,8979.8315
1997-02-18,6414.7706,9623.8347,8843.0828
1997-02-19,6414.7706,9623.8347,8888.6657
1997-02-20,6448.5326,9623.8347,8934.2486
1997-02-21,6414.7706,9623.8347,8934.2486
1997-02-24,6347.2467,9524.1059,8706.3341
1997-02-25,6347.2467,9474.2415,8706.3341
1997-02-26,6279.7228,9424.377,8706.3341
1997-02-27,6212.1989,9374.5126,8615.1683
1997-02-28,6212.1989,9374.5126,8615.1683
1997-03-03,6212.1989,9374.5126,8569.5854
1997-03-04,6212.1989,9324.6482,8706.3341
1997-03-05,6245.9609,9324.6482,8797.4999
1997-03-06,6388.1147,9388.1761,8934.2486
1997-03-07,6353.5844,9388.1761,8979.8315
1997-03-10,6319.054,9388.1761,8979.8315
1997-03-11,6284.5237,9388.1761,8979.8315
1997-03-12,6319.054,9337.972,8934.2486
1997-03-13,6319.054,9337.972,8934.2486
1997-03-14,6319.054,9388.1761,8843.0828
1997-03-17,6249.9933,9287.7678,8888.6657
1997-03-18,6249.9933,9287.7678,8888.6657
1997-03-19,6249.9933,9237.5637,8934.2486
1997-03-20,6180.9326,9187.3595,8751.917
1997-03-21,6146.4023,9137.1554,8660.7512
1997-03-24,6180.9326,9137.1554,8569.5854
1997-03-25,6215.463,9187.3595,8615.1683
1997-03-26,6249.9933,9137.1554,8615.1683
1997-03-27,6215.463,9137.1554,8432.8367
1997-03-31,6180.9326,9488.5844,8296.088
1997-04-01,6146.4023,9388.1761,8460.5938
1997-04-02,6180.9326,9488.5844,8460.5938
