Date,GTJPYII5Y.Govt,GTJPYII10Y.Govt,JPCPIXFF.Index,JNCPIYOY.Index,GJGB40.Index,GJGB30.Index,GJGB10.Index,GJGB5.Index,GJGB2.Index,GJGB1.Index,GJGB3M.Index,TI0003M.Index,JPINGAA5.Index,JPINGAA1.Index,JPINGAA3.Index
2001-03-14,,,,,,1.814,1.15,0.495,0.138,0.104,0.11,0.24571,,,
2001-03-15,,,,,,1.81,1.145,0.465,0.105,0.081,0.09,0.23643,,,
2001-03-16,,,,,,1.809,1.145,0.451,0.09,0.061,0.085,0.22357,,,
2001-03-19,,,,,,1.805,1.144,0.455,0.09,0.047,0.066,0.20286,,,
2001-03-21,,,,,,1.669,1.051,0.4,0.06,0.042,0.056,0.14857,,,
2001-03-22,,,,,,1.687,1.068,0.429,0.079,0.038,0.056,0.14214,,,
2001-03-23,,,,,,1.765,1.144,0.499,0.111,0.052,0.055,0.13857,,,
2001-03-26,,,,,,1.79,1.15,0.494,0.106,0.048,0.066,0.135,,,
2001-03-27,,,,,,1.879,1.24,0.53,0.129,0.062,0.077,0.13143,,,
2001-03-28,,,,,,2.021,1.334,0.599,0.155,0.077,0.069,0.12786,,,
2001-03-29,,,,,,2.031,1.36,0.617,0.15,0.073,0.064,0.12071,,,
2001-03-30,,,,,,1.97,1.278,0.543,0.136,0.068,0.059,0.11714,,,
2001-03-31,,,-0.9,-0.7,,,,,,,,,,,
2001-04-02,,,,,,2.066,1.361,0.62,0.189,0.086,0.058,0.11692,,,
2001-04-03,,,,,,2.027,1.33,0.61,0.175,0.082,0.056,0.11538,,,
2001-04-04,,,,,,2.014,1.316,0.58,0.159,0.078,0.056,0.11538,,,
2001-04-05,,,,,,2.018,1.306,0.565,0.147,0.074,0.055,0.11538,,,
2001-04-06,,,,,,1.991,1.275,0.56,0.146,0.062,0.055,0.11462,,,
2001-04-09,,,,,,1.998,1.289,0.564,0.15,0.066,0.056,0.11385,,,
2001-04-10,,,,,,2.041,1.329,0.589,0.145,0.069,0.053,0.11308,,,
2001-04-11,,,,,,2.052,1.325,0.569,0.139,0.057,0.055,0.11077,,,
2001-04-12,,,,,,2.187,1.444,0.649,0.15,0.069,0.051,0.10846,,,
2001-04-13,,,,,,2.209,1.439,0.649,0.141,0.065,0.046,0.10615,,,
2001-04-16,,,,,,2.246,1.455,0.645,0.136,0.061,0.043,0.10615,,,
2001-04-17,,,,,,2.284,1.454,0.649,0.144,0.057,0.041,0.10615,,,
2001-04-18,,,,,,2.356,1.504,0.679,0.142,0.052,0.041,0.10462,,,
2001-04-19,,,,,,2.432,1.488,0.655,0.123,0.056,0.034,0.10308,,,
2001-04-20,,,,,,2.404,1.459,0.609,0.11,0.036,0.035,0.10308,,,
2001-04-23,,,,,,2.334,1.394,0.559,0.113,0.048,0.034,0.10154,,,
2001-04-24,,,,,,2.268,1.365,0.544,0.113,0.043,0.033,0.1,,,
2001-04-25,,,,,,2.277,1.325,0.55,0.113,0.034,0.03,0.09769,,,
2001-04-26,,,,,,2.261,1.354,0.525,0.108,0.03,0.027,0.09538,,,
2001-04-27,,,,,,2.253,1.339,0.519,0.104,0.025,0.029,0.09462,,,
2001-04-30,,,-0.8,-0.7,,,,,,,,,,,
2001-05-01,,,,,,2.277,1.361,0.535,0.116,0.037,0.029,0.09231,,,
2001-05-02,,,,,,2.326,1.388,0.544,0.115,0.025,0.029,0.09154,,,
2001-05-07,,,,,,2.326,1.354,0.515,0.102,0.022,0.029,0.08923,,,
2001-05-08,,,,,,2.304,1.314,0.499,0.101,0.024,0.028,0.08846,,,
2001-05-09,,,,,,2.265,1.289,0.47,0.098,0.019,0.025,0.08615,,,
2001-05-10,,,,,,2.261,1.293,0.459,0.071,0.011,0.023,0.08385,,,
2001-05-11,,,,,,2.253,1.289,0.442,0.07,0.006,0.023,0.08308,,,
2001-05-14,,,,,,2.242,1.272,0.425,0.06,0.012,0.022,0.08231,,,
2001-05-15,,,,,,2.247,1.291,0.464,0.081,0.013,0.021,0.08231,,,
2001-05-16,,,,,,2.214,1.254,0.465,0.075,0.011,0.022,0.08231,,,
2001-05-17,,,,,,2.161,1.255,0.456,0.074,0.01,0.016,0.08154,,,
2001-05-18,,,,,,2.171,1.254,0.41,0.051,0.01,0.016,0.08154,,,
2001-05-21,,,,,,2.208,1.293,0.441,0.058,0.01,0.015,0.0807,,,
2001-05-22,,,,,,2.215,1.286,0.455,0.071,0.011,0.016,0.08077,,,
2001-05-23,,,,,,2.197,1.315,0.449,0.073,0.01,0.016,0.08,,,
2001-05-24,,,,,,2.164,1.288,0.439,0.067,0.01,0.015,0.08,,,
2001-05-25,,,,,,2.143,1.28,0.446,0.07,0.01,0.015,0.08,,,
2001-05-28,,,,,,2.111,1.266,0.429,0.07,0.01,0.015,0.08,,,
2001-05-29,,,,,,2.096,1.283,0.429,0.073,0.01,0.015,0.08,,,
2001-05-30,,,,,,2.111,1.284,0.42,0.066,0.01,0.015,0.08,,,
2001-05-31,,,-1,-0.7,,2.071,1.245,0.389,0.06,0.01,0.015,0.08,,,
2001-06-01,,,,,,2.085,1.249,0.395,0.059,0.01,0.004,0.08,,,
2001-06-04,,,,,,2.09,1.244,0.395,0.058,0.01,0.008,0.07923,,,
2001-06-05,,,,,,2.081,1.224,0.385,0.057,0.01,0.008,0.07923,,,
2001-06-06,,,,,,2.121,1.259,0.404,0.059,0.01,0.01,0.07923,,,
2001-06-07,,,,,,2.104,1.245,0.399,0.064,0.01,0.014,0.07923,,,
2001-06-08,,,,,,2.11,1.249,0.409,0.059,0.01,0.014,0.07923,,,
2001-06-11,,,,,,2.071,1.225,0.399,0.059,0.01,0.012,0.07923,,,
2001-06-12,,,,,,2.035,1.207,0.396,0.059,0.01,0.012,0.07923,,,
2001-06-13,,,,,,2.007,1.185,0.365,0.054,0.01,0.02,0.07923,,,
2001-06-14,,,,,,1.988,1.165,0.365,0.054,0.01,0.021,0.07923,,,
2001-06-15,,,,,,2.024,1.195,0.373,0.045,0.01,0.021,0.07923,,,
2001-06-18,,,,,,2.027,1.198,0.36,0.044,0.01,0.022,0.07923,,,
2001-06-19,,,,,,2.028,1.19,0.36,0.048,0.01,0.024,0.07923,,,
2001-06-20,,,,,,2.046,1.199,0.365,0.054,0.01,0.024,0.08,,,
2001-06-21,,,,,,2.027,1.182,0.369,0.054,0.01,0.028,0.08,,,
2001-06-22,,,,,,2.017,1.184,0.369,0.053,0.01,0.029,0.08,,,
2001-06-25,,,,,,1.976,1.154,0.352,0.046,0.01,0.029,0.08,,,
2001-06-26,,,,,,1.964,1.149,0.349,0.045,0.01,0.028,0.08,,,
2001-06-27,,,,,,1.955,1.144,0.343,0.052,0.01,0.029,0.08,,,
2001-06-28,,,,,,1.945,1.135,0.329,0.055,0.01,0.029,0.08846,,,
2001-06-29,,,,,,2.176,1.194,0.365,0.059,0.01,0.024,0.08846,,,
2001-06-30,,,-0.9,-0.8,,,,,,,,,,,
2001-07-02,,,,,,2.262,1.28,0.419,0.063,0.01,0.024,0.08769,,,
2001-07-03,,,,,,2.278,1.288,0.414,0.057,0.01,0.024,0.08692,,,
2001-07-04,,,,,,2.274,1.272,0.395,0.059,0.01,0.024,0.08692,,,
2001-07-05,,,,,,2.278,1.249,0.381,0.062,0.01,0.028,0.08615,,,
2001-07-06,,,,,,2.312,1.249,0.369,0.061,0.01,0.028,0.08538,,,
2001-07-09,,,,,,2.441,1.349,0.435,0.075,0.01,0.028,0.08538,,,
2001-07-10,,,,,,2.463,1.358,0.434,0.065,0.01,0.028,0.08538,,,
2001-07-11,,,,,,2.396,1.299,0.409,0.066,0.01,0.028,0.08538,,,
2001-07-12,,,,,,2.346,1.274,0.4,0.065,0.01,,0.08538,,,
2001-07-13,,,,,,2.387,1.31,0.408,0.074,0.01,0.03,0.08538,,,
2001-07-16,,,,,,2.447,1.354,0.429,0.068,0.01,0.034,0.08538,,,
2001-07-17,,,,,,2.487,1.372,0.444,0.078,0.011,0.034,0.08538,,,
2001-07-18,,,,,,2.496,1.369,0.436,0.073,0.011,0.034,0.08615,,,
2001-07-19,,,,,,2.521,1.385,0.448,0.067,0.01,0.034,0.08692,,,
2001-07-23,,,,,,2.522,1.38,0.431,0.071,0.01,0.035,0.08769,,,
2001-07-24,,,,,,2.549,1.414,0.458,0.079,0.012,0.039,0.08846,,,
2001-07-25,,,,,,2.513,1.389,0.45,0.081,0.012,0.043,0.08846,,,
2001-07-26,,,,,,2.442,1.339,0.419,0.075,0.013,0.039,0.09077,,,
2001-07-27,,,,,,2.4,1.322,0.419,0.079,0.015,0.039,0.09077,,,
2001-07-30,,,,,,2.417,1.329,0.419,0.089,0.016,0.035,0.09,,,
2001-07-31,,,-0.9,-0.8,,2.431,1.339,0.411,0.092,0.016,0.035,0.09,,,
2001-08-01,,,,,,2.438,1.339,0.411,0.094,0.019,0.037,0.09,,,
2001-08-02,,,,,,2.453,1.345,0.465,0.122,0.048,0.038,0.09,,,
2001-08-03,,,,,,2.485,1.375,0.5,0.143,0.052,0.039,0.09,,,
2001-08-06,,,,,,2.513,1.406,0.53,0.151,0.062,0.039,0.08923,,,
2001-08-07,,,,,,2.543,1.441,0.56,0.167,0.069,0.04,0.08923,,,
2001-08-08,,,,,,2.451,1.374,0.52,0.155,0.061,0.039,0.08923,,,
2001-08-09,,,,,,2.423,1.356,0.478,0.126,0.059,0.044,0.08923,,,
2001-08-10,,,,,,2.393,1.319,0.444,0.116,0.055,0.04,0.08923,,,
2001-08-13,,,,,,2.389,1.31,0.43,0.103,0.055,0.04,0.08846,,,
2001-08-14,,,,,,2.389,1.304,0.404,0.084,0.049,0.031,0.08846,,,
2001-08-15,,,,,,2.415,1.299,0.39,0.069,0.038,0.027,0.07769,,,
2001-08-16,,,,,,2.417,1.303,0.4,0.076,0.04,0.025,0.07615,,,
2001-08-17,,,,,,2.438,1.334,0.426,0.081,0.041,0.024,0.07538,,,
2001-08-20,,,,,,2.459,1.353,0.44,0.088,0.04,0.023,0.07538,,,
2001-08-21,,,,,,2.457,1.361,0.454,0.092,0.044,0.024,0.07538,,,
2001-08-22,,,,,,2.412,1.377,0.44,0.095,0.044,0.022,0.07462,,,
2001-08-23,,,,,,2.437,1.407,0.46,0.088,0.044,0.022,0.07308,,,
2001-08-24,,,,,,2.409,1.395,0.45,0.083,0.043,0.022,0.07231,,,
2001-08-27,,,,,,2.422,1.42,0.479,0.082,0.044,0.021,0.07154,,,
2001-08-28,,,,,,2.382,1.389,0.469,0.082,0.044,0.021,0.07154,,,
2001-08-29,,,,,,2.372,1.389,0.471,0.084,0.044,0.021,0.07154,,,
2001-08-30,,,,,,2.364,1.37,0.461,0.087,0.044,0.016,0.07154,,,
2001-08-31,,,-0.9,-0.7,,2.374,1.379,0.465,0.087,0.044,0.016,0.07154,,,
2001-09-03,,,,,,2.405,1.409,0.493,0.086,0.052,0.016,0.07077,,,
2001-09-04,,,,,,2.389,1.394,0.474,0.081,0.049,0.014,0.07077,,,
2001-09-05,,,,,,2.38,1.379,0.469,0.079,0.038,0.008,0.07077,,,
2001-09-06,,,,,,2.414,1.408,0.474,0.066,0.033,0.002,0.06692,,,
2001-09-07,,,,,,2.417,1.414,0.47,0.066,0.033,0.002,0.06308,,,
2001-09-10,,,,,,2.418,1.419,0.468,0.061,0.026,0.004,0.06154,,,
2001-09-11,,,,,,2.418,1.423,0.48,0.061,0.033,0.004,0.06077,,,
2001-09-12,,,,,,2.438,1.435,0.464,0.056,0.024,0.016,0.06308,,,
2001-09-13,,,,,,2.457,1.449,0.461,0.056,0.029,0.01,0.06231,,,
2001-09-14,,,,,,2.429,1.419,0.423,0.056,0.029,0.008,0.06154,,,
2001-09-17,,,,,,2.363,1.344,0.379,0.056,0.024,0.008,0.06077,,,
2001-09-18,,,,,,2.372,1.36,0.391,0.055,0.03,0.01,0.06077,,,
2001-09-19,,,,,,2.414,1.41,0.433,0.061,0.025,0.012,0.06077,,,
2001-09-20,,,,,,2.433,1.429,0.46,0.075,0.021,0.02,0.06077,,,
2001-09-21,,,,,,2.398,1.394,0.455,0.074,0.028,0.02,0.06154,,,
2001-09-25,,,,,,2.383,1.389,0.453,0.077,0.024,0.02,0.06385,,,
2001-09-26,,,,,,2.409,1.42,0.465,0.09,0.033,0.016,0.06538,,,
2001-09-27,,,,,,2.39,1.404,0.451,0.088,0.03,0.012,0.08308,,,
2001-09-28,,,,,,2.405,1.415,0.509,0.087,0.026,0.01,0.08308,,,
2001-09-30,,,-0.8,-0.8,,,,,,,,,,,
2001-10-01,,,,,,2.395,1.4,0.486,0.119,0.045,0.012,0.08308,,,
2001-10-02,,,,,,2.393,1.379,0.464,0.111,0.036,0.01,0.08231,,,
2001-10-03,,,,,,2.422,1.384,0.474,0.11,0.045,0.01,0.08231,,,
2001-10-04,,,,,,2.442,1.38,0.489,0.109,0.045,0.014,0.08231,,,
2001-10-05,,,,,,2.459,1.388,0.489,0.114,0.045,0.014,0.08154,,,
2001-10-09,,,,,,2.484,1.395,0.494,0.118,0.037,0.02,0.08154,,,
2001-10-10,,,,,,2.508,1.395,0.5,0.118,0.045,0.02,0.08154,,,
2001-10-11,,,,,,2.493,1.365,0.479,0.115,0.045,0.022,0.08154,,,
2001-10-12,,,,,,2.532,1.384,0.489,0.115,0.045,0.021,0.08154,,,
2001-10-15,,,,,,2.541,1.384,0.484,0.115,0.046,0.021,0.08154,,,
2001-10-16,,,,,,2.518,1.354,0.464,0.116,0.05,0.02,0.08154,,,
2001-10-17,,,,,,2.537,1.379,0.48,0.116,0.047,0.021,0.08154,,,
2001-10-18,,,,,,2.538,1.364,0.464,0.114,0.047,0.022,0.08154,,,
2001-10-19,,,,,,2.538,1.364,0.474,0.119,0.044,0.021,0.08154,,,
2001-10-22,,,,,,2.533,1.36,0.479,0.123,0.045,0.021,0.08154,,,
2001-10-23,,,,,,2.507,1.33,0.474,0.124,0.045,0.022,0.08154,,,
2001-10-24,,,,,,2.502,1.324,0.464,0.124,0.045,0.022,0.08154,,,
2001-10-25,,,,,,2.508,1.324,0.459,0.119,0.044,0.021,0.08154,,,
2001-10-26,,,,,,2.518,1.33,0.459,0.119,0.044,0.023,0.08154,,,
2001-10-29,,,,,,2.518,1.329,0.459,0.119,0.045,0.022,0.08154,,,
2001-10-30,,,,,,2.523,1.334,0.469,0.119,0.044,0.022,0.08154,,,
2001-10-31,,,-0.7,-0.8,,2.487,1.315,0.474,0.124,0.044,0.022,0.08154,,,
2001-11-01,,,,,,2.462,1.315,0.469,0.124,0.044,0.02,0.08154,,,
2001-11-02,,,,,,2.422,1.31,0.469,0.124,0.045,0.02,0.08154,,,
2001-11-05,,,,,,2.402,1.3,0.464,0.124,0.045,0.02,0.08154,,,
2001-11-06,,,,,,2.397,1.3,0.464,0.124,0.044,0.02,0.08154,,,
2001-11-07,,,,,,2.387,1.275,0.445,0.119,0.043,0.02,0.08154,,,
2001-11-08,,,,,,2.423,1.304,0.455,0.117,0.045,0.021,0.08154,,,
2001-11-09,,,,,,2.443,1.324,0.475,0.115,0.044,0.022,0.08154,,,
2001-11-12,,,,,,2.433,1.315,0.47,0.115,0.044,0.022,0.08154,,,
2001-11-13,,,,,,2.439,1.324,0.474,0.115,0.047,0.022,0.08154,,,
2001-11-14,,,,,,2.443,1.334,0.479,0.115,0.043,0.024,0.08154,,,
2001-11-15,,,,,,2.444,1.349,0.493,0.114,0.043,0.027,0.08154,,,
2001-11-16,,,,,,2.443,1.364,0.504,0.115,0.044,0.026,0.08154,,,
2001-11-19,,,,,,2.423,1.349,0.494,0.115,0.044,0.026,0.08154,,,
2001-11-20,,,,,,2.433,1.357,0.504,0.115,0.045,0.027,0.08154,,,
2001-11-21,,,,,,2.424,1.336,0.5,0.115,0.044,0.031,0.08154,,,
2001-11-22,,,,,,2.423,1.358,0.494,0.114,0.043,0.03,0.08154,,,
2001-11-23,,,,,,2.423,1.36,0.495,0.11,,,,,,
2001-11-26,,,,,,2.454,1.379,0.515,0.121,0.046,0.03,0.08154,,,
2001-11-27,,,,,,2.489,1.399,0.546,0.133,0.047,0.03,0.08154,,,
2001-11-28,,,,,,2.454,1.364,0.523,0.134,0.044,0.03,0.08231,,,
2001-11-29,,,,,,2.474,1.384,0.555,0.164,0.051,0.038,0.08231,,,
2001-11-30,,,-0.8,-1,,2.448,1.364,0.527,0.151,0.051,0.034,0.08308,,,
2001-12-03,,,,,,2.5,1.399,0.541,0.151,0.051,0.035,0.08385,,,
2001-12-04,,,,,,2.534,1.388,0.534,0.14,0.051,0.038,0.08462,,,
2001-12-05,,,,,,2.567,1.379,0.519,0.123,0.046,0.039,0.08462,,,
2001-12-06,,,,,,2.598,1.399,0.534,0.085,0.045,0.039,0.08462,,,
2001-12-07,,,,,,2.559,1.368,0.514,0.088,0.044,0.039,0.08462,,,
2001-12-10,,,,,,2.554,1.355,0.495,0.083,0.044,0.04,0.08462,,,
2001-12-11,,,,,,2.564,1.355,0.479,0.081,0.044,0.041,0.08462,,,
2001-12-12,,,,,,2.563,1.345,0.474,0.108,0.037,0.043,0.08462,,,
2001-12-13,,,,,,2.548,1.333,0.464,0.108,0.045,0.047,0.08462,,,
2001-12-14,,,,,,2.554,1.34,0.484,0.115,0.045,0.048,0.08462,,,
2001-12-17,,,,,,2.539,1.329,0.484,0.115,0.045,0.048,0.08462,,,
2001-12-18,,,,,,2.529,1.329,0.484,0.115,0.05,0.049,0.08615,,,
2001-12-19,,,,,,2.534,1.339,0.489,0.114,0.047,0.046,0.08692,,,
2001-12-20,,,,,,2.519,1.324,0.479,0.109,0.043,0.039,0.08615,,,
2001-12-21,,,,,,2.473,1.32,0.464,0.1,0.038,0.037,0.08615,,,
2001-12-24,,,,,,2.473,1.32,0.463,0.095,,,,,,
2001-12-25,,,,,,2.478,1.324,0.464,0.096,0.036,0.029,0.08538,,,
2001-12-26,,,,,,2.489,1.33,0.463,0.094,0.037,0.024,0.08308,,,
2001-12-27,,,,,,2.509,1.35,0.479,0.095,0.037,0.014,0.10462,,,
2001-12-28,,,,,,2.51,1.368,0.549,0.121,0.046,0.012,0.10462,,,
2001-12-31,,,-0.9,-1.2,,2.51,1.368,0.548,0.117,,,,,,
2002-01-01,,,,,,2.51,1.368,0.548,0.117,,,,,,
2002-01-02,,,,,,2.508,1.37,0.549,0.117,,0.006,,,,
2002-01-03,,,,,,2.508,1.37,0.549,0.117,,0.006,,,,
2002-01-04,,,,,,2.538,1.403,0.594,0.148,0.046,0.012,0.10385,,,
2002-01-07,,,,,,2.529,1.389,0.584,0.13,0.046,0.012,0.10308,,,
2002-01-08,,,,,,2.542,1.399,0.594,0.131,0.051,0.022,0.10308,,,
2002-01-09,,,,,,2.538,1.385,0.594,0.151,0.045,,0.10231,,,
2002-01-10,,,,,,2.543,1.395,0.59,0.152,0.046,0.02,0.10154,,,
2002-01-11,,,,,,2.548,1.401,0.584,0.152,0.046,0.016,0.10077,,,
2002-01-14,,,,,,2.548,1.405,0.586,0.157,,,,,,
2002-01-15,,,,,,2.559,1.417,0.594,0.154,0.05,0.014,0.10083,,,
2002-01-16,,,,,,2.55,1.401,0.585,0.15,0.047,0.014,0.10083,,,
2002-01-17,,,,,,2.57,1.425,0.614,0.158,0.047,0.006,0.10083,,,
2002-01-18,,,,,,2.571,1.43,0.634,0.163,0.046,0.006,0.10083,,,
2002-01-21,,,,,,2.579,1.445,0.66,0.165,0.047,0.006,0.10083,,,
2002-01-22,,,,,,2.578,1.44,0.66,0.165,0.049,0.006,0.10083,,,
2002-01-23,,,,,,2.584,1.441,0.65,0.153,0.035,0.004,0.10083,,,
2002-01-24,,,,,,2.609,1.466,0.659,0.15,0.035,0.002,0.10083,,,
2002-01-25,,,,,,2.618,1.473,0.683,0.129,0.034,0.002,0.10083,,,
2002-01-28,,,,,,2.598,1.453,0.663,0.129,0.035,0.002,0.10083,,,
2002-01-29,,,,,,2.633,1.478,0.674,0.155,0.04,0.002,0.10083,,,
2002-01-30,,,,,,2.659,1.489,0.695,0.16,0.036,0.002,0.1,,,
2002-01-31,,,-0.8,-1.4,,2.674,1.485,0.7,0.14,0.035,0.002,0.1,,,
2002-02-01,,,,,,2.715,1.5,0.71,0.136,0.029,0.002,0.1,,,
2002-02-04,,,,,,2.728,1.505,0.671,0.153,0.034,0.002,0.1,,,
2002-02-05,,,,,,2.759,1.534,0.686,0.155,0.04,0.002,0.1,,,
2002-02-06,,,,,,2.758,1.543,0.663,0.143,0.025,0.002,0.10083,,,
2002-02-07,,,,,,2.762,1.564,0.675,0.143,0.022,0.002,0.10167,,,
2002-02-08,,,,,,2.703,1.509,0.631,0.138,0.027,0.002,0.10417,,,
2002-02-11,,,,,,2.708,1.51,0.63,0.145,,0.004,,,,
2002-02-12,,,,,,2.664,1.47,0.607,0.137,0.032,0.002,0.1075,,,
2002-02-13,,,,,,2.683,1.503,0.636,0.143,0.028,0.002,0.11,,,
2002-02-14,,,,,,2.668,1.521,0.652,0.144,0.028,0.002,0.11,,,
2002-02-15,,,,,,2.612,1.505,0.627,0.14,0.027,0.002,0.11,,,
2002-02-18,,,,,,2.607,1.51,0.637,0.144,0.028,0.002,0.11,,,
2002-02-19,,,,,,2.639,1.523,0.663,0.156,0.028,0.002,0.11083,,,
2002-02-20,,,,,,2.65,1.529,0.664,0.154,0.028,0.002,0.115,,,
2002-02-21,,,,,,2.629,1.495,0.629,0.154,0.028,0.002,0.11667,,,
2002-02-22,,,,,,2.639,1.531,0.628,0.15,0.028,0.002,0.12,,,
2002-02-25,,,,,,2.638,1.529,0.624,0.13,0.028,0.004,0.12417,,,
2002-02-26,,,,,,2.653,1.555,0.648,0.164,0.032,0.002,0.1325,,,
2002-02-27,,,,,,2.643,1.545,0.649,0.164,0.03,0.002,0.13833,,,
2002-02-28,,,-0.8,-1.6,,2.618,1.53,0.639,0.13,0.03,0.002,0.14,,,
2002-03-01,,,,,,2.604,1.52,0.624,0.13,0.03,0.002,0.13917,,,
2002-03-04,,,,,,2.578,1.5,0.599,0.125,0.029,0.002,0.13833,,,
2002-03-05,,,,,,2.557,1.48,0.59,0.121,0.028,0.002,0.1375,,,
2002-03-06,,,,,,2.537,1.468,0.571,0.118,0.026,0.002,0.13667,,,
2002-03-07,,,,,,2.516,1.455,0.556,0.11,0.022,0.002,0.13667,,,
2002-03-08,,,,,,2.516,1.47,0.582,0.108,0.024,0.002,0.1375,,,
2002-03-11,,,,,,2.546,1.504,0.607,0.109,0.024,0.002,0.13917,,,
2002-03-12,,,,,,2.496,1.476,0.594,0.106,0.025,0.002,0.14,,,
2002-03-13,,,,,,2.466,1.45,0.579,0.108,0.028,0.002,0.14083,,,
2002-03-14,,,,,,2.452,1.428,0.554,0.105,0.028,0.002,0.14083,,,
2002-03-15,,,,,,2.486,1.46,0.559,0.106,0.028,0.002,0.14083,,,
2002-03-18,,,,,,2.477,1.449,0.54,0.106,0.027,0.002,0.14083,,,
2002-03-19,,,,,,2.467,1.445,0.534,0.083,0.019,0.002,0.14083,,,
2002-03-20,,,,,,2.468,1.437,0.538,0.074,0.061,0.002,0.1375,,,
2002-03-21,,,,,,2.468,1.433,0.538,0.069,0.06,0.002,,,,
2002-03-22,,,,,,2.469,1.436,0.54,0.061,0.011,0.002,0.13667,,,
2002-03-25,,,,,,2.475,1.451,0.565,0.069,0.013,0.002,0.13417,,,
2002-03-26,,,,,,2.467,1.426,0.56,0.07,0.011,,0.13167,,,
2002-03-27,,,,,,2.452,1.4,0.535,0.069,0.012,,0.13083,,,
2002-03-28,,,,,,2.443,1.385,0.504,0.069,0.011,0.002,0.12333,,,
2002-03-29,,,,,,2.472,1.395,0.515,0.05,0.012,,0.11917,,,
2002-03-31,,,-0.7,-1.2,,,,,,,,,,,
2002-04-01,,,,,,2.478,1.4,0.534,0.058,0.06,0.002,0.1175,,,
2002-04-02,,,,,,2.469,1.386,0.517,0.082,0.016,0.004,0.115,,,
2002-04-03,,,,,,2.467,1.39,0.515,0.082,0.015,0.004,0.11167,,,
2002-04-04,,,,,,2.437,1.39,0.505,0.082,0.016,0.002,0.1075,,,
2002-04-05,,,,,,2.428,1.381,0.509,0.055,0.016,0.002,0.10333,,,
2002-04-08,,,,,,2.397,1.365,0.51,0.053,0.015,0.008,0.1025,,,
2002-04-09,,,,,,2.419,1.395,0.524,0.081,0.016,0.008,0.1025,,,
2002-04-10,,,,,,2.403,1.375,0.504,0.08,0.015,0.002,0.1025,,,
2002-04-11,,,,,,2.372,1.355,0.49,0.075,0.016,0.004,0.1025,,,
2002-04-12,,,,,,2.377,1.385,0.513,0.074,0.016,0.004,0.10167,,,
2002-04-15,,,,,,2.342,1.365,0.499,0.075,0.016,0.002,0.10083,,,
2002-04-16,,,,,,2.352,1.38,0.509,0.076,0.016,0.004,0.1,,,
2002-04-17,,,,,,2.372,1.4,0.514,0.076,0.015,,0.1,,,
2002-04-18,,,,,,2.393,1.409,0.519,0.076,0.061,,0.1,,,
2002-04-19,,,,,,2.382,1.394,0.513,0.076,0.059,,0.1,,,
2002-04-22,,,,,,2.392,1.404,0.514,0.077,0.059,0.004,0.1,,,
2002-04-23,,,,,,2.407,1.418,0.523,0.077,0.059,0.002,0.1,,,
2002-04-24,,,,,,2.423,1.442,0.539,0.078,0.059,0.004,0.1,,,
2002-04-25,,,,,,2.442,1.44,0.543,0.077,0.06,0.006,0.09917,,,
2002-04-26,,,,,,2.428,1.419,0.523,0.077,0.06,0.004,0.09667,,,
2002-04-29,,,,,,2.428,1.419,0.525,0.055,0.037,,,,,
2002-04-30,,,-0.9,-1.1,,2.403,1.38,0.496,0.053,0.021,0.002,0.09667,,,
2002-05-01,,,,,,2.404,1.374,0.484,0.049,0.02,0.006,0.095,,,
2002-05-02,,,,,,2.414,1.38,0.49,0.048,0.02,0.006,0.09333,,,
2002-05-03,,,,,,2.414,1.38,0.49,0.047,0.023,0.008,,,,
2002-05-06,,,,,,2.414,1.38,0.49,0.047,,,,,,
2002-05-07,,,,,,2.404,1.364,0.488,0.049,0.021,0.006,0.09167,,,
2002-05-08,,,,,,2.424,1.375,0.5,0.049,0.021,0.01,0.09083,,,
2002-05-09,,,,,,2.414,1.365,0.494,0.059,0.021,0.006,0.09083,,,
2002-05-10,,,,,,2.429,1.365,0.489,0.06,0.02,0.006,0.09,,,
2002-05-13,,,,,,2.449,1.374,0.484,0.06,0.021,0.006,0.08917,,,
2002-05-14,,,,,,2.423,1.369,0.475,0.06,0.021,0.008,0.0875,,,
2002-05-15,,,,,,2.33,1.363,0.459,0.059,0.021,0.008,0.08583,,,
2002-05-16,,,,,,2.327,1.359,0.465,0.059,0.021,0.008,0.08417,,,
2002-05-17,,,,,,2.342,1.365,0.474,0.06,0.021,0.01,0.08417,,,
2002-05-20,,,,,,2.356,1.387,0.494,0.059,0.021,0.01,0.08417,,,
2002-05-21,,,,,,2.357,1.398,0.504,0.06,0.021,0.01,0.08333,,,
2002-05-22,,,,,,2.351,1.387,0.504,0.06,0.021,0.01,0.08333,,,
2002-05-23,,,,,,2.362,1.439,0.52,0.068,0.021,0.01,0.0825,,,
2002-05-24,,,,,,2.347,1.423,0.509,0.069,0.021,0.008,0.0825,,,
2002-05-27,,,,,,2.342,1.428,0.515,0.074,0.022,0.008,0.0825,,,
2002-05-28,,,,,,2.322,1.404,0.49,0.07,0.022,0.008,0.0825,,,
2002-05-29,,,,,,2.341,1.423,0.484,0.074,0.022,0.01,0.0825,,,
2002-05-30,,,,,,2.333,1.399,0.469,0.074,0.022,0.01,0.08167,,,
2002-05-31,,,-0.8,-0.9,,2.329,1.394,0.48,0.074,0.022,0.01,0.08,,,
2002-06-03,,,,,,2.324,1.389,0.475,0.079,0.022,0.01,0.07917,,,
2002-06-04,,,,,,2.354,1.404,0.484,0.08,0.022,0.01,0.07917,,,
