Date,IDRUSD.Curncy,MYRUSD.Curncy,PHPUSD.Curncy,THBUSD.Curncy,SGDUSD.Curncy,USDIDR.Curncy,USDMYR.Curncy,USDPHP.Curncy,USDTHB.Curncy,USDSGD.Curncy,USDIDRV3M.Curncy,USDMYRV3M.Curncy,USDTHBV3M.Curncy,USDPHPV3M.Curncy,USDVNDV3M.Curncy,IHOFX3M.Curncy,MROI3M.Curncy,TBOI3M.Curncy,PPOI3M.Curncy,VDOI3M.Curncy,USSOC.Curncy,JIIN3M.Curncy,KLIB3M.Curncy,BOTH3M.Curncy,PHINBR3M.Curncy,VNCD3MO.Index,GTIDR10Y.Govt,GTMYR10Y.Govt,GTTHB10Y.Govt,CTPHP10Y.Govt,GGVB10YR.VBMA.Index,USGG10YR.Index,INDON.CDS.USD.SR.5Y.D14.Corp,MALAYS.CDS.USD.SR.5Y.D14.Corp,THAI.CDS.USD.SR.5Y.D14.Corp,PHILIP.CDS.USD.SR.5Y.D14.Corp,VIETNM.CDS.USD.SR.5Y.D14.BEST.Corp,IDGBFNBN.Index,MATPEMTD.Index,TBTVNET..Index,PHDBMTDD.Index,JASXNET..Index,MATPENET.Index,THIVNET..Index,VUPHBNET.Index,VNDXENET.Index,JCI.Index,FBMKLCI.Index,SET.Index,PCOMP.Index,VNINDEX.Index,SPX.Index
2000-01-03,0.14204,0.2632,0.02501,0.02701,0.6039,7040,3.8,39.99,37.02,1.656,23.5,,10.375,11,,0,3,,9.313,,,12.72656,3.2,,10.3125,,,,,,,6.592,,,,,,,,,,,,,0.0585,,,833.89,,2141.77,,1455.22
2000-01-04,0.14035,0.2632,0.02514,0.02686,0.6039,7125,3.8,39.775,37.225,1.656,26,,10.75,12,,0,3,3.255,9.188,,,12.71094,3.2,,9.9375,,,6.314,,,,6.497,,,,,,,,,,5.576,,28.78,2.033,,700.218,832.8,498.46,2153.18,,1399.42
2000-01-05,0.13995,0.2632,0.02491,0.02695,0.6034,7145,3.7999,40.15,37.15,1.6573,,,11,12,,0,3,,9.25,,,12.7,3.2,,9.875,,,6.328,,,,6.594,,,,,,,,,,-1.283,,-13.94,-2.9929,,678.087,815.8,465.85,2074.75,,1402.11
2000-01-06,0.1384,0.2632,0.02466,0.0266,0.6008,7225,3.7995,40.545,37.55,1.6645,,,11.25,12,,0,3,3.075,9.5,,,12.55,3.2,,9.875,,,,,,,6.524,,,,,,,,,,,,-37.94,-2.0167,,688.521,818.43,443.46,2079.11,,1403.45
2000-01-07,0.13956,0.2632,0.02476,0.02683,0.6019,7165,3.7995,40.38,37.265,1.6613,,,11.125,,,0,3,3.625,9.688,,,,3.2,,10.125,,,6.27,,,,6.515,,,,,,,,,,,,-18.44,-0.6759,,,,453.31,2094.29,,1441.47
2000-01-10,0.13937,0.2632,0.02483,0.02684,0.6019,7175,3.8,40.275,37.255,1.6615,,,10.625,12,,0,,3.42,9.5,,,12.625,,,10,,,,,,,6.552,,,,,,,,,,,,3.28,1.9862,,,,459.47,2142.25,,1457.6
2000-01-11,0.13708,0.2632,0.02459,0.02654,0.5992,7295,3.8,40.675,37.675,1.669,,,10.85,11.5,,0,3,3.39,9.375,,,12.6,3.19,,9.9375,,,,,,,6.657,,,,,,,,,,-6.518,,-7.82,-1.2129,,696.003,846.74,452.48,2140.78,,1438.56
2000-01-12,0.13821,0.2632,0.02461,0.02665,0.599,7235,3.7999,40.64,37.55,1.6694,25,,11.75,,,0,3,,9.75,,,12.61719,3.2,,9.9375,,,,,,,6.703,,,,,,,,,,-5.881,,-8.84,-2.0399,,690.164,869.62,459.62,2101.02,,1432.25
2000-01-13,0.1384,0.2632,0.02463,0.0267,0.5992,7225,3.8,40.6,37.45,1.669,,,11.375,11.5,,0,3,,9.625,,,12.60156,3.2,,9.875,,,6.212,,,,6.63,,,,,,,,,,12.703,,-5.33,-2.1144,,691.61,890.6,458.4,2084.5,,1449.68
2000-01-14,0.14039,0.2632,0.02464,0.0267,0.5971,7123,3.7995,40.59,37.455,1.6748,24,,10.725,11.25,,0,,,,,,12.54688,3.2,,9.875,,,6.053,,,,6.679,,,,,,,,,,13.378,,-12.21,1.5546,,690.892,928.24,474.37,2102.1,,1465.15
2000-01-17,0.13745,0.2632,0.02472,0.0267,0.597,7275,3.7999,40.555,37.435,1.675,24,,10.625,11.5,,0,3,3.45,9.5,,,12.53125,3.19,,9.875,,,6.053,,,,6.681,,,,,,,,,,9.253,,13.78,3.5152,,703.483,953.42,477.09,2097.23,,
2000-01-18,0.13745,0.2632,0.02463,0.02678,0.5972,7275,3.8,40.595,37.335,1.6745,,,10.75,,,,3,,9.5,,,12.51563,3.19,,9.8125,,,5.921,,,,6.748,,,,,,,,,,18.847,,0.89,2.0952,,685.716,949.62,484.16,2074.84,,1455.14
2000-01-19,0.13627,0.2632,0.02457,0.02676,0.5967,7338,3.8,40.695,37.375,1.676,25,,10.5,10.5,,0,3,,9.625,,,12.51563,3.19,,9.8125,,,,,,,6.732,,,,,,,,,,-18.968,,12.91,-2.1748,,655.995,933.38,486.33,2048.53,,1455.9
2000-01-20,0.13745,0.2632,0.0246,0.02683,0.5977,7275,3.7995,40.645,37.275,1.6733,24,,9.875,10.25,,0,,,9.75,,,12.51786,3.19,,9.8125,,,,,,,6.788,,,,,,,,,,-4.698,,8.32,-3.5283,,670.153,950.86,486.64,2053.37,,1445.57
2000-01-21,0.13633,0.2632,0.02463,0.02687,0.5953,7335,3.8,40.6,37.22,1.68,24,,9.875,11.5,,,,,9.813,,,12.52344,3.19,,9.875,,,,7.677,,,6.765,,,,,,,,,,-3.93,,2.69,-4.2325,,664.694,953.96,478.92,2062.66,,1441.36
2000-01-24,0.13633,0.2632,0.0247,0.02683,0.5939,7335,3.7999,40.49,37.265,1.6838,24,,9.875,11.5,,0,,,9.875,,,12.45313,3.19,,9.9375,,,,7.648,,,6.685,,,,,,,,,,-6.166,,-5.36,-1.8815,,656.722,954.5,477.22,2055.56,,1401.53
2000-01-25,0.13596,0.2632,0.02472,0.02681,0.5927,7355,3.7999,40.445,37.295,1.6873,17.5,,9,10.75,,0,,3.495,9.75,,,12.4375,3.19,,9.8125,,,5.865,7.64,,,6.692,,,,,,,,,,0.846,,-18.84,-4.9925,,649.858,952.06,473.22,2047.28,,1410.03
2000-01-26,0.13395,0.2632,0.02469,0.02667,0.5901,7465,3.8,40.495,37.555,1.6945,17,,9.125,10.75,,0,3.05,,9.5,,,12.42188,3.19,,9.75,,,,7.64,,,6.664,,,,,,,,,,-4.565,,-5.97,-9.4974,,643.385,940.95,469.22,1998.59,,1404.09
2000-01-27,0.13477,0.2632,0.02475,0.02673,0.5912,7420,3.8,40.395,37.415,1.6915,17,,9.375,10.25,,0,3.05,,,,,12.4375,3.19,,9.6875,,,5.945,7.635,,,6.692,,,,,,,,,,-6.209,,-10.25,-13.9153,,644.651,939.59,474.91,1975.2,,1398.56
2000-01-28,0.13377,0.2632,0.02471,0.02658,0.5845,7475,3.7995,40.465,37.625,1.711,21.5,,8.75,10.5,,0,3.05,,9.5,,,12.42188,3.18,,9.75,,,6,7.61,,,6.658,,,,,,,,,,-2.156,,0.88,-10.7269,,634.669,935.57,477.45,1969.39,,1360.16
2000-01-31,0.13431,0.2632,0.02465,0.02663,0.5874,7445,3.7999,40.575,37.545,1.7025,22.5,,9.5,10,,0,3.05,3.275,9.375,,,12.4219,3.18,,9.75,,,5.935,7.593,,,6.665,,,,,,,,,5985.17,-3.619,,-14.59,-3.8735,,636.372,922.1,477.57,1989.43,,1394.46
2000-02-01,0.1336,0.2632,0.02466,0.02663,0.5888,7485,3.7999,40.545,37.575,1.6985,22.5,,9.5,10,,0,,,9.5,,,12.375,,,9.6875,,,,7.557,,,6.619,,,,,,,,,,-15.65,,-20.44,-8.8319,,616.856,,474.39,1973.44,,1409.28
2000-02-02,0.13037,0.2632,0.02459,0.02657,0.5889,7670,3.7995,40.675,37.635,1.698,23.5,,9.25,10.5,,0,3.2,,9.438,,,12.39063,3.18,,9.6875,,,5.979,7.22,,,6.573,,,,,,,,,,-9.006,,-10.34,-9.4096,,603.576,942.85,470.62,1975.96,,1409.12
2000-02-03,0.13012,0.2632,0.02459,0.02664,0.5906,7685,3.8,40.675,37.535,1.6931,23.5,,9.625,,,0,3.2,,,,,12.39063,3.18,,9.6875,,,,,,,6.489,,,,,,,,,,-4.262,,-4.25,-6.4516,,614.31,957.66,465.78,1998.13,,1424.97
2000-02-04,0.13222,0.2632,0.02468,0.02663,0.5907,7563,3.7995,40.525,37.55,1.693,24.5,,9.875,10,,0,,,9.375,,,12.39063,3.18,,9.625,,,5.945,7.355,,,6.549,,,,,,,,,,,,-10.15,-4.6472,,634.998,,470.34,2008.86,,1424.37
2000-02-07,0.13333,0.2632,0.02469,0.02654,0.5901,7500,3.7995,40.5,37.675,1.6945,24.5,,9.875,10,,0,,,9.25,,,12.28125,,,9.4375,,,,7.265,,,6.639,,,,,,,,,,0.062,,-3.16,-1.1776,,636.428,,471.97,2005.58,,1424.24
2000-02-08,0.1354,0.2632,0.0247,0.02656,0.5893,7385,3.7999,40.48,37.645,1.697,24.5,,9.625,,,0,,,9.188,,,12.25,3.18,,9.4375,,,,7.22,,,6.613,,,,,,,,,,5.507,,-8.23,-4.2368,,629.9,979.05,465.94,2034.44,,1441.72
2000-02-09,0.13802,0.2632,0.02467,0.02664,0.5913,7245,3.8,40.53,37.535,1.6913,,,9.625,,,0,,3.615,9.188,,,12.25,3.18,,9.25,,,5.952,7.203,,,6.66,,,,,,,,,,3.106,,-10.66,2.5175,,632.451,991.85,456.02,2047.27,,1411.7
2000-02-10,0.13689,0.2632,0.02476,0.02673,0.5901,7305,3.7999,40.405,37.415,1.6945,,,9.375,,,0,3.2,3.605,8.938,,,12.23438,3.18,,9.1875,,,,7.127,,,6.671,,,,,,,,,,-6.276,,-21.23,0.1399,,639.253,997.59,453.1,2020.15,,1416.83
2000-02-11,0.13633,0.2632,0.02473,0.02672,0.5905,7335,3.7995,40.44,37.425,1.6936,,,9.375,,,0,,,8.938,,,12.40625,3.17,,9.125,,,5.97,7.07,,,6.604,,,,,,,,,,-6.233,,2.2,-3.8168,,635.078,999.81,456.12,1997.21,,1387.12
2000-02-14,0.13812,0.2632,0.02475,0.02668,0.5909,7240,3.8,40.4,37.475,1.6923,,,9.075,,,0,3.2,3.41,8.938,,,12.21875,3.17,,9.125,,,,7.045,,,6.554,,,,,,,,,,-3.595,,-13.83,-3.6304,,633.715,998.29,447.56,1976.74,,1389.94
2000-02-15,0.13633,0.2632,0.02472,0.02665,0.5899,7335,3.8,40.455,37.52,1.6953,,,9.125,,,0,,3.455,8.938,,,12.26563,3.17,,9.0625,,,6.049,7.053,,,6.552,,,,,,,,,,7.585,,-29.07,-10.5375,,636.895,995.52,430.97,1938.06,,1402.05
2000-02-16,0.13471,0.2632,0.02469,0.02655,0.5869,7423,3.7995,40.495,37.665,1.7038,,,9.125,,,0,,,8.938,,,12.25,3.17,,9.0625,,,5.946,6.977,,,6.545,,,,,,,,,,-7.95,,-18.02,-6.0313,,621.902,998.77,422.83,1894.95,,1387.67
2000-02-17,0.13422,0.2632,0.02464,0.02644,0.5861,7450,3.7999,40.585,37.825,1.7061,,,9.25,8.625,,0,3.05,,9.313,,,12.25,3.16,,9.125,,,,6.931,,,6.567,,,,,,,,,,-5.057,,-23.26,-4.3299,,600.174,1006.82,405.81,1869.71,,1388.26
2000-02-18,0.13449,0.2632,0.02459,0.02625,0.5859,7435,3.7995,40.67,38.105,1.707,,,9.25,,,0,3.05,,9.313,,,12.23438,3.15,,9.3125,,,5.928,6.906,,,6.489,,,,,,,,,,-10.944,,-29.43,-5.7957,,599.573,1013.27,408.35,1884.28,,1346.09
2000-02-21,0.13404,0.2632,0.02459,0.02622,0.586,7460,3.8,40.675,38.145,1.7065,,,9.75,,,0,3.05,,9.375,,,12.21875,3.14,,9.4375,,,,6.875,,,6.493,,,,,,,,,,-10.206,,,-16.6703,,592.988,1007.13,,1833.84,,
2000-02-22,0.13413,0.2632,0.02454,0.0262,0.5855,7455,3.7995,40.75,38.165,1.7078,,,10.125,,,0,,3.64,9.374,,,12.17188,3.13,,9.4375,,,,6.894,,,6.361,,,,,,,,,,-0.614,,-33.61,-7.9968,,583.42,1000.83,379.43,1799.83,,1352.17
2000-02-23,0.13449,0.2632,0.02459,0.02625,0.5837,7435,3.7995,40.675,38.09,1.7131,,,10.125,,,0,,,9.374,,,12.21875,3.13,,9.4375,,,5.984,6.895,,,6.422,,,,,,,,,,-6.241,,-5.51,-5.5527,,584.428,1009.21,389,1828.93,,1360.69
2000-02-24,0.13271,0.2632,0.0245,0.02618,0.5828,7535,3.7999,40.85,38.2,1.716,,,10,,,0,2.85,,,,,12.24219,3.13,,9.4375,,,,6.923,,,6.365,,,,,,,,,,-0.107,,-3.18,-3.4755,,573.487,1009.53,395.1,1794.81,,1353.43
2000-02-25,0.13605,0.2632,0.02445,0.02644,0.5852,7350,3.8,40.9,37.825,1.7087,22.5,,9.75,10,,0,2.85,,,,,12.24219,3.12,,,,,,6.94,,,6.326,,,,,,,,,,-12.069,,-14.6,,,568.555,1002.62,406.66,,,1333.36
2000-02-28,0.13395,0.2632,0.02442,0.02636,0.5819,7465,3.7995,40.955,37.935,1.7185,,,9.625,,,0,,,9.5,,,12.21875,3.11,,9.5,,,5.924,6.954,,,6.422,,,,,,,,,,1.526,,-0.44,-9.3448,,576.542,983.77,388.39,1720.65,,1348.05
2000-02-29,0.1344,0.2632,0.02443,0.02624,0.5802,7440,3.7995,40.925,38.115,1.7235,,,9.625,,,0,,,9.688,,,12.17188,3.11,,9.6875,,,,7.002,,,6.409,,,,,,,,,64.75,,,-17.84,-12.3639,,,982.24,374.32,1641.94,,1366.42
2000-03-01,0.13577,0.2632,0.02443,0.02629,0.5828,7365,3.7995,40.94,38.025,1.7158,,,9.5,,,0,,,9.625,,,12.21875,3.11,,9.625,,,,7.005,,,6.386,,,,,,,,,,-8.611,,-10.9,-5.5282,,565.478,969.96,371.56,1653.95,,1379.19
2000-03-02,0.13377,0.2632,0.02443,0.02632,0.5809,7475,3.7995,40.935,38.005,1.7215,,,9.625,,,0,,,9.625,,,12.21875,3.11,,9.625,,,6.001,7.035,,,6.384,,,,,,,,,,-7.183,,11.51,-7.6131,,546.528,941.82,391.39,1667.44,,1381.76
2000-03-03,0.13395,0.2632,0.02446,0.02631,0.5797,7465,3.7995,40.89,38.005,1.725,,,9.625,,,0,,,9.624,,,12.20313,3.13,,9.625,,,,7.047,,,6.388,,,,,,,,,,-4.485,,-13.41,-5.7095,,548.553,948.31,383.13,1696.75,,1409.17
2000-03-06,0.13449,0.2632,0.02446,0.02626,0.5796,7435,3.7995,40.89,38.075,1.7252,,,9.625,,,0,3.2,,9.438,,,12.17188,3.13,,9.5,,,5.999,7.042,,,6.411,,,,,,,,,,1.952,,-9.31,1.1351,,566.71,940.49,379.27,1738.3,,1391.28
2000-03-07,0.1344,0.2632,0.02432,0.02628,0.5822,7440,3.7995,41.125,38.045,1.7175,,,9.75,,,0,3.2,,9.44,,,12.125,3.15,,9.5,,,5.939,7.05,,,6.373,,,,,,,,,,2.755,,-8.77,-6.6272,,562.759,929.44,380.35,1686.72,,1355.62
2000-03-08,0.13431,0.2632,0.02436,0.02637,0.5838,7445,3.7999,41.015,37.975,1.713,,,9.625,10.25,,,3.2,,9.62,,,12.01563,3.17,,9.5625,,,,7.093,,,6.379,,,,,,,,,,5.084,,-1.68,-11.3213,,570.052,930.72,385.56,1639.79,,1366.7
2000-03-09,0.1355,0.2632,0.02443,0.02637,0.5856,7380,3.7995,40.94,37.915,1.7076,,,9,10.25,,,3.2,3.91,9.563,,,12.0625,3.17,,9.5,,,,7.135,,,6.343,,,,,,,,,,9.777,,-0.17,-6.1672,,585.18,922.59,393.23,1626.95,,1401.69
2000-03-10,0.13596,0.2632,0.02443,0.02644,0.5868,7355,3.7995,40.93,37.825,1.7041,,,8,,,0,3.2,,9.438,,,12.0625,3.17,,9.5,,,,7.073,,,6.383,,,,,,,,,,8.506,,2.5,-6.7834,,596.182,948.09,402.4,1621.62,,1395.07
2000-03-13,0.13413,0.2632,0.02446,0.0264,0.5856,7455,3.7999,40.875,37.875,1.7078,,,8,,,0,3.2,3.82,9.375,,,12.04688,3.18,,9.4375,,,5.925,7.029,,,6.37,,,,,,,,,,5.127,,-5.71,-6.3933,,587.576,935.83,390.15,1602.96,,1383.62
2000-03-14,0.13444,0.2632,0.02446,0.0264,0.5848,7438,3.7995,40.88,37.875,1.7099,,,8,,,0,3.05,,,,,12.03125,3.18,,9.4375,,,,7.051,,,6.292,,,,,,,,,,-2.888,,-5.66,-3.8168,,585.921,932.05,400.37,1633.33,,1359.15
2000-03-15,0.1336,0.2632,0.02442,0.02625,0.5831,7485,3.7995,40.95,38.125,1.7149,,,8,,,0,3.05,,9.313,,,11.95,3.18,,9.375,,,,7.057,,,6.291,,,,,,,,,,7.709,,-3.44,-2.0971,,586.869,920.49,386.2,1638.6,,1392.15
2000-03-16,0.13413,0.2632,0.02442,0.02642,0.5846,7455,3.8,40.95,37.855,1.7105,,,8,,,,,,9.315,,,,,,9.375,,,,7.115,,,6.245,,,,,,,,,,,,-8.83,-1.8729,,,,395.83,1629.97,,1458.47
2000-03-17,0.13449,0.2632,0.02445,0.02637,0.5821,7435,3.8,40.975,37.96,1.718,,,8,,,0,3.05,,9.375,,,12.01563,3.18,,9.4375,,,,7.092,,,6.194,,,,,,,,,,-5.433,,5.22,-1.5775,,590.852,934.78,399.74,1646.28,,1464.47
2000-03-20,0.1344,0.2632,0.02441,0.02632,0.5815,7440,3.7995,40.96,38.005,1.7196,,,8,,,0,3.05,,9.438,,,12.01563,3.18,,9.4375,,,,7.093,,,6.183,,,,,,,,,,-1.958,,-2.79,-2.1795,,584.876,928.71,400.99,1657.07,,1456.63
2000-03-21,0.13395,0.2632,0.02442,0.02643,0.5815,7465,3.8,40.96,37.845,1.7196,,,7.25,,,0,3.05,,9.438,,,12.01563,3.19,,9.375,,,,7.1,,,6.135,,,,,,,,,,-3.591,,-10.39,-3.2628,,578.965,939.5,398.26,1651.4,,1493.87
2000-03-22,0.13462,0.2632,0.02447,0.02644,0.5839,7428,3.7995,40.89,37.81,1.7125,,,8,,,,3.05,,9.313,,,12,3.19,,9.375,,,,7.087,,,6.112,,,,,,,,,,5.136,,-5.56,-5.9197,,586.865,949.11,395.15,1646.91,,1500.64
2000-03-23,0.13426,0.2632,0.02445,0.02654,0.5845,7448,3.8,40.9,37.7,1.7108,,,8,,,,3.05,,9.188,,,11.96875,3.2,,9.3125,,,,7.074,,,6.078,,,,,,,,,,7.771,,-4.75,-9.3657,,586.007,971.19,399.03,1680.58,,1527.35
2000-03-24,0.13417,0.2632,,0.02649,0.5827,7453,3.7995,40.915,37.735,1.7162,,,7.25,,,,3.05,3.86,9.125,,,12,3.2,,9.3125,,,,7.058,,,6.191,,,,,,,,,,-3.384,,-2.85,-8.4905,,581.473,970.27,404.16,1681.71,,1527.46
2000-03-27,0.1336,0.2632,0.02445,0.02647,0.583,7485,3.7995,40.905,37.78,1.7154,,,6.825,,,0,3.05,,9.188,,,12,3.2,,9.3125,,,,7.079,,,6.185,,,,,,,,,,3.855,,4.27,-5.9331,,585.237,988.37,408.24,1697.25,,1523.86
2000-03-28,0.13218,0.2632,0.02442,0.02646,0.5833,7565,3.7999,40.95,37.765,1.7145,,,7.5,,,,3.05,,9.125,,,12,3.2,,9.25,,,,7.082,,,6.151,,,,,,,,,,6.467,,-1.82,-1.9416,,588.732,981.57,412.44,1701.08,,1507.73
2000-03-29,0.13236,0.2632,0.02444,0.02647,0.5826,7555,3.8,40.95,37.775,1.7165,,,6.625,,,0,3.05,,9.188,,,12,3.2,,9.25,,,,7.088,,,6.147,,,,,,,,,,12.352,,1.75,-2.8377,,591.679,985.13,410.69,1691.14,,1508.52
2000-03-30,0.13161,0.2632,0.02436,0.02643,0.582,7598,3.7995,41.05,37.835,1.7181,,,6.75,,,0,3.05,,9.25,,,11.9375,3.2,,9.25,,,,7.1,,,6.055,,,,,,,,,,5.54,,-4.11,-1.1111,,583.276,971.48,399.59,1697.81,,1487.92
2000-03-31,0.13192,0.2632,0.02432,0.02643,0.5842,7580,3.7995,41.115,37.835,1.7117,,,6.75,,,0,3.05,,9.25,,,12,3.2,,9.25,,,,7.09,,,6.004,,,,,,,,,1636.41,,,-13.95,-6.0632,,,974.38,400.32,1681.72,,1498.58
2000-04-03,0.12956,0.2632,0.0243,0.02649,0.5824,7718,3.7995,41.15,37.775,1.717,,,6.625,,,0,3.05,,,,,12,3.2,,9.25,,,,7.072,,,5.965,,,,,,,,,,-4.08,,-6.65,2.0547,,570.901,965.41,399.74,1688.32,,1505.97
2000-04-04,0.13024,0.2632,0.02427,0.02641,0.5824,7678,3.7995,41.2,37.855,1.717,,,6.675,,,,3.05,,9.313,,,,3.2,,9.25,,,,7.082,,,5.895,,,,,,,,,,,,-5.23,-0.5344,,,960.63,392.7,1682.53,,1494.73
2000-04-05,0.12845,0.2632,0.02429,0.02632,0.5839,7785,3.7995,41.165,38.015,1.7126,,,7.125,,,,3.05,,9.313,,,11.98438,3.2,,9.3125,,,,7.069,,,5.872,,,,,,,,,,1.517,,-8.29,-2.1636,,564.182,955.06,395.33,1691.05,,1487.37
2000-04-06,0.12804,0.2632,0.02432,0.0263,0.5832,7810,3.7995,41.125,38.025,1.7146,,,7.375,,,,,,,,,,,,9.3125,,,,7.066,,,5.934,,,,,,,,,,,,,-0.7984,,,,,1713.24,,1501.34
2000-04-07,0.13046,0.2632,0.02434,0.02633,0.5829,7665,3.7995,41.09,37.985,1.7157,,,7.25,,,,3.05,3.72,,,,12.03125,3.2,,9.3125,,,5.907,7.057,,,5.853,,,,,,,,,,-1.239,,2.83,0.1683,,570.815,949.85,403.45,1738.49,,1516.35
2000-04-10,0.13106,0.2632,0.02432,0.0263,0.5821,7630,3.7995,41.12,38.03,1.7178,,,6.75,,,0,3.05,,9.188,,,12.01563,3.2,,9.3125,,,5.913,7.051,,,5.771,,,,,,,,,,2.678,,-5.52,0.4496,,569.617,939.55,403.32,1796.66,,1504.46
2000-04-11,0.13114,0.2632,0.02429,0.02627,0.5815,7625,3.7995,41.12,38.04,1.7198,,,6.725,7.5,,0,3.05,3.72,,,,12.01563,3.2,,9.25,,,5.933,7.05,,,5.882,,,,,,,,,,5.578,,-1.91,-0.2703,,569.74,933.57,400.74,1757.45,,1500.59
2000-04-12,0.13114,0.2632,0.02427,0.02625,0.5818,7625,3.7999,41.175,38.065,1.719,,,6.75,7.5,,0,3.05,3.725,9.125,,,11.98438,3.2,,9.1875,,,,7.032,,,5.935,,,,,,,,,,6.008,,-2.77,-1.8782,,564.737,940.6,414.45,1744.57,,1467.17
2000-04-13,0.13166,0.2632,0.02429,0.02642,0.5829,7595,3.7995,41.175,37.825,1.7158,,,13.975,,,0,,,9.126,,,11.98438,3.2,,9.25,,,,7.027,,,5.906,,,,,,,,,,3.743,,,-2.0016,,565.107,933.85,,1725.98,,1440.51
2000-04-14,0.13149,0.2632,0.02427,0.02639,0.5856,7605,3.7997,41.175,37.877,1.7077,,,6.75,,,0,3.05,,9.063,,,11.9375,3.2,,9.1875,,,6.051,7.027,,,5.85,,,,,,,,,,0.917,,,-3.6747,,556.788,931.21,,1712.54,,1356.56
2000-04-17,0.12978,0.2632,0.02421,0.02635,0.5864,7705,3.7999,41.225,37.949,1.7054,,,3.5,,,0,3.05,,9.1,,,11.90625,3.2,,9.1875,,,,7.022,,,6.038,,,,,,,,,,-12.726,,-40.63,-3.9048,,529.263,874.97,392.88,1637.54,,1401.44
2000-04-18,0.12894,0.2632,0.02424,0.02638,0.5887,7755,3.7996,41.201,37.925,1.6988,,,6.125,6.5,,0,3.05,,9.1,,,11.90625,3.2,,9.1875,,,6.04,7.012,,,6.059,,,,,,,,,,-1.272,,-16.01,-6.6175,,528.259,880.9,385.25,1648.13,,1441.61
2000-04-19,0.12738,0.2631,0.02426,0.02632,0.5887,7850,3.8002,41.225,37.977,1.6987,,,6.375,6.375,,0,3.05,,9.1,,,11.84375,3.2,,9.1875,,,6.055,6.993,,,5.992,,,,,,,,,,-5.643,,-9.08,-7.0315,,526.3,896.3,391.22,1664,,1427.47
2000-04-20,0.12554,0.2632,0.02425,0.02635,0.5894,7965,3.7998,41.24,37.928,1.6968,,,6.5,,,0,3.05,,,,,11.85938,3.2,,,,,6.035,6.982,,,5.994,,,,,,,,,,-3.844,,-0.26,,,526.396,895.27,389.48,,,1434.54
2000-04-21,0.12507,0.2632,0.02418,0.02635,0.589,7995,3.7998,41.25,37.928,1.6979,,,6.375,,,,3.05,,,,,,3.2,,,,,,6.974,,,5.987,,,,,,,,,,,,1.35,,,,898.98,395.06,,,
2000-04-24,0.1265,0.2632,0.02421,0.02632,0.5877,7905,3.8001,41.301,37.975,1.7015,,,6.25,6.125,,0,3.05,,9.1,,,,,,9.1875,,,,6.965,,,6.017,,,,,,,,,,0.101,,-0.67,-1.2022,,530.849,887.88,395,1664.46,,1429.86
2000-04-25,0.12578,0.2632,0.0242,0.02624,0.587,7950,3.7998,41.325,38.035,1.7035,12.75,,10.25,6.125,,0,3.05,3.54,9.1,,,11.875,3.2,,9.25,,,,6.94,,,6.128,,,,,,,,,,0.12,,-5.41,-2.7499,,519.043,892.92,396.48,1647.56,,1477.44
2000-04-26,0.12507,0.2631,0.02418,0.02621,0.5863,7995,3.8002,41.35,38.147,1.7057,,,6.175,6.5,,0,3.05,,9.15,,,11.84375,3.2,,9.3125,,,5.998,6.931,,,6.13,,,,,,,,,,5.2,,-0.7,-2.8368,,524.078,899,394.56,1639.83,,1460.99
2000-04-27,0.12634,0.2632,0.02418,0.02621,0.586,7915,3.8001,41.305,38.108,1.7066,,,6.3,6.625,,,3.05,,9.1,,,11.84375,3.2,,9.3125,,,,6.91,,,6.223,,,,,,,,,,-1.406,,-5.89,-4.2662,,521.62,904.25,393.36,1620.53,,1464.92
2000-04-28,0.12618,0.2632,0.0242,0.02624,0.5858,7925,3.8,41.275,38.075,1.707,,,6.125,6.5,,0,3.05,,9.563,,,11.84375,3.2,,9.375,,,,6.902,,,6.212,,,,,,,,,,-0.232,,0.67,-0.8864,,526.737,898.35,390.4,1598.73,,1452.43
2000-04-30,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,15.53,,,,,,,,,,,
2000-05-01,0.12523,0.2632,0.02417,0.02621,0.5854,7985,3.7998,41.32,38.125,1.7083,,,6.125,6.5,,0,,,,,,11.84375,,,9.5,,,,6.895,,,6.278,,,,,,,,,,1.242,,,,,524.609,,,,,1468.25
2000-05-02,0.12445,0.2632,0.02422,0.02608,0.5821,8035,3.7995,41.28,38.325,1.718,,,7.125,2.875,,0,3.05,3.65,9.563,,,11.86667,3.2,,9.5,,,,6.866,,,6.299,,,,,,,,,,-1.567,,-8.02,4.7947,,531.254,900.31,385.44,1606.04,,1446.29
2000-05-03,0.12507,0.2632,0.02418,0.026,0.5815,7995,3.7995,41.3,38.45,1.7198,,,6.875,,,0,3.05,,9.5,,,11.84375,3.2,,9.4375,,,,6.863,,,6.401,,,,,,,,,,4.237,,-3.44,-2.0913,,535.311,904.55,379.8,1592.68,,1415.1
2000-05-04,0.12515,0.2632,0.02422,0.02591,0.581,7990,3.7995,41.265,38.54,1.7213,,,8,,,0,3.05,,9.438,,,11.8125,3.2,,9.4375,,,6.022,6.856,,,6.427,,,,,,,,,,-0.583,,-1.72,198.981,,538.966,906.67,379.97,1553.34,,1409.57
