Date,IDRUSD.Curncy,MYRUSD.Curncy,PHPUSD.Curncy,THBUSD.Curncy,SGDUSD.Curncy,USDIDR.Curncy,USDMYR.Curncy,USDPHP.Curncy,USDTHB.Curncy,USDSGD.Curncy,USDIDRV3M.Curncy,USDMYRV3M.Curncy,USDTHBV3M.Curncy,USDPHPV3M.Curncy,USDVNDV3M.Curncy,IHOFX3M.Curncy,MROI3M.Curncy,TBOI3M.Curncy,PPOI3M.Curncy,VDOI3M.Curncy,USSOC.Curncy,JIIN3M.Curncy,KLIB3M.Curncy,BOTH3M.Curncy,PHINBR3M.Curncy,VNCD3MO.Index,GTIDR10Y.Govt,GTMYR10Y.Govt,GTTHB10Y.Govt,CTPHP10Y.Govt,GGVB10YR.VBMA.Index,USGG10YR.Index,INDON.CDS.USD.SR.5Y.D14.Corp,MALAYS.CDS.USD.SR.5Y.D14.Corp,THAI.CDS.USD.SR.5Y.D14.Corp,PHILIP.CDS.USD.SR.5Y.D14.Corp,VIETNM.CDS.USD.SR.5Y.D14.BEST.Corp,IDGBFNBN.Index,MATPEMTD.Index,TBTVNET..Index,PHDBMTDD.Index,JASXNET..Index,MATPENET.Index,THIVNET..Index,VUPHBNET.Index,VNDXENET.Index,JCI.Index,FBMKLCI.Index,SET.Index,PCOMP.Index,VNINDEX.Index,SPX.Index
2004-01-28,0.1186,0.2632,0.0179,0.0256,0.5897,8430,3.8,55.95,39.125,1.6957,10,,4.5,8,,,2.5364,1.1929,7.25,,1.011,8.39333,3.07,,7.5,,12.8,,4.614,,,4.1885,,42.375,35.5,445,,,,,,-0.023,,-13.79,-0.8568,,767.107,819.85,722.14,1548.97,200.8,1128.48
2004-01-29,0.11865,0.2632,0.0178,0.0255,0.5871,8438,3.8,56.08,39.26,1.7036,10,,4.675,8,,7.83,2.545,,7.25,,1.015,8.23344,3.07,,7.625,,,,4.604,,,4.1729,,41.333,37.25,453.125,,,,,,-7.924,,-60.72,1.2058,,759.644,817.11,714.04,1515.15,210.46,1134.12
2004-01-30,0.1182,0.2632,0.01785,0.0255,0.5906,8457,3.8,55.98,39.255,1.6932,10,,4.6,8,,,2.6086,,7.19,,1.01,8.21781,3.07,,7.5625,,12.734,,4.569,,,4.1319,,41.375,37.25,455.833,,,,,,-10.301,,-22,-0.7744,,752.932,818.94,698.9,1508.3,214.32,1131.13
2004-01-31,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,123.14,,,,,,,,,,,
2004-02-02,0.1182,0.2632,0.0179,0.02545,0.5904,8463,3.8,56.12,39.23,1.6943,10,,4.65,8,,,2.6077,,7.25,,1.012,,,,7.625,,,,4.509,,,4.1455,,44.833,38.5,465.625,,,,,,,,-22.46,-1.2956,,,,667.33,1447.05,207.14,1135.26
2004-02-03,0.11835,0.2632,0.0178,0.02555,0.5908,8455,3.8,56.27,39.06,1.6929,10,,4.6,8,,7.78,2.6066,,7.345,,1.013,8.21156,,,7.625,,12.804,,4.5,,,4.0968,,49,39.333,470.625,,,,,,17.03,,39.71,-0.8087,,730.319,,699.75,1437.67,199.56,1136.03
2004-02-04,0.1183,0.2632,0.0178,0.0256,0.5903,8452,3.8,56.16,39.04,1.694,10,,4.65,8,,,2.5854,,7.345,,1.01,8.18031,3.07,,7.625,,12.782,,4.406,,,4.1123,,48.333,39.875,466.875,,,,,,-12.416,,33.66,-0.2598,,730.275,804.83,718.06,1441.12,208.26,1126.53
2004-02-05,0.11845,0.2632,0.01785,0.02555,0.5906,8453,3.8,56.025,39.01,1.6937,10,,4.75,8,,,2.5717,,7.345,,1.013,8.18031,3.07,,7.625,,12.756,4.737,,,,4.1669,,44.625,39.5,476.875,,,,,,-9.185,,-16.27,-0.4518,,736.468,807.57,734.55,1431.79,215.33,1128.59
2004-02-06,0.1182,0.2632,0.0179,0.02555,0.5933,8450,3.8,55.95,39.048,1.6852,10,,4.6,8,,,2.5557,,,,1.01,8.19233,3.07,,8.375,,12.752,,4.557,,,4.0772,,48.833,44.5,483.333,,,,,,27.037,,31.46,-0.78,,758.924,815.42,711.15,1461.53,213.42,1142.76
2004-02-09,0.1185,0.2632,0.0179,0.02565,0.5944,8445,3.8,55.92,39.015,1.6827,10,,4.65,8,,7.7,2.5624,,7.755,,1.005,8.18031,3.07,,8.5,,12.755,,,,,4.052,,46.625,47.25,485.625,,,,,,10.85,,23.85,0.9443,,767.255,817.79,732.05,1478.35,212.55,1139.81
2004-02-10,0.119,0.2632,0.0179,0.0256,0.5964,8401,3.8,55.88,38.955,1.6769,10,,4.65,8,,7.68,2.562,,8.035,,1.016,8.18031,3.07,,8.4375,,12.732,,,,,4.1121,,44.667,45.5,484.375,,,,,,4.771,,19.91,0.3654,,766.771,812.06,739.64,1490.21,213,1145.54
2004-02-11,0.11895,0.2632,0.0179,0.02565,0.5983,8388,3.8,55.79,38.915,1.6716,10,,5,8,,,2.562,,7.94,,1.006,8.18031,3.07,,8.3125,,,,,,,4.0306,,42.625,45.5,478.5,,,,,,5.726,,23.29,-0.1973,,769.793,818.22,753.24,1477.04,212.81,1157.76
2004-02-12,0.1188,0.2632,0.0179,0.02565,0.5974,8411,3.8,55.975,38.836,1.6737,10,,4.6,8,,7.63,2.4325,,7.845,,1.008,8.05219,3.07,,8.375,,12.719,,4.528,,,4.0441,,44.5,43.5,481.833,,,,,,4.697,,28.95,0.298,,766.083,825.65,748.16,1479.28,213.76,1152.11
2004-02-13,0.11865,0.2632,0.0178,0.02565,0.5969,8415,3.8,56.17,38.925,1.6754,10,,4.6,8,,7.63,2.546,1.2039,8,,1.004,8.05219,3.07,,8.5,,,,4.495,,,4.0402,,42.75,42.875,498.333,,,,,,-1.779,,20.43,-0.226,,773.14,825.91,755.18,1480.77,217.1,1145.81
2004-02-16,0.11925,0.2632,0.0178,0.02565,0.5973,8388,3.8,56.095,38.9,1.6742,10,,4.6,8,,,2.5747,,8.06,,1.005,7.98188,3.07,,8.5625,,,,4.444,,,4.0402,,41.375,43,487.75,,,,,,3.776,,-27.51,0.048,,775.225,828.17,738.92,1464.99,218.22,
2004-02-17,0.119,0.2632,0.0179,0.0256,0.5972,8407,3.8,56.07,39.025,1.6748,,,4.6,,,7.5,2.5522,,8.13,,1.005,7.96625,3.07,,8.75,,12.677,,4.46,,,4.0383,,40.625,41.313,489.333,,,,,,10.35,,-30.56,-0.0662,,776.999,845.8,748.83,1464.88,219.06,1156.99
2004-02-18,0.11945,0.2632,0.0178,0.0256,0.5958,8418,3.8,56.15,39.055,1.6786,5,,4.65,,,,2.5522,,8.5,,1.004,7.96625,3.07,,9.125,,12.613,,,,,4.0479,,42.125,41.875,503.333,,,,,,4.941,,16.34,0.0187,,785.907,857.15,742.33,1472.12,221.99,1151.82
2004-02-19,0.11855,0.2632,0.01775,0.0255,0.5938,8436,3.8,56.215,39.175,1.6841,8.5,,4.75,,,,2.5052,,8.75,,1.006,7.935,3.07,,9.0625,,12.518,,4.407,,,4.0306,,41.5,41.833,505.125,,,,,,9.517,,-38.03,0.6477,,789.432,858.66,732.97,1473.14,227.67,1147.06
2004-02-20,0.1185,0.2632,0.01775,0.0255,0.5899,8455,3.8,56.4,39.21,1.6955,8.5,,4.25,,,,2.5079,,8.69,,1.006,7.97781,3.07,,9.5,,12.491,,4.379,,,4.0961,,42.5,42.125,518.333,,,,,,86.462,,-59.04,3.0226,,794.467,861.72,728.64,1488.02,235.3,1144.11
2004-02-23,0.1185,0.2632,0.0178,0.02555,0.5896,8443,3.8,56.3,39.254,1.6963,8.5,,4.25,,,,2.5015,,9.28,,1.008,,,,9.5625,,,,,,,4.0363,,42.9,41.875,504.833,,,,,,,,-9.39,0.9849,,,,724.86,1482.57,246.35,1140.99
2004-02-24,0.11815,0.2632,0.0178,0.02555,0.5916,8449,3.8,56.24,39.205,1.6905,8.5,,4.45,,,7.49,2.5755,,9.22,,1.008,7.97781,3.07,,9.6875,,12.505,,,,,4.0229,,42.917,42.167,502.75,,,,,,-0.249,,-8.85,-0.7994,,780.753,874.82,720.28,1468.32,255,1139.09
2004-02-25,0.11855,0.2632,0.0178,0.02555,0.5902,8443,3.8,56.275,39.165,1.6945,8.5,,4.25,,,,2.5565,,,,1.008,7.97781,3.06,,,,11.828,,4.426,,,4.0075,,44.8,42.833,502.625,,,,,,141.927,,-29.94,,,777.053,872.03,704.65,,255.11,1143.67
2004-02-26,0.1182,0.2632,0.0178,0.0254,0.5872,8468,3.8,56.275,39.327,1.7033,8.5,,4,,,7.38,2.5053,1.2228,9.44,,1.006,7.914,3.06,,9.8125,,11.789,,,,,4.0344,,44.25,42.1,503.333,,,,,,-4.346,,-3.3,-0.0223,,776.016,885.34,697.92,1485.97,250.64,1144.91
2004-02-27,0.11825,0.2632,0.01775,0.0254,0.589,8453,3.8,56.35,39.29,1.697,8.5,,4.25,,,7.33,2.6393,,9.065,,1.006,7.85813,3.06,,9.5625,,11.79,,,,,3.9711,,42.667,42.333,506.833,,,,,,-7.744,,-29.24,-0.5786,,761.081,879.24,716.3,1483.18,260.6,1144.94
2004-02-29,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,29.93,,,,,,,,,,,
2004-03-01,0.11835,0.2632,0.0178,0.0255,0.5874,8465,3.8,56.325,39.218,1.703,8.5,,4.3,,,,2.5425,,9.065,,1.003,7.82688,3.06,,9.5,,11.686,,4.409,,,3.973,,42.333,42.875,504.875,,,,,,4.621,,19.84,-0.0776,,759.006,882.07,705.25,1484.46,271.45,1155.96
2004-03-02,0.1177,0.2632,0.0177,0.0255,0.5853,8498,3.8,56.37,39.302,1.7086,8.5,,4.175,,,,2.6539,,8.875,,1.012,7.81125,3.06,,9.1875,,11.665,,,,,4.0421,,43.6,42.5,502.5,,,,,,24.54,,18.85,0.2107,,779.746,894.45,701.75,1477.02,273.43,1149.1
2004-03-03,0.1168,0.2632,0.0178,0.0253,0.5845,8555,3.8,56.25,39.417,1.7109,8.5,,4.125,,,,2.6265,,8.69,,1.013,7.81125,3.06,,9.0625,,11.624,,4.454,,,4.0498,,42.375,42.5,502.5,,,,,,20.769,,-17.1,0.4059,,776.826,877.2,696.24,1463,269.86,1151.04
2004-03-04,0.1169,0.2632,0.0178,0.0253,0.5828,8550,3.8,56.225,39.51,1.7162,8.5,,4.2,,,7.23,2.6843,1.2323,8.565,,1.012,7.80344,3.06,,9,,11.627,5.133,,,,4.0151,,42.8,41.5,486.875,,,,,,-3.427,,-40.5,-0.6304,,774.768,882.33,700.59,1474.07,265.03,1154.88
2004-03-05,0.1163,0.2632,0.0178,0.0253,0.5839,8570,3.8,56.225,39.475,1.7134,8.5,,4.625,,,7.3,2.7209,,8.69,,1.006,7.79563,3.05,,9.125,,11.715,,,,,3.8491,,43.375,42.5,481.667,,,,,,10.308,,,0.4285,,778.01,886.15,,1471.65,267.53,1156.87
2004-03-08,0.1164,0.2632,0.0178,0.02535,0.5866,8585,3.8,56.285,39.4,1.7043,8.5,,4.3,,,7.21,2.7122,,8.75,,1.003,7.79867,3.05,,9.1875,,11.824,,,,,3.768,,43.6,42,489.833,,,,,,1.678,,-10.15,0.3258,,772.868,880.85,704.46,1468.76,264.81,1147.21
2004-03-09,0.11705,0.2632,0.0178,0.02535,0.5855,8555,3.8,56.275,39.43,1.7085,8.5,,4.25,,,,2.712,,8.565,,1.002,7.75219,3.05,,8.9375,,11.852,,4.34,,,3.7211,,43.25,41.625,513.5,,,,,,-2.259,,-67.97,0.2881,,771.078,882.96,710.66,1455.75,256.32,1140.58
2004-03-10,0.1165,0.2632,0.01775,0.02535,0.5839,8595,3.8,56.26,39.415,1.7128,8.5,,4.35,,,,2.6814,1.314,8.44,,1.002,7.70531,3.05,,8.75,,11.799,,4.257,,,3.7285,,43.563,42.125,515,,,,,,-11.999,,-30.02,-0.4767,,760.327,875.83,705.29,1455.67,255.47,1123.89
2004-03-11,0.116,0.2632,0.0178,0.0254,0.5848,8628,3.8,56.25,39.4,1.71,8.5,,4.4,,,7.23,2.7074,,8.44,,1.003,7.70531,3.05,,8.8125,,11.701,,,,,3.6985,,43.563,41,520.333,,,,,,-24.423,,15.12,-1.7167,,741.198,879.5,707.74,1435.07,261.22,1106.78
2004-03-12,0.1155,0.2632,0.0178,0.0254,0.5833,8663,3.8,56.37,39.41,1.7135,8.5,,4.25,,,7.23,2.7105,,8.345,,1.006,7.70531,3.05,,8.75,,11.631,,,,,3.777,,49.333,42.833,528.333,,,,,,228.806,,-61.1,-0.4841,,738.152,884.55,695.08,1423.79,262.88,1120.57
2004-03-15,0.11585,0.2632,0.0178,0.0253,0.586,8641,3.8,56.335,39.49,1.7066,8.5,,4.525,,,7.23,2.6448,,8.345,,1,7.70531,3.05,,8.75,,11.548,,,,,3.7619,,47.35,42.5,522.167,,,,,,-1.885,,-26.93,-1.1613,,724.151,890.29,678.42,1419.34,264.51,1104.49
2004-03-16,0.11605,0.2632,0.0178,0.02535,0.5872,8623,3.8,56.29,39.475,1.7031,8.5,,4.25,,,,2.6448,,8.47,,1.004,7.70531,3.05,,8.8125,,11.543,,4.004,,,3.6794,,48.75,43.9,521.25,,,,,,-29.768,,-68.79,0.1138,,716.177,885.7,669.8,1418.67,263.1,1110.7
2004-03-17,0.1168,0.2632,0.0178,0.0253,0.5887,8563,3.8,56.315,39.495,1.699,8.5,,4.325,,,,2.5079,,8.41,,1.002,7.70531,3.05,,8.875,,11.529,,3.938,,,3.7111,,50.125,42.875,518.125,,,,,,1.112,,23.07,-0.3191,,730.585,890.14,674.41,1431.64,260.71,1123.75
2004-03-18,0.11725,0.2632,0.0178,0.02535,0.5916,8532,3.8,56.27,39.39,1.6896,8.5,,4.25,,,,2.5312,,8.69,,1.003,7.70781,3.05,,9.1875,,11.532,,,,,3.7542,,46.583,41.7,512.375,,,,,,9.45,,31.4,0.9311,,733.57,901.47,687.19,1448.06,261.54,1122.32
2004-03-19,0.1169,0.2632,0.0178,0.0253,0.5907,8570,3.8,56.335,39.435,1.6918,8.5,,4.25,,,,2.5334,,8.75,,1.005,7.70781,3.05,,9.25,,11.52,,3.947,,,3.771,,45.667,42,511.25,,,,,,5.756,,33.65,0.1486,,742.914,904.45,681.27,1450.83,261.91,1109.78
2004-03-22,0.1168,0.2632,0.0177,0.0253,0.5914,8570,3.8,56.46,39.445,1.6896,8.5,,4.25,,,,2.5346,,9.03,,1.005,,3.05,,9.4375,,,,,,,3.7126,,46.417,42.6,517.375,,,,,,,,7.98,0.3233,,,908.96,681.34,1431.67,261.47,1095.4
2004-03-23,0.1165,0.2632,0.0177,0.02535,0.5927,8584,3.8,56.39,39.49,1.6873,8.5,,4.25,,,,2.6663,,8.97,,1.005,7.71719,3.05,,9.3125,,11.53,,,,,3.6901,,46.833,41.833,526.25,,,,,,7.267,,0.32,-0.1424,,736.442,897.87,679.22,1418.73,257.41,1093.95
2004-03-24,0.11655,0.2632,0.01775,0.0253,0.5904,8581,3.8,56.395,39.525,1.6937,8.5,,4.1,,,,2.6377,,8.845,,1.004,7.71719,3.05,,9.25,,11.515,,,,,3.7069,,45.95,41.125,531.25,,,,,,5.006,,-10.78,-0.4079,,738.793,895.31,677.61,1389.87,257.33,1091.33
2004-03-25,0.116,0.2632,0.0177,0.0252,0.5918,8613,3.8,56.425,39.62,1.6896,8.5,,4,,,,2.6701,,8.81,,1.001,7.71719,3.05,,9.25,,11.513,,,,,3.7368,,44.5,40.2,534.375,,,,,,-5.599,,-17.15,-0.2819,,727.103,890.14,664.66,1393.12,264.91,1109.19
2004-03-26,0.1159,0.2632,0.01775,0.0253,0.591,8620,3.8,56.4,39.525,1.6928,8.5,,4.25,,,,2.6682,,8.81,,1.005,7.71719,3.05,,9.1875,,11.512,,,,,3.8292,,44.1,41,530.833,,,,,,-8.186,,-11.76,-0.818,,714.129,895.12,665.25,1390.92,272.3,1108.06
2004-03-29,0.11625,0.2632,0.0177,0.0252,0.5919,8607,3.8,56.41,39.615,1.6895,8.5,,4.25,,,,2.6835,1.2067,8.81,,1.009,7.71719,3.04,,9.1875,,11.524,4.938,,,,3.8882,,43.708,40.6,527,,,,,,-9.616,,-50.87,-0.8913,,716.921,899.58,645.8,1388.15,275.66,1122.47
2004-03-30,0.1162,0.2632,0.01775,0.02525,0.594,8608,3.8,56.31,39.565,1.6838,8.5,,4.1,,,,2.682,,8.88,,1.003,7.71094,3.04,,9.1875,,11.546,,,,,3.8939,,43.15,40,516.25,,,,,,3.113,,43.39,-0.4793,,730.061,901.52,649.21,1396.02,273.28,1127
2004-03-31,0.1168,0.2632,0.01775,0.02545,0.5968,8564,3.8,56.195,39.29,1.6749,8.5,,4.2,,,,2.7101,,8.88,,1.004,7.71094,3.04,,9.1875,,11.548,,,,,3.8348,,42.875,39.75,516,,,,,517.5,20.1,,9.56,1.8995,,735.677,901.85,647.3,1424.33,277.44,1126.21
2004-04-01,0.1163,0.2632,0.01775,0.0255,0.5984,8585,3.8,56.175,39.155,1.6712,8.5,,4.6,,,,2.6632,,8.81,,1.008,7.71094,3.04,,9.125,,11.536,,,,,3.8786,,42.875,39.292,512.5,,,,,,6.903,,32.71,2.3194,,737.653,887.08,671.92,1433.11,279.71,1132.17
2004-04-02,0.1166,0.2632,0.0178,0.0256,0.5965,8573,3.8,56.275,39.165,1.6758,9,,4.7,,,,2.6811,,8.81,,1.022,7.70781,3.04,,9.125,,11.548,,,,,4.1435,,42.625,39.167,518.75,,,,,,25.294,,120.59,2.6824,,750.652,887.34,693.12,1450.91,272.89,1141.81
2004-04-05,0.1164,0.2632,0.01775,0.02555,0.5952,8595,3.8,56.345,39.15,1.6801,9,,4.75,,,,2.5791,,8.69,,1.02,,3.04,,9.0625,,,,,,,4.2064,,41,38.667,513.125,,,,,,,,142.13,3.5217,,,889.6,709.89,1490.05,270.69,1150.57
2004-04-06,0.1166,0.2632,0.01775,0.0255,0.5948,8577,3.8,56.295,39.13,1.6815,9,,4.75,,,,2.5791,,8.66,,1.019,7.5975,3.04,,9.0625,,11.547,,,,,4.1475,,40.833,38.667,515,,,,,,36.458,,,5.2082,,771.548,884.16,,1516.81,271.3,1148.16
2004-04-07,0.1166,0.2632,0.01775,0.0255,0.5972,8581,3.8,56.295,39.1,1.6748,9,,4.8,,,,2.525,,,,1.016,7.59688,3.04,,,,11.535,,,,,4.1573,,41,39.25,514.375,,,,,,33.327,,-2.96,,,774.399,882.34,698.82,,269.47,1140.53
2004-04-08,0.1165,0.2632,0.0178,0.0256,0.5962,8587,3.8,56.295,39.11,1.6775,9,,4.8,8,,6.95,2.5255,,,,1.023,7.58594,3.04,,,,11.459,,,,,4.1909,,40.833,39,513.75,,,,,,17.921,,10.2,,,779.617,884.48,691.69,,262.47,1139.32
2004-04-09,0.11645,0.2632,0.01775,0.0255,0.5958,8586,3.8,56.28,39.095,1.6787,9,,4.8,8,,,2.5292,,,,1.021,,3.04,,,,,,,,,4.1909,,,,,,,,,,,,-1.1,,,,883.09,691.39,,259.65,
2004-04-12,0.11625,0.2632,0.0178,0.0255,0.6002,8591,3.8,56.165,39.21,1.6664,9,,4.95,7,,6.85,2.5845,,8.69,,1.02,7.57031,3.04,,9.0625,,11.353,,,,,4.2285,,42,38.5,512.5,,,,,,2.844,,-11.7,1.5489,,767.812,879.78,701.72,1510.58,254.41,1145.2
2004-04-13,0.1163,0.2632,0.0179,0.0255,0.5986,8593,3.8,55.83,39.196,1.6705,9,,4.925,6.875,,,2.7123,,8.75,,1.03,7.57031,3.03,,9.0625,,11.15,,,,,4.3519,,42.167,38.625,496.25,,,,,,3.335,,,1.1413,,771.739,880.37,,1485.47,250.52,1129.44
2004-04-14,0.1162,0.2632,0.0179,0.0254,0.595,8604,3.8,55.85,39.275,1.6813,9,,5,6.875,,,2.714,,8.78,,1.039,7.56641,3.03,,8.75,,11.06,,,,,4.364,,41.7,38.333,476.25,,,,,,2.02,,,-1.4552,,777.988,866.29,,1483.43,251.24,1128.17
2004-04-15,0.1159,0.2632,0.0179,0.02525,0.5958,8633,3.8,55.86,39.655,1.6787,9,,5.05,6.875,,6.85,2.6388,,8.13,,1.036,7.55703,3.04,,8.6875,,10.99,,,,,4.4003,,42.167,39.167,485.333,,,,,,-10.607,,,-0.5367,,772.987,861.19,,1483.2,256.05,1128.84
2004-04-16,0.11605,0.2632,0.01795,0.02535,0.5965,8620,3.8,55.815,39.41,1.6762,9,,5,6.875,,,2.6856,,,,1.024,7.55417,3.04,,8.875,,11.02,,,,,4.3383,,42.688,39.667,494.167,,,,,,0.557,,-23.55,0.0815,,776.572,861.81,712.2,1498.11,259.43,1134.61
2004-04-19,0.1163,0.2632,0.01795,0.0254,0.5951,8603,3.8,55.62,39.354,1.6805,9,,5,6.875,,6.9,2.6858,,8.44,,1.027,7.55703,3.04,,8.8125,,11.055,,,,,4.3845,,42,39.75,478.125,,,,,,14.096,,22.17,0.6787,,784.839,855.76,704.65,1497.48,255.38,1135.82
2004-04-20,0.11605,0.2632,0.018,0.0254,0.594,8619,3.8,55.675,39.4,1.6836,9,,5.3,6.875,,,2.6864,,8.5,,1.046,7.55391,3.04,,8.6875,,11.162,,,,,4.4573,,42,39.167,478.125,,,,,,33.318,,-5.84,0.0892,,810.859,861.33,713.95,1525.96,254.82,1118.15
2004-04-21,0.1156,0.2632,0.0179,0.0253,0.5917,8651,3.8,55.815,39.585,1.6903,9,,5.3,6.875,,6.85,2.6071,,8.25,,1.042,7.55083,3.04,,8.5,,11.15,,,,,4.423,,43.25,41.125,478.75,,,,,,51.632,,-7.93,0.3629,,814.203,864.02,706.65,1537.78,256.4,1124.09
2004-04-22,0.1156,0.2632,0.01795,0.0252,0.5892,8653,3.8,55.885,39.665,1.6972,9,,5.4,6.875,,,2.6309,,8.25,,1.038,7.55391,3.04,,8.1875,,11.174,,4.786,,,4.3807,,44.1,39.875,474.5,,,,,,-3.062,,-8.38,1.4333,,804.427,871.63,690.96,1548.28,258.39,1139.93
2004-04-23,0.1159,0.2632,0.01795,0.02525,0.5906,8621,3.8,55.775,39.62,1.6936,9,,5.5,6.875,,6.8,2.7252,,8.19,,1.051,7.54922,3.04,,7.3125,,11.205,,4.764,,,4.4578,,41.375,41.25,463.125,,,,,,6.216,,-40.83,2.556,,815.444,875.5,681.88,1589.4,259.76,1140.6
2004-04-26,0.1159,0.2632,0.018,0.0252,0.5897,8625,3.8,55.675,39.675,1.6955,9,,5.5,6.875,,,2.6194,1.1966,7.91,,1.05,7.54922,3.01,,8.0625,,11.245,,4.801,,,4.4336,,43.6,39.667,450.625,,,,,,-3.791,,-63.92,-0.6634,,811.745,870.12,667.61,1571.9,260.53,1135.53
2004-04-27,0.11595,0.2632,0.018,0.0252,0.5898,8625,3.8,55.64,39.69,1.6955,9,,5.5,6.875,,,2.7061,1.1966,7.595,,1.046,7.53281,3.01,,7.8125,,11.153,,4.798,,,4.3832,,43.9,40.125,448.75,,,,,,35.131,,-41.11,4.2553,,818.159,868.32,680.89,1596.93,261.13,1138.11
2004-04-28,0.1157,0.2632,0.01795,0.0251,0.5884,8641,3.8,55.8,39.835,1.6998,9,,5.5,6.875,,6.85,2.7061,,7.53,,1.058,7.53281,3.01,,7.875,,11.205,,4.773,,,4.4967,,44,40.6,458.875,,,,,,6.25,,-4.38,5.8394,,817.933,861.57,672.34,1610.31,262.21,1122.41
2004-04-29,0.1149,0.2632,0.0177,0.025,0.5869,8702,3.8,55.995,40,1.7044,9,,5.45,6.875,,,2.6996,,7.69,,1.061,7.53281,3.01,,7.9375,,10.917,,4.778,,,4.5356,,46.5,40.875,478.125,,,,,,-18.79,,-108.74,0.983,,801.967,849.72,656.38,1581.95,264.43,1113.89
2004-04-30,0.1149,0.2632,0.01785,0.025,0.587,8705,3.8,56.07,40.055,1.7034,9,,5.5,6.875,,6.9,2.7046,,7.75,,1.058,7.52969,3.01,,7.875,,10.878,,4.787,,,4.5053,,49.417,43.25,484.375,,,,,58.26,-41.517,,-120.71,-1.1656,,783.413,838.21,648.15,1555.01,,1107.31
2004-05-03,0.1138,0.2632,0.0179,0.02505,0.5867,8701,3.8,55.8,39.991,1.7044,9,,5.5,6.875,,,2.702,,7.595,,1.0575,,,,7.875,,,,,,,4.4993,,49,45.333,485.833,,,,,,,,,1.7314,,,,,1562.65,,1117.49
2004-05-04,0.1138,0.2632,0.01795,0.025,0.5894,8708,3.8,55.71,39.903,1.6955,9,,5.6,6.875,,6.85,2.6995,,7.535,,1.066,7.53594,,,7.6875,,11.09,,4.753,,,4.5649,,50.75,45,482.5,,,,,,-3.056,,-43.18,-0.1846,,779.603,,644.1,1573.83,265.6,1119.55
2004-05-05,0.1151,0.2632,0.018,0.025,0.5932,8685,3.8,55.46,39.895,1.6856,9,,5.6,6.875,,6.9,2.6709,,7.375,,1.07,7.53281,3.01,,7.5625,,11.198,5.105,,,,4.5794,,54.1,48.25,499.375,,,,,,-12.879,,,-0.291,,758.082,846.68,,1562.13,264.13,1121.53
2004-05-06,0.11485,0.2632,0.01795,0.025,0.592,8709,3.8,55.7,39.885,1.6894,9,,5.35,,,,2.6959,,7.315,,1.074,7.49219,3.01,,7.5,,11.165,5.092,4.748,,,4.598,,55.6,47.75,500,,,,,,-36.668,,-48.55,0.2024,,746.117,842.77,634.01,1551.69,261.68,1113.99
2004-05-07,0.11455,0.2632,0.01795,0.0249,0.5869,8733,3.8,55.68,40.175,1.7038,9,,5.6,,,,2.7086,,7.47,,1.126,7.51167,3,,7.625,,11.111,5.132,4.825,,,4.7709,,60,48.9,523.75,,,,,,-18.499,,-113.62,-2.5767,,743.637,835.37,636.8,1554.69,261.32,1098.7
2004-05-10,0.11165,0.2632,0.01795,0.0246,0.5799,8965,3.8,55.68,40.605,1.7244,9,,5.65,,,,2.7589,,,,1.129,7.49844,3,,,,11.224,5.173,,,,4.7921,,58.75,49.4,530.833,,,,,,-14.833,,-123.81,,,707.218,813.44,605.62,,258.21,1087.12
2004-05-11,0.1112,0.2632,0.01775,0.0246,0.5813,8985,3.8,55.98,40.64,1.7203,10.5,,5.6,,,,2.7587,,7.565,,1.12,7.49844,3,,7.875,,11.259,,,,,4.7462,,67.15,51.5,533.333,,,,,,-25.423,,-117.7,-2.0944,,718.261,810.16,618.1,1508.26,256.91,1095.45
2004-05-12,0.11155,0.2632,0.0179,0.0246,0.5814,8945,3.8,55.84,40.6,1.7201,10.5,,5.7,,,,2.6427,,7.5,,1.135,7.50781,3,,7.8125,,11.192,,,,,4.805,,58,46.75,516.667,,,,,,14.464,,7.74,-0.6925,,744.291,818.72,622.01,1540.96,262.65,1097.28
2004-05-13,0.11105,0.2632,0.0177,0.0245,0.5791,8991,3.8,55.9,40.76,1.7273,10,,5.65,,,6.85,2.6805,,7.72,,1.1525,7.50156,3,,7.875,,11.248,,,,,4.8516,,58,47.5,532.5,,,,,,0.502,,-36.52,16.5536,,739.137,803.11,611.23,1526.47,263.63,1096.44
2004-05-14,0.1108,0.2632,0.0179,0.0244,0.5801,9033,3.8,55.98,40.87,1.7239,10.25,,5.5,,,,2.6945,,,,1.1575,7.50469,3,,7.875,,11.432,5.206,4.901,,,4.7678,,57.5,46.833,536.25,,,,,,-16.566,,-41.38,-0.6367,,722.709,793.97,609.72,1521.61,261.49,1095.7
2004-05-17,0.111,0.2632,0.01785,0.02445,0.5791,9010,3.8,55.875,40.853,1.7271,10.25,,5.8,,,6.9,2.6938,,7.72,,1.158,7.5,3,,7.9375,,11.724,,4.907,,,4.6887,,58.9,47.625,534.167,,,,,,-42.563,,-75.29,-0.9971,,668.477,781.05,581.61,1486.99,260.23,1084.1
