Date,USDSGD.Curncy,EURUSD.Curncy,USDJPY.Curncy,EURJPY.Curncy,EURGBP.Curncy,BCOM.Index,STI.Index,USGG10YR.Index,MASB2Y.Index,MASB5Y.Index,MASB10Y.Index,SDBS10.Curncy,SGD3M.Curncy,SDO3M.Curncy,CTTWBRSG.Index,CTTWBSGD.Index,USDSGDV3M.Curncy,USDSGDV6M.Curncy,USDSGDV1Y.Curncy,EURUSDV3M.Curncy,EURUSDV6M.Curncy,EURUSDV1Y.Curncy,USDJPYV3M.Curncy,USDJPYV6M.Curncy,USDJPYV1Y.Curncy,SDSOAA.Curncy,SDSOAC.Curncy,SIBF1M.Index,SIBF3M.Index,EUR003M.Index,USOSFRA.Curncy,USOSFRC.Curncy,US0001M.Index,US0003M.Index,SIBCSORA.Index,FEDL01.Index,SOFRRATE.Index,US00O.N.Index,EUBS1.Curncy,JYBS1.Curncy,XAUUSD.Curncy,GDBR10.Index,SDSOA5.Curncy,SDSW5.Curncy,SDSOA10.Curncy,SDSW10.Curncy,VIX.Index,VIX3M.Index,V2X.Index,MOVE.Index,DXY.Curncy,DBS.SP.Equity,OCBC.SP.Equity,UOB.SP.Equity,EUXOQQ1.BGN.Curncy,JYBSS12M.Curncy
1998-09-29,1.6755,1.166,134.4,156.71,0.68191,90.5237,,4.566,3.7,4.89,5.24,,-40,,94.5434,81.9681,,,,,,,18,17.35,16.95,,,,,,,,5.34375,5.3125,,5.44,,,,,294.65,3.947,,,,,36.08,,,113.56,95.82,2.985,1.381,3.315,,
1998-09-30,1.6858,1.1706,136.46,159.74,0.68903,90.4466,,4.42,3.68,4.88,5.25,,-45,,94.2612,81.7258,,,,,,,17.45,16.75,16.45,,,,,,,,5.375,5.3125,,6.14,,,,,296.95,3.898,,,,,40.95,,,124.22,96.17,3.015,1.35,3.297,,
1998-10-01,1.688,1.1855,135.95,161.17,0.69559,89.2914,,4.298,3.72,4.84,5.25,,-42.5,,94.1639,81.6439,,,,,,,17.35,16.95,16.75,,,,,,,,5.375,5.3125,,5.73,,,,,299.85,3.795,,,,,43.48,,,141.17,95.36,2.94,1.342,3.26,,
1998-10-02,1.6935,1.1953,135.5,161.96,0.70295,89.6688,,4.28,3.64,4.69,5.12,,-32.5,,94.0494,81.547,,,,,,,17.05,16.75,16.45,,,,,,,,5.375,5.3125,,5.39,,,,,300.55,3.8,,,,,40.47,,,136.03,95.37,2.866,1.319,3.13,,
1998-10-05,1.6782,1.1966,134.3,160.7,0.7104,89.1162,,4.162,3.76,4.75,5.16,,-17.5,,94.1341,81.6277,,,,,,,17,16.65,16.45,,,,,,,,5.375,5.3125,,5.45,,,,,296.65,3.769,,,,,42.81,,,144.74,94.98,2.911,1.311,3.13,,
1998-10-06,1.6715,1.1936,130.03,155.2,0.70815,89.4279,,4.197,3.74,4.74,5.14,,-22.5,,93.971,81.4887,,,,,,,16.825,16.5,16.35,,,,,,,,5.40625,5.32031,,4.65,,,,,296.25,3.8,,,,,41.2,,,141.68,94.53,2.926,1.311,3.111,,
1998-10-07,1.6413,1.2124,121.3,147.06,0.71355,89.8813,,4.401,3.67,4.6,5.06,,-54.5,,93.7905,81.3345,,,,,,,17.65,16.65,16.375,,,,,,,,5.4375,5.37109,,4.57,,,,,301.55,3.842,,,,,43.51,,,157.12,92.37,3,1.342,3.222,,
1998-10-08,1.645,1.2161,118.85,144.53,0.71054,88.5571,,4.56,3.58,4.48,4.99,,-70,,93.8354,81.3759,,,,,,,20.85,18.75,17.25,,,,,,,,5.41016,5.34375,,5.15,,,,,299.55,4.025,,,,,45.74,,,195,93.11,3.105,1.358,3.278,,
1998-10-09,1.6433,1.1975,116.65,139.69,0.70094,88.947,,4.784,3.61,4.47,4.99,,-47.5,,93.4668,81.0586,,,,,,,20.85,18.75,21.25,,,,,,,,5.40625,5.34375,,5.02,,,,,296.75,4.226,,,,,42.2,,,186,93.1,3.284,1.458,3.704,,
1998-10-12,1.634,1.1858,117.45,139.27,0.7002,88.3342,,4.78,3.49,4.36,4.88,,-53,,94.1947,81.6972,,,,,,,19.55,18.55,19.05,,,,,,,,5.40625,5.34375,,5.02,,,,,296.25,4.235,,,,,40.07,,,179.12,93.8,3.537,1.62,3.889,,
1998-10-13,1.622,1.195,119.28,142.54,0.69977,88.5675,,4.722,3.55,4.4,4.91,,-57.5,,94.4111,81.8873,,,,,,,19.55,18.55,17.75,,,,,,,,5.40859,5.34766,,5.4,,,,,296.55,4.14,,,,,40.23,,,167.29,93.14,3.567,1.62,3.926,,
1998-10-14,1.6125,1.1896,118.79,141.31,0.69808,87.9463,,4.609,3.46,4.31,4.85,,-67.5,,95.2005,82.5744,,,,,,,19.5,18.2,17.5,,,,,,,,5.40813,5.34906,,5.33,,,,,296.05,4.127,,,,,38.96,,,163.7,93.4,3.448,1.551,3.889,,
1998-10-15,1.6095,1.2045,115.8,139.48,0.70479,88.0031,,4.399,3.37,4.26,4.82,,-87.5,,95.5447,82.8753,,,,,,,19.65,18.45,17.775,,,,,,,,5.40766,5.34328,,5.49,,,,,298.7,4.072,,,,,33.34,,,167.99,92.2,3.567,1.612,4.074,,
1998-10-16,1.6185,1.205,115.27,138.9,0.70769,88.5226,,4.444,3.19,4.19,4.71,,-80,,94.5509,82.0158,,,,,,,21.05,19.55,18.35,,,,,,,,5.22688,5.21891,,4.73,,,,,299.95,4.075,,,,,34.82,,,158,92.22,4.03,1.774,4.519,,
1998-10-19,1.6215,1.2009,114.4,137.38,0.70666,87.2033,,4.471,,,,,-80,,94.4553,81.9401,,,,,,,22.5,20.1,18.9,,,,,,,,5.22313,5.2,,4.79,,,,,296.15,4.064,,,,,33.13,,,148.11,92.57,,,,,
1998-10-20,1.624,1.192,116.2,138.51,0.69756,87.1835,,4.575,2.93,3.99,4.55,,-72.5,,94.527,82.0047,,,,,,,20.75,19.25,18.55,,,,,,,,5.22313,5.18844,,4.8,,,,,296.25,4.115,,,,,33.11,,,146,93.02,3.918,1.79,4.5,,
1998-10-21,1.617,1.1878,117.13,139.13,0.70064,87.6478,,4.571,3.03,4.04,4.52,,-82,,94.5326,82.012,,,,,,,20.05,18.95,18.15,,,,,,,,5.21938,5.18813,,4.83,,,,,295.25,4.081,,,,,33.21,,,145,93.49,4.067,1.805,4.519,,
1998-10-22,1.6195,1.1939,117.45,140.22,0.70403,87.4468,,4.615,3.25,4.15,4.62,,-80,,94.7471,82.2005,,,,,,,19.35,18.35,17.85,,,,,,,,5.21938,5.20438,,4.96,,,,,292.55,4.095,,,,,31.53,,,138,93.21,3.993,1.728,4.297,,
1998-10-23,1.6225,1.1968,118.07,141.31,0.70917,87.5089,,4.703,3.22,4.15,4.61,,-78,,94.5415,82.0245,,,,,,,18.4,18.15,17.3,,,,,,,,5.21969,5.20922,,4.86,,,,,292.85,4.138,,,,,32.27,,,135,93.17,3.993,1.728,4.352,,
1998-10-26,1.6257,1.1895,119.45,142.09,0.71432,87.796,,4.671,3.2,4.09,4.54,,-77,,94.5861,82.0705,,,,,,,18.15,17.75,17.55,,,,,,,,5.21984,5.21922,,5.03,,,,,292.2,4.178,,,,,32.38,,,132,94.39,3.918,1.736,4.241,,
1998-10-27,1.6305,1.1797,118.03,139.24,0.70329,87.1488,,4.604,3.22,4.08,4.51,,-85,,94.5682,82.0574,,,,,,,17.95,17.55,17.2,,,,,,,,5.22484,5.22203,,5,,,,,293.65,4.121,,,,,32.95,,,135.26,93.88,4.105,1.797,4.426,,
1998-10-28,1.6225,1.1804,117.83,139.09,0.70454,87.2499,,4.557,3.06,3.91,4.38,,-93,,94.6887,82.1644,,,,,,,18.25,17.45,17.45,,,,,,,,5.22734,5.21969,,5.06,,,,,293.1,4.14,,,,,32.42,,,136.13,93.92,4.142,1.813,4.445,,
1998-10-29,1.6177,1.185,116.92,138.55,0.70607,87.1323,,4.499,3,3.9,4.35,,-105,,94.4993,82.0025,,,,,,,19.25,18.55,18.05,,,,,,,,5.21953,5.21938,,5.24,,,,,293.65,4.13,,,,,29.5,,,123.14,93.79,4.142,1.79,4.371,,
1998-10-30,1.6235,1.1812,115.98,137,0.70498,87.457,,4.605,3.03,3.95,4.36,,-107,,94.0726,81.6346,,,,,,,18.85,18.35,17.95,,,,,,,,5.23875,5.21953,,5.35,,,,,292.55,4.133,,,,,28.05,,,121.06,93.68,4.291,1.813,4.371,,
1998-11-02,1.6211,1.185,114.76,135.99,0.71235,87.3715,,4.764,2.94,3.95,4.35,,-126.5,,94.0564,81.6278,,,,,,,18.25,17.95,17.75,,,,,,,,5.25,5.26531,,5.35,,,,,290,4.195,,,,,27.26,,,125.43,93.56,4.739,1.929,4.519,,
1998-11-03,1.619,1.1794,115.16,135.82,0.71082,87.3255,,4.736,2.97,3.95,4.36,,-124.5,,94.3088,81.8492,,,,,,,18.05,17.85,17.65,,,,,,,,5.28031,5.31156,,5.04,,,,,289.45,4.15,,,,,27.76,,,125.53,93.91,4.739,1.967,4.63,,
1998-11-04,1.624,1.1718,116.96,137.05,0.70684,87.3134,,4.885,2.95,3.91,4.3,,-124.5,,94.3139,81.856,,,,,,,17.95,17.75,17.6,,,,,,,,5.27297,5.33501,,4.85,,,,,290.75,4.17,,,,,27.37,,,132.84,94.13,4.776,1.986,4.769,,
1998-11-05,1.6215,1.1797,118.13,139.36,0.71096,87.5833,,4.848,3.12,4.05,4.42,,-112.5,,94.4807,82.0032,,,,,,,17.65,17.35,17.25,,,,,,,,5.28297,5.37688,,5.05,,,,,293.65,4.176,,,,,26.01,,,130.05,94.02,4.888,1.986,4.908,,
1998-11-06,1.638,1.1769,119,140.05,0.70884,87.5077,,4.94,3.15,4.11,4.54,,-107.5,,94.0369,81.6205,,,,,,,16.85,16.85,16.85,,,,,,,,5.28406,5.38375,,4.64,,,,,293.2,4.244,,,,,25.7,,,135.66,94.75,4.888,1.986,4.723,,
1998-11-09,1.6565,1.1593,121.88,141.3,0.69774,86.5984,,4.86,3.22,4.16,4.55,,-87.5,,93.1231,80.8345,,,,,,,15.75,15.75,15.85,,,,,,,,5.28047,5.40907,,4.95,,,,,292.75,4.232,,,,,28.09,,,138.61,95.61,4.552,1.913,4.63,,
1998-11-10,1.655,1.1616,122.07,141.8,0.70043,86.8199,,4.826,3.19,4.12,4.53,,-82,,93.4144,81.0897,,,,,,,16.65,16.65,16.65,,,,,,,,5.27656,5.40172,,4.84,,,,,293.25,4.211,,,,,28.17,,,139.23,95.7,4.179,1.851,4.5,,
1998-11-11,1.651,1.1656,121.67,141.82,0.70187,86.8358,,4.824,3.15,4.12,4.49,,-107.5,,93.6471,81.2942,,,,,,,17.65,17.55,17.6,,,,,,,,5.27641,5.40031,,4.84,,,,,293.35,4.218,,,,,28.47,,,139.23,95.35,4.291,1.929,4.593,,
1998-11-12,1.65,1.1555,121.99,140.96,0.69608,87.4784,,4.78,3.22,4.17,4.55,,-100,,93.4671,81.1403,,,,,,,19.25,18.75,18.65,,,,,,,,5.27781,5.40234,,5.13,,,,,296.95,4.206,,,,,29.28,,,135.68,95.68,4.329,1.921,4.723,,
1998-11-13,1.6555,1.1578,122.77,142.14,0.69587,86.6173,,4.81,3.23,4.19,4.63,,-103,,93.8582,81.4822,,,,,,,18.85,18.65,18.8,,,,,,,,5.27391,5.40234,,4.98,,,,,295.85,4.203,,,,,29.03,,,130.29,95.74,4.291,1.89,4.63,,
1998-11-16,1.6335,1.1736,120.41,141.31,0.70002,84.9609,,4.864,3.22,4.19,4.67,,-117.5,,94.339,81.9069,,,,,,,18.15,18.35,18.45,,,,,,,,5.27656,5.40688,,5.45,,,,,294.65,4.215,,,,,28.9,,,126.93,94.81,4.59,1.948,4.723,,
1998-11-17,1.6325,1.1718,120.95,141.73,0.69991,84.5255,,4.872,3.2,4.17,4.65,,-117,,94.2151,81.8017,,,,,,,18.55,18.45,18.55,,,,,,,,5.26391,5.39907,,4.61,,,,,294.1,4.181,,,,,27.95,,,109.94,94.97,4.739,1.929,4.723,,
1998-11-18,1.6335,1.1727,121.98,143.05,0.70284,84.566,,4.844,3.17,4.14,4.61,,-120,,94.3144,81.8903,,,,,,,17.375,17.45,17.55,,,,,,,,5.06094,5.25,,4.07,,,,,297.13,4.097,,,,,27.13,,,100.64,95.28,4.888,2.006,4.815,,
1998-11-19,1.631,1.1644,119.93,139.65,0.70009,84.2218,,4.848,3.06,4.1,4.55,,-122.5,,94.4477,82.0085,,,,,,,17.05,17.35,17.475,,,,,,,,5.06031,5.25,,4.38,,,,,295.75,4.077,,,,,25.5,,,97.17,95.54,5.187,2.025,4.908,,
1998-11-20,1.6335,1.1581,120.4,139.44,0.6992,84.1176,,4.814,2.87,4.06,4.51,,-122.5,,94.3161,81.8967,,,,,,,18.75,18.75,18.75,,,,,,,,5.04891,5.25,,4.4,,,,,296.05,4.058,,,,,22.47,,,92.17,95.81,5.485,2.064,4.954,,
1998-11-23,1.637,1.1477,121.14,139.03,0.69305,82.6884,,4.854,2.84,4.06,4.54,,-120,,94.2461,81.8431,,,,,,,17.55,17.75,17.85,,,,,,,,5.04234,5.25,,4.58,,,,,296.5,4.044,,,,,21.84,,,89.44,96.32,5.485,2.083,5,,
1998-11-24,1.6386,1.1476,121.16,139.04,0.69165,82.3768,,4.832,2.83,4.04,4.51,,-120,,94.1695,81.779,,,,,,,17.15,17.45,17.65,,,,,,,,5.03984,5.25,,4.64,,,,,296.2,4.055,,,,,23.28,,,87.11,96.4,5.448,2.102,4.908,,
1998-11-25,1.6385,1.1475,121.75,139.71,0.69122,82.1831,,4.832,2.8,4.03,4.5,,-120,,93.9508,81.5915,,,,,,,17.35,17.65,17.85,,,,,,,,5.03422,5.25,,4.98,,,,,296.6,4.067,,,,,22.15,,,87.3,96.36,5.299,2.064,4.908,,
1998-11-26,1.647,1.1481,122.23,140.33,0.6917,,,4.83,2.83,4.05,4.53,,-120,,93.5364,81.234,,,,,,,16.85,17.35,17.55,,,,,,,,5.04797,5.25,,4.98,,,,,296.55,4.054,,,,,,,,87.3,96.35,5.336,2.083,4.861,,
1998-11-27,1.6525,1.145,123.05,140.89,0.69347,82.4651,,4.808,2.86,4.05,4.53,,-120,,93.4716,81.1801,,,,,,,17.45,17.925,18.025,,,,,,,,5.54656,5.26125,,4.84,,,,,296.2,4.035,,,,,22.09,,,87.3,96.83,5.336,2.102,4.815,,
1998-11-30,1.6505,1.1565,122.94,142.18,0.70188,80.8446,,4.714,3.1,4.16,4.62,,-117,,93.9755,81.625,,,,,,,17.55,17.95,18.35,,,,,,,,5.62063,5.28266,,5.11,,,,,293.2,3.998,,,,,26.01,,,87.22,96.2,5.485,2.256,5.047,,
1998-12-01,1.646,1.1655,121.88,142.05,0.70457,80.5809,,4.649,3,4.08,4.55,,-118,,93.6582,81.3518,,,,,,,17.7,18.05,18.25,,,,,,,,5.62563,5.27672,,4.82,,,,,293.75,3.96,,,,,24.97,,,88.99,95.59,5.411,2.218,5.139,,
1998-12-02,1.6453,1.1693,119.97,140.28,0.70139,80.3102,,4.59,2.96,4.07,4.54,,-119,,93.2591,81.0075,,,,,,,17.45,17.875,18.05,,,,,,,,5.62375,5.27531,,4.58,,,,,293.2,3.932,,,,,25.43,,,97.21,94.82,5.485,2.276,5.278,,
1998-12-03,1.6445,1.1682,117.95,137.79,0.70031,79.8753,,4.539,2.92,4.07,4.54,,-123,,93.1757,80.9374,,,,,,,18.55,18.5,18.45,,,,,,,,5.59188,5.25125,,4.66,,,,,292.2,3.945,,,,,28.7,,,103.11,94.71,5.373,2.179,5.139,,
1998-12-04,1.659,1.1677,118.72,138.63,0.70081,79.7521,,4.627,2.99,4.09,4.61,,-121,,92.4964,80.3498,,,,,,,19.6,19.025,18.7,,,,,,,,5.56031,5.21844,,4.67,,,,,292.45,3.923,,,,,25.31,,,96.25,94.91,5.373,2.237,5.186,,
1998-12-07,1.6575,1.1666,120.05,140.05,0.70621,80.1673,,4.664,3.02,4.08,4.58,,-119,,92.5124,80.3708,,,,,,,18.65,18.55,18.6,,,,,,,,5.55672,5.23859,,4.71,,,,,294.89,3.915,,,,,24.9,,,94.45,95.31,5.485,2.295,5.371,,
1998-12-08,1.659,1.1704,119.03,139.31,0.70527,79.1577,,4.593,3.22,4.09,4.58,,-117,,92.5136,80.3742,,,,,,,17.75,17.95,18.15,,,,,,,,5.54547,5.24375,,4.66,,,,,293.7,3.894,,,,,25.58,,,94.64,94.8,5.56,2.372,5.741,,
1998-12-09,1.6495,1.1726,117.93,138.28,0.70843,78.6113,,4.568,3.22,4.07,4.57,,-122,,92.751,80.5828,,,,,,,18.45,18.35,18.25,,,,,,,,5.54656,5.24125,,4.7,,,,,293.65,3.825,,,,,25.66,,,102.75,94.65,5.858,2.661,6.112,,
1998-12-10,1.6468,1.1787,117.11,138.04,0.70437,77.9588,,4.523,3.15,4.06,4.55,,-128,,92.5406,80.4024,,,,,,,19.7,19.075,18.875,,,,,,,,5.54391,5.23875,,4.97,,,,,294.35,3.794,,,,,26.81,,,104.91,93.86,5.933,2.565,6.112,,
1998-12-11,1.6485,1.1826,116.35,137.6,0.69901,77.5265,,4.615,3.04,4.04,4.54,,-130,,92.3011,80.1967,,,,,,,19.25,18.85,18.65,,,,,,,,5.53547,5.22063,,4.91,,,,,290.85,3.781,,,,,27.72,,,107.65,93.48,5.784,2.584,5.926,,
1998-12-14,1.647,1.1839,115.66,136.93,0.69995,78.3648,,4.572,2.54,3.78,4.4,,-132,,92.3485,80.245,,,,,,,19.3,18.95,18.75,,,,,,,,5.53672,5.21984,,5.09,,,,,291.35,3.823,,,,,31.31,,,108.05,93.39,5.635,2.507,5.649,,
1998-12-15,1.6515,1.1788,116.73,137.6,0.70008,78.4811,,4.621,2.78,3.95,4.47,,-134,,92.3907,80.284,,,,,,,18.65,18.65,18.55,,,,,,,,5.54438,5.21938,,5.1,,,,,292.85,3.848,,,,,29.42,,,110.96,93.81,5.523,2.469,5.602,,
1998-12-16,1.647,1.1733,116.75,136.98,0.70345,79.9055,,4.54,2.68,3.85,4.43,,-130.5,,92.3478,80.2491,,,,,,,18.8,18.6,18.55,,,,,,,,5.55141,5.22609,,4.91,,,,,295.75,3.877,,,,,29.96,,,111.22,94.46,5.709,2.449,5.602,,
1998-12-17,1.6485,1.1748,116.36,136.7,0.702,77.6865,,4.577,2.73,3.88,4.44,,-128,,92.4908,80.3757,,,,,,,18.8,18.7,18.6,,,,,,,,5.56063,5.22094,,4.8,,,,,291.75,3.867,,,,,27.96,,,112.77,94.31,5.784,2.469,5.649,,
1998-12-18,1.647,1.1752,115.65,135.91,0.6991,77.4112,,4.562,2.7,3.88,4.44,,-125,,92.228,80.1497,,,,,,,18.85,18.75,18.7,,,,,,,,5.56906,5.23375,,4.67,,,,,289.05,3.832,,,,,25.04,,,109.24,94.04,5.858,2.507,5.834,,
1998-12-21,1.6495,1.1688,115.82,135.37,0.6941,76.6084,,4.638,2.65,3.83,4.44,,-134,,92.0595,80.0104,,,,,,,18.35,18.4,18.425,,,,,,,,5.575,5.2475,,4.72,,,,,288.95,3.866,,,,,23.86,,,104.92,94.37,5.896,2.546,5.926,,
1998-12-22,1.6515,1.1677,116.6,136.15,0.69505,76.6972,,4.7,2.6,3.8,4.42,,-131,,92.353,80.2679,,,,,,,17.85,18.35,18.375,,,,,,,,5.6175,5.25,,4.63,,,,,288.25,3.935,,,,,22.78,,,106.17,94.5,6.12,2.546,6.019,,
1998-12-23,1.6555,1.1684,115.83,135.34,0.69626,76.765,,4.797,2.55,3.77,4.41,,-130.5,,91.9889,79.9538,,,,,,,18.05,18.35,18.425,,,,,,,,5.62438,5.25,,4.66,,,,,286.95,3.908,,,,,20.21,,,106.6,94.52,5.97,2.507,5.787,,
1998-12-24,1.6559,1.1666,116,135.33,0.69685,76.8466,,4.85,2.57,3.81,4.47,,-130,,92.1356,80.0837,,,,,,,18.8,18.6,18.8,,,,,,,,5.62875,5.28438,,4.27,,,,,286.25,3.912,,,,,21.48,,,114,94.89,5.97,2.526,5.834,,
1998-12-25,1.6533,,116.23,,0.69731,,,4.848,,,,,-130,,92.1329,80.0837,,,,,,,18.45,18.55,18.45,,,,,,,,,,,4.27,,,,,,3.914,,,,,,,,114,,,,,,
1998-12-28,1.6585,,116.03,,0.69556,77.0601,,4.753,2.57,3.81,4.52,,-128,,92.1248,80.0837,,,,11.5,,12.5,18.55,18.7,18.7,,,,,,,,,,,4.88,,,,,286.65,3.927,,,,,23.5,,,116.39,94.66,5.933,2.488,5.88,,
1998-12-29,1.6595,1.1696,115.58,135.18,0.69722,77.5308,,4.678,2.51,3.79,4.52,,-128,,91.9369,79.9227,,,,10.35,10.35,10.35,19.25,19.15,19,,,,,,,,5.62875,5.28063,,4.6,,,,,286.2,3.891,,,,,22.18,,,118.4,94.46,5.858,2.526,6.065,,
1998-12-30,1.6575,1.17,114.96,134.5,0.7046,77.3635,,4.642,2.51,3.78,4.49,,-118,,91.8012,79.8071,,,,10.35,10.35,10.35,19.3,19.15,19.05,,,,,3.248,,,5.07734,5.07609,,4.8,,,,,287.05,3.871,,,,,23.34,,,116.71,94.69,5.933,2.604,6.112,,
1998-12-31,1.6495,1.1736,113.6,133.49,0.70698,77.8027,,4.648,2.47,3.8,4.48,,-118,,91.9665,79.9532,,,,,,,19.95,19.55,19.2,,,,,3.245,,,5.06406,5.06563,,4.07,,,,,288.25,3.866,,,,,24.42,,,121.13,94.17,5.97,2.565,6.065,,
1999-01-01,1.6535,1.18,113.6,132.51,0.70134,,,4.654,,,,,-118,,91.9638,79.9532,,,,,,,19.95,19.55,19.2,,,,,,,,,,,4.07,,,,,287.75,3.867,,,,,,,,121.13,,,,,,
1999-01-04,1.6557,1.1837,112.02,132.39,0.71315,78.1872,,4.675,2.35,3.67,4.51,,-125,,91.3035,79.3862,,,,10.9,11,10.75,19.95,19.7,19.4,,,,,3.234,,,5.06031,5.06031,,5.04,,,,,287.7,3.786,,,,,26.17,,18.2,118.19,93.44,5.821,2.565,5.926,,
1999-01-05,1.6635,1.1762,111.58,131.02,0.71135,77.9675,,4.743,2.27,3.57,4.49,,-125,,90.4685,78.6625,,,,10.625,10.5,10.25,20.8,20,19.7,,,,,3.222,,,5.05391,5.06031,,4.54,,,,,286.95,3.794,,,,,24.46,,29.69,115.74,93.47,5.821,2.546,5.834,,
1999-01-06,1.681,1.1628,112.88,131.94,0.70875,79.4326,,4.707,2.24,3.53,4.48,,-127,,90.1333,78.3733,,,,9.75,9.8,9.75,19.5,19.05,18.8,,,,,3.214,,,5.035,5.06031,,4.23,,,,,288.3,3.717,,,,,23.34,,25.17,115.47,94.53,6.194,2.738,6.25,,
1999-01-07,1.6723,1.1713,111.31,129.85,0.70945,79.5896,,4.771,2.27,3.45,4.43,,-127,,90.3577,78.5708,,,,9.725,9.725,9.725,19.525,19.1,18.825,,,,,3.206,,,5.02,5.0575,,4.49,,,,,291.35,3.745,,,,,24.37,,32.52,111.37,93.72,6.642,2.893,6.621,,
1999-01-08,1.675,1.1585,110.85,128.42,0.7062,80.0927,,4.87,2.37,3.43,4.34,,-127,,90.218,78.4516,,,,9.45,9.5,9.5,19.6,19,18.8,,,,,3.196,,,5,5.03781,,4.74,,,,,291.35,3.727,,,,,23.28,,33.23,106.82,94.35,7.015,3.143,7.223,,
1999-01-11,1.676,1.1494,108.89,125.04,0.7055,80.6867,,4.925,2.45,3.57,4.37,,-127,,89.9398,78.2166,,,,9.8,9.7,9.7,20,19.55,19.1,,,,,3.193,,,5.00625,5.04516,,5.17,,,,,292.9,3.788,,,,,25.46,,36.84,109.38,94.66,7.053,3.259,7.315,,
1999-01-12,1.6808,1.1561,112.59,130.09,0.7087,79.6735,,4.816,2.58,3.66,4.39,,-115,,90.0922,78.3515,,,,9.675,9.6,9.575,18.65,18.15,17.925,,,,,3.19,,,5.0025,5.06031,,4.78,,,,,288.55,3.773,,,,,28.1,,37.57,107.35,94.79,6.941,3.163,7.13,,
1999-01-13,1.6857,1.1669,113.36,132.36,0.7074,78.2126,,4.705,2.66,3.75,4.41,,-90,,89.81,78.1083,,,,10.55,10.35,10.2,18.75,18.4,18.325,,,,,3.183,,,5,5.03016,,4.62,,,,,286.75,3.707,,,,,30.11,,39.74,112.72,94.25,6.642,3.105,6.76,,
1999-01-14,1.6795,1.1691,113.58,132.88,0.7054,77.9476,,4.61,2.66,3.82,4.44,,-82.5,,90.328,78.5612,,,,10.475,10.2,10.1,18.625,18.55,18.25,,,,,3.163,,,5,5.005,,4.82,,,,,286.55,3.678,,,,,32.98,,39.14,114.69,94.03,6.605,3.201,6.621,,
1999-01-15,1.679,1.1555,114.15,131.9,0.7002,77.8091,,4.685,2.58,3.8,4.44,,-65,,90.2738,78.5163,,,,10.25,10.15,9.925,18.75,18.75,18.65,,,,,3.134,,,4.9575,4.96984,,4.68,,,,,287.05,3.694,,,,,29.24,,38.67,112.85,94.72,6.493,3.201,6.667,,
1999-01-18,1.6835,1.1613,114.23,132.65,0.7029,,,4.673,2.55,3.8,4.42,,-80,,90.3951,78.6288,,,,10.2,10,9.9,19,18.8,18.8,,,,,3.102,,,4.955,4.97219,,4.68,,,,,286.95,3.672,,,,,,,38.54,112.85,94.67,6.791,3.24,6.991,,
1999-01-19,1.682,1.1595,113.47,131.77,0.7007,77.1468,,4.713,,,,,-70,-139.5,90.3552,78.5965,,,,9.85,9.8,9.75,18.25,18.25,18.25,,,,,3.056,,,4.95734,4.97,,4.55,,,,,286.85,3.661,,,,,29.24,,38.79,109.62,94.52,,,,,
1999-01-20,1.678,1.1565,113.09,130.58,0.7024,76.7741,,4.747,2.57,3.8,4.41,,-80,,90.4967,78.7218,,,,9.45,9.45,9.45,18.05,18.1,18.2,,,,,3.054,,,4.94875,4.97109,,4.41,,,,,287.35,3.69,,,,,28.6,,35.55,100.89,94.72,6.941,3.221,7.362,,
1999-01-21,1.673,1.1602,113.83,131.99,0.7021,77.5603,,4.679,2.49,3.74,4.38,,-99,,90.6917,78.8938,,,,9.4,9.45,9.45,18.1,18.15,18.15,,,,,3.056,,,4.93969,4.97078,,4.36,,,,,287.65,3.662,,,,,30.92,,36.92,99.15,94.5,6.829,3.105,7.362,,
1999-01-22,1.6821,1.1588,114.57,132.79,0.70045,77.6183,,4.623,2.5,3.74,4.36,,-97.5,,90.505,78.7337,,,,9.375,9.6,9.6,17.2,17.55,17.6,,,,,3.059,,,4.93969,4.96813,,4.62,,,,,286.45,3.638,,,,,31.95,,39.94,104.19,94.66,6.53,3.008,7.038,,
1999-01-25,1.6885,1.1535,113.86,131.63,0.6969,76.8658,,4.661,2.49,3.67,4.35,,-97,,90.2958,78.5587,,,,9.1,9.3,9.375,16.75,17.125,17.225,,,,,3.069,,,4.93875,4.96688,,4.97,,,,,287.85,3.639,,,,,31.13,,40.7,104.35,94.73,6.045,2.835,6.482,,
1999-01-26,1.6845,1.1561,113.87,131.6,0.697,76.2375,,4.693,2.46,3.54,4.34,,-120,,90.4278,78.6758,,,,8.7,8.9,9,16.5,16.85,17.1,,,,,3.08,,,4.93906,4.96828,,4.84,,,,,286.15,3.64,,,,,29.23,,42.75,99.47,94.72,6.045,2.951,6.621,,
1999-01-27,1.6905,1.1445,115.64,132.33,0.6946,76.403,,4.673,2.47,3.54,4.33,,-115,,90.4595,78.7057,,,,8.9,8.95,9.1,16.55,17.15,17.3,,,,,3.08,,,4.93938,4.96969,,4.61,,,,,283,3.64,,,,,29.73,,41.76,96.93,95.68,6.194,3.066,6.806,,
1999-01-28,1.69,1.142,116.33,132.91,0.6925,76.9697,,4.659,2.45,3.52,4.33,,-115,-121.5,90.6481,78.8722,,,,8.8,8.95,9.05,17.45,18,18.2,,,,,3.077,,,4.93875,4.96969,,4.8,,,,,284.25,3.641,,,,,28.11,,39.15,92.08,95.79,6.12,2.989,6.575,,
