Date,USDJPY.Curncy,JPYI3M.Curncy,JPYI12M.Curncy,JPYI5Y.Curncy,JPYI10Y.Curncy,JPYI30Y.Curncy,JPY3M.Curncy,JPY12M.Curncy,JPY5Y.Curncy,JPY10Y.Curncy,JPY30Y.Curncy,JYSOC.Curncy,JYSO1.Curncy,JYSO5.Curncy,JYSO10.Curncy,JYSO30.Curncy,I01803M.Index,I01801Y.Index,I01805Y.Index,I01810Y.Index,I01830Y.Index,USOSFRC.Curncy,USOSFR1.Curncy,USOSFR5.Curncy,USOSFR10.Curncy,USOSFR30.Curncy,I02503M.Index,I02501Y.Index,I02505Y.Index,I02510Y.Index,I02530Y.Index,USDCHF.Curncy,CHFI3M.Curncy,CHFI12M.Curncy,CHFI5Y.Curncy,CHFI10Y.Curncy,CHF3M.Curncy,CHF12M.Curncy,CHF5Y.Curncy,CHF10Y.Curncy,SFSNTC.Curncy,SFSNT1.Curncy,SFSNT5.Curncy,SFSNT10.Curncy,I08203M.Index,I08201Y.Index,I08205Y.Index,I08210Y.Index,USDCNH.Curncy,USDCNY.Curncy,CNHI3M.Curncy,CNHI12M.Curncy,CNHI5Y.Curncy,CNHI10Y.Curncy,CNH3M.Curncy,CNH12M.Curncy,CNH5Y.Curncy,CNH10Y.Curncy,CCSWNIC.Curncy,CCSWNI1.Curncy,CCSWNI5.Curncy,CCSWNI10.Curncy,I29903M.Index,I29901Y.Index,I29905Y.Index,I29910Y.Index,AUDUSD.Curncy,AUDI3M.Curncy,AUDI12M.Curncy,AUDI5Y.Curncy,AUDI10Y.Curncy,AUD3M.Curncy,AUD12M.Curncy,AUD5Y.Curncy,AUD10Y.Curncy,ADSOC.Curncy,ADSO1.Curncy,ADSO5.Curncy,ADSO10.Curncy,I00103M.Index,I00101Y.Index,I00105Y.Index,I00110Y.Index,USDSGD.Curncy,SGDI3M.BGN.Curncy,SGDI12M.BGN.Curncy,SGDI5Y.BGN.Curncy,SGDI10Y.BGN.Curncy,SGD3M.BGN.Curncy,SGD12M.BGN.Curncy,SGD5Y.BGN.Curncy,SGD10Y.BGN.Curncy,SIBF3M.Index,SDSW1.CMPN.Curncy,SDSW5.CMPN.Curncy,SDSW10.CMPN.Curncy,SDSOAC.BGN.Curncy,SDSOA1.BGN.Curncy,SDSOA5.BGN.Curncy,SDSOA10.BGN.Curncy,SDBSC.CMPN.Curncy,SDBS1.CMPN.Curncy,SDBS5.CMPN.Curncy,SDBS10.CMPN.Curncy,SDSF63M.BGN.Curncy,SDSF61Y.BGN.Curncy,SDSF65Y.BGN.Curncy,SDSF610Y.BGN.Curncy,I10703M.Index,I10701Y.Index,I10705Y.Index,I10710Y.Index,EURUSD.Curncy,EURI3M.Curncy,EURI12M.Curncy,EURI5Y.Curncy,EURI10Y.Curncy,EUR3M.Curncy,EUR12M.Curncy,EUR5Y.Curncy,EUR10Y.Curncy,EUR003M.Index,EUSA1.Curncy,EUSA5.Curncy,EUSA10.Curncy,I01603M.Index,I01601Y.Index,I01605Y.Index,I01610Y.Index,GBPUSD.Curncy,GBPI3M.Curncy,GBPI12M.Curncy,GBPI5Y.Curncy,GBPI10Y.Curncy,GBP3M.Curncy,GBP12M.Curncy,GBP5Y.Curncy,GBP10Y.Curncy,BPSWSC.Curncy,BPSWS1.Curncy,BPSWS5.Curncy,BPSWS10.Curncy,I02203M.Index,I02201Y.Index,I02205Y.Index,I02210Y.Index,NZDUSD.Curncy,NZDI3M.Curncy,NZDI12M.Curncy,NZDI5Y.Curncy,NZDI10Y.Curncy,NZD3M.Curncy,NZD12M.Curncy,NZD5Y.Curncy,NZD10Y.Curncy,I09403M.Index,NDSW1.Curncy,NDSW5.Curncy,NDSW10.Curncy,I04903M.Index,I04901Y.Index,I04905Y.Index,I04910Y.Index,USDCAD.Curncy,CADI3M.Curncy,CADI12M.Curncy,CADI5Y.Curncy,CADI10Y.Curncy,CAD3M.Curncy,CAD12M.Curncy,CAD5Y.Curncy,CAD10Y.Curncy,CDSOC.Curncy,CDSO1.Curncy,CDSO5.Curncy,CDSO10.Curncy,I00703M.Index,I00701Y.Index,I00705Y.Index,I00710Y.Index
2026-03-17,159,0.6207,0.7515,1.2352,1.6313,,-127.4,-445.4,-1681.74,-3051.16,,0.817695,1.026,1.621,2.05,2.94,0.797,1.016,1.702,2.317,3.849,3.6865,3.61605,3.47945,3.7392,4.04584,3.671,3.601,3.766,4.221,4.952,0.7848,-0.2456,-0.1534,0.1497,0.4077,-80.64,-289.25,-1200.17,-2232.81,-0.06325,0.012,0.2985,0.5509,-0.106,-0.034,0.142,0.329,6.883,6.8848,1.3136,1.3275,1.4114,1.4722,-426.85,-1539.18,-6737.62,-14063.82,1.54,1.5025,1.61,1.743,1.23,1.263,1.57,1.882,0.7105,4.2588,4.5691,4.6125,4.8879,-9.53,-61.39,-385.8,-742,4.183,4.4814,4.529,4.7341,4.235,4.417,4.534,4.888,1.2763,1.1616,1.2013,,,-84.76,-303.5,,,,,,,1.087,1.2115,1.8247,2.1685,,,,,2.5,-1.75,-15.625,-27.5,1.445,1.356,1.761,2.113,1.154,1.969,2.1756,2.4305,2.7197,52.05,164.91,633.48,1306.5,2.148,2.4905,2.69925,2.932,1.977,2.22,2.531,2.904,1.3356,3.765,3.9119,3.9469,4.2018,-0.94,-31.56,-290,-528,3.73732,3.87513,3.9765,4.2546,3.786,3.941,4.186,4.76,0.5858,2.3961,2.6946,3.8343,4.3394,20.11,55.77,-95.43,-306.38,2.515,2.815,3.84,4.2475,2.538,2.837,4.09,4.661,1.3691,2.1316,2.3031,2.7703,3.2287,-54.89,-180.15,-482.9,-735.25,2.252,2.404,2.791,3.139,2.214,2.431,2.986,3.421
2026-03-18,159.86,0.6249,0.7549,1.2556,1.6277,,-124.4,-458.23,-1730.87,-3126,,0.822415,1.0225,1.6225,2.043,2.937,0.799,1.011,1.657,2.266,3.788,3.6985,3.6899,3.5552,3.78455,4.06,3.685,3.656,3.85,4.283,4.98,0.7932,-0.2356,-0.1121,0.1786,0.45,-80.69,-296.24,-1227.94,-2255.84,-0.05925,0.0545,0.3335,0.5755,-0.159,0.019,0.178,0.352,6.9004,6.8878,1.3558,1.4226,1.489,1.5739,-418,-1536,-6742.34,-13767.23,1.535,1.495,1.595,1.721,1.207,1.263,1.553,1.873,0.7024,4.2908,4.6235,4.6481,4.9205,-9.7,-59.54,-368.9,-728,4.19375,4.501,4.546,4.7875,4.244,4.476,4.586,4.922,1.2836,1.1907,1.2765,,,-83.79,-306.5,,,,,,,1.085,1.185,1.7749,2.1175,,,,,2.5,-1.75,-15.375,-27.5,1.327,1.344,1.741,2.092,1.1452,1.9782,2.2735,2.5174,2.7573,51.16,161.51,626,1301.84,2.121,2.5145,2.748,2.967,1.98,2.259,2.579,2.936,1.3257,3.7753,3.9688,3.9885,4.242,-0.88,-29.29,-267,-521.98,3.74667,3.93056,4.0138,4.27495,3.795,4.001,4.232,4.804,0.5797,2.3871,2.6872,3.85,4.3475,19.79,59.38,-78,-285.4,2.51,2.827,3.8661,4.27,2.559,2.841,4.096,4.666,1.3732,2.1482,2.3662,2.8443,3.2878,-56.68,-181.61,-483.23,-715.24,2.2689,2.4715,2.868,3.2042,2.215,2.467,3.065,3.486
2026-03-19,157.73,0.6086,0.7445,1.2248,1.623,,-123.51,-460.22,-1742.39,-3094.08,,0.826365,1.036,1.645,2.07,2.94375,0.801,1.026,1.697,2.319,3.817,3.7013,3.73224,3.57517,3.7883,4.03405,3.679,3.693,3.852,4.265,4.924,0.7882,-0.2569,-0.0794,0.1887,0.4172,-78.98,-293.5,-1222.94,-2261.3,-0.05725,0.10775,0.3595,0.5765,-0.162,0.058,0.193,0.353,6.8782,6.8909,1.3228,1.3596,1.4483,1.4926,-414.33,-1595.08,-6920.67,-14183.02,1.54,1.505,1.6225,1.7475,1.2,1.258,1.553,1.872,0.7087,4.2928,4.7108,4.7326,4.9693,-9.54,-62.7,-394.18,-764.7,4.2121,4.639,4.679,4.8229,4.257,4.59,4.701,4.97,1.2775,1.194,1.246,,,-81.6,-312.41,,,,,,,1.115,1.24,1.8335,2.155,,,,,2.5,-1.25,-14.75,-27,1.363,1.35,1.788,2.133,1.1589,2.0006,2.3232,2.5175,2.76,50.14,161.82,636,1317.26,2.108,2.5915,2.82725,2.9845,2.016,2.418,2.646,2.948,1.3431,3.8675,4.3531,4.1901,4.3254,-3.85,-73.23,-388,-632,3.829,4.318,4.2545,4.40826,3.896,4.291,4.402,4.889,0.5874,2.4036,2.7444,3.9574,4.4405,19.86,59.42,-104.05,-339.4,2.52,2.875,3.9725,4.35,2.582,2.884,4.171,4.734,1.3739,2.165,2.4591,2.8665,3.2689,-55.65,-176.4,-483.42,-742.28,2.2785,2.5575,2.89,3.189,2.231,2.537,3.077,3.466
2026-03-20,159.23,0.594,0.7418,1.2266,1.6165,,-125.96,-478.71,-1835.1,-3264.9,,0.826025,1.035,,,2.93875,0.802,1.028,1.698,2.32,3.817,3.71883,3.8221,3.68795,3.8967,4.104,3.689,3.77,3.981,4.392,4.996,0.788,-0.2568,-0.0107,0.2299,0.4641,-79.33,-294.82,-1246.14,-2293.86,-0.05275,0.17154,0.403,0.6234,-0.153,0.124,0.235,0.383,6.9067,6.9036,1.3663,1.4082,1.4851,1.6097,-411.32,-1626.93,-7162,-14180.34,1.51,1.5025,1.6145,1.745,1.197,1.258,1.551,1.882,0.7023,4.3029,4.8231,4.8826,5.0809,-9.3,-63.51,-402.7,-759.5,4.22519,4.72297,4.819,4.956,4.272,4.645,4.765,4.986,1.2821,1.1907,1.2996,,,-82.6,-317.9,,,,,,,1.111,1.245,1.8152,2.1228,,,,,2.5,-0.75,-15.375,-27.25,1.337,1.401,1.781,2.107,1.1572,2.0371,2.4634,2.6259,2.8409,49.51,155.7,642.5,1350.45,2.111,2.731,2.91,3.0732,2.058,2.503,2.729,3.029,1.3341,3.8965,4.4335,4.2823,4.4285,-4.2,-71.4,-371.7,-620,3.86896,4.396,4.3335,4.51,3.935,4.451,4.527,5.034,0.5832,2.4485,2.8641,4.0223,4.4865,19.32,57.3,-91.74,-303.1,2.52,2.977,4.0525,4.3975,2.603,2.925,4.224,4.751,1.3723,2.2147,2.6683,3.0152,3.3822,-53.33,-159.32,-458.6,-734.53,2.3232,2.769,3.046,3.3086,2.269,2.687,3.209,3.574
2026-03-23,158.44,0.5983,0.7433,1.2415,1.6013,,-124.64,-469,-1802.28,-3254,,0.830875,1.04625,1.665,2.08,2.9275,0.8,1.06,1.742,2.353,3.849,3.7059,3.7741,3.6625,3.88475,4.1093,3.683,3.729,3.942,4.359,4.98,0.7864,-0.2634,-0.0923,0.2296,0.47,-79.03,-296.94,-1236.05,-2280.04,-0.054,0.119,0.3917,0.6296,-0.156,0.061,0.221,0.395,6.8841,6.8838,1.314,1.3631,1.4323,1.4721,-416.95,-1621.23,-7234,-14828.3,1.52,1.515,1.635,1.765,1.18,1.26,1.568,1.886,0.7011,4.2747,4.704,4.7748,5.0363,-9.04,-58.77,-374.5,-737,4.213,4.629,4.702,4.873,4.28,4.587,4.72,5.012,1.2748,1.2111,1.2551,,,-81.05,-315.75,,,,,,,1.1865,1.3695,1.9925,2.2955,,,,,,-2,-15.625,-28.25,1.495,1.402,1.947,2.267,1.1613,2.0293,2.3653,2.565,2.808,49.51,162.01,667.84,1382.75,2.129,2.694,2.84438,3.0382,2.049,2.431,2.673,2.995,1.3431,3.8791,4.2711,4.1531,4.3516,-4.07,-57.21,-305.1,-540.86,3.86075,4.24996,4.196,4.41715,3.914,4.324,4.432,4.969,0.5859,2.4479,2.854,4.0878,4.5626,19.24,56,-115.2,-350.9,2.535,2.9984,4.1,4.4675,2.691,3.026,4.252,4.792,1.3727,2.1996,2.5774,2.9805,3.383,-53.4,-165.19,-466.1,-720,2.3075,2.683,3.009,3.304,2.269,2.65,3.171,3.568
2026-03-24,158.7,0.6206,0.7668,1.25,1.5892,,-123.95,-470.79,-1804.8,-3287.86,,0.8325,1.05,1.66375,2.055,2.9075,0.8,1.054,1.722,2.31,3.835,3.7057,3.80445,3.67652,3.89632,4.12135,3.677,3.742,3.966,4.377,4.995,0.7882,-0.2568,-0.0348,0.211,0.4417,-79.07,-298.58,-1249,-2306.74,-0.05175,0.16325,0.3993,0.6137,-0.159,0.079,0.226,0.385,6.8938,6.8938,1.3075,1.3826,1.4533,1.5362,-418.5,-1647.56,-7216.5,-14550,1.51,1.518,1.63,1.76,1.18,1.263,1.567,1.877,0.6996,4.2827,4.7206,4.7748,5.0745,-9.17,-58.23,-369.5,-752.5,4.2125,4.627,4.76,4.92,4.275,4.557,4.677,4.985,1.2782,1.2182,1.3213,,,-81.02,-314.6,,,,,,,1.181,1.33,1.9398,2.2469,,,,,2.5,-2.25,-16,-28.25,1.491,1.398,1.908,2.213,1.1608,2.0268,2.3889,2.5753,2.8515,49.54,164.46,667.26,1340.25,2.178,2.83095,2.927,3.09525,2.061,2.519,2.718,3.015,1.3411,3.8984,4.368,4.207,4.4044,-4.72,-66.14,-332,-592.86,3.87632,4.34589,4.2901,4.4882,3.929,4.385,4.459,5.01,0.5836,2.4397,2.8282,4.086,4.5522,19.7,58.87,-110.4,-337.8,2.535,2.9575,4.0975,4.4575,2.685,3.014,4.265,4.808,1.3763,2.2006,2.5747,3.0055,3.416,-53.5,-170.08,-459.38,-693.6,2.3135,2.676,3.037,3.322,2.294,2.679,3.204,3.594
2026-03-25,159.47,0.6341,0.7751,1.2572,1.5821,,-126.5,-472.19,-1795.45,-3272.31,,0.840735,1.054,1.653,2.025,2.8625,0.804,1.072,1.731,2.305,3.809,3.7017,3.79195,3.65765,3.8675,4.10463,3.688,3.731,3.951,4.346,4.971,0.7916,-0.2465,-0.091,0.1353,0.3654,-80.83,-302.5,-1273.35,-2343.17,-0.0531,0.0875,0.315,0.5423,-0.148,0.029,0.159,0.323,6.9028,6.9026,1.2607,1.3745,1.437,1.5162,-435.78,-1642.21,-7211.94,-14509.08,1.52,1.5175,1.625,1.755,1.173,1.263,1.566,1.835,0.6947,4.2769,4.6655,4.6709,4.9242,-9.27,-54.94,-339.36,-674.5,4.2092,4.565,4.591,4.777,4.28,4.547,4.648,4.929,1.2815,1.2052,1.3174,,,-83.28,-313.51,,,,,,,1.155,1.3025,1.9102,2.2197,,,,,2.5,-2.25,-16,-28.25,1.385,1.384,1.875,2.181,1.1559,2.0343,2.418,2.5856,2.7926,50.06,158.5,648.82,1367.95,2.135,2.7595,2.86565,3.01925,2.048,2.455,2.655,2.947,1.3365,3.8811,4.2807,4.1128,4.2835,-4.37,-56.36,-284,-481.5,3.86407,4.25751,4.16895,4.36298,3.91,4.326,4.375,4.888,0.5806,2.4126,2.7952,3.9753,4.4273,19.5,59.26,-85,-285.46,2.53,2.9125,3.985,4.3425,2.628,2.944,4.189,4.733,1.3811,2.1931,2.5326,2.9208,3.3217,-53.77,-175.96,-502.85,-776.31,2.3035,2.633,2.9451,3.2368,2.296,2.646,3.115,3.513
2026-03-26,159.81,0.6204,0.7878,1.3196,1.6335,,-124.59,-477.85,-1820.43,-3295.5,,0.847865,1.085,1.72625,2.1,2.915,0.808,1.092,1.757,2.322,3.805,3.7003,3.8515,3.75011,3.93164,4.1207,3.695,3.79,4.055,4.422,4.984,0.7953,-0.2524,-0.0329,0.2088,0.4343,-79.57,-301.43,-1285.72,-2349.75,-0.04675,0.14675,0.3835,0.6015,-0.161,0.086,0.227,0.39,6.9203,6.914,1.1793,1.3542,1.4317,1.5366,-441.5,-1686.5,-7535.5,-14780.24,1.515,1.515,1.6275,1.752,1.17,1.261,1.553,1.832,0.6886,4.2917,4.7585,4.7883,5.0361,-9.28,-56.11,-343.9,-698,4.2349,4.644,4.714,4.8817,4.305,4.633,4.757,5.036,1.2853,1.2216,1.3962,,,-81.18,-310.27,,,,,,,1.2125,1.3715,2.0205,2.3305,,,,,2.5,-2.25,-16,-28.25,1.368,1.421,1.969,2.276,1.1527,2.0541,2.4971,2.6866,2.8873,48.23,154.46,640.59,1326.5,2.135,2.807,2.991,3.1315,2.089,2.534,2.768,3.058,1.333,3.893,4.3832,4.2441,4.4105,-4.72,-61,-307,-558.5,3.86876,4.35275,4.314,4.50188,3.916,4.415,4.507,5.019,0.5762,2.4361,2.8513,4.031,4.4834,18.78,59,-73.93,-280.11,2.535,2.9639,4.0425,4.4025,2.655,2.979,4.244,4.795,1.3861,2.1983,2.59,2.9983,3.3877,-54.9,-176.2,-514.74,-775.6,2.3235,2.6885,3.021,3.3017,2.301,2.693,3.197,3.58
2026-03-27,160.31,0.622,0.7898,1.371,1.7257,,-123.06,-469.1,-1776.05,-3214.89,,0.85475,1.095995,1.788,2.19,3.04,0.833,1.116,1.835,2.423,3.983,3.68734,3.78681,3.726,3.94879,4.15025,3.673,3.73,4.035,4.442,5.02,0.799,-0.283,-0.0693,0.2074,0.4371,-79.43,-300.83,-1284.7,-2371.18,-0.04942,0.13225,0.391,0.6075,-0.154,0.081,0.229,0.405,6.92,6.9112,1.1877,1.2699,1.3472,1.4145,-433.1,-1700.66,-7726.65,-15550,1.515,1.5125,1.6345,1.76,1.166,1.253,1.544,1.83,0.6874,4.2994,4.7654,4.8313,5.0977,-9.52,-60.76,-364.4,-721,4.23875,4.665,4.758,4.9454,4.277,4.647,4.788,5.064,1.2879,1.2096,1.3286,,,-80.48,-311.51,,,,,,,1.2275,1.4075,2.1401,2.4585,,,,,2.5,-2.25,-15.5,-28.25,1.382,1.467,2.073,2.385,1.1509,2.0021,2.4238,2.6827,2.9132,48.75,155.2,629.25,1320.05,2.127,2.7835,2.98923,3.163,2.08,2.492,2.768,3.081,1.3259,3.8718,4.3192,4.2246,4.4128,-4.36,-61,-307,-529.69,3.85588,4.298,4.27991,4.4945,3.934,4.349,4.485,5.026,0.5747,2.4586,2.8591,4.0333,4.4953,18.23,54.75,-80.36,-273.9,2.535,2.979,4.05,4.3975,2.655,2.991,4.253,4.787,1.3893,2.1788,2.5626,2.9949,3.4082,-54.1,-170.78,-504.41,-779.8,2.315,2.666,3.0158,3.323,2.309,2.688,3.195,3.603
2026-03-30,159.71,0.633,0.7891,1.3477,1.7073,,-122.03,-459.3,-1731.35,-3144.88,,0.856265,1.086,1.756,2.165,3.05625,0.839,1.111,1.812,2.413,4.064,3.6832,3.7328,3.6511,3.88245,4.1148,3.676,3.68,3.953,4.367,4.98,0.7994,-0.27,-0.0979,0.1685,0.411,-79.18,-299.17,-1273.35,-2351.65,-0.05325,0.1055,0.345,0.576,-0.153,0.058,0.192,0.379,6.9163,6.9125,1.1953,1.2618,1.313,1.3543,-435.7,-1669.39,-7596,-15516.08,1.495,1.5,1.61,1.735,1.121,1.243,1.526,1.822,0.6853,4.2989,4.7186,4.7449,5.0089,-9.54,-61.16,-360.03,-704.5,4.235,4.6225,4.68,4.8695,4.285,4.569,4.677,5.009,1.291,1.2041,1.3084,,,-80.7,-308.01,,,,,,,1.2045,1.366,2.085,2.41,,,,,,-3,-16.5,-29.5,1.325,1.445,2.053,2.357,1.1465,2.0251,2.4012,2.6237,2.8651,47.81,150.97,618.81,1291.5,2.122,2.763,2.919,3.104,2.133,2.491,2.712,3.026,1.3186,3.8621,4.2873,4.1824,4.3727,-4.15,-63.57,-327,-558,3.84856,4.26085,4.2445,4.4525,3.942,4.349,4.453,4.988,0.5721,2.458,2.8336,4.0434,4.5191,18.1,52.89,-103.7,-319.5,2.54,2.93835,4.0575,4.4225,2.652,2.993,4.236,4.788,1.3924,2.1676,2.4935,2.9188,3.3397,-53.9,-173.17,-505.63,-787.7,2.29905,2.60165,2.947,3.254,2.311,2.63,3.128,3.536
2026-03-31,158.72,0.6518,0.8082,1.353,1.7129,,-120.24,-448.65,-1696.59,-3098.66,,0.85875,1.089,1.748755,2.154995,3.0275,0.841,1.116,1.795,2.396,3.973,3.6768,3.70095,3.62155,3.8664,4.1332,3.662,3.639,3.912,4.338,4.994,0.7995,-0.2652,-0.1226,0.1342,0.4327,-78.93,-298.67,-1275.42,-2330.14,-0.055,0.07695,0.31,0.5465,-0.155,0.024,0.162,0.351,6.8892,6.8944,1.1756,1.2703,1.3665,1.4269,-431.5,-1635.85,-7314.61,-14990.13,1.49,1.494,1.6025,1.733,1.137,1.222,1.529,1.829,0.69,4.2889,4.6709,4.6792,4.9456,-9.55,-60.56,-350.3,-679.5,4.23125,4.595,4.608,4.788,4.083,4.533,4.59,4.917,1.2868,1.1781,1.2675,,,-81.05,-308.19,,,,,,,1.1625,1.314,2.0097,2.3147,,,,,2.5,-2.75,-16,-29.5,1.441,1.436,1.986,2.269,1.1553,2.0441,2.3769,2.5724,2.8236,47.43,151.26,636.5,1334.25,2.079,2.7325,2.841,3.0661,2.143,2.495,2.689,2.996,1.3227,3.8558,4.2118,4.1484,4.3711,-4.18,-58.34,-324,-576.22,3.83201,4.18151,4.1589,4.3955,3.928,4.336,4.42,4.971,0.5747,2.455,2.8124,3.9401,4.4103,18.12,52.44,-83.57,-271.43,2.525,2.92,3.955,4.3175,2.632,2.958,4.159,4.709,1.3916,2.1462,2.4292,2.8803,3.3078,-54.96,-177.42,-512.09,-805,2.2859,2.5365,2.906,3.2238,2.303,2.589,3.086,3.505
2026-04-01,158.82,0.6661,0.8294,1.3486,1.7159,,-119.78,-449.39,-1711.29,-3095.25,,0.867405,1.1025,1.728,2.13625,3.01125,0.848,1.092,1.762,2.356,3.899,3.67719,3.71,3.63325,3.86575,4.11384,3.676,3.651,3.923,4.337,4.977,0.7942,-0.2498,-0.1073,0.1433,0.4312,-78.13,-296.19,-1267.77,-2315.81,-0.05,0.08125,0.311,0.54875,-0.165,0.016,0.152,0.355,6.8774,6.8755,1.2143,1.3177,1.372,1.4478,-424.39,-1606.91,-7324.37,-14850,1.49,1.495,1.615,1.745,1.162,1.237,1.546,1.836,0.6928,4.2964,4.6695,4.6428,4.9159,-9.7,-60.19,-336.27,-664.5,4.227,4.58775,4.60125,4.7825,4.296,4.541,4.594,4.911,1.2831,1.1733,1.2779,,,-80.99,-307.01,,,,,,,1.125,1.26,1.93,2.2385,,,,,2.5,-2.75,-16,-27.75,1.401,1.412,1.888,2.183,1.1589,2.0521,2.3953,2.5829,2.8214,47.38,150.75,638,1341.14,2.075,2.7135,2.85802,3.04235,2.102,2.46,2.671,2.977,1.3305,3.8499,4.1779,4.1033,4.3178,-3.98,-53.34,-289.8,-514.5,3.813,4.14255,4.1411,4.37075,3.903,4.215,4.332,4.888,0.5753,2.4208,2.7633,3.8772,4.3389,18.65,55.8,-62.5,-233.88,2.51,2.8708,3.88,4.255,2.573,2.907,4.087,4.654,1.3876,2.1448,2.435,2.8918,3.3435,-54.27,-177.35,-510.73,-755.56,2.2835,2.54325,2.9209,3.2579,2.288,2.574,3.099,3.534
2026-04-02,159.6,0.6459,0.8165,1.3649,1.7482,,-121.08,-450.38,-1703.87,-3057.67,,0.866205,1.102,1.756,2.175,3.03125,0.842,1.1,1.824,2.425,3.941,3.6752,3.70444,3.6296,3.8567,4.09595,3.678,3.642,3.916,4.324,4.954,0.7989,-0.2535,-0.1062,0.1608,0.3946,-78.6,-297.41,-1267.64,-2344,-0.04628,0.08625,0.33,0.5585,-0.161,0.022,0.173,0.376,6.8901,6.8851,1.1842,1.3077,1.402,1.4332,-430,-1613.15,-7231,-14900,1.48,1.485,1.605,1.735,1.162,1.237,1.546,1.834,0.691,4.3048,4.7161,4.7326,5.0046,-9.85,-63.4,-365.74,-723.53,4.2508,4.637,4.6925,4.8801,4.292,4.62,4.706,5.01,1.2859,1.1721,1.2711,,,-81.15,-307.9,,,,,,,1.131,1.2975,2.0025,2.3165,,,,,2.5,-2.75,-15.75,-28.5,1.378,1.435,1.933,2.219,1.1539,2.0513,2.4132,2.5893,2.8277,47.15,147.42,628.75,1314.69,2.103,2.7215,2.87,3.0494,2.11,2.481,2.669,2.984,1.3227,3.8535,4.2032,4.1036,4.3151,-4.13,-56.85,-291.7,-521,3.82368,4.17181,4.1371,4.3635,3.907,4.232,4.337,4.888,0.5716,2.4205,2.7883,3.9627,4.4206,18.5,53.79,-87,-281.51,2.51,2.8925,3.965,4.3425,2.563,2.927,4.182,4.755,1.392,2.1486,2.4328,2.8663,3.3233,-54.25,-177.53,-526.8,-772.96,2.2857,2.543,2.9,3.235,2.289,2.574,3.076,3.514
2026-04-03,159.67,0.6454,0.8192,1.3788,1.7715,,-121.22,-454.95,-1718.33,-3072.96,,0.867625,1.10375,1.7675,2.186,3.047,0.849,1.105,1.82,2.419,3.949,3.6769,3.73602,3.665,3.89201,4.124,3.682,3.675,3.954,4.361,4.978,0.8003,-0.2587,-0.1091,0.1639,0.4139,-78.85,-300.46,-1280,-2356,-0.045,0.0906,0.335,0.57625,-0.159,0.022,0.173,0.377,6.8859,6.8818,1.1913,1.3293,1.4413,1.5082,-428.77,-1619,-7213,-14677.74,1.475,1.47,1.5838,1.713,1.141,1.244,1.539,1.833,0.6895,4.3004,4.7156,4.751,5.0033,-9.73,-61.08,-359.43,-699.06,,4.642,4.703,4.875,4.297,4.621,4.706,5.011,1.2866,1.1755,1.303,,,-81.13,-308.03,,,,,,,1.131,1.2975,2.0005,,,,,,2.5,-2.75,-15.5,-28.125,1.378,1.436,1.934,2.219,1.1519,2.0497,2.4145,2.5865,2.8568,47.14,150.66,650,1320.5,,2.722,2.87,,2.115,2.483,2.67,2.985,1.3202,3.8533,4.2048,4.1096,4.3104,-4.07,-52.8,-272,-470.08,,,,,3.949,4.233,4.338,4.889,0.569,2.4165,2.7856,3.9654,4.4203,18.5,55.5,-77.7,-261.3,2.51,2.8925,,,2.565,2.931,4.183,4.756,1.3945,2.1494,2.4352,2.8763,3.3268,-54.37,-181.74,-544.05,-814.18,,,,3.235,2.41,2.605,3.078,3.515
2026-04-06,159.68,0.6482,0.8203,1.3991,1.771,,-121.18,-456.27,-1702.9,-3059.01,,0.86875,1.103,1.782,2.21,3.08625,0.86,1.11,1.844,2.45,4.004,3.6782,3.74564,3.66308,3.88135,4.1052,3.695,3.685,3.952,4.348,4.956,0.7981,-0.2562,-0.1029,0.1599,0.4143,-78.62,-299.98,-1277.65,-2342.7,,,0.33,0.57,-0.051,0.029,0.174,0.377,6.8747,,1.1905,1.3365,1.4071,1.4783,-428.45,-1617.82,-7300,-14750,,,,,1.14,1.246,1.54,1.834,0.6918,4.3019,4.7218,4.7554,5.0048,-9.77,-61.06,-363.3,-711,4.2509,4.636,4.7164,4.8863,4.312,4.625,4.707,5.012,1.2847,1.1809,1.2969,,,-80.88,-309.5,,,,,,,1.114,1.27,1.9615,2.2774,,,,,,,,,1.338,1.41,1.918,2.205,1.1541,2.0503,2.4114,2.5904,2.8317,47.25,152.46,649.5,1339.86,,2.721,2.872,,2.129,2.491,2.671,2.987,1.3235,3.8526,4.2079,4.099,4.3122,-4.03,-52.11,-267.57,-490,,,,,3.954,4.237,4.339,4.891,0.5711,2.423,2.7933,3.9514,4.4112,18.5,55.8,-75,-264.46,2.51,2.895,3.965,4.3425,2.572,2.941,4.177,4.749,1.3911,2.143,2.433,2.8766,3.2966,-54.51,-182.86,-540.21,-836.4,2.2851,2.5445,2.903,3.214,2.294,2.584,3.088,3.497
