Date,SPX.Index,STI.Index,FBMKLCI.Index,JCI.Index,SET.Index,PCOMP.Index
2007-09-04,1489.42,3308.81,1283.75,2215.117,810.86,3312.3
2007-09-05,1472.29,3375.02,1297.93,2214.622,814.5,3342.35
2007-09-06,1478.55,3399.49,1298.85,2220.777,809.82,3326.53
2007-09-07,1453.55,3424.67,1304.9,2239.901,801.46,3332.97
2007-09-10,1451.7,3376.34,1290.7,2209.642,796.85,3281.08
2007-09-11,1471.49,3428.49,1286.33,2211.413,801.54,3267.97
2007-09-12,1471.56,3440.83,1285.94,2209.931,802,3307.6
2007-09-13,1483.95,3438.07,1284.02,2222.746,807.1,3289.22
2007-09-14,1484.25,3471.1,1289.5,2225.607,811.95,3294.55
2007-09-17,1476.65,3412.11,1278.34,2223.221,802.65,3307.43
2007-09-18,1519.78,3415.53,1277.33,2239.862,802.54,3289.75
2007-09-19,1529.03,3530.59,1297.16,2313.339,811.79,3362.98
2007-09-20,1518.75,3491.17,1308.67,2304.631,815.43,3442.38
2007-09-21,1525.75,3480.52,1305.94,2335.487,831.51,3423.73
2007-09-24,1517.74,3574.46,1317.24,2353.63,836.51,3434.45
2007-09-25,1517.22,3563.93,1316.43,2330.363,835.18,3440.67
2007-09-26,1525.42,3590.51,1320.89,2361.013,844.4,3475.75
2007-09-27,1531.38,3653.84,1335.66,2378.83,843.05,3577.51
2007-09-28,1526.75,3645.41,1336.3,2359.206,845.5,3572.9
2007-10-01,1547.04,3696.26,1347.05,2399.456,852.47,3597.92
2007-10-02,1546.63,3736.41,1368.72,2464.943,853.43,3677.19
2007-10-03,1539.6,3696.92,1366.96,2451.586,850.58,3769.82
2007-10-04,1542.84,3728.45,1369.84,2473.155,848.95,3775.46
2007-10-05,1557.59,3768.13,1372.39,2500.581,852.33,3775.91
2007-10-08,1552.58,3771.46,1364.14,2523.701,863.16,3873.5
2007-10-09,1565.15,3815.69,1369.39,2546.608,867.59,3776
2007-10-10,1562.47,3768.85,1376.93,2591.483,875.1,3834.71
2007-10-11,1554.41,3831.19,1383.61,2638.213,889.06,3824.2
2007-10-12,1561.8,3814.38,1375.25,,887.02,
2007-10-15,1548.71,3818.96,,,897.1,3861.38
2007-10-16,1538.53,3762.32,1372.38,,894.53,3815.22
2007-10-17,1541.24,3800.01,1374.39,2641.59,884.53,3760.04
2007-10-18,1540.08,3776.19,1376.32,2616.74,876.75,3771.12
2007-10-19,1500.63,3714.85,1370.17,2563.752,875.83,3819.75
2007-10-22,1506.33,3609.6,1350.81,2453.211,860.09,3667.87
2007-10-23,1519.59,3654.43,1357.33,2553.799,,3697.17
2007-10-24,1515.88,3605.68,1359.83,2524.981,866.03,3763.47
2007-10-25,1514.41,3670.78,1378.27,2596.663,893.45,3767.78
2007-10-26,1535.28,3735.86,1398.35,2624.432,894.57,3784.88
2007-10-29,1540.98,3785.75,1411.62,2667.532,915.03,
2007-10-30,1531.02,3760.11,1412.79,2662.922,906.66,3783.43
2007-10-31,1549.38,3763.57,1413.65,2643.487,907.28,3758.97
2007-11-01,1508.44,3760.57,1409.16,2704.657,902.73,
2007-11-02,1509.65,3670.73,1397.48,2710.617,894.34,
2007-11-05,1502.17,3622.12,1384.73,2652.478,872.86,3774.81
2007-11-06,1520.27,3651.77,1389.11,2681.902,886.31,3773.63
2007-11-07,1475.62,3643.87,1413.85,2713.978,880.27,3788.26
2007-11-08,1474.77,,,2678.224,873.64,3692.1
2007-11-09,1453.7,3573.52,1402.25,2707.667,874.64,3703.66
2007-11-12,1439.18,3476.31,1382.35,2671.902,861.93,3618.37
2007-11-13,1481.05,3449.28,1383.43,2654.208,857.66,3599.49
2007-11-14,1470.58,3506.93,1384.58,2691.871,861.51,3681.62
2007-11-15,1451.15,3460.32,1390,2705.82,855.52,3672.22
2007-11-16,1458.74,3416.9,1386.64,2668.704,849.07,3598.96
2007-11-19,1433.27,3383.27,1379.91,2646.813,831.14,3645.22
2007-11-20,1439.7,3403.81,1371.7,2624.862,830.05,3540.61
2007-11-21,1416.77,3302.83,1359.85,2563.621,807.58,3510.49
2007-11-22,,3265.86,1344.16,2569.514,808.82,3478.94
2007-11-23,1440.7,3282.78,1353.55,2584.347,824.25,3494.44
2007-11-26,1407.22,3381.5,1364.37,2648.044,832.78,3537.29
2007-11-27,1428.23,3337.78,1364.99,2627.954,822.99,3524.19
2007-11-28,1469.02,3334.43,1366.58,2671.895,820.52,3537
2007-11-29,1469.72,3438.29,1374.32,2699.817,844.8,3578.55
2007-11-30,1481.14,3496.4,1396.98,2688.332,846.44,
2007-12-03,1472.42,3485.11,1419.34,2726.925,831.12,3626.88
2007-12-04,1462.79,3501.1,1415.81,2752.943,833.34,3644.45
2007-12-05,1485.01,3539.51,1427.77,2768.058,,3648.71
2007-12-06,1507.35,3533.9,1440.39,2795.399,845.19,3733.96
2007-12-07,1504.66,3533.4,1434.04,2778.947,841.39,3745.39
2007-12-10,1515.96,3529.03,1425.13,2790.265,,3675.52
2007-12-11,1477.65,3570.51,1434.16,2810.962,840.45,3672.38
2007-12-12,1486.59,3530.86,1423.72,2795.839,834.09,3605.59
2007-12-13,1488.41,3457.28,1410.56,2755.729,833.09,3626.21
2007-12-14,1467.95,3445.13,1403.41,2740.061,836.4,3538.69
2007-12-17,1445.9,3325.57,1391.61,2664.918,817.62,3486.82
2007-12-18,1454.98,3348.2,1385.45,2646.228,813.9,3470.21
2007-12-19,1453,3331.87,1387.21,2657.977,804.98,3466.28
2007-12-20,1460.12,,,,791.71,3491.96
2007-12-21,1484.46,3379.5,1403.56,,813.6,3532.98
2007-12-24,1496.45,3416.21,1423.24,,,
2007-12-25,,,,,843.28,
2007-12-26,1497.66,3458.19,1424.02,2714.548,841.2,3612.63
2007-12-27,1476.37,3461.82,1437.82,2739.704,852.06,3667.64
2007-12-28,1478.49,3430.89,1447.04,2745.826,858.1,3621.6
2007-12-31,1468.36,3465.63,1445.03,,,
2008-01-02,1447.16,3444.34,1435.68,2731.507,842.97,3617.29
2008-01-03,1447.16,3375.33,1435.38,2715.065,832.63,3501.38
2008-01-04,1411.63,3416.48,1466.67,2765.19,821.71,3479.37
2008-01-07,1416.18,3335.48,1470.77,2776.41,808.31,3388.81
2008-01-08,1390.19,3321.76,1489.74,2785.625,811.69,3420.56
2008-01-09,1409.13,3344.53,1491.66,2830.263,820.47,3416.08
2008-01-10,1420.33,3311.07,,,800.18,3454.6
2008-01-11,1401.02,3287.34,1516.22,,796.47,3503.7
2008-01-14,1416.25,3218.14,1507.04,2810.372,791.15,3482.28
2008-01-15,1380.95,3154.58,1505.71,2730.031,779.79,3447.29
2008-01-16,1373.2,3058.49,1453.66,2592.311,773.8,3351.66
2008-01-17,1333.25,3139.88,1460.71,2649.279,791.25,3248.89
2008-01-18,1325.19,3104.25,1439.49,2611.132,789.67,3168.3
2008-01-21,,2917.15,1408.6,2485.879,766.53,3152.3
2008-01-22,1310.5,2866.55,1354.48,2294.524,741.54,2978.41
2008-01-23,1338.6,2983.62,,2476.278,740.65,3058.26
2008-01-24,1352.07,3050.09,1383.35,2516.701,728.58,3147.42
2008-01-25,1330.61,3159.48,1405.4,2620.493,759.72,3237.41
2008-01-28,1353.97,3041.06,1380.54,2582.049,744.36,3203.56
2008-01-29,1362.3,3049.9,1388.5,2607.843,754.87,3224.24
2008-01-30,1355.81,3000.03,1384.08,2610.359,763.48,3256.53
2008-01-31,1378.55,2981.75,1393.25,2627.251,784.23,3266
2008-02-01,1395.42,3007.8,,2646.821,810.86,3294.08
2008-02-04,1380.82,3077.08,1419.66,2701.629,811.56,3323.25
2008-02-05,1336.64,3038.42,1432.35,2704.247,807.68,3283.56
2008-02-06,1326.45,2931.97,1415.94,2639.087,794.63,3228.84
2008-02-07,1336.91,,,,793.17,3223.2
2008-02-08,1331.29,,,,806.44,3241.13
2008-02-11,1339.13,2868.29,1407.38,2589.382,804.15,3179.48
2008-02-12,1348.86,2926.23,1417.52,2592.07,817.49,3200.9
2008-02-13,1367.21,2949.54,1423.15,2610.781,829.41,3223.35
2008-02-14,1348.86,3045.59,1436.1,2675.645,832.11,3211.6
2008-02-15,1350,3088.68,1427.19,2688.191,826.65,3182.85
2008-02-18,,3083.34,1412.83,2684.702,824.99,3163.25
2008-02-19,1348.78,3098.06,1425.49,2711.872,835.62,3190.67
2008-02-20,1360.03,3026.83,1414.32,2689.256,827.13,3181.05
2008-02-21,1342.53,3054.81,1394.76,2734.21,,3176.06
2008-02-22,1353.11,3048.64,1369.48,2741.181,826.86,3080.24
2008-02-25,1371.8,3064.95,1370.79,2751.862,838.74,
2008-02-26,1381.29,3077.83,1375.43,2738.872,834.67,3079.54
2008-02-27,1380.02,3094.45,1376.62,2740.138,832.04,3105
2008-02-28,1367.68,3074.15,1368.27,2756.314,842.12,3112.85
2008-02-29,1330.63,3026.45,1357.4,2721.944,845.76,3129.99
2008-03-03,1331.34,2926.55,1330.61,2652.312,842.92,3079.99
2008-03-04,1326.75,2919.68,1314.02,2634.752,831.41,3108.72
2008-03-05,1333.7,2910.77,1280.23,2639.652,824.98,3092.65
2008-03-06,1304.34,2917.92,1299.69,2656.456,827.71,3116.84
2008-03-07,1293.37,2866.28,1296.33,,821.57,3028.73
2008-03-10,1273.37,2836.59,1173.22,2527.867,806.65,2908.88
2008-03-11,1320.65,2860.85,1206.54,2523.534,819.83,2909
2008-03-12,1308.77,2917.94,1232.59,2556.242,827,2953.39
2008-03-13,1315.48,2805.55,1201.35,2440.592,814.31,2940.47
2008-03-14,1288.14,2839.01,1194.84,2383.42,818.04,2906.53
2008-03-17,1276.6,2792.75,1177.53,2312.321,806.74,2793.68
2008-03-18,1330.74,2833.58,1180.02,2339.795,812.32,2777.42
2008-03-19,1298.42,2833.21,1186.54,2323.566,807.67,2817.58
2008-03-20,1329.51,2824.91,,,798.11,
2008-03-21,,,1189.06,,803.32,
2008-03-24,1349.88,2927.79,1201.02,2339.294,807.28,2867.5
2008-03-25,1352.99,3000.19,1229.95,2419.616,820.31,2892.2
2008-03-26,1341.13,2995.22,1245.42,2440.64,817.57,2918.37
2008-03-27,1325.76,3025.2,1254.03,2451.35,822.96,2925.91
2008-03-28,1315.22,3031.9,1258.41,2477.586,825.17,2956.02
2008-03-31,1322.7,3007.36,1247.52,2447.299,817.03,2984.67
2008-04-01,1370.18,3046.54,1250.41,2393.249,823.36,2969.83
2008-04-02,1367.53,3124.61,1239.65,2342.189,825.71,3048.31
2008-04-03,1369.31,3171.55,1225.58,2237.971,826.68,3034.81
2008-04-04,1370.4,3155.56,1221.98,2277.085,824.8,2983.04
2008-04-07,1372.54,3181.92,1221.07,2286.797,,
2008-04-08,1365.54,3130.42,1225.71,2249.77,826.85,2981.12
2008-04-09,1354.49,3089.72,1227.74,2180.089,826.19,2961.78
2008-04-10,1360.55,3064.6,1248.19,2235.934,820.98,2955.11
2008-04-11,1332.83,3126.87,1246.79,2303.929,827.1,2940.98
2008-04-14,1328.32,3042.96,1233.43,2272.476,,2918.27
2008-04-15,1334.43,3056.49,1244.2,2294.257,,2904.73
2008-04-16,1364.71,3087.49,1253.64,2337.923,833.38,2921.74
2008-04-17,1365.56,3126.3,1256.54,2341.78,845.43,2940.48
2008-04-18,1390.33,3124.87,1267.65,2349.269,845.4,2915.67
2008-04-21,1388.17,3171.09,1280,2335.889,841.98,2890.92
2008-04-22,1375.94,3187.23,1279.3,2289.096,850.02,2855.75
2008-04-23,1379.93,3193.84,1288.16,2314.302,837.66,2824.81
2008-04-24,1388.82,3177.55,1293.08,2269.98,834.31,2844.02
2008-04-25,1397.84,3189.2,1288.08,2240.578,832.19,2777.93
2008-04-28,1396.37,3201.63,1295.31,2254.308,836.42,2739.44
2008-04-29,1390.94,3172.36,1283.65,2303.526,833.63,2754.29
2008-04-30,1385.59,3147.79,1279.86,2304.516,832.45,2749.77
2008-05-01,1409.34,,,,,
2008-05-02,1413.9,3236.1,1271.48,2342.76,843.15,2722.95
2008-05-05,1407.49,3248.04,1274.61,2387.986,,2765.52
2008-05-06,1418.26,3248.75,1276.09,2371.827,845.83,2727.7
2008-05-07,1392.57,3228.95,1287.15,2382.699,848.71,2739.43
2008-05-08,1397.68,3171.88,1280.35,2376.933,850.17,2760.62
2008-05-09,1388.28,3162.03,1285.27,2375.027,846.71,2779.42
2008-05-12,1403.58,3180.16,1293.09,2378.003,842.22,2803.49
2008-05-13,1403.04,3203.42,1286.54,2418.9,839.28,2849.29
2008-05-14,1408.66,3198.51,1287.74,2449.338,848.94,2862.53
2008-05-15,1423.57,3207.43,1294.15,2449.811,855.61,2878.26
2008-05-16,1425.35,3241.49,1300.67,2468.84,870.33,2879.95
2008-05-19,1426.63,,,2510.96,,2877.46
2008-05-20,1413.4,3199.88,1287.43,,873.82,2896.15
2008-05-21,1390.71,3196.9,1281.2,2494.709,884.19,2872.45
2008-05-22,1394.35,3160.86,1277.57,2503.952,874.54,2838.58
2008-05-23,1375.93,3122.15,1274.78,2465.955,875.59,2849.28
2008-05-26,,3103.3,1273.37,2419.727,856.8,2840.52
2008-05-27,1385.35,3115.35,1274.24,2396.999,855.6,2855.98
2008-05-28,1390.84,3132.78,1260.58,2433.769,832.99,2833.27
2008-05-29,1398.26,3160.78,1261.82,2446.954,830.61,2802.22
2008-05-30,1400.38,3192.62,1276.1,2444.349,833.65,2827.44
2008-06-02,1385.67,3188.05,1262.49,2427.768,810.22,2825.89
2008-06-03,1377.65,3153.94,1257.57,2403.814,806.86,2782.8
2008-06-04,1377.2,3134.8,1253.12,2362.588,808.92,2773.12
2008-06-05,1404.05,3143.89,1223.56,2399.677,809.82,2718.42
2008-06-06,1360.68,3146.73,1248.57,2402.236,817.33,2739.7
2008-06-09,1361.76,3084.02,1230.98,2410.077,805.58,
2008-06-10,1358.44,3033.05,1230.96,2373.817,791.94,2645.95
2008-06-11,1335.49,3046.77,1229.28,2374.785,791.66,2579.28
2008-06-12,1339.87,3020.15,1225.54,2409.008,790.8,2544.89
2008-06-13,1360.03,2979.56,1229.35,2398.417,782.64,2554.75
2008-06-16,1360.14,3036.92,1238.06,2398.041,787.59,2620.76
2008-06-17,1350.93,3028.24,1227.76,2377.976,777.17,2637.26
2008-06-18,1337.81,3040.09,1212.59,2364.58,765.74,2628.2
2008-06-19,1342.83,2992.66,1196.39,2373.062,742.46,2592.59
2008-06-20,1317.93,3001.81,1206.67,2371.776,768.9,2578.57
2008-06-23,1318,2979.15,1195.41,2362.744,768.9,2499.38
2008-06-24,1314.29,2962.16,1200.28,2365.378,763.75,2474.87
2008-06-25,1321.97,2986.62,1209.11,2341.362,778.42,2510.8
2008-06-26,1283.15,2980.95,1203.89,2350.892,774.39,2521.61
2008-06-27,1278.38,2955.91,1190.54,2332.115,775.73,2466.28
2008-06-30,1280,2947.54,1186.57,2349.105,768.59,2459.98
2008-07-01,1284.91,2906.79,1174.83,2378.808,,2415.25
2008-07-02,1261.52,2906.23,1153.7,2378.474,760.01,2393.9
2008-07-03,1262.9,2880.45,,2286.611,742.15,2339.84
2008-07-04,,2892.54,1134.14,2314.751,743.03,2369.21
2008-07-07,1252.31,2934.12,1127.26,2303.818,730.56,2414.66
2008-07-08,1273.7,2886.62,1121.25,2278.973,722.5,2450.55
2008-07-09,1244.69,2917.62,1139.81,2286.026,721.13,2481.53
2008-07-10,1253.39,2901.58,1135.49,2276.231,721.86,2450.62
2008-07-11,1239.49,2926.84,1150.39,2276.853,730.29,2437.99
2008-07-14,1228.3,2904.12,1144,2259.54,717.06,2457.27
2008-07-15,1214.91,2830.75,1127.6,2214.852,693.41,2413.26
2008-07-16,1245.36,2835.32,1119.42,2218.125,669.97,2373.7
2008-07-17,1260.32,2864.1,1121.17,2167.713,,2393.62
2008-07-18,1260.68,2847.73,1105.04,2141.135,664.52,2389.52
2008-07-21,1260,2919.21,1103.48,2195.067,687.3,2416.62
2008-07-22,1277,2890.66,1109.57,2212.754,682.15,2409.98
2008-07-23,1282.19,2978.98,1139.41,2225.844,694.14,2462.94
2008-07-24,1252.54,2977.91,1141.59,2257.054,691.48,2535.91
2008-07-25,1257.76,2922.91,1141.75,2245.344,685.47,2512.72
2008-07-28,1234.37,2910.36,1154.09,2275.676,685.53,2540.81
2008-07-29,1263.2,2886.56,1150.8,2278.684,676.73,2526.04
2008-07-30,1284.26,2925.5,1159.94,,669.9,2583.83
2008-07-31,1267.38,2929.65,1163.09,2304.508,676.32,2577.1
2008-08-01,1260.31,2906.07,1159.1,2248.75,678.66,2584.21
2008-08-04,1249.02,2876.08,1148.68,2227.675,674.67,2599.99
2008-08-05,1284.88,2860.51,1128.86,2185.619,667.12,2602.38
2008-08-06,1289.19,2886.78,1133.59,2187.204,676.35,2697.21
2008-08-07,1266.07,2834.71,1129.56,2199.011,705.35,2684.64
2008-08-08,1296.32,2807.54,1120.31,2195.926,690.7,2692.81
2008-08-11,1305.32,2825.39,1127.46,2133.92,702.93,2768.52
2008-08-12,1289.59,2816.82,1118.78,2057.579,,2755.86
2008-08-13,1285.83,2811.79,1112.53,2063.521,701.6,2721.94
2008-08-14,1292.93,2816.66,1109.43,2106.642,705.6,2727.28
2008-08-15,1298.2,2797.5,1095.05,2085.148,707.48,2725.15
2008-08-18,1278.6,2776.98,1084.36,,697.23,
2008-08-19,1266.69,2728.39,1069.42,2042.498,691.33,2691.2
2008-08-20,1274.54,2751.75,1073.21,2069.698,690.05,2681.66
2008-08-21,1277.72,2713.47,1071.43,2088.251,676.53,2656.92
2008-08-22,1292.2,2723.3,1085.6,2120.491,681.93,2653.18
2008-08-25,1266.84,2733.45,1078.73,2127.224,678.2,
2008-08-26,1271.51,2707.19,1070.5,2107.548,668.92,2637.65
2008-08-27,1281.66,2705.09,1067.65,2131.063,675.99,2646.7
2008-08-28,1300.68,2691,1070.46,2144.848,682.83,2655.75
2008-08-29,1282.83,2739.95,1100.5,2165.943,684.44,2688.09
2008-09-01,,2713.79,,2164.62,675.22,2686.52
2008-09-02,1277.58,2758.94,1086.99,2159.052,659.51,2708.25
2008-09-03,1274.98,2706.53,1085.38,2116,649.93,2750.03
2008-09-04,1236.83,2626.05,1085.06,2075.234,654.85,2754.05
2008-09-05,1242.31,2574.21,1070.54,2022.564,645.8,2724.72
2008-09-08,1267.79,2697.03,1075.93,2037.998,665.66,2728.53
2008-09-09,1224.51,2673.21,1068.55,1958.752,663.61,2721.52
2008-09-10,1232.04,2622.41,1062.7,1885.043,655.54,2709.49
2008-09-11,1249.05,2541.15,1041.07,1870.133,646.8,2672.56
2008-09-12,1251.7,2570.67,1044.03,1804.062,654.34,2646.12
2008-09-15,1192.7,2486.55,1031.63,1719.254,642.39,2536.16
2008-09-16,1213.59,2461.43,1012.37,1735.636,624.56,2421.72
2008-09-17,1156.39,2419.29,1002.99,1769.894,605.14,2457
2008-09-18,1206.52,2419.21,991.66,1787.673,600.38,2352.37
2008-09-19,1255.08,2559.07,1025.7,1891.732,624.83,2462.79
2008-09-22,1207.09,2544.13,1028.62,1897.342,614.49,2520.13
2008-09-23,1188.22,2476.51,1026.18,1873.1,608.25,2486.29
2008-09-24,1185.87,2477.6,1028.4,1883.551,620.43,2510.32
2008-09-25,1209.18,2444.24,1024.74,1870.061,621.14,2566.37
2008-09-26,1213.01,2411.46,1020.53,1846.091,618.97,2597.23
2008-09-29,1106.39,2361.34,1019.72,1832.507,601.29,2607.58
2008-09-30,1166.36,2358.91,1018.68,,596.54,2569.65
2008-10-01,1161.07,,,,594.45,
2008-10-02,1114.28,2363.6,,,597.69,2612.89
2008-10-03,1099.23,2297.12,1016.7,,590.05,2566.21
2008-10-06,1056.89,2168.32,996.84,1648.739,551.8,2499.53
2008-10-07,996.23,2177.55,997.23,1619.721,528.71,2424.19
2008-10-08,984.94,2033.61,970.19,1451.669,492.34,2307.74
2008-10-09,909.92,2102.71,968.89,,499.99,2288.44
2008-10-10,899.22,1948.33,934.01,,451.96,2097.8
2008-10-13,1003.35,2076.35,950.76,1461.873,476.33,2118.75
2008-10-14,998.01,2128.31,966.06,1555.967,500.77,2273.65
2008-10-15,907.84,2059.39,949.88,1520.407,481.5,2238.41
2008-10-16,946.43,1951.2,920.02,1463.251,477.73,2122.37
2008-10-17,940.55,1878.51,905.23,1399.424,471.31,2098.26
2008-10-20,985.4,1939.22,909.51,1426.938,476.95,2062.88
2008-10-21,955.05,1920.79,918.16,1440.149,478.79,2116.74
2008-10-22,896.78,1821.13,904.28,1379.743,465.24,2093.01
2008-10-23,908.11,1745.67,891.32,1337.204,,1995.92
2008-10-24,876.77,1600.28,859.11,1244.864,432.87,1953.49
2008-10-27,848.92,,,1166.409,387.43,1713.83
2008-10-28,940.51,1666.49,832.44,1111.39,398.04,1704.41
2008-10-29,930.09,1671.2,829.41,1113.624,384.15,1780.64
2008-10-30,954.09,1801.91,853.56,1173.863,408.31,1864.93
2008-10-31,968.75,1794.2,863.61,1256.704,416.53,1951.09
2008-11-03,966.3,1883.75,899.35,1352.716,449.19,2025.58
2008-11-04,1005.75,1829.69,905.58,1369.785,457.62,2003.04
2008-11-05,952.77,1868.82,915.24,1366.275,457.36,2006.21
2008-11-06,904.88,1819.2,895.95,1307.897,462.93,1941.62
2008-11-07,930.99,1863.49,893.95,1338.36,463.81,1921.34
2008-11-10,919.21,1885.02,904.24,1340.681,456.44,1938.97
2008-11-11,898.95,1806.96,894.6,1336.557,442.31,1948.22
2008-11-12,852.3,1784.01,890.34,1326.621,435.7,1948.72
2008-11-13,911.29,1755.47,880.59,1259.713,433.47,1918.97
2008-11-14,873.29,1759.14,881.65,1264.377,429.97,1978.05
2008-11-17,850.75,1749.67,884.06,1236.933,434.21,1940
2008-11-18,859.12,1692.55,883.09,1189.862,419.97,1873.6
2008-11-19,806.58,1665.59,877.65,1180.357,408.51,1908.18
2008-11-20,752.44,1613.95,865.32,1154.97,393.85,1842.33
2008-11-21,800.03,1662.1,866.88,1146.276,397.51,1765.9
2008-11-24,851.81,1620.29,855.39,1141.401,386.12,1799.72
2008-11-25,857.39,1653.25,860.18,1154.141,391.85,1908.18
2008-11-26,887.68,1711.13,856.37,1193.151,395.22,1932.91
2008-11-27,,1710.52,869.98,1202.074,389.81,1967.01
2008-11-28,896.24,1732.57,866.14,1241.541,401.84,1971.57
2008-12-01,816.21,1690.23,848.43,1223.125,390.92,
2008-12-02,848.81,1639.18,845.75,1191.358,387.32,1879.87
2008-12-03,870.74,1640.57,847.53,1192.526,392.92,1905.28
2008-12-04,845.22,1643.68,846.86,1205.324,392.87,1890.89
2008-12-05,876.07,1659.17,838.28,1202.342,,1888.96
2008-12-08,909.7,1659.17,,,410.58,1908.68
2008-12-09,888.67,1754.58,835.17,1266.116,423.79,1935.07
2008-12-10,899.24,1821.7,854.66,1315.895,,1938.82
2008-12-11,873.59,1794.16,860.68,1316.694,424.61,1933.12
2008-12-12,879.73,1740.34,852.27,1262.968,424.79,1893.74
2008-12-15,868.57,1774.76,846.47,1359.278,437.06,1913.26
2008-12-16,913.18,1782.09,854.8,1342.836,445.31,1889.32
2008-12-17,904.42,1779.29,862.5,1363.984,445.94,1904.56
2008-12-18,885.28,1798.95,880.5,1351.764,451.72,1901.46
2008-12-19,887.88,1795.47,876.4,1348.285,447.01,1903.53
2008-12-22,871.63,1745.63,873.43,1345.308,434.08,1840.94
2008-12-23,863.16,1724.54,871.16,1343.716,440.4,1862.19
2008-12-24,868.15,1736.99,869.62,1336.614,439.17,1872.85
2008-12-25,,,,,444.64,
2008-12-26,872.8,1725.61,867.35,1340.892,446.62,
2008-12-29,869.42,1780.57,,,446.7,
2008-12-30,890.64,1770.65,881.63,1355.408,449.96,
2008-12-31,903.25,1761.56,876.75,,,
2009-01-02,931.8,1829.71,894.36,,,
2009-01-05,927.45,1924.87,920.66,1437.338,478.69,1974.69
2009-01-06,934.7,1913.66,922.23,1435.537,473.15,1969.58
2009-01-07,906.65,1880.58,927.62,1421.47,462.96,2003.89
2009-01-08,909.73,1827.61,910.52,1402.661,465.03,1970.72
2009-01-09,890.35,1806.02,919.07,1416.67,459.06,1984.88
2009-01-12,870.26,1776.25,923.57,1406.553,452.8,1997.83
2009-01-13,871.79,1761.82,913.7,1399.733,433.81,1996.04
2009-01-14,842.62,1764.72,913.46,1386.906,439.51,1984.92
2009-01-15,843.74,1704.06,897.45,1343.494,426.26,1954.97
2009-01-16,850.12,1730.45,896.47,1363.876,435.2,1950.13
2009-01-19,,1746.99,890.28,1350.687,435.71,1922.99
2009-01-20,805.22,1723.37,880.37,1344.151,433.19,1897.93
2009-01-21,840.24,1704.52,873.41,1321.453,431.23,1840.12
2009-01-22,827.5,1708.77,879.02,1327.323,438.27,1863.52
2009-01-23,831.95,1685.23,872.69,1315.585,433.52,1857.34
2009-01-26,836.57,,,,436.73,1869.92
2009-01-27,845.71,,,1336.631,444.79,1880.81
2009-01-28,874.09,1766.08,879.63,1321.451,448.35,1869.56
2009-01-29,845.14,1766.72,883.16,1324.65,435,1860.69
2009-01-30,825.88,1746.47,884.45,1332.667,437.69,1825.09
2009-02-02,825.44,1705.29,,1310.643,427.85,1833.57
2009-02-03,838.51,1711.92,879.67,1304.331,430.69,1826.13
2009-02-04,832.23,1707.39,876.8,1320.363,433.04,1847.55
2009-02-05,845.85,1704.6,879.95,1328.075,433.44,1892.07
2009-02-06,868.6,1715.35,896.64,1350.641,444.39,1942.48
2009-02-09,869.89,1682.34,,1342.226,,1951.46
2009-02-10,827.16,1703.29,903.52,1332.129,443.17,1917.57
2009-02-11,833.74,1721.97,897.07,1324.824,444.1,1897.75
2009-02-12,835.19,1684.96,894.6,1325.421,440.63,1924.1
2009-02-13,826.84,1705.64,909.84,1338.742,445.77,1919.66
2009-02-16,,1680.7,907.19,1342.002,446.64,1915.79
2009-02-17,789.17,1637.92,898.53,1318.04,438.22,1899.9
2009-02-18,788.42,1651.06,895.23,1330.61,439.6,1892.23
2009-02-19,778.94,1629.35,899.59,1323.696,441.62,1899.8
2009-02-20,770.05,1594.94,889.71,1296.942,434.67,1881.44
2009-02-23,743.33,1630.69,887.83,1312.439,434.99,1891.04
2009-02-24,773.14,1614.44,894.07,1295.869,431.32,1869.59
2009-02-25,764.9,1616.79,896.51,1300.108,434.24,1887.1
2009-02-26,752.83,1617.44,893.42,1290.321,431.94,1880.38
2009-02-27,735.09,1594.87,890.67,1285.476,431.52,1872.22
2009-03-02,700.82,1533.4,876.56,1256.109,416.52,1856.43
2009-03-03,696.33,1528.51,868.74,1264.816,413.09,1859.98
2009-03-04,712.87,1544.34,866.93,1289.38,417.86,1885.92
2009-03-05,682.55,1518.64,869.24,1288.074,417.11,1924.3
2009-03-06,683.38,1513.12,858.22,1286.693,419.51,1920.16
2009-03-09,676.53,1456.95,,,411.27,1890.62
2009-03-10,719.6,1485.75,855.25,1300.215,417.41,1873.22
2009-03-11,721.36,1505.51,850.37,1314.519,414.41,1901.42
2009-03-12,750.74,1493.53,838.39,1310.414,415.04,1879.67
2009-03-13,756.55,1577.52,843.45,1327.437,424.79,1856.1
2009-03-16,753.89,1586.32,840.88,1324.847,424.61,1769.67
2009-03-17,778.12,1559.03,841.87,1312.092,422.32,1759.33
2009-03-18,794.35,1575.94,847.96,1322.837,426.2,1770.28
2009-03-19,784.04,1584.86,852.18,1341.603,427.72,1780.26
2009-03-20,768.54,1596.92,856.82,1360.889,429.64,1833.9
2009-03-23,822.92,1664.08,878.3,1406.647,438.17,1879.09
2009-03-24,806.12,1706.34,877.92,1436.116,438.16,1917.69
2009-03-25,813.88,1691.68,878.81,1419.973,436.92,1939.54
2009-03-26,832.86,1758.79,885.47,,439.4,1988.26
2009-03-27,815.94,1745.66,885.43,1462.745,440.81,2040.25
2009-03-30,787.53,1673.14,869.34,1419.092,429.6,2023.11
