Date,SPX.Index,STI.Index,FBMKLCI.Index,JCI.Index,SET.Index,PCOMP.Index
2014-04-04,1865.09,3212.72,1856.61,4857.944,1392.01,6561.2
2014-04-07,1845.04,3193.59,1862.9,4921.039,,6614.4
2014-04-08,1851.96,3204.09,1852.31,4921.404,1379.34,6587.49
2014-04-09,1872.18,3209.92,1855.75,,1382.02,
2014-04-10,1833.08,3203.58,1859.52,4765.729,1389.56,6638.89
2014-04-11,1815.69,3198.22,1852.66,4816.576,1389.16,6596.96
2014-04-14,1830.61,3214.83,1851.53,4864.884,,6589.55
2014-04-15,1842.98,3246.32,1853.88,4870.215,,6621.66
2014-04-16,1862.31,3253.2,1845.37,4873.011,1401.84,6671.18
2014-04-17,1864.85,3253.8,1850.54,4897.052,1408.78,
2014-04-18,,,1852.69,,1409.18,
2014-04-21,1871.89,3255.83,1862.93,4892.288,1413.07,6767.51
2014-04-22,1879.55,3277.53,1866.42,4898.206,1415.05,6784.95
2014-04-23,1875.39,3258.01,1867.35,4893.148,1423.39,6769.52
2014-04-24,1878.61,3283.93,1865.28,4891.079,1422.67,6731.33
2014-04-25,1863.4,3267.57,1860.98,4897.643,1408.16,6685.1
2014-04-28,1869.43,3242.71,1855.74,4818.758,1411.23,6604.35
2014-04-29,1878.33,3237.74,1859.34,4819.681,1412.33,6636.45
2014-04-30,1883.95,3264.71,1871.52,4840.146,1414.94,6707.91
2014-05-01,1883.68,,,,,
2014-05-02,1881.14,3252.55,1869.08,4838.76,1421.48,6742.97
2014-05-05,1884.66,3241.6,1860.54,4842.503,,6766.46
2014-05-06,1867.72,3245.56,1860.43,4834.468,1404.01,6765.93
2014-05-07,1878.21,3236.43,1860.43,4862.069,1402.61,6748.51
2014-05-08,1875.63,3247.69,1862.84,4860.889,1379.02,6765.21
2014-05-09,1878.48,3252.13,1866.72,4898.138,1377.37,6847.26
2014-05-12,1896.65,3222.43,1866.08,4912.998,1375.14,6811.34
2014-05-13,1897.45,,,4921.394,,6852.81
2014-05-14,1888.53,3259.09,1879.2,4991.636,1396.03,6880.44
2014-05-15,1870.85,3272.49,1879.83,,1395.21,6849.33
2014-05-16,1877.86,3262.59,1883.34,5031.571,1405.26,6817.71
2014-05-19,1885.08,3262.43,1887.07,5014.996,1410.63,6870.9
2014-05-20,1872.83,3265.47,1881.16,4895.955,1394.69,6882.73
2014-05-21,1888.03,3261.78,1877.03,4910.292,1402.92,6762.38
2014-05-22,1892.49,3265.66,1875.12,4969.882,1405.21,6830.58
2014-05-23,1900.53,3278.02,1869.22,4973.057,1396.84,6811.33
2014-05-26,,3282.88,1862.8,4963.925,1388.29,6790.42
2014-05-27,1911.91,3274.06,1867.57,,1392.73,6780.26
2014-05-28,1909.78,3271.84,1871.66,4985.578,1402.79,6787.88
2014-05-29,1920.03,3300.71,1876.62,,1408.51,6676.67
2014-05-30,1923.57,3295.85,1873.38,4893.908,1415.73,6647.65
2014-06-02,1924.97,3302.24,1864.25,4912.091,1440.94,6710.4
2014-06-03,1924.24,3296.67,1872.55,4942.157,1454.24,6800.84
2014-06-04,1927.88,3280.17,1865.2,4932.564,1449.4,6766.57
2014-06-05,1940.46,3279.64,1869,4935.564,1453.16,6772.44
2014-06-06,1949.44,3299.43,1862.7,4937.176,1458.02,6762.62
2014-06-09,1951.27,3305.2,1863.69,4885.083,1457.3,6802.73
2014-06-10,1950.79,3293.82,1876.61,4946.09,1469.19,6777.98
2014-06-11,1943.89,3290.04,1878.38,4971.946,1463.71,6809.18
2014-06-12,1930.11,3293.01,1873.87,4934.407,1457.02,
2014-06-13,1936.16,3293.25,1876.74,4926.663,1456.02,6784.95
2014-06-16,1937.78,3290.26,1871.58,4885.459,1471.85,6758.45
2014-06-17,1941.99,3274.44,1874.6,4909.517,1471.02,6704.93
2014-06-18,1956.98,3276.8,1876.58,4887.86,1451.36,6703.13
2014-06-19,1959.48,3269.02,1881.48,4864.273,1461.91,6699.39
2014-06-20,1962.87,3258.8,1885.72,4847.701,1467.29,6730.96
2014-06-23,1962.61,3257.4,1883.96,4842.129,1468.7,6761.99
2014-06-24,1949.98,3262.03,1892.33,4862.24,1460.92,6793.07
2014-06-25,1959.53,3261.54,1889.55,4838.982,1468.49,6834.68
2014-06-26,1957.22,3278.57,1889.97,4872.42,1477.48,6892.18
2014-06-27,1960.96,3271.05,1880.93,4845.134,1483.24,6842.15
2014-06-30,1960.23,3255.67,1882.71,4878.582,1485.75,6844.31
2014-07-01,1973.32,3242.64,1879.12,4884.825,,6826.61
2014-07-02,1974.62,3263.91,1886.84,4908.274,1491.81,6850.6
2014-07-03,1985.44,3273.15,1888.69,4888.735,1493.21,6899.31
2014-07-04,,3272.25,1884.91,4905.825,1495.83,6962.28
2014-07-07,1977.65,3291.57,1892.5,4989.031,1503.21,6999.1
2014-07-08,1963.71,3283.34,1892.65,5024.712,1507.58,6948.52
2014-07-09,1972.83,3275.46,1891.16,,1507.92,6903.79
2014-07-10,1964.68,3269.5,1892.62,5098.01,1518.01,6937.21
2014-07-11,1967.57,3293.73,1883.15,5032.599,,6901.09
2014-07-14,1977.1,3290.98,1884.87,5021.063,1529.23,6830.37
2014-07-15,1973.28,3291.42,,5070.821,1524.53,6834.04
2014-07-16,1981.57,3304.43,1886.71,5113.93,1530.42,
2014-07-17,1958.12,3306.89,1883.14,5071.202,1535.66,6867.36
2014-07-18,1978.22,3310.53,1872.97,5087.014,1533.41,6853.07
2014-07-21,1973.63,3314.27,1868.64,5127.123,1538.55,6874.88
2014-07-22,1983.53,3316.91,1871.36,5083.521,1520.81,6869.94
2014-07-23,1987.01,3340.7,1871.83,5093.23,1541.56,6892.92
2014-07-24,1987.98,3353.89,1877.05,5098.641,1543.92,6889.89
2014-07-25,1978.34,3350.17,1877.34,5088.802,1543.85,6889.55
2014-07-28,1978.91,,,,1538.13,6850.47
2014-07-29,1969.95,3356.08,,,1520.55,
2014-07-30,1970.07,3353.65,1878.34,,1518.79,6867.59
2014-07-31,1930.67,3374.06,1871.36,,1502.39,6864.82
2014-08-01,1925.15,3344.42,1863.34,,1500.2,6894.23
2014-08-04,1938.99,3318.4,1875.8,5119.245,1519.38,6998.37
2014-08-05,1920.21,3327.67,1876.69,5109.087,1528.98,6974
2014-08-06,1920.24,3320.23,1869.92,5058.227,1522.41,6948.97
2014-08-07,1909.57,3314.22,1867.32,5066.978,1522.27,6955.21
2014-08-08,1931.59,3288.89,1839.87,5053.76,1520.31,6880.34
2014-08-11,1936.92,3306.45,1849.32,5113.236,,6956.66
2014-08-12,1933.75,3303.39,1850.39,5132.395,,6983.49
2014-08-13,1946.72,3301.41,1858.04,5168.269,1544.55,6986.24
2014-08-14,1955.18,3294.83,1861.58,5155.547,1541.97,7061
2014-08-15,1955.06,3314.77,1864.31,5148.962,1546.62,7008.51
2014-08-18,1971.74,3312.78,1861.75,5156.751,1542.36,7027.58
2014-08-19,1981.6,3316.43,1872.16,5165.168,1542.85,7082.75
2014-08-20,1986.51,3323.65,1878.89,5190.167,1550.77,7096.49
2014-08-21,1992.37,3324.09,1874.81,5206.136,1551.41,
2014-08-22,1988.4,3325.5,1870.99,5198.896,1556.97,7133.09
2014-08-25,1997.92,3330.28,1862.31,5184.956,1563.13,
2014-08-26,2000.02,3323.02,1861.82,5146.552,1560.17,7146.35
2014-08-27,2000.12,3341.46,1872.38,5165.247,1564.58,7160.46
2014-08-28,1996.74,3330.22,1875.68,5184.479,1559.05,7100.7
2014-08-29,2003.37,3327.09,1866.11,5136.863,1561.63,7050.89
2014-09-01,,3314.13,,5177.618,1565.35,7083.49
2014-09-02,2002.28,3328.3,1867.69,5201.586,1568.6,7106.56
2014-09-03,2000.72,3348.77,1864.87,5224.135,1583.27,7206.02
2014-09-04,1997.65,3346.34,1869.21,5205.322,1579.73,7204.11
2014-09-05,2007.71,3341.73,1868.46,5217.335,1584.32,7263.58
2014-09-08,2001.54,3335.19,1871.09,5246.483,1584.77,7314.94
2014-09-09,1988.44,3342.96,1874.12,5197.119,1583.18,7253.67
2014-09-10,1995.69,3338.63,1870.85,5142.991,1582.13,7212.78
2014-09-11,1997.45,3347.28,1866.11,5133.033,1580.87,7202.06
2014-09-12,1985.54,3345.55,1855.64,5143.711,1581.36,7201.88
2014-09-15,1984.13,3312.47,1847.3,5144.898,1579.12,7161.27
2014-09-16,1998.98,3272.62,,5130.503,1565.41,7180.34
2014-09-17,2001.57,3296.48,1843.78,5188.184,1570.64,7231.84
2014-09-18,2011.36,3297.29,1845.32,5208.142,1584.23,7287.29
2014-09-19,2010.4,3305.05,1849.49,5227.582,1584.91,
2014-09-22,1994.29,3296.57,1846.05,5219.803,1589.51,7279.86
2014-09-23,1982.77,3298.09,1840.19,5188.114,1590.13,7271.62
2014-09-24,1998.3,3292.81,1840.08,5174.007,1591.89,7355.29
2014-09-25,1965.99,3290.99,1843.11,5201.379,1591.99,7294.21
2014-09-26,1982.85,3292.21,1840.5,5132.563,1600.16,7261.3
2014-09-29,1977.8,3289.72,1846.34,5142.011,1585.79,7265.36
2014-09-30,1972.29,3276.74,1846.31,5137.579,1585.67,7283.07
2014-10-01,1946.16,3264.09,1845.32,5140.913,1587.35,7268.06
2014-10-02,1946.17,3228.71,1837.68,5000.809,1569.73,7196.26
2014-10-03,1967.9,3253.24,1840.82,4949.346,1570.28,7247.03
2014-10-06,1964.82,,,5000.138,1543.13,
2014-10-07,1935.1,3243.99,1833.54,5032.841,1539.39,7239.38
2014-10-08,1968.89,3226.71,1824.32,4958.519,1543.39,7185.68
2014-10-09,1928.21,3259.25,1829.73,4993.879,1560.61,7201.89
2014-10-10,1906.13,3223.87,1808.88,4962.96,1552.72,7167.35
2014-10-13,1874.74,3202.15,1797.2,4913.053,1542.35,6968.09
2014-10-14,1877.7,3194.4,1796.38,4922.582,1546.78,6946.06
2014-10-15,1862.49,3198.72,1786.84,4962.94,1547.41,6991.19
2014-10-16,1862.76,3154.21,1767.77,4951.614,1526.15,7028.58
2014-10-17,1886.76,3167.73,1788.31,5028.946,1528.71,7003.22
2014-10-20,1904.01,3181.05,1803.14,5040.532,1526.67,7057.53
2014-10-21,1941.28,3202.74,1796.22,5029.344,1526.14,7068.03
2014-10-22,1927.11,,,5074.323,1532.72,7154.22
2014-10-23,1950.82,3236.5,1810.68,5103.518,,7116.13
2014-10-24,1964.58,3222.55,1818.86,5073.068,1539.91,7103.55
2014-10-27,1961.63,3226.11,1823.15,5024.292,1547.89,7103.54
2014-10-28,1985.05,3211.65,1825.68,5001.304,1556.53,7066.74
2014-10-29,1982.3,3224.03,1839.55,5074.056,1562.67,7093.31
2014-10-30,1994.65,3234.31,1842.78,5058.849,1565.35,7170.99
2014-10-31,2018.05,3274.25,1855.15,5089.547,1584.16,7215.73
2014-11-03,2017.81,3290.84,1853.34,5085.509,1579.18,7312.85
2014-11-04,2012.1,3281.57,1847.36,5070.94,1585.15,7222.01
2014-11-05,2023.57,3287.66,1839.29,5066.832,1577.4,7208.81
2014-11-06,2031.21,3290.96,1831.98,5034.231,1580.77,7236.63
2014-11-07,2031.92,3286.39,1824.19,4987.424,1578.37,7205.72
2014-11-10,2038.26,3301,1827.93,4965.387,1567.34,7192.12
2014-11-11,2039.68,3292.15,1825.11,5032.284,1571.2,7204.55
2014-11-12,2038.25,3283.71,1816.24,5048.841,1562.03,7232.87
2014-11-13,2039.33,3304.93,1815.81,5048.668,1577.21,7198.63
2014-11-14,2039.82,3315.67,1813.79,5049.488,1575.88,7217.34
2014-11-17,2041.32,3288.67,1806.48,5053.943,1569.07,7229.72
2014-11-18,2051.8,3313.73,1818.38,5102.469,1581.27,7275.66
2014-11-19,2048.72,3334.56,1824.39,5127.933,1577.55,7269.49
2014-11-20,2052.75,3315.6,1822.29,5093.566,1568.68,7268.95
2014-11-21,2063.5,3345.32,1809.13,5112.045,1579.2,7276.18
2014-11-24,2069.41,3340.53,1833.77,5141.764,1590.14,7325.13
2014-11-25,2067.03,3344.99,1838.56,5118.945,1596.8,7286.85
2014-11-26,2072.83,3349.66,1842.17,5133.036,1591,7356.59
2014-11-27,,3340.96,1829.91,5145.315,1599.82,7265.34
2014-11-28,2067.56,3350.5,1820.89,5149.888,1593.91,7294.38
2014-12-01,2053.44,3305.64,1778.27,5164.288,1593.82,7331.73
2014-12-02,2066.55,3322.32,1785.97,5175.793,1594,7344.23
2014-12-03,2074.33,3303.39,1758.15,5166.044,1594.58,7360.75
2014-12-04,2071.92,3304.82,1745.69,5177.16,1597.76,7299.85
2014-12-05,2075.37,3324.39,1749.37,5187.994,,7230.56
2014-12-08,2060.31,3297.84,1740.84,5144.014,1575.55,
2014-12-09,2059.82,3319.84,1738.1,5122.312,1559.56,7183.87
2014-12-10,2026.14,3325.81,1765.52,5165.407,,7175.08
2014-12-11,2035.33,3318.7,1744.57,5152.695,1526.81,7072.1
2014-12-12,2002.33,3324.13,1732.99,5160.433,1514.95,7224.21
2014-12-15,1989.63,3294.14,1697.31,5108.432,1478.49,7275.62
2014-12-16,1972.74,3215.09,1673.94,5026.028,1461.74,7160.38
2014-12-17,2012.89,3227.23,1681.9,5035.649,1480.2,6966.21
2014-12-18,2061.23,3243.65,1699.95,5113.345,1516.79,7029.28
2014-12-19,2070.65,3279.53,1715.99,5144.621,1514.35,7125.63
2014-12-22,2078.54,3330.96,1744.05,5125.772,1536.83,7139.27
2014-12-23,2082.17,3332.51,1749.05,5139.068,1531.17,7186.32
2014-12-24,2081.88,3345.91,1749.74,5166.983,1525.06,
2014-12-25,,,,,1504.89,
2014-12-26,2088.77,3353.68,1764.44,,1510.41,
2014-12-29,2090.57,3367.69,1768.41,5178.373,1498.22,7230.57
2014-12-30,2080.35,3366.11,1766.83,5226.947,1497.67,
2014-12-31,2058.9,3365.15,1761.25,,,
2015-01-02,2058.2,3370.59,1752.77,5242.769,,
2015-01-05,2020.58,3328.28,1736.62,5219.995,1483.25,7276.63
2015-01-06,2002.61,3281.95,1716.58,5169.06,1477.58,7277.74
2015-01-07,2025.9,3298.36,1709.18,5207.118,1500.75,7309.7
2015-01-08,2062.14,3345.11,1728.06,5211.828,1521.62,7367.63
2015-01-09,2044.81,3338.44,1732.44,5216.665,1529.42,7402.72
2015-01-12,2028.26,3344.89,1735.08,5187.933,1531.21,7358.36
2015-01-13,2023.03,3341.07,1748.9,5214.359,1534.97,7399
2015-01-14,2011.27,3326.16,1742.01,5159.668,1523.24,7490.88
2015-01-15,1992.67,3338.84,1745,5188.712,1523.38,
2015-01-16,2019.42,3300.68,1743.57,5148.379,1517.74,
2015-01-19,,3307.7,1753.31,5152.093,1535.37,7485.32
2015-01-20,2022.55,3334.02,1750.11,5166.09,1535.09,7452.81
2015-01-21,2032.12,3354.46,1770.09,5215.266,1537.36,7474.1
2015-01-22,2063.15,3370.29,1781.75,5253.183,1560.34,7416.31
2015-01-23,2051.82,3411.5,1803.08,5323.885,1598.33,7548.93
2015-01-26,2057.09,3398.52,1796.44,5260.024,1588.31,7586.67
2015-01-27,2029.55,3412.2,1803.17,5277.149,1589.81,7630.57
2015-01-28,2002.16,3419.15,1795.88,5268.852,1592.81,7661.18
2015-01-29,2021.25,3419.05,1782.18,5262.718,1586.4,7617.3
2015-01-30,1994.99,3391.2,1781.26,5289.404,1581.25,7689.91
2015-02-02,2020.85,3423.35,,5276.236,1582.7,7630.71
2015-02-03,2050.03,3408.02,,5291.718,1602.54,7613.15
2015-02-04,2041.51,3417.57,1803.02,5315.284,1599.81,7716.06
2015-02-05,2062.52,3406.58,1803.21,5279.895,1607.92,7674.24
2015-02-06,2055.47,3431.36,1813.25,5342.515,1613.63,7728.18
2015-02-09,2046.74,3418.02,1811.58,5348.47,1601.77,7782.57
2015-02-10,2068.59,3434.24,1811.12,5321.474,1594.96,7723.14
2015-02-11,2068.53,3444.57,1798.95,5336.519,1605.11,7686.43
2015-02-12,2088.48,3419.17,1789.07,5343.411,1613.4,7714.59
2015-02-13,2096.99,3426.22,1800.95,5374.165,1615.89,7773.45
2015-02-16,,3427.16,1808.89,5325.495,1608.04,7784.65
2015-02-17,2100.34,3415.91,1810.09,5337.501,1587.75,7793.4
2015-02-18,2099.68,3435.66,1807.87,5390.449,1603.14,7803.45
2015-02-19,2097.45,,,,1599.96,
2015-02-20,2110.3,,,5400.104,1603.45,7825.39
2015-02-23,2109.66,3421.3,1809.39,5403.277,1593.89,7826.07
2015-02-24,2115.48,3437.61,1818.68,5417.314,1598.66,7834.86
2015-02-25,2113.86,3440.83,1815.86,5445.108,1589.33,7844.06
2015-02-26,2110.74,3426.18,1820.87,5451.422,1593.55,7764.39
2015-02-27,2104.5,3402.86,1821.21,5450.294,1587.01,7730.57
2015-03-02,2117.39,3403.89,1817.13,5477.831,1582.14,7773.92
2015-03-03,2107.78,3422.11,1821.25,5474.619,1562.84,7776.51
2015-03-04,2098.53,3415.53,1825.54,5448.059,,7847.83
2015-03-05,2101.04,3395.27,1806.09,5450.947,1553.33,7819.04
2015-03-06,2071.26,3417.51,1806.96,5514.787,1568.29,7861.33
2015-03-09,2079.43,3404.57,1791.74,5444.634,1559.71,7820.29
2015-03-10,2044.16,3398.26,1789.73,5462.928,1531.04,7828.48
2015-03-11,2040.24,3378.59,1778.16,5419.566,1543.84,7790.7
2015-03-12,2065.95,3373.6,1786.87,5439.832,1544.34,7839.82
2015-03-13,2053.4,3362.77,1781.75,5426.466,1541.55,7809.54
2015-03-16,2081.19,3376.04,1780.54,5435.271,1515.57,7730.95
2015-03-17,2074.28,3369.95,1787.87,5439.153,1512.84,7789.1
2015-03-18,2099.5,3361.75,1797.57,5413.151,1531.5,7756.58
2015-03-19,2089.27,3386.16,1809.13,5453.854,1532.13,7814.55
2015-03-20,2108.1,3412.44,1803.65,5443.065,1529.96,7818.38
2015-03-23,2104.42,3410.13,1795.85,5437.098,1520.01,7840.49
2015-03-24,2091.5,3413.26,1814.04,5447.648,1514.45,7828.94
2015-03-25,2061.05,3419.02,1819.1,5405.489,1512.8,7836.34
2015-03-26,2056.15,3431.59,1818.42,5368.8,1496.41,7871.1
2015-03-27,2061.02,3450.1,1813.37,5396.854,1495.22,7877.96
2015-03-30,2086.24,3454.26,1821.83,5438.656,1496.51,7899.41
2015-03-31,2067.89,3447.01,1830.78,5518.675,1505.94,7940.49
2015-04-01,2059.69,3447.02,1826.31,5466.867,1525.58,7993.09
2015-04-02,2066.96,3453.75,1831.97,5456.399,1532.23,
2015-04-03,,,1834.52,,1536.05,
2015-04-06,2080.62,3452.91,1842.94,5480.031,,8053.74
2015-04-07,2076.33,3465.62,1856.51,5523.29,1549.53,8098.68
2015-04-08,2081.9,3460.68,1850.31,5486.584,1544.86,8052.69
2015-04-09,2091.18,3460.3,1849.39,5500.9,1545.11,
2015-04-10,2102.06,3472.38,1844.31,5491.34,1547.83,8127.48
2015-04-13,2092.43,3484.39,1842.08,5447.409,,8073.25
2015-04-14,2095.84,3521.08,1839.61,5419.107,,8056.49
2015-04-15,2106.63,3539.95,1840.13,5414.547,,7906.46
2015-04-16,2104.99,3531.61,1847.94,5420.733,1570,7948.2
2015-04-17,2081.18,3525.19,1845.86,5410.644,1566.85,7946.89
2015-04-20,2100.4,3503.25,1848.66,5400.803,1560.32,7865.27
2015-04-21,2097.29,3508.61,1862.8,5460.573,1569.35,7846.94
2015-04-22,2107.96,3496.24,1854.77,5437.119,1552.01,7833.03
2015-04-23,2112.93,3502.75,1846.08,5436.209,1544.84,7892.05
2015-04-24,2117.69,3513,1862.58,5435.355,1555.46,7947.25
2015-04-27,2108.92,3515.85,1859.58,5245.446,1548.83,7958.07
2015-04-28,2114.76,3495.09,1855.06,5242.157,1531.53,7886.57
2015-04-29,2106.85,3487.15,1842.93,5105.563,1522.47,7825.47
2015-04-30,2085.51,3487.39,1818.27,5086.425,1526.74,7714.82
2015-05-01,2108.29,,,,,
2015-05-04,2114.49,3482.7,,5141.137,,7816.44
2015-05-05,2089.46,3471.19,1827.42,5160.308,,7919.21
2015-05-06,2080.15,3459.79,1820.97,5184.95,1519.88,7873.64
2015-05-07,2088,3432.78,1805.1,5150.486,1498.31,7816.27
2015-05-08,2116.1,3452.01,1807.65,5182.213,1510.51,7763.21
2015-05-11,2105.33,3470.8,1805.49,5172.482,1501.3,7777.9
2015-05-12,2099.12,3442.33,1798.61,5205.612,1485.72,7794.55
2015-05-13,2098.48,3453.17,1803.02,5246.133,1495.95,7808.35
2015-05-14,2121.1,3455.78,1807.55,,1497.4,7831.44
2015-05-15,2122.73,3463.1,1811.92,5227.096,1512.19,7881.95
2015-05-18,2129.2,3459.57,1823.5,5237.811,1510.41,7910.43
2015-05-19,2127.83,3454.04,1809.72,5269.371,1525.96,7871.31
2015-05-20,2125.85,3439.68,1810.11,5292.749,1520.11,7881.93
2015-05-21,2130.82,3439.86,1795.04,5313.208,1526.25,7835.38
2015-05-22,2126.06,3450.18,1787.5,5315.153,1523.86,7810.17
2015-05-25,,3460.85,1767.38,5288.362,1508.16,7761.53
2015-05-26,2104.2,3459.98,1764.07,5320.901,1497.98,7728.5
2015-05-27,2123.48,3424.94,1755.05,5253.388,1500.84,7598.7
2015-05-28,2120.79,3417.77,1755.56,5237.401,1493.61,7505.03
2015-05-29,2107.39,3392.11,1747.52,5216.379,1496.05,7580.46
2015-06-01,2111.73,,1743.41,5213.816,,7670.37
2015-06-02,2109.6,3340.75,1741.37,,1476.87,7551.96
2015-06-03,2114.07,3349.84,1749.17,5130.499,1482.07,7561.67
2015-06-04,2095.84,3345,1741.48,5095.821,1490.9,7553.65
2015-06-05,2092.83,3333.67,1745.33,5100.572,1507.37,7526.7
2015-06-08,2079.28,3320.33,1739.45,5014.992,1508.28,7484.89
2015-06-09,2080.15,3295.13,1729.05,4899.882,1492.32,7323.44
2015-06-10,2105.2,3325.77,1735.63,4933.557,1504.04,7384.27
2015-06-11,2108.86,3347.67,1734.76,4928.812,1514.81,7503.72
2015-06-12,2094.11,3353.85,1734.37,4935.817,1508.23,
2015-06-15,2084.43,3323.13,1722.16,4837.794,1501.89,7456.16
2015-06-16,2096.29,3298.09,1722.24,4872.599,1503.28,7505.48
2015-06-17,2100.44,3325.91,1726.86,4945.753,1514.79,7536.31
2015-06-18,2121.24,3300.42,1718.12,4945.499,1508.04,7606.86
2015-06-19,2109.99,3300.96,1721.77,4985.006,1491.46,7601.17
2015-06-22,2122.85,3315.13,1732.76,4959.252,1504.06,7609.14
2015-06-23,2124.2,3339.78,1726.86,4937.648,1503.23,7551.56
2015-06-24,2108.58,3351.33,1731.68,4953.516,1518.26,7643.33
2015-06-25,2102.31,3349.87,1716.81,4920.042,1519.47,7581.91
2015-06-26,2101.49,3320.9,1710.47,4923.005,1518.03,7622.05
2015-06-29,2057.64,3280.18,1691.92,4882.578,1511.19,7567.38
2015-06-30,2063.11,3317.33,1706.64,4910.658,1504.55,7564.5
2015-07-01,2077.42,3331.14,1727.96,4904.063,,7575.15
2015-07-02,2076.78,3327.84,1733.88,4944.781,1491.62,7578.31
2015-07-03,,3342.73,1734.24,4982.91,1489.59,7535.3
2015-07-06,2068.76,3332.94,1717.05,4916.741,1473.23,7455.15
2015-07-07,2081.34,3340.93,1712.3,4906.05,1483.77,7442.65
2015-07-08,2046.68,3284.99,1695.83,4871.571,1470.25,7363.43
2015-07-09,2051.31,3267.4,1701.54,4838.284,1472.57,7377.69
2015-07-10,2076.62,3279.88,1715.58,4859.034,1484.9,7392.59
2015-07-13,2099.6,3311.22,1716.11,4893.917,1490.65,7496.33
2015-07-14,2108.95,3316.5,1721.1,4901.807,1488.4,7538.76
2015-07-15,2107.4,3338.86,1727.26,4869.849,1486.74,7559.04
2015-07-16,2124.29,3353.45,1726.73,,1481.26,7617.13
2015-07-17,2126.64,,,,1479.31,
2015-07-20,2128.28,3373.48,1724.13,,1466.71,7541.17
2015-07-21,2119.21,3371.41,1736.19,,1447.44,7627.96
2015-07-22,2114.15,3359.17,1729.53,4906.689,1447.84,7635.62
2015-07-23,2102.15,3356.37,1722.44,4902.845,1444.66,7653.22
2015-07-24,2079.65,3352.65,1720.76,4856.595,1438.08,7665.52
2015-07-27,2067.64,3313.42,1709.76,4771.285,1412.55,7547.44
2015-07-28,2093.25,3281.09,1699.7,4714.756,1408.07,7479.03
2015-07-29,2108.57,3284,1698.99,4721.121,1417.49,7482.83
2015-07-30,2108.63,3249.52,1699.92,4712.492,,7510.39
2015-07-31,2103.84,3202.5,1723.14,4802.529,1440.12,7550
2015-08-03,2098.04,3192.79,1744.19,4800.182,1442.04,7573.26
2015-08-04,2093.32,3191.04,1723.73,4781.087,1432.16,7598.29
2015-08-05,2099.84,3191.39,1725.56,4850.532,1436.36,7662.55
2015-08-06,2083.56,3196.66,1694.64,4806.564,1430.58,7589.95
2015-08-07,2077.57,,1682.65,4770.303,1428.79,7532.52
2015-08-10,2104.18,,1654.37,4748.949,1420.13,7534.35
2015-08-11,2084.07,3153.06,1636.71,4622.591,1408.32,7570.45
2015-08-12,2086.05,3061.49,1609.93,4479.491,,7495.43
2015-08-13,2083.39,3091.78,1621.62,4584.25,1404.15,7439.8
2015-08-14,2091.54,3114.25,1596.82,4585.391,1413.92,7408.44
2015-08-17,2102.44,3067.35,1572.54,,1408.74,7336.84
2015-08-18,2096.92,3049.65,1579.6,4510.478,1372.61,7333.45
2015-08-19,2079.61,3041.25,1582.44,4484.242,1379.12,7344.73
2015-08-20,2035.73,3009.78,1577.41,4441.911,1372.53,7278.98
2015-08-21,1970.89,2971.01,1574.67,4335.953,1365.61,
2015-08-24,1893.21,2843.39,1532.14,4163.729,1301.06,6791.01
2015-08-25,1867.61,2886.29,1563.94,4228.501,1323.88,6830.34
2015-08-26,1940.51,2873,1580.37,4237.733,1320.08,6867.92
2015-08-27,1987.66,2945.43,1601.7,4430.632,1358.03,7022.09
2015-08-28,1988.87,2955.94,1612.74,4446.201,1365.94,7098.81
2015-08-31,1972.18,2921.44,,4509.607,1382.41,
2015-09-01,1913.85,2882.77,1609.21,4412.459,1362.39,7086.86
2015-09-02,1948.86,2878.13,1590.19,4401.293,1372.45,7072.46
2015-09-03,1951.13,2906.43,1602.75,4433.111,1383.48,7098.76
2015-09-04,1921.22,2863.81,1589.16,4415.343,1370.75,7051.78
2015-09-07,,2852.41,1582.85,4301.365,1371.4,6926.82
2015-09-08,1969.41,2885.32,1587.12,4318.591,1379.32,6891.3
2015-09-09,1942.04,2928.18,1603.36,4347.277,1396.29,6942.47
2015-09-10,1952.29,2888.03,1614.02,4343.261,1396.16,6893.54
2015-09-11,1961.05,,1603.6,4360.468,1381.72,6911.38
2015-09-14,1953.03,2871.47,1639.63,4390.373,1377.15,7069.18
2015-09-15,1978.09,2841.94,1647.15,4347.16,1370.65,7089.01
2015-09-16,1995.31,2868.74,,4332.513,1381.8,7093.92
2015-09-17,1990.2,2895.81,1681.54,4378.385,1389.7,7123.99
2015-09-18,1958.03,2879.59,1669.45,4380.32,1390.32,7131.91
2015-09-21,1966.97,2882.27,1639.47,4376.082,1392.73,7092.41
2015-09-22,1942.74,2868.47,1635.37,4344.044,1379.32,7051.23
2015-09-23,1938.76,2845.74,1613.17,4244.427,1375.17,6926.91
2015-09-24,1932.24,,,,1372.35,6917.55
2015-09-25,1931.34,2832.64,1615.01,4209.439,1376.83,
2015-09-28,1881.77,2791.92,1608.43,4120.503,1352.13,6815.59
2015-09-29,1884.09,2787.94,1603.32,4178.408,1348.84,6859.29
2015-09-30,1920.03,2790.89,1621.04,4223.908,1349,6893.98
2015-10-01,1923.82,2801.85,1633.93,4254.876,1345.15,6890.94
2015-10-02,1951.36,2793.15,1628.8,4207.799,1346.35,6850.61
2015-10-05,1987.05,2851.25,1647.59,4343.701,1363.17,6961.93
2015-10-06,1979.92,2897.41,1662.51,4445.781,1370.69,7055.49
