Date,DBS.SP.Equity,OCBC.SP.Equity,UOB.SP.Equity
2007-11-29,1.4838,1.6637,1.8099
2007-11-30,1.5063,1.6736,1.8378
2007-12-03,1.5287,1.6637,1.847
2007-12-04,1.5362,1.6834,1.8749
2007-12-05,1.5512,1.6834,1.8656
2007-12-06,1.5737,1.6834,1.8563
2007-12-07,1.5812,1.6932,1.8656
2007-12-10,1.5812,1.7031,1.8563
2007-12-11,1.6262,1.7228,1.9027
2007-12-12,1.6037,1.7228,1.8656
2007-12-13,1.5437,1.6834,1.8378
2007-12-14,1.5287,1.7031,1.8285
2007-12-17,1.4763,1.6539,1.7635
2007-12-18,1.4988,1.6736,1.7821
2007-12-19,1.4988,1.6539,1.7635
2007-12-21,1.5362,1.6342,1.8192
2007-12-24,1.5497,1.6539,1.8359
2007-12-26,1.5827,1.6598,1.8433
2007-12-27,1.5782,1.644,1.8359
2007-12-28,1.5527,1.6263,1.8303
2007-12-31,1.529,1.7308,1.8241
2008-01-02,1.5246,1.7246,1.8039
2008-01-03,1.498,1.7162,1.7801
2008-01-04,1.5128,1.735,1.8021
2008-01-07,1.4951,1.71,1.7489
2008-01-08,1.4803,1.6891,1.7269
2008-01-09,1.4995,1.7204,1.7416
2008-01-10,1.4832,1.6912,1.7232
2008-01-11,1.4655,1.6765,1.7177
2008-01-14,1.4212,1.6306,1.6701
2008-01-15,1.3902,1.6035,1.6096
2008-01-16,1.3444,1.5889,1.5656
2008-01-17,1.4138,1.6285,1.6426
2008-01-18,1.3798,1.6348,1.6279
2008-01-21,1.2927,1.5408,1.5253
2008-01-22,1.2927,1.545,1.5216
2008-01-23,1.3148,1.5889,1.5601
2008-01-24,1.3636,1.6035,1.6114
2008-01-25,1.399,1.6285,1.6572
2008-01-28,1.334,1.5868,1.6041
2008-01-29,1.334,1.5868,1.6096
2008-01-30,1.3074,1.5742,1.5949
2008-01-31,1.2838,1.5555,1.5949
2008-02-01,1.3074,1.5659,1.6426
2008-02-04,1.3281,1.593,1.6957
2008-02-05,1.3,1.5763,1.6609
2008-02-06,1.2572,1.5241,1.6114
2008-02-11,1.2306,1.4907,1.5583
2008-02-12,1.2395,1.4928,1.5766
2008-02-13,1.241,1.4866,1.5766
2008-02-14,1.2779,1.5304,1.6371
2008-02-15,1.3222,1.5659,1.6701
2008-02-18,1.3473,1.5763,1.6462
2008-02-19,1.3562,1.5701,1.6756
2008-02-20,1.3222,1.5555,1.6499
2008-02-21,1.3444,1.5868,1.6774
2008-02-22,1.3222,1.6035,1.7122
2008-02-25,1.3252,1.5805,1.7177
2008-02-26,1.3207,1.6014,1.7269
2008-02-27,1.3074,1.6244,1.6884
2008-02-28,1.2941,1.6056,1.6811
2008-02-29,1.2808,1.5993,1.6517
2008-03-03,1.2572,1.5659,1.6279
2008-03-04,1.2705,1.5638,1.6371
2008-03-05,1.272,1.5596,1.6353
2008-03-06,1.2557,1.5742,1.6444
2008-03-07,1.2321,1.5596,1.6133
2008-03-10,1.2247,1.5555,1.6499
2008-03-11,1.2424,1.5763,1.6389
2008-03-12,1.2808,1.6014,1.6353
2008-03-13,1.2483,1.5575,1.5711
2008-03-14,1.2454,1.5847,1.5803
2008-03-17,1.2336,1.5701,1.5729
2008-03-18,1.2661,1.5972,1.6078
2008-03-19,1.2838,1.6223,1.6499
2008-03-20,1.2631,1.6181,1.6627
2008-03-24,1.3296,1.6411,1.7159
2008-03-25,1.3621,1.6828,1.7672
2008-03-26,1.3577,1.6995,1.7636
2008-03-27,1.3739,1.6974,1.7966
2008-03-28,1.3606,1.7058,1.7746
2008-03-31,1.311,1.6927,1.7831
2008-04-01,1.3576,1.724,1.8278
2008-04-02,1.426,1.7679,1.88
2008-04-03,1.4435,1.7825,1.8949
2008-04-04,1.445,1.7658,1.8819
2008-04-07,1.4362,1.7846,1.8986
2008-04-08,1.4173,1.7805,1.8539
2008-04-09,1.4056,1.7616,1.8614
2008-04-10,1.4056,1.7825,1.8725
2008-04-11,1.4319,1.8097,1.9378
2008-04-14,1.3969,1.7742,1.8837
2008-04-15,1.3852,1.7491,1.8744
2008-04-16,1.3882,1.7491,1.8819
2008-04-17,1.3969,1.7763,1.9061
2008-04-18,1.394,1.7805,1.9098
2008-04-21,1.4246,1.8014,1.9173
2008-04-22,1.4348,1.7972,1.9322
2008-04-23,1.4493,1.8139,1.9284
2008-04-24,1.4348,1.8034,1.9079
2008-04-25,1.4493,1.8181,1.9191
2008-04-28,1.4595,1.8306,1.9228
2008-04-29,1.4479,1.8369,1.9098
2008-04-30,1.4464,1.8494,1.9005
2008-05-02,1.4741,1.8808,1.9843
2008-05-05,1.4857,1.8828,1.9899
2008-05-06,1.493,1.8849,1.9937
2008-05-07,1.477,1.8808,1.9955
2008-05-08,1.4552,1.8494,1.9247
2008-05-09,1.4552,1.8452,1.9154
2008-05-12,1.4639,1.8348,1.8949
2008-05-13,1.4683,1.8494,1.8912
2008-05-14,1.4581,1.8452,1.9005
2008-05-15,1.461,1.8557,1.8986
2008-05-16,1.4916,1.8745,1.8893
2008-05-20,1.4566,1.8599,1.867
2008-05-21,1.442,1.8599,1.8651
2008-05-22,1.4289,1.8411,1.8558
2008-05-23,1.4246,1.8369,1.7645
2008-05-26,1.4071,1.8076,1.8297
2008-05-27,1.4071,1.8014,1.8353
2008-05-28,1.41,1.8055,1.8465
2008-05-29,1.41,1.7993,1.8651
2008-05-30,1.4202,1.8118,1.88
2008-06-02,1.4333,1.8118,1.8744
2008-06-03,1.4144,1.7951,1.8539
2008-06-04,1.4246,1.7888,1.8316
2008-06-05,1.4406,1.7888,1.8204
2008-06-06,1.4464,1.7825,1.8148
2008-06-09,1.4202,1.7387,1.7887
2008-06-10,1.3954,1.7199,1.7589
2008-06-11,1.4187,1.7366,1.7868
2008-06-12,1.4085,1.7324,1.785
2008-06-13,1.3882,1.7136,1.7589
2008-06-16,1.4158,1.7428,1.7887
2008-06-17,1.4144,1.7449,1.7924
2008-06-18,1.4231,1.7449,1.8055
2008-06-19,1.4013,1.7157,1.7626
2008-06-20,1.3911,1.7178,1.7552
2008-06-23,1.378,1.7136,1.744
2008-06-24,1.3648,1.7115,1.7309
2008-06-25,1.3882,1.7407,1.7682
2008-06-26,1.3838,1.7533,1.7719
2008-06-27,1.3896,1.7282,1.7663
2008-06-30,1.4088,1.7928,1.7797
2008-07-01,1.3999,1.7709,1.7682
2008-07-02,1.3954,1.7884,1.7759
2008-07-03,1.3939,1.773,1.7778
2008-07-04,1.3954,1.7665,1.7663
2008-07-07,1.4028,1.7709,1.7778
2008-07-08,1.3804,1.7489,1.7568
2008-07-09,1.4073,1.7709,1.7721
2008-07-10,1.3954,1.7555,1.7682
2008-07-11,1.4223,1.795,1.7912
2008-07-14,1.4043,1.7884,1.774
2008-07-15,1.373,1.7621,1.7357
2008-07-16,1.3745,1.7445,1.7549
2008-07-17,1.3909,1.7643,1.7912
2008-07-18,1.3939,1.7862,1.7835
2008-07-21,1.4327,1.8191,1.816
2008-07-22,1.4312,1.8103,1.7893
2008-07-23,1.4731,1.8498,1.8428
2008-07-24,1.4761,1.8564,1.8523
2008-07-25,1.4477,1.8323,1.8237
2008-07-28,1.4447,1.8433,1.839
2008-07-29,1.4223,1.8191,1.839
2008-07-30,1.4432,1.8433,1.8504
2008-07-31,1.4342,1.8498,1.8619
2008-08-01,1.4297,1.8345,1.8504
2008-08-04,1.4223,1.8213,1.8447
2008-08-05,1.4058,1.8455,1.881
2008-08-06,1.3999,1.8433,1.9135
2008-08-07,1.4043,1.8082,1.9173
2008-08-08,1.3969,1.7906,1.8791
2008-08-11,1.4028,1.7774,1.8906
2008-08-12,1.3879,1.7906,1.9059
2008-08-13,1.3819,1.8016,1.9059
2008-08-14,1.3819,1.8082,1.9001
2008-08-15,1.3894,1.806,1.8925
2008-08-18,1.3745,1.8103,1.8447
2008-08-19,1.3386,1.7752,1.8179
2008-08-20,1.3416,1.795,1.8351
2008-08-21,1.3237,1.7774,1.816
2008-08-22,1.3207,1.784,1.8256
2008-08-25,1.3281,1.784,1.8332
2008-08-26,1.3162,1.7665,1.8007
2008-08-27,1.3252,1.7643,1.7931
2008-08-28,1.3102,1.7687,1.7835
2008-08-29,1.3506,1.7752,1.816
2008-09-01,1.3371,1.7555,1.7931
2008-09-02,1.3521,1.7884,1.8256
2008-09-03,1.3296,1.7687,1.816
2008-09-04,1.3132,1.7292,1.7682
2008-09-05,1.2923,1.6875,1.73
2008-09-08,1.3595,1.7709,1.816
2008-09-09,1.3521,1.7555,1.8371
2008-09-10,1.3326,1.7335,1.8351
2008-09-11,1.2759,1.6743,1.7606
2008-09-12,1.2714,1.6875,1.774
2008-09-15,1.2295,1.6414,1.686
2008-09-16,1.2236,1.6326,1.6344
2008-09-17,1.2056,1.6151,1.5771
2008-09-18,1.2041,1.6107,1.5981
2008-09-19,1.2788,1.6853,1.6994
2008-09-22,1.2833,1.6633,1.6688
2008-09-23,1.2594,1.626,1.6268
2008-09-24,1.2594,1.6304,1.6249
2008-09-25,1.2624,1.6063,1.621
2008-09-26,1.2639,1.5712,1.6057
2008-09-29,1.2624,1.5514,1.5924
2008-09-30,1.2654,1.518,1.6854
2008-10-02,1.2594,1.5264,1.6654
2008-10-03,1.2488,1.5032,1.6573
2008-10-06,1.1764,1.3994,1.5791
2008-10-07,1.19,1.3994,1.6011
2008-10-08,1.1312,1.3232,1.543
2008-10-09,1.1568,1.3888,1.5991
2008-10-10,1.0558,1.3041,1.4848
2008-10-13,1.1206,1.3592,1.5751
2008-10-14,1.1538,1.4079,1.6052
2008-10-15,1.101,1.3761,1.563
2008-10-16,1.0437,1.338,1.5048
2008-10-17,0.9804,1.2914,1.4808
2008-10-20,0.9834,1.3507,1.565
2008-10-21,0.9532,1.3084,1.5369
2008-10-22,0.8748,1.2491,1.4567
2008-10-23,0.828,1.1623,1.3845
2008-10-24,0.7571,1.0332,1.2119
2008-10-28,0.7692,1.0818,1.2781
2008-10-29,0.7994,1.0162,1.2841
2008-10-30,0.8672,1.0903,1.3684
2008-10-31,0.831,1.0374,1.3062
2008-11-03,0.8808,1.0988,1.3744
2008-11-04,0.8567,1.0734,1.3383
2008-11-05,0.8582,1.1178,1.3824
2008-11-06,0.8371,1.084,1.3423
2008-11-07,0.8597,1.1094,1.3182
2008-11-10,0.8823,1.0967,1.3624
2008-11-11,0.831,1.0628,1.3062
2008-11-12,0.8039,1.0416,1.2741
2008-11-13,0.7828,1.0247,1.2139
2008-11-14,0.7798,1.0374,1.2159
2008-11-17,0.7617,1.0183,1.2199
2008-11-18,0.7466,1.0141,1.1999
2008-11-19,0.7164,0.9866,1.2039
2008-11-20,0.6908,0.9527,1.1437
2008-11-21,0.724,0.9739,1.1738
2008-11-24,0.6991,0.9633,1.1296
2008-11-25,0.6938,1.0162,1.1938
2008-11-26,0.6938,1.0374,1.2641
2008-11-27,0.684,1.0586,1.2841
2008-11-28,0.7089,1.0903,1.3223
2008-12-01,0.6847,1.0607,1.2741
2008-12-02,0.6923,1.0416,1.2039
2008-12-03,0.6847,1.0205,1.2039
2008-12-04,0.6855,1.0268,1.1999
2008-12-05,0.69,1.0353,1.2179
2008-12-09,0.7217,1.1009,1.3343
2008-12-10,0.7534,1.1475,1.3584
2008-12-11,0.7602,1.1475,1.3243
2008-12-12,0.7617,1.103,1.2861
2008-12-15,0.7617,1.1009,1.3323
2008-12-16,0.7511,1.1263,1.3323
2008-12-17,0.733,1.084,1.3243
2008-12-18,0.7315,1.0818,1.3042
2008-12-19,0.7428,1.0734,1.3042
2008-12-22,0.7066,1.0437,1.238
2008-12-23,0.6817,1.0374,1.244
2008-12-24,0.6976,1.0691,1.252
2008-12-26,0.6976,1.048,1.2159
2008-12-29,0.7515,1.0395,1.2681
2008-12-30,0.7375,1.067,1.3042
2008-12-31,0.6449,1.107,1.4491
2009-01-02,0.6656,1.1491,1.5007
2009-01-05,0.7215,1.1979,1.5478
2009-01-06,0.7322,1.1757,1.5254
2009-01-07,0.7245,1.1757,1.4984
2009-01-08,0.6885,1.1647,1.4581
2009-01-09,0.6449,1.1602,1.4356
2009-01-12,0.6211,1.1425,1.4087
2009-01-13,0.6342,1.1247,1.3885
2009-01-14,0.6449,1.1114,1.3683
2009-01-15,0.628,1.0914,1.319
2009-01-16,0.6495,1.1247,1.3594
2009-01-19,0.6656,1.1491,1.3347
2009-01-20,0.6633,1.1292,1.301
2009-01-21,0.6548,1.1292,1.328
2009-01-22,0.6556,1.1225,1.3324
2009-01-23,0.6418,1.0914,1.2943
2009-01-28,0.6885,1.1469,1.3683
2009-01-29,0.697,1.1447,1.3549
2009-01-30,0.6755,1.1425,1.3324
2009-02-02,0.651,1.1092,1.2943
2009-02-03,0.6548,1.1048,1.3033
2009-02-04,0.6656,1.1114,1.2898
2009-02-05,0.664,1.1092,1.2607
2009-02-06,0.6525,1.1247,1.2584
2009-02-09,0.6303,1.0981,1.2427
2009-02-10,0.6319,1.1114,1.245
2009-02-11,0.6349,1.1269,1.2607
2009-02-12,0.6227,1.1025,1.2382
2009-02-13,0.6426,1.1114,1.2741
2009-02-16,0.628,1.1003,1.2427
2009-02-17,0.615,1.087,1.2248
2009-02-18,0.6204,1.0848,1.2113
2009-02-19,0.6242,1.0715,1.1799
2009-02-20,0.6096,1.0382,1.144
2009-02-23,0.6165,1.0737,1.1575
2009-02-24,0.605,1.0604,1.144
2009-02-25,0.6058,1.036,1.1395
2009-02-26,0.6158,1.0249,1.162
2009-02-27,0.6005,0.9938,1.1205
2009-03-02,0.5675,0.9228,1.0375
2009-03-03,0.5545,0.914,1.024
2009-03-04,0.5507,0.9428,1.0251
2009-03-05,0.5392,0.914,1.0195
2009-03-06,0.5285,0.9184,0.9892
2009-03-09,0.494,0.8763,0.9197
2009-03-10,0.517,0.9051,0.9343
2009-03-11,0.5285,0.914,0.95
2009-03-12,0.5285,0.9118,0.9276
2009-03-13,0.566,0.9827,1.0005
2009-03-16,0.5782,1.0027,1.0487
2009-03-17,0.5553,0.9694,0.9892
2009-03-18,0.5668,0.9894,1.0195
2009-03-19,0.5905,1.0049,1.0408
2009-03-20,0.5936,1.0116,1.052
2009-03-23,0.6127,1.0471,1.098
2009-03-24,0.6418,1.0826,1.153
2009-03-25,0.6449,1.0804,1.1575
2009-03-26,0.6694,1.1247,1.1822
2009-03-27,0.6556,1.0981,1.1418
2009-03-30,0.6288,1.0604,1.0767
2009-03-31,0.8073,1.018,1.0372
2009-04-01,0.8073,1.0096,1.0457
2009-04-02,0.8598,1.0622,1.1183
2009-04-03,0.8617,1.0811,1.1396
2009-04-06,0.877,1.1211,1.1674
2009-04-07,0.8436,1.1022,1.1183
2009-04-08,0.812,1.1148,1.0799
2009-04-09,0.8512,1.1484,1.1204
2009-04-13,0.8837,1.1968,1.1503
2009-04-14,0.8617,1.2242,1.1716
2009-04-15,0.8741,1.2157,1.178
2009-04-16,0.8856,1.2305,1.1802
2009-04-17,0.8904,1.2157,1.1972
2009-04-20,0.8761,1.1821,1.193
2009-04-21,0.8808,1.18,1.193
2009-04-22,0.8646,1.1547,1.1823
2009-04-23,0.8627,1.1695,1.1951
2009-04-24,0.8636,1.1421,1.193
2009-04-27,0.8579,1.1169,1.1866
2009-04-28,0.8589,1.1274,1.1674
2009-04-29,0.8694,1.1526,1.1738
2009-04-30,0.9076,1.2368,1.2271
2009-05-04,1.0031,1.3609,1.3658
2009-05-05,1.0375,1.3672,1.4042
2009-05-06,1.1216,1.4303,1.5878
2009-05-07,1.1464,1.4787,1.6091
2009-05-08,1.1369,1.5144,1.5728
2009-05-11,1.0738,1.4282,1.4939
2009-05-12,1.0986,1.4871,1.5067
2009-05-13,1.0891,1.4408,1.5558
2009-05-14,1.0509,1.3945,1.4981
2009-05-15,1.07,1.4471,1.5323
2009-05-18,1.1178,1.5144,1.5366
2009-05-19,1.1942,1.5523,1.5878
2009-05-20,1.1579,1.5397,1.5558
2009-05-21,1.1082,1.4934,1.5024
2009-05-22,1.1273,1.5102,1.528
2009-05-25,1.112,1.5039,1.5408
2009-05-26,1.0929,1.4766,1.5216
2009-05-27,1.1273,1.5144,1.5472
2009-05-28,1.1082,1.5102,1.528
2009-05-29,1.1273,1.5228,1.5216
2009-06-01,1.156,1.5544,1.5472
2009-06-02,1.1827,1.5397,1.5472
2009-06-03,1.2076,1.5649,1.5899
2009-06-04,1.2037,1.5144,1.5942
2009-06-05,1.2209,1.5355,1.6433
2009-06-08,1.1789,1.5123,1.6283
2009-06-09,1.1961,1.5355,1.6347
2009-06-10,1.2114,1.5418,1.6518
2009-06-11,1.1846,1.5333,1.6518
2009-06-12,1.1674,1.5207,1.6198
2009-06-15,1.1464,1.4934,1.5814
2009-06-16,1.1311,1.4555,1.5387
2009-06-17,1.1158,1.4261,1.5302
2009-06-18,1.0986,1.3987,1.5045
2009-06-19,1.112,1.4093,1.5515
2009-06-22,1.1025,1.3882,1.5302
2009-06-23,1.07,1.363,1.5088
2009-06-24,1.0853,1.3882,1.5579
2009-06-25,1.1044,1.3882,1.5579
2009-06-26,1.1139,1.3882,1.5366
2009-06-29,1.1292,1.3903,1.543
2009-06-30,1.1077,1.3529,1.4462
2009-07-01,1.1246,1.3671,1.4462
2009-07-02,1.0927,1.3671,1.4285
2009-07-03,1.087,1.3631,1.4048
2009-07-06,1.0645,1.3367,1.395
2009-07-07,1.0607,1.3529,1.3989
2009-07-08,1.0645,1.3367,1.3969
2009-07-09,1.0833,1.3833,1.4285
2009-07-10,1.0927,1.3894,1.4364
2009-07-13,1.072,1.3489,1.4206
2009-07-14,1.102,1.3772,1.4561
2009-07-15,1.1415,1.4117,1.5428
2009-07-16,1.1471,1.4157,1.4896
2009-07-17,1.164,1.4238,1.5152
2009-07-20,1.1602,1.4238,1.5368
2009-07-21,1.1396,1.436,1.527
2009-07-22,1.1434,1.4218,1.5428
2009-07-23,1.1621,1.4461,1.5822
2009-07-24,1.1828,1.4785,1.5999
2009-07-27,1.2203,1.5048,1.659
