Date,MXWD.Index,ES1.Index,BCOM.Index,CO1.Comdty,HG1.Comdty,VIX.Index,USOSFRF.Curncy,USOSFR1.Curncy,USGG2YR.Index,USGG5YR.Index,USGG10YR.Index,USGG30YR.Index,GDBR10.Index,GJGB10.Index,GCNY10YR.Index,DXY.Index,EURUSD.Curncy,USDJPY.Curncy,SOFRRATE.Index,GCNY2YR.Index,EUSA2.BGN.Curncy,GJGB2.Index,CCSWO2.BGN.Curncy,STI.Index,MXWO.Index,MXEF.Index
2010-05-26,269.57,1061.25,124.3379,71.74,307.15,35.02,0.2862,0.3956,0.8132,2.0178,3.1886,4.0921,2.645,1.215,3.26,87.121,1.2178,89.92,,2,1.28675,0.165,2.45,2696.02,1053.25,883.18
2010-05-27,277.4,1101,126.6528,74.66,315.85,29.68,0.2867,0.4021,0.8765,2.1914,3.3605,4.2553,2.704,1.255,3.26,86.185,1.2362,91.04,,1.98,1.3325,0.166,2.47,2739.7,1084.67,904.18
2010-05-28,276.92,1088.5,125.3626,74.02,310.45,32.07,0.2897,0.3946,0.7658,2.0919,3.2922,4.2088,2.682,1.259,3.26,86.48,1.2273,91.06,,2,1.313,0.165,2.47,,1080.3,917.05
2010-05-31,277.17,,,74.65,,,0.2802,0.4021,0.7658,2.0919,3.2848,4.2043,2.66,1.265,3.23,86.588,1.2306,91.27,,1.97,1.3355,0.17,2.47,2752.6,1079.8,926.4
2010-06-01,274.13,1069.5,123.9624,72.71,306.3,35.54,0.2902,0.3906,0.7658,2.0555,3.2591,4.179,2.675,1.254,3.28,86.643,1.2229,90.95,,2.15,1.35725,0.166,2.52,2715.44,1069.54,907.13
2010-06-02,276.35,1096.75,123.9527,73.75,304.05,30.17,0.2842,0.4081,0.8055,2.1316,3.34,4.2388,2.655,1.275,3.3,86.793,1.2249,92.13,,2.17,1.355,0.165,2.52,2727.57,1079.22,908.55
2010-06-03,279.61,1103.5,124.6438,75.41,294.65,29.46,0.2912,0.4061,0.8135,2.1482,3.3639,4.2698,2.676,1.285,3.28,87.136,1.2163,92.71,,2.16,1.357,0.161,2.56,2793.47,1091,924.67
2010-06-04,272.31,1066,122.0239,72.09,281.95,35.48,0.2822,0.3661,0.7261,1.9826,3.2023,4.1299,2.584,1.275,3.27,88.233,1.1967,91.9,,2.13,1.2985,0.156,2.54,2806.51,1060.27,913.49
2010-06-07,267.17,1048,122.3014,72.12,276.6,36.57,0.2757,0.3751,0.7101,1.9298,3.1422,4.0813,2.563,1.231,3.27,88.405,1.1923,91.37,,2.14,1.281,0.155,2.5,2751.88,1041.4,889.66
2010-06-08,268.14,1059.25,122.8249,72.3,277.95,33.7,0.2762,0.3736,0.742,1.9792,3.1857,4.1103,2.512,1.239,3.26,88.394,1.1973,91.46,,2.15,1.2565,0.155,2.53,2746.61,1045.48,891.12
2010-06-09,269.38,1055.5,123.6378,74.27,285,33.73,0.2747,0.3681,0.718,1.9692,3.1729,4.1103,2.567,1.21,3.28,87.897,1.1979,91.3,,2.18,1.258,0.155,2.54,2745.8,1050.35,895.21
2010-06-10,275.42,1083.75,124.1814,75.29,286.25,30.57,0.2712,0.3681,0.782,2.1116,3.3193,4.2332,2.61,1.211,3.27,87.169,1.2124,91.34,,2.16,1.287,0.155,2.54,2779.58,1075.33,906.98
2010-06-11,277.01,1089.25,125.0619,74.35,290.4,28.79,0.2752,0.3606,0.7259,2.0285,3.2346,4.1493,2.566,1.237,3.3,87.507,1.2112,91.65,,2.16,1.2545,0.16,2.64,2796.29,1080.68,917.18
2010-06-14,279.87,1090.5,127.1607,75.2,299.2,28.58,0.27095,0.3606,0.7258,2.0317,3.2529,4.1789,2.638,1.239,,86.511,1.2221,91.58,,,1.264,0.16,2.54,2818.07,1091.22,930.3
2010-06-15,283.99,1113.5,128.7876,76.2,300.45,25.87,0.2702,0.3671,0.75,2.0749,3.3025,4.2195,2.674,1.235,,85.981,1.2332,91.46,,,1.307,0.16,2.54,2818.21,1108.34,937.68
2010-06-16,284.83,1114,128.7771,78.14,299.55,25.92,0.2747,0.3561,0.7258,2.0449,3.2601,4.1816,2.671,1.245,,86.083,1.2311,91.44,,,1.2925,0.16,2.54,2846.94,1111.11,943.36
2010-06-17,285.34,1116.25,128.8184,78.68,290.55,25.05,0.2732,0.3486,0.7015,1.9818,3.1887,4.1217,2.663,1.23,3.31,85.688,1.2389,91.01,,2.2,1.3055,0.16,2.68,2843.95,1112.76,947.2
2010-06-18,286.16,1118.83,128.4524,78.22,288.4,23.95,0.2707,0.3471,0.7094,2.0114,3.2195,4.1439,2.729,1.206,3.39,85.699,1.2388,90.71,,2.23,1.362,0.159,2.705,2833.4,1115.35,953.48
2010-06-21,288.3,1110.5,128.3954,78.82,294.2,24.88,0.27195,0.3431,0.7093,2.0247,3.2414,4.1626,2.766,1.223,3.4,85.932,1.2312,91.11,,2.24,1.384,0.16,2.65,2885.64,1120.55,978.59
2010-06-22,284.44,1090.5,127.8164,78.04,299.2,27.05,0.2642,0.3391,0.6768,1.9647,3.1664,4.1004,2.692,1.195,3.42,86.106,1.2271,90.57,,2.27,1.332,0.156,2.66,2872.3,1105.21,967.61
2010-06-23,282.07,1087.5,126.5781,76.27,293.55,26.91,0.2617,0.3281,0.6723,1.9182,3.119,4.06,2.647,1.175,3.4,85.741,1.2311,89.82,,2.27,1.3375,0.155,2.63,2871.05,1095.86,960.21
2010-06-24,278.75,1070.5,127.1069,76.47,300.55,29.74,0.2587,0.3316,0.6802,1.9475,3.1371,4.1039,2.602,1.148,3.41,85.733,1.2333,89.61,,2.27,1.313,0.155,2.57,2847.61,1082.39,952.13
2010-06-25,277.93,1074.75,128.7508,78.12,309.55,28.53,0.2537,0.3191,0.6486,1.9013,3.1078,4.0625,2.611,1.15,3.4,85.313,1.2369,89.23,,2.25,1.359,0.16,2.54,2851.64,1079.52,947.56
2010-06-28,278.78,1071,127.6053,77.59,307.15,29,0.2452,0.3121,0.625,1.8257,3.021,4.0009,2.585,1.159,3.37,85.652,1.2277,89.37,,2.27,1.344,0.16,2.54,2869.99,1082.59,951.81
2010-06-29,270.02,1035.25,124.2283,75.44,291.55,34.13,0.2552,0.3236,0.5935,1.7668,2.9491,3.9316,2.559,1.118,3.34,86.025,1.2188,88.6,,2.28,1.321,0.155,2.54,2830.34,1048.09,924.81
2010-06-30,268.25,1026.5,125.7471,75.01,293.6,34.54,0.25145,0.3221,0.6014,1.7733,2.9311,3.8885,2.577,1.091,3.31,86.019,1.2238,88.43,,2.27,1.355,0.155,2.54,2835.51,1041.32,917.99
2010-07-01,266.74,1021.75,124.7053,72.34,286.5,32.86,0.25195,0.3236,0.625,1.8027,2.947,3.8944,2.566,1.069,3.3,84.716,1.2527,87.6,,2.29,1.428,0.152,2.54,2820.35,1036.08,909.3
2010-07-02,267.02,1014.25,123.9871,71.65,290.4,30.12,0.2502,0.3241,0.625,1.8157,2.977,3.9425,2.583,1.103,3.28,84.427,1.2566,87.75,,2.29,1.422,0.15,2.48,2844.19,1036.62,913.55
2010-07-05,266.36,,,71.47,,,0.2442,0.3131,0.625,1.8157,2.9733,3.9425,2.543,1.115,3.3,84.608,1.2538,87.77,,2.29,1.399,0.15,2.49,2844.02,1033.74,913.11
2010-07-06,271.03,1024.25,123.9774,71.45,296,29.65,0.2477,0.3171,0.6091,1.7565,2.9302,3.89,2.589,1.135,3.27,84.083,1.2626,87.52,,2.29,1.395,0.15,2.48,2868.02,1051.6,930.46
2010-07-07,275.52,1059.25,125.8597,73.51,300.55,26.84,0.2442,0.3111,0.625,1.7794,2.9803,3.9569,2.598,1.147,3.27,83.822,1.2638,87.7,,2.29,1.4185,0.15,2.47,2861.03,1071.75,930.2
2010-07-08,278.86,1067,126.352,74.71,300.7,25.71,0.2367,0.3111,0.617,1.8123,3.0306,4.0119,2.632,1.149,3.29,83.824,1.2698,88.36,,2.28,1.428,0.15,2.42,2897.15,1084.87,940.75
2010-07-09,280.78,1072.5,126.9449,75.42,304.45,24.98,0.2372,0.3111,0.625,1.8353,3.052,4.0361,2.634,1.164,3.27,83.947,1.2641,88.62,,2.27,1.406,0.15,2.44,2917.17,1091.53,951.85
2010-07-12,280.79,1076.5,125.7664,74.37,299.95,24.43,0.2432,0.3141,0.649,1.8452,3.0628,4.0561,2.589,1.13,3.24,84.203,1.2596,88.62,,2.27,1.364,0.151,2.43,2925.32,1091.47,952.49
2010-07-13,284.89,1089.75,127.1243,76.65,300.95,24.56,0.2427,0.3081,0.6651,1.8948,3.1208,4.1063,2.641,1.135,3.24,83.643,1.2724,88.74,,2.26,1.382,0.151,2.32,2928.7,1109.01,957.22
2010-07-14,285.97,1091,127.2685,76.77,300.1,24.89,0.23895,0.2986,0.6009,1.8055,3.0426,4.0282,2.655,1.149,3.21,83.426,1.2743,88.41,,2.26,1.387,0.15,2.34,2952.81,1113.08,961.51
2010-07-15,285.81,1090.5,128.9201,76.19,300.5,25.14,0.2327,0.2971,0.6008,1.7559,2.9937,3.9859,2.653,1.09,3.25,82.558,1.295,87.4,,2.24,1.4095,0.149,2.34,2943.55,1113.12,957.14
2010-07-16,280.3,1063,127.5592,75.37,292.35,26.25,0.2312,0.2881,0.5846,1.6669,2.9215,3.9379,2.606,1.095,3.23,82.486,1.293,86.57,,2.24,1.404,0.149,2.33,2957.72,1089.89,948.92
2010-07-19,280.02,1063.75,127.0421,75.62,293.25,25.97,0.2352,0.2861,0.5845,1.6996,2.9537,3.9772,2.65,1.095,3.22,82.513,1.2942,86.69,,2.24,1.435,0.149,2.27,2945.42,1089.31,945.06
2010-07-20,281.29,1080,127.5198,76.22,299.75,23.93,0.2302,0.2811,0.5764,1.6864,2.9481,3.9789,2.636,1.1,3.21,82.747,1.288,87.51,,2.22,1.413,0.149,2.31,2948.61,1093.51,953.68
2010-07-21,280.57,1064,127.9434,75.37,308.7,25.64,0.2272,0.2761,0.552,1.6402,2.8782,3.8889,2.638,1.095,3.23,83.393,1.2754,87.05,,2.23,1.343,0.15,2.33,2926.09,1088.38,964.65
2010-07-22,285.76,1087.75,130.2938,77.82,316.05,24.63,0.2222,0.2631,0.56,1.673,2.9353,3.9498,2.665,1.065,3.23,82.595,1.2893,86.95,,2.22,1.3415,0.15,2.33,2955.67,1110.1,973.39
2010-07-23,287.72,1100.5,129.9001,77.45,318.5,23.47,0.2232,0.2676,0.5842,1.7321,2.9943,4.0142,2.706,1.075,3.24,82.464,1.2909,87.46,,2.22,1.4105,0.15,2.36,2973.47,1117.45,981.42
2010-07-26,290.62,1109.5,129.7701,77.5,322.5,22.73,0.2257,0.2791,0.5841,1.7254,2.9924,4.0185,2.761,1.071,3.26,82.087,1.2994,86.88,,2.24,1.461,0.15,2.35,2966.99,1129.75,985.48
2010-07-27,291.1,1111,128.7907,76.13,320.5,23.19,0.2312,0.2971,0.6332,1.7883,3.0485,4.0787,2.77,1.06,3.28,82.185,1.2996,87.9,,2.25,1.497,0.15,2.33,2979.38,1130.92,991.04
2010-07-28,290.75,1102,129.9303,76.06,324,24.25,0.2287,0.2901,0.6092,1.6955,2.985,4.0638,2.749,1.095,3.29,82.179,1.2995,87.47,,2.24,1.457,0.155,2.31,2985.38,1129.3,991.29
2010-07-29,290.61,1097,131.8179,77.59,329,24.13,0.2322,0.2821,0.5777,1.6584,2.9794,4.0778,2.717,1.086,3.29,81.636,1.3079,86.79,,2.24,1.453,0.155,2.32,2997.65,1128.23,993.84
2010-07-30,289.75,1098.25,134.2481,78.18,331.15,23.5,0.2292,0.2701,0.5461,1.5964,2.9052,3.9881,2.669,1.074,3.29,81.539,1.3052,86.47,,2.25,1.417,0.155,2.32,2987.7,1124.83,991.41
2010-08-02,296.69,1121.75,135.5964,80.82,338.95,22.01,0.2217,0.2641,0.5539,1.6355,2.9609,4.0619,2.698,1.055,3.31,80.938,1.3179,86.5,,2.2,1.435,0.155,2.34,3025.04,1152.17,1012.94
2010-08-03,296.75,1118.25,135.3231,82.68,335.85,22.63,0.2152,0.2501,0.5301,1.5475,2.9085,4.0488,2.607,1.044,3.32,80.596,1.3231,85.79,,2.21,1.388,0.155,2.32,3014.77,1152.99,1009.67
2010-08-04,296.71,1124.5,137.0067,82.2,340.45,22.21,0.2192,0.2606,0.5616,1.606,2.9498,4.0795,2.604,1.005,3.33,80.892,1.3161,86.27,,2.2,1.398,0.15,2.31,3001.87,1152.5,1011.48
2010-08-05,296.84,1123.5,136.8524,81.61,335.35,22.1,0.2132,0.2481,0.5299,1.5668,2.9011,4.0505,2.562,1.04,3.31,80.825,1.3189,85.82,,2.19,1.399,0.15,2.29,3006.76,1153.01,1011.72
2010-08-06,296.64,1119.5,135.315,80.16,334.3,21.74,0.2087,0.2351,0.5056,1.5046,2.8166,3.994,2.519,1.064,3.31,80.407,1.328,85.51,,2.2,1.4065,0.15,2.28,2995.06,1152.25,1010.95
2010-08-09,298.16,1125.5,134.9861,80.99,335.4,22.14,0.2082,0.2426,0.5293,1.524,2.8289,4.0165,2.525,1.025,3.31,80.711,1.3222,85.94,,2.19,1.3925,0.147,2.27,,1158.18,1015.99
2010-08-10,294.74,1119.75,133.6366,79.6,331.25,22.37,0.2127,0.2381,0.5212,1.4491,2.7593,4.0044,2.537,1.04,3.31,80.799,1.3177,85.44,,2.2,1.3515,0.145,2.24,2984.29,1145.36,1001.7
2010-08-11,286.71,1085,132.3026,77.64,325.4,25.39,0.2092,0.2361,0.5131,1.4295,2.6814,3.9188,2.428,1.019,3.31,82.29,1.2863,85.32,,2.21,1.313,0.145,2.19,2949.26,1112.83,982.23
2010-08-12,284.97,1079.25,132.7854,75.52,328.4,25.73,0.2082,0.2451,0.5369,1.4813,2.7455,3.9476,2.421,1.009,3.3,82.635,1.2829,85.9,,2.21,1.3005,0.144,2.18,2927.04,1106.07,976.18
2010-08-13,284.58,1076,132.7604,75.11,325.2,26.24,0.2087,0.2436,0.5285,1.4516,2.6716,3.8538,2.393,0.99,3.29,82.948,1.2754,86.2,,2.19,1.281,0.141,2.2,2939.97,1103.56,980.47
2010-08-16,285.35,1077,132.039,74.85,327.95,26.1,0.2067,0.24085,0.4802,1.38,2.5626,3.711,2.33,0.955,3.29,82.533,1.2827,85.33,,2.19,1.25338,0.14,2.2,2933.51,1106.21,985.24
2010-08-17,288.52,1089,132.9994,76.93,333.85,24.33,0.2152,0.2521,0.4961,1.4285,2.6321,3.7632,2.363,0.946,3.28,82.226,1.2885,85.53,,2.18,1.30075,0.136,2.23,2923.36,1118.89,993.79
2010-08-18,288.7,1086.75,132.9206,76.47,334.95,24.59,0.2112,0.2421,0.4959,1.4348,2.6321,3.7331,2.347,0.924,3.28,82.223,1.2853,85.46,,2.19,1.30175,0.129,2.23,2919.37,1119.66,994.1
2010-08-19,285.86,1071.25,132.1212,75.3,331.85,26.44,0.2092,0.2361,0.4796,1.3956,2.575,3.6543,2.312,0.94,3.28,82.447,1.2823,85.39,,2.19,1.298,0.124,2.24,2946.77,1106.91,994.25
2010-08-20,282.69,1070.25,131.387,74.26,329.1,25.49,0.20745,0.2356,0.4871,1.4537,2.6106,3.6601,2.271,0.935,3.28,83.057,1.2712,85.62,,2.18,1.268,0.12,2.21,2936.48,1093.77,988.16
2010-08-23,282.5,1065.5,130.9887,73.62,329.15,25.66,0.2087,0.2331,0.4788,1.4112,2.5981,3.6618,2.286,0.945,3.28,83.123,1.2657,85.16,,2.2,1.268,0.12,2.21,2925.99,1093.24,986.3
2010-08-24,278.83,1049.75,129.3401,72.38,324.1,27.46,0.21245,0.2371,0.4623,1.3166,2.488,3.5605,2.18,0.929,3.27,83.146,1.2627,83.9,,2.19,1.243,0.125,2.19,2922.85,1079.04,973.58
2010-08-25,277.24,1054.5,128.776,73.48,321.1,26.7,0.20545,0.2381,0.5165,1.3749,2.534,3.5695,2.146,0.911,3.26,83.261,1.2659,84.58,,2.17,1.274,0.128,2.19,2926.55,1073.83,962.64
2010-08-26,278.16,1044.75,130.1538,75.02,330.45,27.37,0.2112,0.2411,0.5165,1.3733,2.4755,3.5115,2.157,0.945,3.25,82.934,1.2716,84.45,,2.18,1.2655,0.129,2.22,2925.87,1077.34,966.05
2010-08-27,280.97,1063.75,131.5846,76.65,336.3,24.45,0.21695,0.2531,0.5481,1.4908,2.6447,3.6896,2.2,1.009,3.27,82.918,1.2763,85.23,,2.19,1.29025,0.135,2.24,2938.74,1089.24,970.04
2010-08-30,279.8,1045,132.1616,76.6,341.3,27.21,0.2167,0.2421,0.4929,1.3863,2.5285,3.5809,2.135,1.029,3.27,83.164,1.2663,84.62,,2.18,1.148,0.135,2.23,2957.06,1083.62,972.29
2010-08-31,279.06,1048.25,130.8135,74.64,336.1,26.05,0.2202,0.2401,0.4694,1.3311,2.4683,3.5155,2.116,0.971,3.27,83.202,1.268,84.2,,2.18,1.229,0.126,2.21,2950.33,1080.7,970.05
2010-09-01,286.71,1081.75,132.4602,76.35,346.85,23.89,0.2207,0.2501,0.5011,1.3962,2.573,3.6457,2.224,1.03,3.24,82.522,1.2809,84.44,,2.15,1.266,0.126,2.23,2982.83,1111.52,989.76
2010-09-02,288.63,1089.5,133.5562,76.93,348.8,23.19,0.2167,0.2471,0.4934,1.4224,2.6231,3.7141,2.283,1.119,3.24,82.463,1.2826,84.28,,2.17,1.285,0.13,2.22,2986.66,1119.15,995.28
2010-09-03,291.72,1103.5,134.9887,76.67,349.35,21.31,0.2202,0.2451,0.51,1.4819,2.697,3.7811,2.354,1.147,3.25,82.102,1.2896,84.31,,2.16,1.324,0.135,2.23,3002.56,1131.49,1003.75
2010-09-06,293.09,,,76.87,,,0.2082,0.2521,0.5101,1.482,2.7025,3.7837,2.336,1.199,3.25,82.042,1.2876,84.21,,2.17,1.303,0.155,2.24,3034.58,1136.22,1011.73
2010-09-07,290.07,1091.25,135.4093,77.74,346.35,23.8,0.2167,0.2436,0.4784,1.3968,2.5944,3.6616,2.255,1.15,3.27,82.82,1.2682,83.83,,2.14,1.264,0.146,2.23,3036.09,1123.68,1006.14
2010-09-08,291.1,1099.25,135.4259,78.17,349.05,23.25,0.2252,0.2541,0.5103,1.4525,2.6555,3.7294,2.297,1.135,3.27,82.585,1.272,83.88,,2.17,1.303,0.14,2.24,3011.42,1128.58,1004.55
2010-09-09,293.09,1102.5,135.0542,77.47,343.35,22.81,0.2277,0.2676,0.5665,1.5647,2.7588,3.8387,2.336,1.13,3.26,82.674,1.2696,83.78,,2.14,1.36725,0.14,2.26,3022.28,1136.71,1009.09
2010-09-10,293.76,1109.75,135.618,78.16,339.7,21.99,0.2327,0.2701,0.5673,1.5785,2.7917,3.8687,2.4,1.161,3.28,82.698,1.2679,84.15,,2.16,1.388,0.151,2.29,,1139.02,1012.98
2010-09-13,298.01,1121.25,136.85,79.03,347.15,21.21,0.2217,0.2551,0.5273,1.5157,2.748,3.8483,2.427,1.155,3.29,81.912,1.2883,83.71,,2.15,1.4,0.15,2.36,3066.81,1154.48,1033.64
2010-09-14,298.91,1120.75,137.9589,79.16,345.95,21.56,0.22295,0.25085,0.4954,1.4433,2.679,3.7993,2.371,1.136,3.31,81.08,1.2998,83.04,,2.19,1.375,0.15,2.33,3048.65,1158.15,1035.51
2010-09-15,299.24,1125.75,137.6108,78.91,345.8,22.1,0.22695,0.2541,0.4795,1.4434,2.7207,3.8713,2.404,1.051,3.29,81.491,1.3011,85.75,,2.15,1.427,0.14,2.35,3071.03,1159.21,1038.11
2010-09-16,298.49,1127.75,137.4492,78.48,348.3,21.72,0.22495,0.2471,0.4716,1.4633,2.7608,3.9248,2.478,1.05,3.33,81.241,1.3078,85.78,,2.17,1.445,0.136,2.39,3067.11,1157.07,1031.06
2010-09-17,298.47,1133,138.4152,78.21,351.35,22.01,0.2252,0.2501,0.4639,1.4339,2.7372,3.9033,2.427,1.076,3.32,81.398,1.305,85.86,,2.15,1.429,0.135,2.43,3076.37,1156.1,1035.94
2010-09-20,302.24,1136.5,138.2018,79.32,349.6,21.5,0.2227,0.2441,0.4559,1.4109,2.7026,3.8757,2.467,1.076,3.32,81.335,1.3061,85.69,,2.13,1.448,0.137,2.42,3080.98,1171.56,1044.18
2010-09-21,301.76,1134.75,137.2543,78.42,347.45,22.35,0.2192,0.2381,0.4155,1.2991,2.5727,3.7845,2.453,1.056,3.35,80.439,1.3264,85.09,,2.17,1.4155,0.135,2.41,3095.39,1169.47,1043.95
2010-09-22,302.16,1129.75,138.0307,77.95,355.85,22.51,0.2212,0.2366,0.4318,1.3188,2.5583,3.7499,2.349,1.033,,79.83,1.3406,84.5,,,1.3965,0.135,2.41,3096.1,1170.55,1047.95
2010-09-23,300.52,1120.5,138.553,78.11,358.5,23.87,0.2212,0.2311,0.4156,1.3123,2.5511,3.7301,2.285,1.035,,80.01,1.3314,84.38,,,1.3655,0.136,2.41,3083.13,1163.33,1047.16
2010-09-24,305.15,1143.25,140.2264,78.87,361.35,21.71,0.22395,0.2401,0.4403,1.3453,2.605,3.794,2.342,1.007,,79.395,1.3492,84.21,,,1.39375,0.14,2.41,3092.68,1183.03,1053.27
2010-09-27,304.93,1137.75,139.8138,78.57,359.35,22.54,0.2207,0.2351,0.4158,1.2861,2.5242,3.7181,2.269,1.004,3.32,79.338,1.3455,84.29,,2.16,1.38,0.144,2.38,3113.46,1180.6,1061.57
2010-09-28,305.71,1141.75,139.6802,78.71,363.4,22.6,0.2137,0.2271,0.43,1.2303,2.4653,3.6579,2.246,0.97,3.32,79.014,1.3585,83.87,,2.13,1.397,0.14,2.34,3097.35,1184.13,1061.32
2010-09-29,306.03,1141,140.1933,80.77,366.15,23.25,0.2162,0.2256,0.43,1.2759,2.5027,3.6841,2.24,0.93,3.35,78.691,1.3627,83.7,,2.16,1.4315,0.143,2.38,3106.03,1183.96,1070.38
2010-09-30,305.16,1136.75,140.2939,82.31,365.15,23.7,0.2192,0.2316,0.4222,1.2629,2.5098,3.6849,2.278,0.94,3.33,78.72,1.3634,83.53,,2.11,1.467,0.141,2.38,3097.63,1179.19,1075.53
2010-10-01,306.69,1142.25,139.1355,83.75,369.05,22.5,0.22145,0.2356,0.4145,1.2565,2.5097,3.7147,2.286,0.965,,78.088,1.3791,83.22,,,1.455,0.135,2.38,3130.9,1184.19,1086.09
2010-10-04,304.9,1134.75,138.4738,83.28,366.4,23.53,0.21495,0.2281,0.4066,1.2241,2.4758,3.7061,2.252,0.947,,78.447,1.3685,83.36,,,1.444,0.135,2.38,3157.45,1175.34,1090.76
2010-10-05,310.42,1154.75,140.9786,84.84,372.65,21.76,0.21045,0.2206,0.3987,1.1917,2.4722,3.7472,2.279,0.918,,77.749,1.3839,83.22,,,1.435,0.123,2.38,3162.36,1199,1096.86
2010-10-06,312.22,1155.75,141.433,85.06,375.3,21.49,0.2067,0.2111,0.3829,1.1593,2.3976,3.6747,2.224,0.845,,77.386,1.393,82.93,,,1.407,0.12,2.37,3190.07,1205.33,1106.75
2010-10-07,312.29,1156.5,139.8925,83.43,367.95,21.56,0.2032,0.2061,0.3512,1.127,2.3834,3.7121,2.262,0.869,,77.387,1.3926,82.41,,,1.418,0.125,2.37,3166.65,1206.36,1102.82
2010-10-08,312.99,1160.5,144.3944,84.03,377.45,20.71,0.2037,0.2101,0.3431,1.1041,2.392,3.7489,2.254,0.873,3.34,77.325,1.3939,81.93,,2.22,1.4095,0.125,2.38,3153.34,1209.77,1101.27
2010-10-11,313.39,1162.25,145.1062,83.72,378.95,18.96,0.2022,0.2051,0.343,1.104,2.3919,3.7489,2.272,0.875,3.35,77.442,1.3876,82.07,,2.22,1.397,0.125,2.39,3163.41,1210.44,1107.67
2010-10-12,312.47,1164.5,146.0337,83.5,378.95,18.93,0.2087,0.2081,0.367,1.1363,2.4309,3.8192,2.243,0.86,3.38,77.363,1.3925,81.72,,2.22,1.407,0.13,2.4,3149.36,1207.82,1098.95
2010-10-13,316.38,1174.25,146.8343,84.64,382.05,19.07,0.2002,0.2001,0.359,1.1169,2.422,3.8166,2.282,0.884,3.41,77.071,1.3961,81.81,,2.21,1.391,0.13,2.41,3202.16,1222.06,1117.69
2010-10-14,317.64,1173.5,146.9229,84.53,381.55,19.88,0.20095,0.2101,0.375,1.1784,2.5076,3.9149,2.295,0.885,3.42,76.647,1.4084,81.48,,2.21,1.4405,0.13,2.4,3195.02,1226.07,1127.19
2010-10-15,316.83,1175,145.6745,82.45,383.9,19.03,0.2042,0.2081,0.3589,1.188,2.5597,3.9791,2.371,0.885,3.42,77.041,1.3977,81.45,,2.21,1.443,0.134,2.42,3204.27,1223.43,1121.43
2010-10-18,317.46,1178.25,146.2113,84.37,385.5,19.09,0.20745,0.2111,0.3589,1.123,2.5075,3.9537,2.385,0.88,3.41,76.934,1.3934,81.27,,2.21,1.483,0.135,2.44,3181.27,1227.86,1112.42
2010-10-19,312.65,1163.75,143.4661,81.1,375.75,20.63,0.20745,0.2121,0.3589,1.1035,2.4752,3.9131,2.414,0.89,3.42,78.184,1.3727,81.59,,2.21,1.496,0.14,2.42,3192.29,1208.85,1097.66
2010-10-20,315.69,1174.75,146.3018,83.6,379.35,19.79,0.20045,0.2071,0.3427,1.0969,2.4788,3.8899,2.44,0.9,3.56,77.171,1.3964,81.09,,2.35,1.544,0.14,2.69,3179.15,1221.86,1101.28
2010-10-21,316.57,1175.75,144.4684,81.83,378.15,19.27,0.2037,0.2071,0.3507,1.1325,2.5452,3.9609,2.484,0.891,3.66,77.418,1.392,81.33,,2.37,1.581,0.14,2.68,3163.53,1224.92,1106.23
2010-10-22,316.09,1180.75,144.8354,82.96,379.7,18.78,0.2082,0.2111,0.3506,1.1454,2.5541,3.9293,2.474,0.896,3.66,77.472,1.3954,81.38,,2.38,1.56663,0.144,2.66,3173.57,1222.96,1105.19
2010-10-25,317.99,1182.75,146.2623,83.54,386.3,19.85,0.2052,0.2091,0.3587,1.178,2.5613,3.9095,2.45,0.903,3.66,77.103,1.3965,80.81,,2.37,1.563,0.145,2.66,3182.08,1229.69,1115.3
2010-10-26,316.72,1182.75,147.0763,83.66,386.9,20.22,0.20845,0.2211,0.3913,1.2499,2.6393,3.9946,2.507,0.91,3.68,77.708,1.3859,81.43,,2.39,1.603,0.145,2.66,3162.51,1223.8,1116.61
2010-10-27,313.82,1178.75,146.0175,83.23,377.55,20.71,0.2142,0.2306,0.4143,1.3124,2.7198,4.0564,2.565,0.955,3.7,78.149,1.3769,81.75,,2.39,1.612,0.145,2.66,3124.38,1213.89,1098.93
2010-10-28,315.64,1179.25,146.8621,83.59,378.75,20.88,0.2082,0.2111,0.3593,1.2306,2.6576,4.049,2.564,0.915,3.7,77.308,1.393,81.03,,2.41,1.613,0.14,2.65,3129.5,1221.35,1102.82
2010-10-29,315.95,1179.75,147.2686,83.15,373.35,21.2,0.21045,0.2091,0.3357,1.1661,2.5993,3.9828,2.518,0.939,3.7,77.266,1.3947,80.4,,2.42,1.59,0.145,2.64,3142.62,1222.23,1105.75
2010-11-01,316.78,1183,147.2782,84.62,378.5,21.83,0.2092,0.2131,0.3435,1.166,2.6229,4.0029,2.481,0.955,3.7,77.296,1.3893,80.51,,2.41,1.587,0.145,2.7,3192.18,1223.31,1120.85
2010-11-02,319.29,1192.75,148.4023,85.41,383.9,21.57,0.2092,0.2091,0.3435,1.1563,2.5866,3.9266,2.47,0.949,3.71,76.722,1.4034,80.63,,2.41,1.61,0.145,2.75,3205.28,1233.98,1124.19
2010-11-03,319.6,1197.25,148.1646,86.38,378.5,19.56,0.21295,0.2151,0.3277,1.108,2.5702,4.0398,2.418,0.95,3.74,76.481,1.4139,81.07,,2.47,1.597,0.145,2.8,3224.97,1233.94,1132.44
