Date,MXWD.Index,ES1.Index,BCOM.Index,CO1.Comdty,HG1.Comdty,VIX.Index,USOSFRF.Curncy,USOSFR1.Curncy,USGG2YR.Index,USGG5YR.Index,USGG10YR.Index,USGG30YR.Index,GDBR10.Index,GJGB10.Index,GCNY10YR.Index,DXY.Index,EURUSD.Curncy,USDJPY.Curncy,SOFRRATE.Index,GCNY2YR.Index,EUSA2.BGN.Curncy,GJGB2.Index,CCSWO2.BGN.Curncy,STI.Index,MXWO.Index,MXEF.Index
2000-01-03,342.16,1466.75,92.0451,,,24.21,,,6.384,6.502,6.592,6.622,5.478,,,100.22,1.0243,101.45,,,4.515,,,2608.48,1422.18,496.22
2000-01-04,332.3,1411.75,91.4952,24.39,84.8,27.01,,,6.299,6.398,6.497,6.537,5.492,1.738,,100.41,1.0296,103.22,,,4.555,0.325,,2549.01,1378.31,500.38
2000-01-05,327.68,1413.5,91.0023,23.73,85.65,26.41,,,6.358,6.483,6.594,6.621,5.516,1.699,,100.38,1.0321,104.14,,,4.535,0.3,,2425.9,1359.54,491.09
2000-01-06,323.97,1404,91.04,23.62,85.3,25.73,,,6.299,6.418,6.524,6.553,5.545,1.685,,100.48,1.0328,105.23,,,4.585,0.305,,2409,1344.06,486.04
2000-01-07,331.45,1459.75,90.7495,23.09,85.4,21.72,,,6.308,6.411,6.515,6.546,5.443,1.719,,100.72,1.0295,105.34,,,4.525,0.335,,2449.96,1375.88,492.1
2000-01-10,335.44,1475,90.99,23.73,84.65,21.71,,,6.359,6.461,6.552,6.584,5.415,,,100.99,1.0256,105.16,,,4.435,,,2457.59,1391.11,506.69
2000-01-11,334.05,1454.25,92.048,24.62,84.35,22.5,,,6.428,6.554,6.657,6.671,5.541,1.714,,100.56,1.0336,105.95,,,4.52,0.355,,2449.74,1386.34,498.12
2000-01-12,332.23,1442,93.1605,24.81,86.6,22.84,,,6.472,6.605,6.703,6.719,5.549,1.738,,100.62,1.0309,105.79,,,4.535,0.4,,2452.61,1377.98,500.59
2000-01-13,335.31,1459,93.7982,24.98,85.65,21.71,,,6.394,6.528,6.63,6.653,5.514,1.817,,101,1.0258,106.17,,,4.5025,0.37,,2412.51,1390.3,508.08
2000-01-14,338.27,1478,95.2123,25.47,86.25,19.66,,,6.43,6.576,6.679,6.697,5.552,1.8,,101.72,1.0122,105.87,,,4.5,0.345,,2418.57,1402.14,515.63
2000-01-17,339.99,,,25.65,,,,,6.43,6.576,6.681,6.689,5.559,1.8,,101.77,1.0122,104.9,,,4.5125,0.36,,2367.16,1408.31,524.38
2000-01-18,336.12,1469.5,96.4478,26.05,86.6,21.5,,,6.465,6.623,6.748,6.747,5.644,1.765,,101.86,1.0137,105.67,,,4.5425,0.35,,2343.04,1391.6,522.65
2000-01-19,334.49,1472.5,97.1845,25.84,88.25,21.72,,,6.448,6.604,6.732,6.717,5.601,1.775,,101.76,1.0133,105.32,,,4.5075,0.35,,2286.65,1386.18,511.54
2000-01-20,333.23,1456.25,97.6501,26.1,87.3,21.75,,,6.492,6.663,6.788,6.747,5.581,1.8,,101.36,1.0168,105.47,,,4.49,0.36,,2347.34,1380.78,510.7
2000-01-21,332.14,1454.25,97.4665,26.35,87.3,20.82,,,6.458,6.632,6.765,6.695,5.584,1.759,,101.81,1.0098,104.78,,,4.5175,0.345,,2285.61,1376.52,507.49
2000-01-24,327.73,1411.75,97.0482,26.06,85.65,24.07,,,6.406,6.558,6.685,6.65,5.57,1.68,,102.2,1.0072,105.57,,,4.5375,0.32,,2256.84,1357.16,507.63
2000-01-25,326.45,1418.5,97.6311,26.54,84.25,23.02,,,6.432,6.586,6.692,6.634,5.515,1.633,,102.41,1.0009,106.04,,,4.5075,0.3,,2255.12,1352.8,499.7
2000-01-26,327.1,1415.5,96.845,26.13,84.15,23.03,,,6.442,6.586,6.664,6.571,5.526,1.651,,102.44,1.0019,105.66,,,4.535,0.29,,2266.75,1355.46,501.02
2000-01-27,327.53,1409.75,96.9539,25.62,84.45,23.54,,,6.506,6.669,6.692,6.519,5.628,1.652,,103.17,0.9882,105.12,,,4.64,0.29,,2303.69,1357.12,502.35
2000-01-28,322.24,1366.5,96.5136,25.68,83.5,26.14,,,6.557,6.662,6.658,6.452,5.63,1.68,,104.48,0.9747,107.13,,,4.63,0.29,,2275.89,1334.47,499.05
2000-01-31,322.83,1401,96.8149,25.97,84.95,24.95,,,6.591,6.683,6.665,6.491,5.541,1.735,,105.13,0.9707,107.32,,,4.6225,0.34,,2231.82,1338.25,491.39
2000-02-01,325.39,1416.75,97.5493,26.39,84.3,23.45,,,6.574,6.671,6.619,6.423,5.459,1.77,,104.92,0.9711,107.85,,,4.579,0.365,,2240.63,1348.85,495.36
2000-02-02,327.25,1415.5,96.7944,25.93,82.25,23.12,,,6.592,6.66,6.573,6.284,5.47,1.854,,104.79,0.9765,108.16,,,4.5975,0.395,,2277.48,1356.33,499.46
2000-02-03,332.72,1436.5,97.1337,26.66,82.6,22.01,,,6.523,6.507,6.489,6.136,5.443,1.869,,103.8,0.9894,107.56,,,4.565,0.395,,2260.2,1378.74,509.63
2000-02-04,333.42,1431.5,98.9671,27.07,82.75,21.54,,,6.618,6.653,6.549,6.271,5.494,1.834,,104.29,0.9832,107.19,,,4.6425,0.35,,2270.98,1380.88,515.43
2000-02-07,332.28,1427.25,97.6739,26.88,82.7,22.79,,,6.67,6.737,6.639,6.342,5.53,1.87,,104.64,0.9815,108.62,,,4.6825,0.345,,,1374.92,521.87
2000-02-08,336.31,1446.25,96.4312,26.37,82,21.25,,,6.678,6.733,6.613,6.231,5.482,1.919,,104.22,0.9855,109.47,,,4.6525,0.36,,2261.31,1391.96,525.59
2000-02-09,333.98,1418.25,97.654,26.92,82.2,22.9,,,6.653,6.718,6.66,6.314,5.517,1.894,,103.5,0.9942,108.79,,,4.6775,0.345,,2249.69,1381.36,528.27
2000-02-10,333.7,1419.25,99.3157,27.48,84.95,23.07,,,6.662,6.774,6.671,6.429,5.595,1.867,,104.13,0.9854,109.27,,,4.6825,0.35,,2236.72,1379.69,530.99
2000-02-11,330.29,1396.75,98.7966,27.82,84.5,24.42,,,6.645,6.704,6.604,6.269,5.599,,,104.1,0.9875,108.82,,,4.6875,,,2239.15,1365,529.45
2000-02-14,328.82,1398.75,98.897,28.76,84.4,24.38,,,6.619,6.676,6.554,6.227,5.538,1.835,,104.72,0.9783,108.96,,,4.665,0.345,,2237.87,1359.94,520.62
2000-02-15,327.35,1410,98.462,27.13,82.7,22.92,,,6.628,6.701,6.552,6.246,5.562,1.809,,104.69,0.9815,109.22,,,4.6625,0.335,,2209.94,1353.77,518.89
2000-02-16,326.58,1392.75,98.7213,27.37,82.8,23.51,,,6.611,6.697,6.545,6.265,5.594,1.802,,104.28,0.9863,109.44,,,4.685,0.325,,2218.66,1350.4,518.96
2000-02-17,328.23,1385.5,98.3866,26.67,83.6,23.17,,,6.672,6.741,6.567,6.218,5.594,1.858,,104.27,0.9878,110.56,,,4.734,0.335,,2241.87,1356.94,523.21
2000-02-18,322.71,1353.25,98.3643,26.22,83.2,26,,,6.638,6.683,6.489,6.158,5.571,1.827,,104.63,0.9839,111.09,,,4.745,0.31,,2179.75,1333.48,518.6
2000-02-21,320.3,,,25.93,,,,,6.638,6.68,6.493,6.159,5.514,1.807,,104.51,0.9877,111.26,,,4.7675,0.295,,2120.39,1323.54,514.57
2000-02-22,321.59,1349,98.3868,26.58,82.75,25.86,,,6.551,6.565,6.361,6.086,5.415,1.868,,103.28,1.0038,110.69,,,4.699,0.305,,2114.11,1330.4,506.77
2000-02-23,324.34,1365.25,97.9666,27.06,83.9,23.89,,,6.621,6.632,6.422,6.126,5.443,1.849,,103.53,1.0036,111.07,,,4.695,0.31,,2142.69,1342,509.72
2000-02-24,323.44,1355.25,98.2599,27.37,83.4,24.38,,,6.521,6.553,6.365,6.137,5.398,1.875,,104.01,0.992,111.37,,,4.645,0.335,,2127.71,1337.98,510.31
2000-02-25,321.92,1338,97.6421,27.48,81.5,25.2,,,6.395,6.467,6.326,6.129,5.45,1.892,,105.26,0.9749,110.29,,,4.6825,0.34,,2143.04,1332.04,505.52
2000-02-28,321.24,1347.75,97.3192,27.41,78.1,24.68,,,6.513,6.582,6.422,6.187,5.488,1.832,,105.27,0.9709,109.45,,,4.6725,0.325,,2130.99,1330.35,497.23
2000-02-29,323.59,1372,98.0632,28.09,78.7,23.37,,,6.521,6.595,6.409,6.14,5.5,1.852,,105.92,0.9642,110.33,,,4.685,0.38,,2163.75,1340.58,497.74
2000-03-01,328.22,1385,99.838,29.06,79.15,21.64,,,6.504,6.571,6.386,6.158,5.486,1.838,,104.89,0.9727,107.28,,,4.679,0.38,,2163.07,1359.03,509.58
2000-03-02,331.14,1385,99.7028,29.22,78.6,21.06,,,6.513,6.583,6.384,6.132,5.527,1.796,,105.78,0.9656,107.74,,,4.72,0.385,,2147.78,1370.66,517.07
2000-03-03,334.15,1410.75,100.082,28.99,79.15,19.21,,,6.495,6.593,6.388,6.132,5.461,1.806,,106,0.9586,107.9,,,4.7175,0.41,,2138.95,1383.94,516.31
2000-03-06,332.28,1395,100.9356,29.63,79.35,21.5,,,6.529,6.625,6.411,6.143,5.454,1.782,,106.16,0.9586,107.54,,,4.725,0.4,,2164.45,1375.61,517.22
2000-03-07,327.82,1351.75,102.248,31.9,78.4,24.31,,,6.486,6.569,6.373,6.145,5.432,1.8,,106.01,0.9584,106.12,,,4.745,0.425,,2158.41,1356.14,516.73
2000-03-08,327.46,1366.25,99.4584,28.8,77.85,23.82,,,6.495,6.578,6.379,6.161,5.453,1.766,,105.96,0.961,107.17,,,4.74,0.41,,2151.39,1354.19,519.12
2000-03-09,332.37,1404.25,100.5315,29.29,78.85,22.21,,,6.477,6.546,6.343,6.152,5.345,1.809,,105.37,0.9669,106.53,,,4.6975,0.42,,2150.68,1375.57,520.21
2000-03-10,331.89,1399.5,100.0217,28.94,78.15,21.24,,,6.537,6.595,6.383,6.176,5.37,1.842,,105.71,0.9637,106.35,,,4.7475,0.43,,2179.9,1373.68,518.63
2000-03-13,326.73,1383.5,100.7418,28.89,78,22.85,,,6.511,6.564,6.37,6.17,5.325,1.826,,105.5,0.9642,105.52,,,4.72,0.43,,2126.82,1353.89,500.73
2000-03-14,324.12,1362.25,100.7389,28.34,79.35,24.41,,,6.468,6.492,6.292,6.09,5.359,1.821,,105.2,0.9686,105.12,,,4.755,0.43,,2134.63,1342.83,498.17
2000-03-15,325.3,1395.25,100.0657,27.53,80.15,22.34,,,6.494,6.496,6.291,6.079,5.333,1.837,,105.38,0.9669,105.69,,,4.7625,0.435,,2103.15,1348.61,494.38
2000-03-16,335.46,1459,100.3194,27.41,81.05,20.77,,,6.485,6.457,6.245,6.043,5.272,1.866,,105.18,0.9696,105.37,,,4.71,0.46,,,1392.79,496.3
2000-03-17,337.1,1489,100.4624,26.56,80.55,22.37,,,6.485,6.446,6.194,6,5.241,1.856,,105.2,0.9721,106.73,,,4.6815,0.475,,2162.86,1399.44,499.91
2000-03-20,337.62,1478,98.1331,25.21,79.9,22.96,,,6.51,6.45,6.183,6.004,5.242,,,105.15,0.9728,106.3,,,4.6775,,,2157.2,1402.37,495.58
2000-03-21,342.21,1507.5,98.5765,25.72,81,21.7,,,6.502,6.426,6.135,5.969,5.221,1.891,,105.81,0.9615,106.78,,,4.6475,0.495,,2182.56,1421.68,500.97
2000-03-22,342.2,1517.5,98.5118,25.4,80.9,21.49,,,6.475,6.391,6.112,5.958,5.257,1.862,,106.04,0.961,107.11,,,4.6825,0.46,,2194.54,1421.47,501.96
2000-03-23,345.86,1544,98.1065,25.48,81.1,22.26,,,6.501,6.383,6.078,5.907,5.199,1.849,,105.23,0.9715,107.24,,,4.65,0.445,,2190.31,1436.53,508.11
2000-03-24,348.67,1555.5,98.7299,25.91,80.45,23.31,,,6.624,6.5,6.191,5.986,5.248,1.878,,104.77,0.9779,106.87,,,4.7075,0.465,,2199.6,1447.93,514.12
2000-03-27,349.04,1538.5,98.6476,25.68,79.5,24.53,,,6.615,6.504,6.185,5.978,5.316,1.902,,105.3,0.9672,106.79,,,4.755,0.495,,2262.52,1448.76,519.32
2000-03-28,348.22,1530.25,98.0575,25.51,79.8,24.86,,,6.598,6.445,6.151,5.977,5.278,1.882,,105.53,0.9605,105.84,,,4.73,0.495,,2243.78,1445.78,515.1
2000-03-29,347.68,1530.5,97.0046,24.4,80.05,24.1,,,6.589,6.437,6.147,5.974,5.308,1.859,,106.22,0.9514,105.69,,,4.745,0.495,,2225.02,1443.74,513.1
2000-03-30,341.79,1504.25,97.5567,24.63,80.75,25.47,,,6.484,6.337,6.055,5.878,5.257,1.796,,105.47,0.9613,105.57,,,4.715,0.475,,2152.53,1419.58,502.59
2000-03-31,344.5,1515.25,98.5238,24.77,80.5,24.11,,,6.479,6.314,6.004,5.828,5.216,1.781,,105.44,0.9555,102.78,,,4.6975,0.465,,2150.24,1431.94,499.4
2000-04-03,343.2,1528.25,97.6773,24.51,80.25,24.03,,,6.419,6.262,5.965,5.812,5.194,1.812,,105.54,0.9553,104.9,,,4.695,0.455,,2086.22,1426.94,494.82
2000-04-04,341.58,1519.5,96.145,23.65,79.3,27.12,,,6.308,6.143,5.895,5.773,5.182,1.789,,105.17,0.9596,105.16,,,4.6175,0.44,,2066.09,1420.99,487.46
2000-04-05,339.21,1505.5,96.7044,23.75,79.1,28.41,,,6.3,6.131,5.872,5.778,5.132,1.781,,105.29,0.9625,104.88,,,4.605,0.43,,2058.89,1411.03,484.91
2000-04-06,341.67,1516.5,95.9536,23.45,76.35,27.15,,,6.393,6.227,5.934,5.794,5.202,1.742,,105.52,0.9584,104.77,,,4.66,0.415,,2104.28,1421.05,489.72
2000-04-07,344.69,1529,95.7411,22.58,76.85,24.39,,,6.366,6.18,5.853,5.709,5.184,1.728,,105.97,0.9553,105.37,,,4.675,0.4,,2146.88,1432.62,500.3
2000-04-10,344.15,1521.5,94.6463,21.3,77.55,25.99,,,6.263,6.065,5.771,5.668,5.163,1.741,,105.68,0.9627,106.44,,,4.69,0.415,,2126.76,1429.58,504.77
2000-04-11,341.23,1519,94.6278,21.67,78,27.25,,,6.331,6.172,5.882,5.77,5.162,1.749,,105.94,0.9592,106.92,,,4.705,0.415,,2128.94,1417.99,496.94
2000-04-12,337.38,1476.75,96.3874,23.12,77.75,28.98,,,6.357,6.216,5.935,5.813,5.186,1.787,,105.96,0.959,105.78,,,4.72,0.42,,2126.38,1402.15,490.3
2000-04-13,332.86,1456,96.6937,22.66,77,29.4,,,6.348,6.193,5.906,5.792,5.198,1.81,,106.14,0.9524,105.88,,,4.7275,0.48,,2156.03,1384.06,479.39
2000-04-14,319.99,1367.5,95.8689,22.41,75.35,33.49,,,6.235,6.109,5.85,5.776,5.237,1.799,,105.47,0.9622,104.74,,,4.729,0.46,,2159.61,1329.98,464.27
2000-04-17,319.95,1412.75,96.1503,22.74,74.35,28.95,,,6.316,6.266,6.038,5.932,5.225,1.712,,106.13,0.9527,104.54,,,4.7125,0.41,,1982.66,1333.9,437.97
2000-04-18,326.54,1452.75,96.5329,23.05,76.45,26.12,,,6.329,6.278,6.059,5.91,5.253,1.72,,106.63,0.9453,104.74,,,4.73,0.415,,2005.19,1360.99,449.62
2000-04-19,325.52,1440.25,97.5554,23.77,76.9,27.02,,,6.32,6.23,5.992,5.847,5.28,1.713,,107.13,0.9402,104.82,,,4.76,0.415,,2067.5,1357.04,446.35
2000-04-20,326.98,1447.25,97.4023,23.83,76.6,25.85,,,6.362,6.235,5.994,5.83,5.294,1.737,,107.45,0.9374,105.77,,,4.8035,0.425,,2090.51,1362.99,449.17
2000-04-21,326.92,,,,,,,,6.362,6.239,5.987,5.827,5.298,1.75,,,0.9385,105.77,,,4.815,0.415,,,1362.52,450.56
2000-04-24,326.83,1437,97.6826,,76.6,27.37,,,6.388,6.26,6.017,5.875,5.289,1.743,,107.28,0.938,105.78,,,4.805,0.4,,2066.74,1363.39,442.43
2000-04-25,331.77,1489.25,97.539,23.33,78.95,25.24,,,6.484,6.373,6.128,5.936,5.334,1.726,,108.67,0.9208,106.31,,,4.87,0.385,,2080.43,1384.11,448.4
2000-04-26,330.7,1475.5,96.7391,22.98,78.3,26.97,,,6.501,6.385,6.13,5.944,5.283,1.743,,108.55,0.9235,106.27,,,4.84,0.375,,2128.6,1379.56,447.48
2000-04-27,328.43,1467.25,96.7483,23.76,78.8,26.19,,,6.613,6.516,6.223,5.985,5.301,1.74,,109.57,0.9099,106.43,,,4.874,0.37,,2173.73,1369.97,445.07
2000-04-28,328.68,1460,96.8817,23.89,79,26.2,,,6.676,6.538,6.212,5.96,5.298,1.764,,110.14,0.9119,108.18,,,4.905,0.375,,2176.63,1370.11,451.36
2000-05-01,330.83,1477,98.5183,,79.5,25.88,,,6.719,6.587,6.278,5.988,5.297,1.741,,109.63,0.9158,108.76,,,4.905,0.36,,,1379.51,451.29
2000-05-02,330.53,1450.5,99.7773,25.08,81.75,28.5,,,6.711,6.584,6.299,6.011,5.343,1.735,,110.26,0.91,108.41,,,5,0.355,,2165.03,1378.14,451.62
2000-05-03,323.38,1422.5,99.4225,25,81.55,31.63,,,6.746,6.663,6.401,6.116,5.391,,,111.26,0.8948,109.02,,,5.055,,,2140.41,1348.08,443.67
2000-05-04,322.8,1423.25,99.8853,25.15,82,30.77,,,6.754,6.68,6.427,6.155,5.431,,,111.8,0.8895,108.03,,,5.125,,,2108.53,1345.56,443.45
2000-05-05,325.55,1439,99.7485,25.29,83.8,27.53,,,6.824,6.764,6.505,6.188,5.421,,,111.31,0.897,108.56,,,5.14,,,2096.4,1357.15,446.25
2000-05-08,323.39,1430,100.2396,26.08,83.35,28.2,,,6.851,6.81,6.56,6.243,5.388,1.739,,111.45,0.8977,109,,,5.138,0.345,,2052.31,1348.43,441.43
2000-05-09,320.48,1419.75,100.8321,26.82,82.65,28.93,,,6.843,6.79,6.529,6.213,5.355,1.716,,110.75,0.9075,109.19,,,5.155,0.315,,2063.93,1335.83,440.63
2000-05-10,316,1387.75,101.418,26.42,82.45,29.87,,,6.791,6.65,6.42,6.149,5.337,1.728,,110.8,0.9068,109.53,,,5.095,0.325,,2024.96,1317.04,435.2
2000-05-11,318.34,1415,102.38,27.45,82.6,27.76,,,6.809,6.655,6.409,6.146,5.419,1.686,,111.52,0.9016,108.52,,,5.185,0.315,,1972.97,1327.87,431.46
2000-05-12,322.21,1430.75,102.8206,28.05,84,26.05,,,6.897,6.767,6.512,6.201,5.394,1.704,,109.9,0.9197,108.47,,,5.235,0.33,,1992.84,1344.75,431.91
2000-05-15,324.02,1457.75,102.7036,28.33,83.55,24.86,,,6.845,6.707,6.446,6.154,5.375,1.709,,110.56,0.9112,109.3,,,5.185,0.335,,1989.42,1352.21,435.01
2000-05-16,328.28,1471.75,103.0516,28.78,84.6,24.34,,,6.872,6.718,6.424,6.113,5.348,1.749,,111.31,0.9003,109.66,,,5.186,0.345,,2032.26,1369.78,442.24
2000-05-17,322.58,1456.75,103.1237,27.89,83.9,23.98,,,6.899,6.752,6.496,6.184,5.414,1.772,,112.1,0.8959,109.32,,,5.325,0.355,,2006.56,1345.57,437.32
2000-05-18,321.21,1442,103.9822,28.92,84.2,23.96,,,6.908,6.763,6.54,6.227,5.422,1.73,,112.09,0.8946,108.65,,,5.355,0.335,,,1340.34,432.06
2000-05-19,315.09,1415,104.0066,28.59,84,25.44,,,6.84,6.703,6.494,6.206,5.416,1.726,,111.47,0.8975,106.98,,,5.375,0.335,,2004.65,1314.59,425.34
2000-05-22,311.93,1403.75,103.1693,27.43,82.85,26,,,6.814,6.658,6.439,6.185,5.333,1.697,,111.18,0.9031,107.14,,,5.33,0.3,,1933.98,1302.55,413.82
2000-05-23,310.08,1382.5,103.271,27.5,83.1,25.87,,,6.788,6.658,6.435,6.16,5.342,1.721,,111.44,0.9071,106.42,,,5.3,0.315,,1909.47,1295.39,407.7
2000-05-24,311.23,1401.75,104.644,28.61,83.6,24.32,,,6.832,6.706,6.47,6.193,5.313,1.71,,111.22,0.9044,107.8,,,5.235,0.3,,1880.96,1300.42,407.84
2000-05-25,311.49,1389,104.8746,29.19,83.1,24.58,,,6.71,6.628,6.394,6.106,5.259,1.72,,110.74,0.9115,107.35,,,5.335,0.305,,1856.03,1301.02,411.15
2000-05-26,311.74,1381.25,104.7136,29.22,83.05,24.47,,,6.672,6.571,6.331,6.059,5.202,1.685,,109.12,0.9309,107.15,,,5.17,0.305,,1842.28,1302.29,410.21
2000-05-29,313.14,1387,,,,,,,6.672,6.568,6.326,6.06,5.239,1.67,,,0.9266,107.04,,,5.19,0.305,,1872.62,1307.96,413.12
2000-05-30,320.4,1427.25,103.9185,28.96,81.15,23.62,,,6.731,6.616,6.376,6.092,5.241,1.695,,108.93,0.9301,106.55,,,5.265,0.335,,1838.69,1337.95,424.95
2000-05-31,319.78,1422.25,102.8426,28.31,81.45,23.65,,,6.672,6.519,6.272,6.008,5.191,1.665,,108.74,0.938,107.66,,,5.295,0.4,,1865.31,1334.14,431.7
2000-06-01,324.9,1451.5,103.4509,29.19,81.15,22.36,,,6.587,6.43,6.191,5.943,5.113,1.67,,109.05,0.9312,108.52,,,5.24,0.41,,1879.41,1356.12,435.54
2000-06-02,333.16,1476,104.1036,29.05,79.3,21.48,,,6.51,6.374,6.152,5.945,5.089,1.69,,108.12,0.9463,108.03,,,5.175,0.44,,1959.82,1390.18,448.7
2000-06-05,332.92,1470.5,104.2028,28.37,80.2,22.71,,,6.492,6.336,6.122,5.915,5.095,1.755,,107.46,0.9479,107.33,,,5.14,0.48,,2015.99,1388.46,452.12
2000-06-06,333.16,1463,104.1035,28.59,80.45,23.05,,,6.492,6.332,6.122,5.908,5.138,1.745,,106.59,0.9548,105.8,,,5.12,0.48,,2039.05,1390.11,449.1
2000-06-07,333.57,1472,102.7753,29.22,79.45,22.48,,,6.534,6.362,6.141,5.907,5.126,1.73,,106.18,0.9622,105.32,,,5.0965,0.48,,2068.37,1391.89,449.34
2000-06-08,332.05,1466.5,103.2144,29.07,79.75,22.77,,,6.543,6.362,6.124,5.886,5.185,1.7,,106.73,0.956,105.84,,,5.2615,0.48,,2092.15,1385.37,448.17
2000-06-09,330.96,1462,103.6873,29.58,79.8,22.14,,,6.542,6.361,6.126,5.895,5.147,1.665,,106.99,0.9536,106.91,,,5.28,0.45,,2071.31,1379.61,453.12
2000-06-12,330.28,1446.75,103.9982,31.21,79.45,22.32,,,6.499,6.309,6.071,5.871,5.153,1.675,,106.97,0.9538,106.85,,,5.294,0.46,,2076.56,1376.86,451.76
2000-06-13,332.46,1472,104.4835,31.49,80.15,21.67,,,6.481,6.323,6.116,5.949,5.119,1.66,,106.4,0.9596,106.93,,,5.24,0.45,,2046.5,1387.1,448.59
2000-06-14,333.21,1475.25,104.4698,31.02,80.9,21.48,,,6.412,6.245,6.041,5.91,5.151,1.675,,106.46,0.9579,106.63,,,5.23,0.46,,2062.09,1390.05,450.62
2000-06-15,331.87,1475,104.7483,31.26,81.8,20.68,,,6.42,6.26,6.05,5.923,5.161,1.665,,106.88,0.9547,106.46,,,5.174,0.43,,2072.9,1385.13,445.28
2000-06-16,330.77,1488,104.1134,28.35,82.4,20.5,,,6.35,6.178,5.971,5.869,5.09,1.63,,105.96,0.965,106.41,,,5.139,0.41,,2050.38,1380.48,443.93
2000-06-19,333.49,1504.5,103.0003,27.98,82.8,20.63,,,6.384,6.203,5.999,5.891,5.111,1.63,,106.33,0.9567,105.91,,,5.201,0.4,,2030.88,1392.61,443.59
2000-06-20,333.96,1499,103.3605,29.02,81.3,20.88,,,6.427,6.221,6.02,5.896,5.112,1.65,,106.64,0.9548,105.53,,,5.22,0.42,,2042.66,1394.38,445.32
2000-06-21,333.11,1498.5,104.5074,29.33,82.45,20.61,,,6.496,6.314,6.113,5.967,5.202,1.68,,107.43,0.9442,105.55,,,5.2915,0.46,,2070.89,1390.58,445.52
2000-06-22,329.43,1476.3,105.6421,30.15,81.75,22,,,6.487,6.302,6.104,5.962,5.23,1.727,,107.94,0.9355,104.57,,,5.325,0.47,,2065.13,1374.65,443.43
2000-06-23,327.23,1463.5,104.8829,30.39,81.05,22.34,,,6.539,6.369,6.185,6.041,5.257,1.699,,108.1,0.9359,104.75,,,5.355,0.47,,2069.63,1365.73,439.09
2000-06-26,327.73,1479,104.5637,29.75,82.3,22.45,,,6.486,6.272,6.102,5.979,5.236,1.719,,108.2,0.9369,105.66,,,5.34,0.51,,2067.74,1368.01,438.82
2000-06-27,328.21,1471,105.3805,30.24,81.75,21.8,,,6.494,6.271,6.085,5.933,5.244,1.74,,107.36,0.9459,105.36,,,5.338,0.51,,2080.69,1369.55,441.96
2000-06-28,329.83,1471.25,104.9104,30.11,81.85,20.29,,,6.459,6.26,6.1,5.952,5.249,1.734,,107.67,0.9401,105.57,,,5.348,0.49,,2107.26,1376.13,445.09
2000-06-29,327.45,1458,105.7498,30.8,80.8,19.7,,,6.354,6.193,6.027,5.875,5.2,1.755,,106.91,0.952,105.32,,,5.32,0.52,,2098.88,1366.25,441.53
2000-06-30,330.21,1468,104.7638,30.57,81.55,19.54,,,6.362,6.185,6.031,5.896,5.221,1.761,,106.84,0.9525,106.12,,,5.32,0.52,,2088.85,1377.72,445.52
2000-07-03,332.9,1490.5,,31.1,,19.83,,,6.294,6.121,5.989,5.867,5.267,1.77,,107.09,0.9502,105.69,,,5.34,0.51,,2126.21,1388.85,449.76
2000-07-04,332.75,1487,,29.58,,,,,,,,,5.269,1.753,,107.29,0.9513,106.1,,,5.3475,0.48,,2119.56,1388.26,449.34
2000-07-05,330.17,1463.25,102.0189,29.38,81.35,21.16,,,6.285,6.113,5.984,5.857,5.232,1.77,,107.12,0.9525,106.96,,,5.292,0.48,,2122.17,1376.18,452.7
2000-07-06,330.65,1473.75,100.7384,29.67,80.35,20.94,,,6.336,6.157,6.048,5.908,5.309,1.742,,107.4,0.9507,107.44,,,5.33,0.47,,2103.56,1378.76,450.38
2000-07-07,334.23,1494.75,101.632,29.7,80.6,19.22,,,6.276,6.097,6.001,5.869,5.258,1.761,,107.65,0.9484,107.91,,,5.3125,0.47,,2124.89,1394.35,451.7
2000-07-10,334.7,1491.5,101.4318,28.85,81.35,20.33,,,6.301,6.126,6.035,5.886,5.283,1.77,,106.91,0.9553,107.01,,,5.33,0.47,,2121.11,1395.88,454.73
2000-07-11,334.57,1494.75,101.6973,29.22,81.8,20.11,,,6.309,6.145,6.048,5.885,5.244,1.776,,107.09,0.9527,107.12,,,5.32,0.5,,2133.12,1396.12,450.32
2000-07-12,335.63,1505.75,101.5617,29.67,82.4,20.03,,,6.326,6.185,6.08,5.878,5.275,1.785,,108.04,0.9424,108.09,,,5.37,0.52,,2135.49,1400.19,453.55
2000-07-13,334.65,1509.5,102.7323,30.26,82.35,20.03,,,6.283,6.133,6.005,5.816,5.255,1.712,,108.54,0.9372,108.13,,,5.383,0.45,,2112.88,1395.93,453.22
2000-07-14,336.66,1524,102.0742,29.88,82.3,19.32,,,6.395,6.24,6.096,5.876,5.302,1.712,,108.45,0.9385,107.72,,,5.45,0.46,,2105.43,1404.51,454.95
2000-07-17,337,1522,101.6829,28.56,84.05,19.45,,,6.438,6.289,6.148,5.915,5.324,1.703,,108.62,0.9366,108,,,5.466,0.46,,2135.55,1405.83,455.92
2000-07-18,333.03,1511.5,103.1257,29.32,84.1,19.75,,,6.429,6.285,6.141,5.908,5.329,1.694,,109.38,0.9248,108.14,,,5.455,0.43,,2139.6,1389.23,450.6
2000-07-19,330.97,1500.25,102.2697,28.88,84.2,19.65,,,6.455,6.3,6.154,5.913,5.314,1.71,,109.54,0.9246,108.29,,,5.435,0.44,,2175.31,1381.31,444.21
