Date,STI.Index
2009-06-22,27.48
2009-06-23,28.09
2009-06-24,27.3
2009-06-25,27.34
2009-06-26,27
2009-06-29,24.66
2009-06-30,24.71
2009-07-01,23.33
2009-07-02,23.42
2009-07-03,23.45
2009-07-06,23.56
2009-07-07,21.78
2009-07-08,21.77
2009-07-09,22.19
2009-07-10,21.13
2009-07-13,21.73
2009-07-14,22.57
2009-07-15,24.69
2009-07-16,24.36
2009-07-17,23.18
2009-07-20,23.27
2009-07-21,22.75
2009-07-22,22.71
2009-07-23,23.01
2009-07-24,21.98
2009-07-27,21.82
2009-07-28,21.92
2009-07-29,21.38
2009-07-30,21.24
2009-07-31,21.12
2009-08-03,19.82
2009-08-04,19.86
2009-08-05,20.76
2009-08-06,20.83
2009-08-07,22.04
2009-08-11,22.49
2009-08-12,22.81
2009-08-13,22.55
2009-08-14,22.18
2009-08-17,24.25
2009-08-18,24.28
2009-08-19,25
2009-08-20,24.66
2009-08-21,24.8
2009-08-24,24.78
2009-08-25,24.39
2009-08-26,22.64
2009-08-27,22.64
2009-08-28,22.48
2009-08-31,23.29
2009-09-01,23.27
2009-09-02,23.54
2009-09-03,23.42
2009-09-04,22.9
2009-09-07,22.48
2009-09-08,21.91
2009-09-09,21.81
2009-09-10,21.79
2009-09-11,21.64
2009-09-14,21.99
2009-09-15,21.69
2009-09-16,21.49
2009-09-17,21.47
2009-09-18,20.71
2009-09-22,20.4
2009-09-23,20.11
2009-09-24,19.7
2009-09-25,19.63
2009-09-28,17.2
2009-09-29,17.42
2009-09-30,16.41
2009-10-01,16.09
2009-10-02,17.21
2009-10-05,15.49
2009-10-06,15.83
2009-10-07,16.01
2009-10-08,16.04
2009-10-09,16.04
2009-10-12,15.18
2009-10-13,15.27
2009-10-14,15.42
2009-10-15,15.15
2009-10-16,14.98
2009-10-19,14.82
2009-10-20,14.73
2009-10-21,14.84
2009-10-22,14.47
2009-10-23,14.93
2009-10-26,14.09
2009-10-27,14.35
2009-10-28,14.73
2009-10-29,14.84
2009-10-30,14.75
2009-11-02,14.1
2009-11-03,14.33
2009-11-04,14.57
2009-11-05,14.72
2009-11-06,14.59
2009-11-09,14.61
2009-11-10,14.66
2009-11-11,14.93
2009-11-12,13.57
2009-11-13,13.25
2009-11-16,14.15
2009-11-17,14.25
2009-11-18,14.42
2009-11-19,14.46
2009-11-20,14.18
2009-11-23,14.52
2009-11-24,14.11
2009-11-25,14.15
2009-11-26,14.59
2009-11-30,14.99
2009-12-01,15.56
2009-12-02,15.57
2009-12-03,15.5
2009-12-04,15.3
2009-12-07,15.3
2009-12-08,15.04
2009-12-09,13.99
2009-12-10,13.95
2009-12-11,13.94
2009-12-14,13.9
2009-12-15,13.5
2009-12-16,13.31
2009-12-17,13.01
2009-12-18,12.85
2009-12-21,12.54
2009-12-22,13
2009-12-23,12.67
2009-12-24,12.54
2009-12-28,12.62
2009-12-29,11.24
2009-12-30,10.99
2009-12-31,10.74
2010-01-04,10.73
2010-01-05,10.94
2010-01-06,10.4
2010-01-07,10.36
2010-01-08,10.33
2010-01-11,9.58
2010-01-12,9.05
2010-01-13,8.94
2010-01-14,8.81
2010-01-15,8.78
2010-01-18,8.48
2010-01-19,8.48
2010-01-20,8.81
2010-01-21,9.94
2010-01-22,10.38
2010-01-25,10.24
2010-01-26,12.84
2010-01-27,13.31
2010-01-28,14.48
2010-01-29,14.52
2010-02-01,14.51
2010-02-02,14.51
2010-02-03,14.79
2010-02-04,14.75
2010-02-05,16.09
2010-02-08,15.98
2010-02-09,17.06
2010-02-10,17
2010-02-11,17.04
2010-02-12,17.07
2010-02-17,17.33
2010-02-18,17.39
2010-02-19,17.36
2010-02-22,17.3
2010-02-23,17.54
2010-02-24,17.58
2010-02-25,17.44
2010-02-26,17.23
2010-03-01,17.5
2010-03-02,17.48
2010-03-03,17.55
2010-03-04,17.51
2010-03-05,17.23
2010-03-08,17.61
2010-03-09,17.59
2010-03-10,15.75
2010-03-11,15.16
2010-03-12,14.24
2010-03-15,14.17
2010-03-16,14.2
2010-03-17,14.11
2010-03-18,13.51
2010-03-19,13.22
2010-03-22,11.37
2010-03-23,11.41
2010-03-24,10.55
2010-03-25,10.41
2010-03-26,10.38
2010-03-29,10.53
2010-03-30,10.01
2010-03-31,10.85
2010-04-01,11.91
2010-04-05,12.03
2010-04-06,11.86
2010-04-07,11.49
2010-04-08,11.76
2010-04-09,11.74
2010-04-12,11.61
2010-04-13,11.64
2010-04-14,12.34
2010-04-15,12.15
2010-04-16,12.2
2010-04-19,12.64
2010-04-20,12.75
2010-04-21,12.73
2010-04-22,12.73
2010-04-23,12.73
2010-04-26,12.72
2010-04-27,12.66
2010-04-28,13.98
2010-04-29,14.22
2010-04-30,14.3
2010-05-03,14.37
2010-05-04,14.99
2010-05-05,15.46
2010-05-06,15.6
2010-05-07,15.55
2010-05-10,16.68
2010-05-11,16.81
2010-05-12,16.36
2010-05-13,15.28
2010-05-14,15.02
2010-05-17,15.09
2010-05-18,15.07
2010-05-19,16.49
2010-05-20,16.48
2010-05-21,17.15
2010-05-24,17.5
2010-05-25,17.92
2010-05-26,19.02
2010-05-27,19.93
2010-05-31,19.69
2010-06-01,19.74
2010-06-02,19.87
2010-06-03,21.34
2010-06-04,21.39
2010-06-07,21.9
2010-06-08,21.9
2010-06-09,21.25
2010-06-10,21.42
2010-06-11,21.45
2010-06-14,21.49
2010-06-15,21.1
2010-06-16,20.94
2010-06-17,20.83
2010-06-18,20.77
2010-06-21,20.54
2010-06-22,20.45
2010-06-23,20.3
2010-06-24,20.41
2010-06-25,20.38
2010-06-28,20.33
2010-06-29,20.74
2010-06-30,19.28
2010-07-01,19.2
2010-07-02,18.29
2010-07-05,18.18
2010-07-06,15.94
2010-07-07,15.38
2010-07-08,15.12
2010-07-09,15.17
2010-07-12,14.38
2010-07-13,14.37
2010-07-14,12.89
2010-07-15,12.95
2010-07-16,11.16
2010-07-19,11.26
2010-07-20,11.24
2010-07-21,11.21
2010-07-22,11.42
2010-07-23,11.34
2010-07-26,11.4
2010-07-27,11.13
2010-07-28,11.1
2010-07-29,10.99
2010-07-30,9.86
2010-08-02,10.23
2010-08-03,10.33
2010-08-04,10.05
2010-08-05,10.05
2010-08-06,10.08
2010-08-10,9.04
2010-08-11,9.92
2010-08-12,10.08
2010-08-13,9.89
2010-08-16,9.93
2010-08-17,9.75
2010-08-18,9.72
2010-08-19,9.4
2010-08-20,9.27
2010-08-23,9.3
2010-08-24,9.3
2010-08-25,8.96
2010-08-26,8.91
2010-08-27,8.89
2010-08-30,9.01
2010-08-31,9.03
2010-09-01,9.28
2010-09-02,8.81
2010-09-03,8.77
2010-09-06,9.25
2010-09-07,9.19
2010-09-08,9.55
2010-09-09,9.53
2010-09-13,10.38
2010-09-14,9.94
2010-09-15,10.08
2010-09-16,9.99
2010-09-17,10.01
2010-09-20,9.9
2010-09-21,9.86
2010-09-22,9
2010-09-23,8.73
2010-09-24,8.7
2010-09-27,8.73
2010-09-28,8.85
2010-09-29,8.79
2010-09-30,8.61
2010-10-01,8.86
2010-10-04,8.86
2010-10-05,8.79
2010-10-06,8.96
2010-10-07,9.44
2010-10-08,9.65
2010-10-11,9.58
2010-10-12,9.7
2010-10-13,10.3
2010-10-14,10.39
2010-10-15,10.35
2010-10-18,10.39
2010-10-19,10.4
2010-10-20,10.11
2010-10-21,10.29
2010-10-22,9.48
2010-10-25,9.23
2010-10-26,9.32
2010-10-27,10.1
2010-10-28,10.08
2010-10-29,10.13
2010-11-01,11.03
2010-11-02,11.06
2010-11-03,11.03
2010-11-04,11.06
2010-11-08,12.06
2010-11-09,11.87
2010-11-10,12.22
2010-11-11,12.13
2010-11-12,12.6
2010-11-15,12.53
2010-11-16,12.78
2010-11-18,12.53
2010-11-19,12.44
2010-11-22,12.38
2010-11-23,13.83
2010-11-24,13.81
2010-11-25,13.01
2010-11-26,13
2010-11-29,12.96
2010-11-30,12.85
2010-12-01,13.31
2010-12-02,13.34
2010-12-03,13.48
2010-12-06,13.47
2010-12-07,13.48
2010-12-08,13.38
2010-12-09,12.8
2010-12-10,13.06
2010-12-13,13.02
2010-12-14,12.15
2010-12-15,12.38
2010-12-16,12.2
2010-12-17,12.1
2010-12-20,10.61
2010-12-21,10.54
2010-12-22,10.44
2010-12-23,10.4
2010-12-24,9.87
2010-12-27,9.98
2010-12-28,10.06
2010-12-29,10.33
2010-12-30,10.19
2010-12-31,10.4
2011-01-03,9.18
2011-01-04,9.21
2011-01-05,9.03
2011-01-06,9.24
2011-01-07,9.47
2011-01-10,9.9
2011-01-11,9.36
2011-01-12,9.26
2011-01-13,8.91
2011-01-14,8.97
2011-01-17,8.97
2011-01-18,8.97
2011-01-19,8.99
2011-01-20,9.35
2011-01-21,9.56
2011-01-24,9.54
2011-01-25,9.1
2011-01-26,9.78
2011-01-27,9.78
2011-01-28,9.55
2011-01-31,10.76
2011-02-01,10.76
2011-02-02,10.98
2011-02-04,10.98
2011-02-07,11.07
2011-02-08,10.86
2011-02-09,11.08
2011-02-10,11.87
2011-02-11,11.94
2011-02-14,11.39
2011-02-15,11.38
2011-02-16,11.51
2011-02-17,11.14
2011-02-18,11.13
2011-02-21,10.91
2011-02-22,11.67
2011-02-23,11.65
2011-02-24,11.68
2011-02-25,13.19
2011-02-28,13.21
2011-03-01,14.58
2011-03-02,14.96
2011-03-03,14.79
2011-03-04,14.99
2011-03-07,15.01
2011-03-08,15.54
2011-03-09,15
2011-03-10,15.05
2011-03-11,15.21
2011-03-14,14.64
2011-03-15,16.63
2011-03-16,16.64
2011-03-17,16.75
2011-03-18,16.72
2011-03-21,17.67
2011-03-22,17.64
2011-03-23,17.29
2011-03-24,17.28
2011-03-25,17.29
2011-03-28,17.19
2011-03-29,17.13
2011-03-30,17.52
2011-03-31,17.54
2011-04-01,17.5
2011-04-04,16.72
2011-04-05,16.57
2011-04-06,16.28
2011-04-07,15.6
2011-04-08,15.49
2011-04-11,14.88
2011-04-12,14.45
2011-04-13,14.73
2011-04-14,14.68
2011-04-15,14.71
2011-04-18,14.33
2011-04-19,14.42
2011-04-20,14.76
2011-04-21,14.51
2011-04-25,14.45
2011-04-26,11.27
2011-04-27,11.13
2011-04-28,10.52
2011-04-29,10.48
2011-05-03,10.14
2011-05-04,10.93
2011-05-05,10.84
2011-05-06,10.75
2011-05-09,11
2011-05-10,10.99
2011-05-11,11.11
2011-05-12,11.56
2011-05-13,11.93
2011-05-16,12.17
2011-05-18,12.02
2011-05-19,12.38
2011-05-20,12.18
2011-05-23,13.38
2011-05-24,13.27
2011-05-25,13.08
2011-05-26,12.92
2011-05-27,12.54
2011-05-30,12.49
2011-05-31,12.63
2011-06-01,12.65
2011-06-02,12.56
2011-06-03,12.03
2011-06-06,12.03
2011-06-07,12.04
2011-06-08,12.01
2011-06-09,11.94
2011-06-10,12.04
2011-06-13,12.13
2011-06-14,11.94
2011-06-15,11.38
2011-06-16,11.83
2011-06-17,11.87
2011-06-20,11.23
2011-06-21,11.85
2011-06-22,11.62
2011-06-23,10.87
2011-06-24,10.58
2011-06-27,10.44
2011-06-28,10.43
2011-06-29,10.38
2011-06-30,11.21
2011-07-01,9.88
2011-07-04,9.96
2011-07-05,10.24
2011-07-06,10.33
2011-07-07,10.32
2011-07-08,10.6
2011-07-11,10.92
2011-07-12,11.43
2011-07-13,11.48
2011-07-14,11.42
2011-07-15,11.03
2011-07-18,11.03
2011-07-19,11.11
2011-07-20,11.48
2011-07-21,11.34
2011-07-22,11.81
2011-07-25,11.89
2011-07-26,11.91
2011-07-27,11.23
2011-07-28,11.07
2011-07-29,11.09
2011-08-01,10.71
2011-08-02,11.37
2011-08-03,12.38
2011-08-04,12.47
2011-08-05,16.65
2011-08-08,20
2011-08-10,20.55
2011-08-11,19.99
2011-08-12,20.97
2011-08-15,21.13
2011-08-16,21.37
2011-08-17,21.37
2011-08-18,21.28
2011-08-19,22.69
2011-08-22,22.65
2011-08-23,23.03
2011-08-24,23.22
2011-08-25,24.04
2011-08-26,24.04
2011-08-29,24.75
2011-08-31,26.93
2011-09-01,26.68
2011-09-02,26.64
2011-09-05,26.82
2011-09-06,26.87
2011-09-07,27.79
2011-09-08,27.99
2011-09-09,28.06
2011-09-12,29.01
2011-09-13,28.72
2011-09-14,28.78
2011-09-15,28.95
2011-09-16,29.17
2011-09-19,27.44
2011-09-20,25.4
2011-09-21,24.6
2011-09-22,25.65
2011-09-23,24.95
2011-09-26,25.12
2011-09-27,26.32
2011-09-28,26.42
2011-09-29,26.45
2011-09-30,24.85
2011-10-03,25.53
2011-10-04,27.07
2011-10-05,26.75
2011-10-06,27.8
2011-10-07,28.19
2011-10-10,27.93
2011-10-11,26.06
2011-10-12,26.63
2011-10-13,26.54
2011-10-14,25.55
2011-10-17,25.84
2011-10-18,25.68
2011-10-19,25.49
2011-10-20,25.45
2011-10-21,24.06
2011-10-24,24.61
2011-10-25,24.61
2011-10-27,25.8
2011-10-28,26.35
2011-10-31,26.67
2011-11-01,27.57
2011-11-02,27.97
2011-11-03,26.92
2011-11-04,27.01
2011-11-08,26.42
2011-11-09,25.39
2011-11-10,26.48
2011-11-11,26.47
2011-11-14,26.41
2011-11-15,25.65
2011-11-16,22.92
2011-11-17,23.26
2011-11-18,22.63
2011-11-21,22.64
2011-11-22,22.53
2011-11-23,22.84
2011-11-24,22.25
2011-11-25,22.52
2011-11-28,23.27
2011-11-29,22.91
2011-11-30,22.24
2011-12-01,23.19
2011-12-02,23
2011-12-05,22.95
2011-12-06,22.41
2011-12-07,22.69
2011-12-08,21.77
2011-12-09,20.93
2011-12-12,20.47
2011-12-13,19.39
2011-12-14,18.65
2011-12-15,18.89
2011-12-16,18.59
2011-12-19,18.79
2011-12-20,18.8
2011-12-21,18.95
2011-12-22,18.94
2011-12-23,18.42
2011-12-27,18.36
2011-12-28,18.37
2011-12-29,18.21
2011-12-30,17.73
2012-01-03,18.09
2012-01-04,18.14
2012-01-05,17.53
2012-01-06,17.53
2012-01-09,17.32
2012-01-10,16.67
2012-01-11,16.9
2012-01-12,16.85
2012-01-13,16.37
2012-01-16,16.78
2012-01-17,17.95
2012-01-18,17.99
2012-01-19,17.71
2012-01-20,17
2012-01-25,16.87
2012-01-26,16.88
2012-01-27,16.75
2012-01-30,17
2012-01-31,16.22
2012-02-01,16.17
2012-02-02,15.18
2012-02-03,15.11
2012-02-06,14.05
2012-02-07,13.92
2012-02-08,13.99
2012-02-09,13.97
2012-02-10,14.22
2012-02-13,14.22
2012-02-14,13.58
2012-02-15,13.16
2012-02-16,13.86
2012-02-17,13.91
2012-02-20,13.92
2012-02-21,13.38
2012-02-22,13.84
2012-02-23,14.16
2012-02-24,14.11
2012-02-27,13.92
2012-02-28,13.28
2012-02-29,12.08
2012-03-01,11.94
2012-03-02,11.92
2012-03-05,11.42
2012-03-06,12.45
2012-03-07,12.62
2012-03-08,13.72
2012-03-09,13.39
2012-03-12,13.28
2012-03-13,13.51
2012-03-14,13.91
2012-03-15,13.85
2012-03-16,13.83
2012-03-19,13.92
2012-03-20,13.76
2012-03-21,13.76
2012-03-22,13.86
2012-03-23,13.8
2012-03-26,13.85
2012-03-27,14.35
2012-03-28,13.9
2012-03-29,13.9
2012-03-30,13.84
2012-04-02,13.84
2012-04-03,13.51
2012-04-04,13.57
2012-04-05,13.54
2012-04-09,13.42
2012-04-10,13.4
2012-04-11,13.65
2012-04-12,13.98
2012-04-13,13.94
2012-04-16,13.94
2012-04-17,12.48
2012-04-18,12.34
2012-04-19,10.95
2012-04-20,11.02
2012-04-23,11.52
2012-04-24,11.25
2012-04-25,10.58
2012-04-26,10.58
2012-04-27,10.49
2012-04-30,10.29
2012-05-02,10.6
2012-05-03,10.6
2012-05-04,10.31
2012-05-07,12.22
2012-05-08,12.17
2012-05-09,11.57
2012-05-10,11.59
2012-05-11,11.58
2012-05-14,11.49
2012-05-15,11.59
2012-05-16,12.35
2012-05-17,12.11
2012-05-18,12.75
2012-05-21,12.74
2012-05-22,13.11
2012-05-23,13.39
2012-05-24,12.81
2012-05-25,12.69
2012-05-28,12.85
2012-05-29,13.05
2012-05-30,12.93
2012-05-31,12.84
2012-06-01,13
2012-06-04,13.49
2012-06-05,13.54
2012-06-06,14.86
2012-06-07,14.84
2012-06-08,14.89
2012-06-11,16.16
2012-06-12,15.87
2012-06-13,15.87
2012-06-14,15.88
2012-06-15,15.36
2012-06-18,15.43
2012-06-19,15.31
2012-06-20,15.39
2012-06-21,15.48
2012-06-22,15.36
2012-06-25,15.34
2012-06-26,14.62
2012-06-27,15.11
2012-06-28,14.3
2012-06-29,14.59
2012-07-02,14.54
2012-07-03,13.95
2012-07-04,13.93
2012-07-05,13.96
2012-07-06,13.93
2012-07-09,15.01
2012-07-10,15.12
2012-07-11,15.1
2012-07-12,14.85
2012-07-13,13.57
2012-07-16,13.58
2012-07-17,12.86
2012-07-18,12.83
2012-07-19,12.38
2012-07-20,11.73
2012-07-23,12.43
2012-07-24,12.33
2012-07-25,12.22
2012-07-26,11.78
2012-07-27,11.83
2012-07-30,12.09
2012-07-31,12.07
2012-08-01,11.59
2012-08-02,11.77
2012-08-03,11.58
2012-08-06,11.48
2012-08-07,11.15
2012-08-08,11.39
2012-08-10,11.07
2012-08-13,10.72
2012-08-14,10.42
2012-08-15,10.84
2012-08-16,10.66
2012-08-17,10.66
2012-08-21,9.14
2012-08-22,8.76
2012-08-23,8.47
2012-08-24,8.27
2012-08-27,8.02
2012-08-28,8.04
2012-08-29,7.9
2012-08-30,8.46
2012-08-31,8.49
2012-09-03,8.42
2012-09-04,7.73
2012-09-05,7.74
2012-09-06,7.73
2012-09-07,7.94
2012-09-10,7.92
2012-09-11,7.16
2012-09-12,7.28
2012-09-13,7.12
2012-09-14,8.02
2012-09-17,7.93
2012-09-18,7.75
2012-09-19,7.78
2012-09-20,7.73
2012-09-21,7.87
2012-09-24,7.88
2012-09-25,7.54
2012-09-26,7.38
2012-09-27,7.5
2012-09-28,7.5
2012-10-01,7.49
2012-10-02,7.59
2012-10-03,7.57
2012-10-04,7.59
2012-10-05,7.79
2012-10-08,8.42
2012-10-09,8.5
2012-10-10,8.58
2012-10-11,8.48
2012-10-12,8.47
2012-10-15,8.45
2012-10-16,8.27
2012-10-17,8.23
2012-10-18,8.06
2012-10-19,8.15
2012-10-22,8.14
2012-10-23,8.05
2012-10-24,8.08
2012-10-25,7.13
2012-10-29,7.56
2012-10-30,7.58
2012-10-31,7.53
2012-11-01,7.51
2012-11-02,7.48
2012-11-05,7.47
2012-11-06,7.55
2012-11-07,7.71
2012-11-08,8.17
2012-11-09,8.17
2012-11-12,8.17
2012-11-14,8.28
2012-11-15,8.77
2012-11-16,8.67
2012-11-19,8.34
2012-11-20,8.03
2012-11-21,8.02
2012-11-22,8.02
2012-11-23,8.04
2012-11-26,8.14
2012-11-27,8.19
2012-11-28,8.17
2012-11-29,8.89
2012-11-30,9.09
2012-12-03,9.02
2012-12-04,9.02
2012-12-05,9.1
2012-12-06,9.08
2012-12-07,9.4
2012-12-10,8.92
2012-12-11,8.89
2012-12-12,9.1
2012-12-13,9.02
2012-12-14,9
2012-12-17,9
2012-12-18,8.86
2012-12-19,8.64
2012-12-20,7.94
2012-12-21,8.08
2012-12-24,8.05
2012-12-26,7.21
2012-12-27,5.97
2012-12-28,5.91
2012-12-31,6.7
2013-01-02,7.16
2013-01-03,7.25
2013-01-04,7.06
2013-01-07,7.18
2013-01-08,7.39
2013-01-09,7.43
2013-01-10,7.4
2013-01-11,7.03
2013-01-14,6.93
2013-01-15,7.02
2013-01-16,7.01
2013-01-17,7.16
2013-01-18,7.24
2013-01-21,6.84
2013-01-22,6.85
2013-01-23,6.89
2013-01-24,6.74
2013-01-25,6.84
2013-01-28,6.79
2013-01-29,6.88
2013-01-30,7.16
2013-01-31,7.19
2013-02-01,7.09
2013-02-04,6.92
2013-02-05,7.42
2013-02-06,7.37
2013-02-07,7.56
2013-02-08,7.56
2013-02-13,7.49
2013-02-14,7.01
2013-02-15,6.79
2013-02-18,6.8
2013-02-19,6.76
2013-02-20,6.65
2013-02-21,6.93
2013-02-22,6.92
2013-02-25,6.83
2013-02-26,7.55
2013-02-27,7.47
2013-02-28,7.43
2013-03-01,7.28
2013-03-04,7.73
2013-03-05,7.71
2013-03-06,8.64
2013-03-07,8.6
2013-03-08,8.54
2013-03-11,8.34
2013-03-12,8.38
2013-03-13,8.38
2013-03-14,8.08
2013-03-15,8.1
2013-03-18,8.49
2013-03-19,8.56
2013-03-20,8.48
2013-03-21,8.67
2013-03-22,8.6
2013-03-25,8.61
2013-03-26,8.35
2013-03-27,8.59
2013-03-28,8.57
2013-04-01,8.56
2013-04-02,8.58
2013-04-03,8.51
2013-04-04,8.38
2013-04-05,8.41
2013-04-08,8.53
2013-04-09,7.95
2013-04-10,7.94
2013-04-11,8.02
2013-04-12,8.15
2013-04-15,7.69
2013-04-16,7.68
2013-04-17,6.57
2013-04-18,6.55
2013-04-19,6.5
2013-04-22,6.63
2013-04-23,6.95
2013-04-24,7.66
2013-04-25,7.7
2013-04-26,7.73
2013-04-29,7.18
2013-04-30,7.13
2013-05-02,7.25
2013-05-03,7.85
2013-05-06,7.8
2013-05-07,7.79
2013-05-08,7.97
2013-05-09,7.86
2013-05-10,7.84
2013-05-13,8.01
2013-05-14,7.99
2013-05-15,8
2013-05-16,7.84
2013-05-17,7.78
2013-05-20,7.54
2013-05-21,7.65
2013-05-22,7.62
2013-05-23,9.54
2013-05-27,9.41
2013-05-28,9.38
2013-05-29,10.11
2013-05-30,10.55
2013-05-31,10.81
2013-06-03,10.97
2013-06-04,10.88
2013-06-05,11.52
2013-06-06,11.75
2013-06-07,11.61
2013-06-10,11.69
2013-06-11,11.79
2013-06-12,11.77
2013-06-13,11.21
2013-06-14,11.62
2013-06-17,11.81
2013-06-18,12.79
2013-06-19,12.41
2013-06-20,13.98
2013-06-21,13.85
2013-06-24,14.37
2013-06-25,14.54
2013-06-26,14.64
2013-06-27,14.7
2013-06-28,15.26
2013-07-01,15.19
2013-07-02,15.72
2013-07-03,15.95
2013-07-04,15.52
2013-07-05,15.78
2013-07-08,15.66
2013-07-09,15.69
2013-07-10,15.58
2013-07-11,16.62
2013-07-12,16.57
2013-07-15,16.57
2013-07-16,16.02
2013-07-17,15.39
2013-07-18,15.39
2013-07-19,15.33
2013-07-22,15.15
2013-07-23,15.11
2013-07-24,14.96
2013-07-25,15.27
2013-07-26,15.15
2013-07-29,14.53
2013-07-30,14.47
2013-07-31,12.34
2013-08-01,12.39
2013-08-02,11.15
2013-08-05,11.24
2013-08-06,11.38
2013-08-07,11.34
2013-08-12,10.99
2013-08-13,10.95
2013-08-14,10.57
2013-08-15,9.99
2013-08-16,10.18
2013-08-19,10.25
2013-08-20,11.02
2013-08-21,10.91
2013-08-22,10.97
2013-08-23,9.06
2013-08-26,9.03
2013-08-27,10.04
2013-08-28,10.29
2013-08-29,11.03
2013-08-30,10.92
2013-09-02,11.4
2013-09-03,11.12
2013-09-04,11.31
2013-09-05,11.43
2013-09-06,11.15
2013-09-09,12.02
2013-09-10,12.64
2013-09-11,12.63
2013-09-12,12.6
2013-09-13,12.38
2013-09-16,13.71
2013-09-17,13.69
2013-09-18,13.68
2013-09-19,14.73
2013-09-20,14.8
2013-09-23,14.91
2013-09-24,14.9
2013-09-25,14.69
2013-09-26,14.58
2013-09-27,14.46
2013-09-30,14.38
2013-10-01,14.27
2013-10-02,14.42
2013-10-03,14.45
2013-10-04,14.46
2013-10-07,13.47
2013-10-08,13.04
2013-10-09,12.7
2013-10-10,12.67
2013-10-11,12.48
2013-10-14,12.6
2013-10-16,11.81
2013-10-17,11.67
2013-10-18,11.67
2013-10-21,11.12
2013-10-22,10.71
2013-10-23,10.58
2013-10-24,10.58
2013-10-25,10.68
2013-10-28,9.13
2013-10-29,9.13
2013-10-30,9.26
2013-10-31,7.7
2013-11-01,7.64
2013-11-04,7.35
2013-11-05,7.34
2013-11-06,7.34
2013-11-07,7.22
2013-11-08,7.42
2013-11-11,6.31
2013-11-12,6.21
2013-11-13,5.7
2013-11-14,6.06
2013-11-15,6.06
2013-11-18,6.05
2013-11-19,6.12
2013-11-20,6.14
2013-11-21,6.1
2013-11-22,6.03
2013-11-25,5.91
2013-11-26,5.89
2013-11-27,5.76
2013-11-28,5.9
2013-11-29,5.96
2013-12-02,5.92
2013-12-03,5.9
2013-12-04,6.25
2013-12-05,6.99
2013-12-06,7.01
2013-12-09,7
2013-12-10,7.11
2013-12-11,7.15
2013-12-12,7.15
2013-12-13,7.2
2013-12-16,7.21
2013-12-17,7.43
2013-12-18,7.43
2013-12-19,7.28
2013-12-20,7.68
2013-12-23,8.03
2013-12-24,8.05
2013-12-26,7.7
2013-12-27,7.8
2013-12-30,7.81
2013-12-31,7.89
2014-01-02,7.9
2014-01-03,8.83
2014-01-06,8.85
2014-01-07,8.8
2014-01-08,9.29
2014-01-09,9.3
2014-01-10,9.18
2014-01-13,9.17
2014-01-14,9.12
2014-01-15,9.35
2014-01-16,9.02
2014-01-17,8.33
2014-01-20,8.47
2014-01-21,8.48
2014-01-22,7.83
2014-01-23,8.25
2014-01-24,8.61
2014-01-27,9.21
2014-01-28,9.35
2014-01-29,9.35
2014-01-30,9.55
2014-02-03,10.11
2014-02-04,9.97
2014-02-05,9.62
2014-02-06,10.08
2014-02-07,10.45
2014-02-10,10.3
2014-02-11,10.4
2014-02-12,10.3
2014-02-13,10.28
2014-02-14,9.56
2014-02-17,10.1
2014-02-18,10.1
2014-02-19,9.82
2014-02-20,9.82
2014-02-21,9.93
2014-02-24,9.93
2014-02-25,9.87
2014-02-26,9.76
2014-02-27,9.81
2014-02-28,9.9
2014-03-03,9.99
2014-03-04,10.14
2014-03-05,10.21
2014-03-06,9.74
2014-03-07,9.42
2014-03-10,8.79
2014-03-11,8.62
2014-03-12,9.09
2014-03-13,8.98
2014-03-14,8.15
2014-03-17,7.74
2014-03-18,7.67
2014-03-19,7.45
2014-03-20,7.54
2014-03-21,7.67
2014-03-24,8.4
2014-03-25,8.45
2014-03-26,9.16
2014-03-27,9.26
2014-03-28,8.88
2014-03-31,8.96
2014-04-01,8.87
2014-04-02,8.9
2014-04-03,9.12
2014-04-04,9.18
2014-04-07,9.41
2014-04-08,9.25
2014-04-09,9.24
2014-04-10,9.23
2014-04-11,8.89
2014-04-14,8.87
2014-04-15,9.21
2014-04-16,9.17
2014-04-17,9.18
2014-04-21,9.08
2014-04-22,9.21
2014-04-23,8.78
2014-04-24,8.69
2014-04-25,8.85
2014-04-28,9.23
2014-04-29,9.27
2014-04-30,9.3
2014-05-02,8.99
2014-05-05,9.08
2014-05-06,8.47
2014-05-07,8.49
2014-05-08,7.79
2014-05-09,7.64
2014-05-12,8.19
2014-05-14,8.7
2014-05-15,8.73
2014-05-16,8.77
2014-05-19,8.44
2014-05-20,8.39
2014-05-21,8.17
2014-05-22,8.13
2014-05-23,8.18
2014-05-26,8.14
2014-05-27,8.17
2014-05-28,8.07
2014-05-29,7.97
2014-05-30,7.98
2014-06-02,7.99
2014-06-03,8.02
2014-06-04,7.94
2014-06-05,7.72
2014-06-06,7.56
2014-06-09,7.4
2014-06-10,7.08
2014-06-11,7.07
2014-06-12,6.65
2014-06-13,6.53
2014-06-16,6.44
2014-06-17,6.63
2014-06-18,6.56
2014-06-19,6.54
2014-06-20,6.61
2014-06-23,5.96
2014-06-24,4.92
2014-06-25,4.75
2014-06-26,4.92
2014-06-27,4.98
2014-06-30,5.17
2014-07-01,5.29
2014-07-02,5.65
2014-07-03,5.6
2014-07-04,5.58
2014-07-07,5.8
2014-07-08,5.85
2014-07-09,5.24
2014-07-10,5.25
2014-07-11,5.7
2014-07-14,5.68
2014-07-15,5.47
